# _root_ When the plant was destroyed , `` I think everyone got concerned that the same thing would happen at our plant , '' a KerrMcGee spokeswoman said .
#goldHeads=5,3,4,9,4,9,9,9,27,11,9,11,17,16,16,17,12,17,18,21,19,27,27,26,26,27,0,27,
#predictedHeads=5,3,4,27,4,9,9,9,27,11,9,11,17,16,16,17,12,17,18,21,19,27,27,26,26,27,0,27,
(4,9),(9,9),(9,19),-0.0607243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,21),0.0162256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,22),-0.104583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,23),-0.0257758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,27),-0.0956106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,28),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,29),0.0911405 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,10),(9,11),-0.0591787 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,12),-0.0143956 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,13),-0.0170904 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,16),-0.00309739 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,17),-0.00465029 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,18),-0.0575434 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,19),0.00341757 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,21),-0.00309735 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,22),-0.0476811 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,23),-0.00804369 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,27),-0.0586232 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,28),-0.015209 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,29),-0.0520094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,11),(9,12),-0.0229142 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,13),-0.0249075 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,16),-0.0297879 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,17),-0.0207289 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,18),0.0130352 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,19),-0.0250029 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,21),-0.0297895 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,22),-0.0100391 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,23),-0.0136722 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,27),0.0130185 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,28),-0.00299181 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,29),-0.0449307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,12),(9,13),0.0122293 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,16),-0.0354476 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,17),-0.014571 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,18),-0.011412 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,19),0.0179455 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,21),-0.0354476 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,22),0.000569991 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,23),-0.0328764 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,27),-0.0116123 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,28),-0.0198773 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,29),-0.00731083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,13),(9,16),-0.009067 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,17),-0.0236431 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,18),-0.0245964 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,19),-0.0527437 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,21),-0.00906582 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,22),0.0446796 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,23),-0.0186542 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,27),-0.0245965 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,28),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,29),0.0442926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,16),(9,17),-0.00465029 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,18),-0.0575434 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,19),0.00844569 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,21),-0.00332899 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,22),-0.0480374 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,23),-0.00804369 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,27),-0.0586232 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,28),-0.015209 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,29),-0.038301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,17),(9,18),-0.0160899 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,17),(9,19),-0.0230815 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,17),(9,21),-0.0203147 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,17),(9,22),-0.0322357 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,17),(9,23),-0.0219709 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,17),(9,27),-0.0160899 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,17),(9,28),-0.0194479 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,17),(9,29),-0.00339231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,18),(9,19),-0.0249928 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,18),(9,21),-0.0297895 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,18),(9,22),-0.0100386 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,18),(9,23),-0.0136722 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,18),(9,27),0.0130193 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,18),(9,28),-0.00265875 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,18),(9,29),-0.0431005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,19),(9,21),0.0077004 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,19),(9,22),0.0491475 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,19),(9,23),-0.0184243 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,19),(9,27),-0.00727475 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,19),(9,28),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,19),(9,29),0.0259904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,21),(9,22),-0.0482702 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,21),(9,23),-0.00804369 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,21),(9,27),-0.0586232 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,21),(9,28),-0.015209 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,21),(9,29),-0.0454109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,22),(9,23),-0.0107344 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,22),(9,27),0.0517232 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,22),(9,28),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,22),(9,29),0.112522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,23),(9,27),0.00510428 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,23),(9,28),-0.0195097 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,23),(9,29),-0.0512643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,27),(9,28),-0.00265907 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,27),(9,29),-0.0440906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,28),(9,29),-0.0333911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,9),(9,8),0.0725438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,7),0.0784712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,6),0.111944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,5),0.135942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,4),0.13115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,3),-0.191488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,1),0.0992443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,-1),-0.233514 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,8),(9,7),0.147484 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,6),0.119025 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,5),0.114689 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,4),0.113487 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,3),-0.144813 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,1),-0.164543 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,8),(9,-1),-0.144801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,7),(9,6),0.0890049 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,5),0.0881122 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,4),0.0878851 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,3),-0.146255 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,1),-0.144948 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,7),(9,-1),-0.104828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,6),(9,5),0.130975 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,4),0.130802 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,3),-0.146792 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,1),-0.150601 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,6),(9,-1),-0.107112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,5),(9,4),0.0974015 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,3),-0.145197 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,1),-0.148303 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,5),(9,-1),-0.157673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,4),(9,3),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,4),(9,1),-0.148303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,4),(9,-1),-0.177901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,3),(9,1),-0.182327 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,3),(9,-1),-0.169105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,1),(9,-1),0.00188969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,10),(10,11),-0.0383206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,12),-0.012394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,13),-0.0530429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,16),0.0188688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,17),-0.0666412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,29),0.00700749 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,10),(10,11),(10,12),-0.0191095 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,13),-0.00757403 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,16),-0.0301468 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,17),-0.00879293 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,29),-0.0378358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,12),(10,13),-0.0185288 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,16),0.00226946 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,17),-0.0184428 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,29),-0.033648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,13),(10,16),-0.0232037 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,17),-0.0164452 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,29),-0.0372324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,16),(10,17),-0.0231322 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,16),(10,29),0.01522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,17),(10,29),0.0220739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,10),(10,9),0.151563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,8),0.111964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,7),0.134241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,6),0.0622057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,5),0.1493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,4),0.14173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,3),-0.0476055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,2),-0.14963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,-1),-0.232928 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,10),(10,9),(10,8),0.116562 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,7),0.120186 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,6),0.157627 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,5),0.112996 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,4),0.112988 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,3),-0.142195 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,2),-0.150718 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,-1),-0.103571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,8),(10,7),0.109266 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,8),(10,6),0.110449 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,8),(10,5),0.106686 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,8),(10,4),0.106686 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,8),(10,3),-0.145337 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,8),(10,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,8),(10,-1),-0.217149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,7),(10,6),0.102491 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,7),(10,5),0.106306 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,7),(10,4),0.106301 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,7),(10,3),-0.145214 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,7),(10,2),-0.145386 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,7),(10,-1),-0.153394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,6),(10,5),0.125772 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,6),(10,4),0.13385 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,6),(10,3),-0.161182 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,6),(10,2),-0.145331 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,6),(10,-1),-0.147537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,5),(10,4),0.112988 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,5),(10,3),-0.142195 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,5),(10,2),-0.150718 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,5),(10,-1),-0.108475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,4),(10,3),-0.142323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,4),(10,2),-0.151101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,4),(10,-1),-0.114395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,10),(10,3),(10,2),-0.136727 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,3),(10,-1),-0.110368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,2),(10,-1),-0.205689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,11),(11,12),0.0387325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,13),-0.0635843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,15),0.0338403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,16),0.0245126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,17),-0.0579239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,18),-0.103109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,19),-0.0523096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,21),0.0218335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,22),-0.108964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,23),-0.0257758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,27),-0.104244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,28),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,29),0.09495 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,11),(11,12),(11,13),0.0122363 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,15),-0.0227648 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,16),-0.0354476 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,17),-0.014571 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,18),-0.0113212 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,19),0.0179524 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,21),-0.0354476 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,22),0.000569991 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,23),-0.032875 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,27),-0.0115216 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,28),-0.0198773 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,29),-0.00694267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,13),(11,15),-0.0300965 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,16),-0.00905526 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,17),-0.0236431 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,18),-0.024927 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,19),-0.0526875 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,21),-0.00905409 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,22),0.0461375 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,23),-0.0186542 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,27),-0.0249271 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,28),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,29),0.044881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,15),(11,16),-0.0354476 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,17),-0.014571 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,18),-0.0113137 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,19),0.0219234 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,21),-0.0354476 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,22),-0.000516286 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,23),-0.031954 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,27),-0.011514 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,28),-0.0198773 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,29),-0.0122048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,16),(11,17),-0.00465029 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,18),-0.0585664 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,19),0.0103765 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,21),-0.00332895 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,22),-0.047149 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,23),-0.00804369 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,27),-0.0596462 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,28),-0.015209 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,29),-0.0313351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,17),(11,18),-0.0160899 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,17),(11,19),-0.0230815 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,17),(11,21),-0.0203147 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,17),(11,22),-0.0319759 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,17),(11,23),-0.0219709 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,17),(11,27),-0.0160899 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,17),(11,28),-0.0194479 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,17),(11,29),-0.0165455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,18),(11,19),-0.0255282 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,18),(11,21),-0.0297802 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,18),(11,22),-0.00955948 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,18),(11,23),-0.0136722 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,18),(11,27),0.0133669 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,18),(11,28),-0.00237462 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,18),(11,29),-0.0491995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,19),(11,21),0.00771213 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,19),(11,22),0.0506054 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,19),(11,23),-0.0184243 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,19),(11,27),-0.00760533 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,19),(11,28),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,19),(11,29),0.0265788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,21),(11,22),-0.0473819 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,21),(11,23),-0.00804369 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,21),(11,27),-0.0596462 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,21),(11,28),-0.015209 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,21),(11,29),-0.038445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,22),(11,23),-0.0101508 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,22),(11,27),0.0544974 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,22),(11,28),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,22),(11,29),0.108355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,23),(11,27),0.00570175 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,23),(11,28),-0.0195097 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,23),(11,29),-0.0509833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,27),(11,28),-0.00237494 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,27),(11,29),-0.0501896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,28),(11,29),-0.0333911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,11),(11,10),0.158867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,9),0.136769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,8),0.0732728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,7),0.0784718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,6),0.114455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,5),0.135692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,4),0.1309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,3),-0.191486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,1),0.0991559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,-1),-0.218602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,11),(11,10),(11,9),0.104049 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,10),(11,8),0.110257 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,10),(11,7),0.11301 # DEPENDENCYPART_GRANDSIBL
