# _root_ `` It 's the whole uncertainty about what 's happening around us , '' said Valentin Von Korff , a trader at Credit Suisse First Boston in Frankfurt .
#goldHeads=15,3,15,6,6,3,6,9,7,9,10,11,15,15,0,18,18,15,18,21,18,21,26,26,26,22,26,27,15,
#predictedHeads=15,3,15,6,6,3,6,9,7,9,10,11,15,15,0,18,18,15,18,21,18,21,26,26,26,22,26,27,15,
(15,15),(15,22),-0.496938 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,26),-0.150509 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,27),-0.288848 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,29),-0.983204 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,30),-0.84514 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-1.31969 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,18),-1.40064 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,19),-1.1053 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,21),-1.3418 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,22),-1.06386 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,26),-1.50554 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,27),-1.13141 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,29),-0.964183 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,30),-1.23377 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,18),-1.23724 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,19),-1.05747 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,21),-1.22289 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,22),-1.00154 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,26),-1.35691 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,27),-1.02884 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,29),-0.809043 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,30),-1.27914 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,19),-0.751485 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,21),-1.0703 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,22),-0.742391 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,26),-1.25393 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,27),-0.772919 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,29),-0.254932 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,30),-1.02181 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,21),-0.312354 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,22),-0.593086 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,26),-0.234383 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,27),-1.12963 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,29),-0.785324 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,30),-0.740437 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,21),(15,22),-0.605606 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,26),-1.17325 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,27),-0.617436 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,29),-0.338307 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,30),-0.930509 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,22),(15,26),-0.81978 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,27),-0.157443 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,29),-0.683461 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,30),-0.515015 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,26),(15,27),-0.568479 # DEPENDENCYPART_NEXTSIBL
(15,26),(15,29),-0.562535 # DEPENDENCYPART_NEXTSIBL
(15,26),(15,30),-1.08629 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,27),(15,29),-0.537207 # DEPENDENCYPART_NEXTSIBL
(15,27),(15,30),-0.665545 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,29),(15,30),-1.71292 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-1.18921 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,13),-1.97867 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,12),-0.543114 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,11),-0.216103 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,10),-0.36615 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,9),-0.530307 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,8),-0.303035 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,7),-0.30646 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,6),-0.162121 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,3),-0.512783 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,2),-0.330769 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,1),-1.0656 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.815767 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,13),0.249949 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,12),-0.501792 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,11),-0.601898 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,10),-0.491233 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,9),-0.515092 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,8),-0.501062 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,7),-0.865112 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,6),-0.567506 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,3),-0.420341 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,2),-0.814683 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,1),-0.969332 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-1.20124 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,13),(15,12),-0.779424 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,11),-0.753692 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,10),-0.33921 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,9),-0.19253 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,8),-0.8022 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,7),-0.843998 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,6),-0.735224 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,3),0.374787 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,2),-1.26252 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,1),-0.647553 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,-1),-0.75605 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,12),(15,11),-0.237736 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,10),-0.892524 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,9),-0.915961 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,8),-0.843871 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,7),-1.00438 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,6),-1.04995 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,3),-0.724061 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,2),-1.16468 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,1),-1.21065 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,-1),-0.431259 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,11),(15,10),-1.11016 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,9),-1.30545 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,8),-1.12228 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,7),-1.3757 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,6),-1.32465 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,3),-1.45824 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,2),-1.53511 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,1),-1.51068 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,-1),-0.923637 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,10),(15,9),-1.26238 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,8),-0.978908 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,7),-1.1802 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,6),-1.31617 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,3),-1.35424 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,2),-1.4254 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,1),-0.659277 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,-1),-0.672873 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,9),(15,8),-0.694015 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,7),-0.76254 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,6),-0.999842 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,3),-1.32007 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,2),-1.36301 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,1),-0.584835 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,-1),-0.570057 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,8),(15,7),-0.586831 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,6),-0.701155 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,3),-0.833528 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,2),-0.963883 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,1),-0.824504 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,-1),0.0572982 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,7),(15,6),-0.73515 # DEPENDENCYPART_NEXTSIBL
(15,7),(15,3),-1.19811 # DEPENDENCYPART_NEXTSIBL
(15,7),(15,2),-1.23132 # DEPENDENCYPART_NEXTSIBL
(15,7),(15,1),-1.33865 # DEPENDENCYPART_NEXTSIBL
(15,7),(15,-1),-0.647469 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,6),(15,3),-1.19619 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,2),-1.0848 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,1),-0.890196 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,-1),-0.834204 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,3),(15,2),-0.648102 # DEPENDENCYPART_NEXTSIBL
(15,3),(15,1),-0.350978 # DEPENDENCYPART_NEXTSIBL
(15,3),(15,-1),-0.940263 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,2),(15,1),-0.321832 # DEPENDENCYPART_NEXTSIBL
(15,2),(15,-1),-0.444004 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,1),(15,-1),-0.785369 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,17),-0.365052 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,18),-0.393001 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,19),-0.653451 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,21),-0.0915621 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,22),-0.339576 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,26),-0.0469803 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,30),-0.420345 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,18),-1.05264 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,19),-0.702698 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,21),-1.03788 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,22),-0.877903 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,26),-1.17482 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,30),-1.03671 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,18),(16,19),-0.396925 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,21),-0.885502 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,22),-0.618966 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,26),-1.07205 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,30),-0.77974 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,19),(16,21),0.0476347 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,22),-0.607817 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,26),0.110198 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,30),-0.780951 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,21),(16,22),-0.476333 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,26),-0.99091 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,30),-0.690709 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,22),(16,26),-0.74038 # DEPENDENCYPART_NEXTSIBL
(16,22),(16,30),-0.515902 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,26),(16,30),-0.854625 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,14),-1.09817 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,12),-0.548079 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.458656 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,14),(16,12),-0.491634 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,-1),-1.2246 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,12),(16,-1),-0.404628 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,18),-0.393901 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,19),-0.653719 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,21),-0.0924614 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,26),-0.0478795 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,30),-0.419443 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,19),-0.397628 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,21),-0.886103 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,26),-1.07266 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,30),-0.780502 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,19),(17,21),0.0470668 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,26),0.10963 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,30),-0.781419 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,21),(17,26),-0.99151 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,30),-0.691471 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,26),(17,30),-0.855386 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,16),-0.337164 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,15),-0.313782 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,14),-1.09817 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,12),-0.548079 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-0.453856 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,16),(17,15),-0.552171 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,14),-0.820671 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,12),-1.18696 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,-1),-0.992607 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,15),(17,14),-0.588074 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,12),-1.14655 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,-1),-1.03849 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,14),(17,12),-0.491634 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,-1),-1.2246 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,12),(17,-1),-0.404628 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,19),-0.653451 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,21),-0.0915621 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,22),-0.339576 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,23),-0.489245 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,24),-0.379137 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,25),-0.646608 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,26),-0.0469803 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,27),-0.126557 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,28),-0.650552 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,29),-0.792304 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,30),-0.420345 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,19),(18,21),0.0476347 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,22),-0.607817 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,23),-0.215757 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,24),0.0252413 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,25),0.0758524 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,26),0.110198 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,27),-1.12949 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,28),-0.107885 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,29),-0.832176 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,30),-0.780951 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,21),(18,22),-0.476333 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,23),-0.88698 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,24),-1.03201 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,25),-0.987013 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,26),-0.99091 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,27),-0.482983 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,28),-1.15009 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,29),-0.238549 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,30),-0.690709 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,22),(18,23),-0.978507 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,24),-0.851414 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,25),-0.789651 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,26),-0.74038 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,27),-0.253157 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,28),-0.811764 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,29),-0.642166 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,30),-0.515902 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,23),(18,24),-1.2781 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,25),-1.31561 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,26),-1.44587 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,27),-0.905026 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,28),-1.58891 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,29),-0.943169 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,30),-1.0759 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,24),(18,25),-1.1233 # DEPENDENCYPART_NEXTSIBL
(18,24),(18,26),-1.1059 # DEPENDENCYPART_NEXTSIBL
(18,24),(18,27),-0.92348 # DEPENDENCYPART_NEXTSIBL
(18,24),(18,28),-1.39399 # DEPENDENCYPART_NEXTSIBL
(18,24),(18,29),-0.831709 # DEPENDENCYPART_NEXTSIBL
(18,24),(18,30),-1.03165 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,25),(18,26),-0.798655 # DEPENDENCYPART_NEXTSIBL
(18,25),(18,27),-0.806359 # DEPENDENCYPART_NEXTSIBL
(18,25),(18,28),-1.2139 # DEPENDENCYPART_NEXTSIBL
(18,25),(18,29),-0.529026 # DEPENDENCYPART_NEXTSIBL
(18,25),(18,30),-0.939723 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,26),(18,27),-0.441832 # DEPENDENCYPART_NEXTSIBL
(18,26),(18,28),-0.972283 # DEPENDENCYPART_NEXTSIBL
(18,26),(18,29),-0.45861 # DEPENDENCYPART_NEXTSIBL
(18,26),(18,30),-0.854625 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,27),(18,28),-0.886468 # DEPENDENCYPART_NEXTSIBL
(18,27),(18,29),-0.553343 # DEPENDENCYPART_NEXTSIBL
(18,27),(18,30),-0.686892 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,28),(18,29),-0.657986 # DEPENDENCYPART_NEXTSIBL
(18,28),(18,30),-0.531946 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,29),(18,30),-1.82672 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,17),-0.257895 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,16),-0.332364 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,15),-0.313782 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,13),-1.88705 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,-1),-0.458656 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,17),(18,16),-0.239838 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,15),-0.776254 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,13),-1.314 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,-1),-1.03544 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,16),(18,15),-0.55057 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,13),-1.44613 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,-1),-0.987807 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,15),(18,13),-0.873861 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,-1),-1.03849 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,13),(18,-1),-1.04663 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,30),-0.136963 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,19),(19,-1),-0.233776 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,20),(20,22),-0.41723 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,30),-0.237376 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,22),(20,30),-0.59458 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,19),-0.963639 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,-1),-0.312029 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,19),(20,-1),-1.08335 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,22),-0.322725 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,23),-0.487241 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,24),-0.377134 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,25),-0.644604 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,26),-0.0449768 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,27),-0.112629 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,28),-0.648548 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,29),-0.792306 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,30),-0.432382 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,22),(21,23),-0.968765 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,24),-0.841672 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,25),-0.77991 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,26),-0.730639 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,27),-0.258153 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,28),-0.802022 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,29),-0.63931 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,30),-0.502763 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,23),(21,24),-1.27191 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,25),-1.30941 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,26),-1.43967 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,27),-0.901954 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,28),-1.58272 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,29),-0.940061 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,30),-1.06618 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,24),(21,25),-1.11711 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,26),-1.09971 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,27),-0.920408 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,28),-1.3878 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,29),-0.828601 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,30),-1.02193 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,25),(21,26),-0.792463 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,27),-0.803287 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,28),-1.2077 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,29),-0.525918 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,30),-0.930006 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,26),(21,27),-0.43876 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,28),-0.96609 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,29),-0.455502 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,30),-0.844908 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,27),(21,28),-0.879624 # DEPENDENCYPART_NEXTSIBL
(21,27),(21,29),-0.553384 # DEPENDENCYPART_NEXTSIBL
(21,27),(21,30),-0.679224 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,28),(21,29),-0.654878 # DEPENDENCYPART_NEXTSIBL
(21,28),(21,30),-0.522229 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,29),(21,30),-1.82672 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,20),-0.858499 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,19),-1.15161 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
