# _root_ Ms. Malcolm , for example , wrote that Mr. Masson described himself as `` the greatest analyst who ever lived . ''
#goldHeads=2,7,7,7,4,7,0,11,10,11,7,11,11,13,17,17,13,20,20,17,7,7,
#predictedHeads=2,7,7,7,4,7,0,11,10,11,7,11,11,13,17,17,13,20,20,17,7,7,
(2,8),(8,8),(8,11),-0.0399742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,23),-0.38246 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,9),(8,10),-0.0773176 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,11),-0.0505101 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,23),-0.0121033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,10),(8,11),-0.0505101 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,23),-0.00667392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,11),(8,23),-0.0259095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,6),0.109672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,5),0.0584756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,4),0.10138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,-1),-0.149199 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,6),(8,5),0.116232 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,4),0.116949 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,-1),-0.114769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,5),(8,4),0.118089 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,-1),-0.144139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,4),(8,-1),-0.14903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,11),0.0496184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,12),-0.0391116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,13),-0.0407039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,14),-0.0442243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,17),-0.182784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,20),0.0469213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,23),0.0963937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,11),(10,12),-0.0422677 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,13),-0.0510581 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,14),-0.0421734 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,17),-0.0484083 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,20),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,23),-0.0125804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,12),(10,13),-0.04201 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,17),-0.0433027 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,20),-0.0426358 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,23),-0.00554199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,13),(10,14),-0.0425055 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,17),-0.0409742 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,20),-0.0390503 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,23),-0.0810171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,14),(10,17),-0.0494718 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,14),(10,20),-0.0481947 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,14),(10,23),-0.0342136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,17),(10,20),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,17),(10,23),0.00302982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,20),(10,23),-0.0125787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,9),0.150686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,8),0.190947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,7),0.125844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,6),0.165796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,5),0.152133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,-1),0.0210563 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,9),(10,8),0.113369 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,7),0.11408 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,6),0.122602 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,5),0.11118 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,-1),-0.143442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,8),(10,7),0.1186 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,6),0.113384 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,5),0.116762 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,-1),-0.100494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,7),(10,6),0.12322 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,7),(10,5),0.12953 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,7),(10,-1),-0.173845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,6),(10,5),0.11276 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,6),(10,-1),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,5),(10,-1),-0.14316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,12),-0.0622977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,13),-0.0173255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,14),-0.0507973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,15),-0.0388569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,17),-0.0276556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,19),0.0150988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,20),-0.0413589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,21),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,22),-0.0321688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,23),0.066638 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,12),(11,13),-0.0418664 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,14),-0.0450863 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,15),-0.0420048 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,17),-0.0400907 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,19),-0.0452101 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,20),-0.034884 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,21),-0.0424261 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,22),-0.0391391 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,23),-0.0649199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,13),(11,14),-0.0376644 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,15),-0.0436973 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,17),-0.0372189 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,19),-0.034911 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,20),-0.0322332 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,21),-0.0530466 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,22),-0.0304455 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,23),-0.0160604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,14),(11,15),-0.0420062 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,17),-0.0333517 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,19),-0.044116 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,20),-0.0240228 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,21),-0.0320264 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,22),-0.0430463 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,23),-0.0434942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,15),(11,17),-0.0440846 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,19),-0.043454 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,20),-0.038842 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,21),-0.0430447 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,22),-0.0420048 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,23),-0.0355693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,17),(11,19),-0.0327625 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,17),(11,20),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,17),(11,21),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,17),(11,22),-0.0170491 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,17),(11,23),-0.0511731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,19),(11,20),-0.0216008 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,19),(11,21),-0.0452914 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,19),(11,22),-0.0438264 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,19),(11,23),0.0199099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,20),(11,21),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,20),(11,22),-0.0249853 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,20),(11,23),-0.0828792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,21),(11,22),-0.050718 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,21),(11,23),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,22),(11,23),-0.0227168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,10),0.166903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,9),0.166797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,8),0.190084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,7),0.169345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,6),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,5),0.167639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,4),0.211289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,3),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,2),0.170194 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,11),(11,1),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,-1),0.0474823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,10),(11,9),0.0943003 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,8),0.132448 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,7),0.11072 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,6),0.0567464 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,5),0.0946099 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,4),0.122198 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,3),0.0567464 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,2),0.0946097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,10),(11,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,-1),-0.0308758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,9),(11,8),0.132445 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,7),0.11072 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,6),0.0567464 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,5),0.0940243 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,4),0.122195 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,3),0.0567464 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,2),0.0940242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,9),(11,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,-1),-0.0307517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,8),(11,7),0.118087 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,6),0.172325 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,5),0.106504 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,4),0.122827 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,3),0.172325 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,2),0.106504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,8),(11,1),-0.125063 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,-1),-0.149316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,7),(11,6),0.129893 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,5),0.118732 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,4),0.114076 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,3),0.129893 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,2),0.118732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,7),(11,1),-0.124893 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,-1),-0.147177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,6),(11,5),0.117637 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,4),0.149755 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,3),0.11865 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,2),0.117637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,6),(11,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,5),(11,4),0.122185 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,3),0.0567464 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,2),0.0946111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,5),(11,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,-1),-0.0301274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,4),(11,3),0.164993 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,4),(11,2),0.108248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,4),(11,1),-0.125064 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,4),(11,-1),-0.157268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,3),(11,2),0.117637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,3),(11,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,3),(11,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,2),(11,1),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,2),(11,-1),-0.0275852 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,1),(11,-1),-0.0301323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,13),(13,14),-0.00609971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,15),-0.0361281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,16),-0.0315315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,17),0.0509529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,19),-0.0781948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,20),-0.0480578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,21),-0.0531667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,22),-0.057653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,23),-0.379871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,14),(13,15),-0.0420602 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,16),-0.0399343 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,17),-0.029092 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,19),-0.0456859 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,20),-0.0142999 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,21),-0.0427016 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,22),-0.0475123 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,23),-0.0455025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,15),(13,16),-0.0442917 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,17),-0.0465237 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,19),-0.0426214 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,20),-0.0421409 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,22),-0.0435368 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,23),-0.00472743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,16),(13,17),-0.0432127 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,19),-0.01879 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,20),-0.0375087 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,21),-0.042567 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,22),-0.0431703 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,23),-0.017026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,17),(13,19),-0.0536999 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,20),-0.0506942 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,21),-0.0425555 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,22),-0.0291418 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,23),-0.00458872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,19),(13,20),-0.0525411 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,19),(13,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,19),(13,22),-0.0425533 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,19),(13,23),-0.0197787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,20),(13,21),-0.0422875 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,20),(13,22),-0.0322595 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,20),(13,23),-0.0383716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,21),(13,22),-0.0437439 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,21),(13,23),-0.0543523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,22),(13,23),0.00934199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,13),(13,8),0.0921479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,4),0.101604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,-1),-0.118744 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,8),(13,4),0.118505 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,8),(13,-1),-0.164902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,4),(13,-1),-0.149928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,14),(14,23),-0.0697544 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,14),(14,14),(14,-1),-0.136155 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,17),(17,17),(17,19),-0.0681414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,20),0.0463884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,21),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,22),-0.0319472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,23),0.0960687 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,17),(17,19),(17,20),-0.0450064 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,19),(17,21),-0.0425367 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,19),(17,22),-0.0421256 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,19),(17,23),-0.0800518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,20),(17,21),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,20),(17,22),-0.0381923 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,20),(17,23),-0.0133467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,21),(17,22),-0.0515849 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,21),(17,23),0.095722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,22),(17,23),-0.0654073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,17),(17,16),0.0949222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,15),0.1182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,14),0.105681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,13),0.193294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,12),0.122049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,17),(17,17),(17,-1),0.0246486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,17),(17,16),(17,15),0.176737 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,16),(17,14),0.117026 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,16),(17,13),0.116129 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,16),(17,12),0.122753 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,16),(17,-1),-0.155931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,15),(17,14),0.114045 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,13),0.11455 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,12),0.118896 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,15),(17,-1),-0.154786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,14),(17,13),0.11609 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,14),(17,12),0.118604 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,14),(17,-1),-0.111349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,13),(17,12),0.118826 # DEPENDENCYPART_GRANDSIBL
(2,17),(17,13),(17,-1),-0.106833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,17),(17,12),(17,-1),-0.123588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,20),(20,20),(20,21),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,22),-0.0321688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,23),0.0679008 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,20),(20,21),(20,22),-0.050718 # DEPENDENCYPART_GRANDSIBL
(2,20),(20,21),(20,23),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,20),(20,22),(20,23),-0.0227168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,20),(20,20),(20,19),0.237995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,18),0.187586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,17),0.165292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,16),0.0475249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,15),0.109251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,14),0.127546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,13),0.224288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,12),0.120813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,11),0.167036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,10),0.164579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,9),0.164473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,8),0.190178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,7),0.169345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,6),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
