# _root_ For example , Halliburton jumped 3 1\/4 to 38 , Schlumberger rose 2 1\/2 to 43 1\/4 and Baker Hughes rose 1 1\/8 to 22 .
#goldHeads=0,1,1,5,1,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,1,
#predictedHeads=5,1,5,5,0,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,5,
(21,9),(21,26),-0.100589 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.0547554 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.0105499 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.0186909 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.0507688 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.00153083 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.031363 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0305052 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.00912268 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0394844 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.0306074 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0763217 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.123782 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.0699588 # DEPENDENCYPART_SIBL
(21,10),(21,25),-0.0623006 # DEPENDENCYPART_SIBL
(21,10),(21,26),0.0457228 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.138968 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.204923 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.185017 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.192479 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.20156 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.196928 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.240594 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.429048 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.433126 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0243039 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.0302162 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.0641175 # DEPENDENCYPART_SIBL
(21,11),(21,25),0.0127616 # DEPENDENCYPART_SIBL
(21,11),(21,26),-0.00645407 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0655011 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0639441 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.066769 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0639627 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0642479 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.11191 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.044764 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0310621 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0833284 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0885494 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.0389057 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.0842685 # DEPENDENCYPART_SIBL
(21,12),(21,26),-0.0293769 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.144713 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.215806 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.171814 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.149323 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0232453 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0661661 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0760989 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0869294 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0862834 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0832779 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.088035 # DEPENDENCYPART_SIBL
(21,13),(21,26),-0.0721609 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.180818 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.19354 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.169279 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0212412 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0665003 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0764331 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0844477 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0838078 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0680113 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.0855571 # DEPENDENCYPART_SIBL
(21,14),(21,26),-0.0928793 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0031013 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.00791094 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0399926 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0106062 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.000375105 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.00203088 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.00467691 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.00592755 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.00176755 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0108646 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.156852 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0211919 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0661187 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0760515 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0766937 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0760474 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.077724 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0777993 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.0901578 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0213078 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0677754 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0777083 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.079652 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0790062 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0919641 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0807359 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.0908357 # DEPENDENCYPART_SIBL
(21,18),(21,19),9.77127e-05 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.00136567 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.085023 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0826236 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0654039 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0858249 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.00799936 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.450093 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0317234 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.037718 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.102033 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0202633 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.0624782 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0123381 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0182504 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0625516 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.000795794 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0190411 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.163864 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0169286 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.160713 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0336633 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.165816 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0924553 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0379438 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.00224593 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.182944 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0531879 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0942386 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0228049 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0898065 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0128499 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.00471519 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.314248 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.103909 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.805655 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0983778 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.0950292 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.185178 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.095146 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.00209846 # DEPENDENCYPART_SIBL
(23,13),(23,25),0.0095213 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.778113 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.0902955 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.0904854 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.193608 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.092466 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0203208 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.0134108 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.0944995 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.0715291 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.020674 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.116335 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.0966198 # DEPENDENCYPART_SIBL
(23,15),(23,25),0.106718 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.129549 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.214792 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.133246 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.0277294 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.0385601 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.209028 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.164296 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.00338306 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.0254139 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0256083 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0091523 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.061152 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00111039 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.00808487 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.315379 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0122674 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0945236 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.126524 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.152966 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.126439 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.894753 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.117073 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.835775 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.855734 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.233548 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.904013 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.624453 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.697607 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.235554 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.194018 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.888218 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.278235 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),1.28834 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.70441 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.321751 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.292905 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.203345 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.351549 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.465831 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.544061 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.253837 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.187245 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.0704186 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.0974818 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),0.125417 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.303077 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),-0.288229 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),-0.311439 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),1.39064 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.751353 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.176051 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),1.13431 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.606099 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.410286 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.658017 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.0844457 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.441081 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.700722 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.579182 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.368113 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.436527 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.138666 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.0939537 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.598289 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0407163 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.097249 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.238933 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.157478 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.297577 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.210424 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.147067 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),-0.694486 # DEPENDENCYPART_GRANDPAR
(0,12),(12,26),1.41503 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.751353 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.176051 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),1.13431 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),0.606099 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),0.410286 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),-0.0844457 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.441081 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.700722 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),0.579182 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.368113 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.175778 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.839385 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.571408 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.714844 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.99977 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.472556 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.888254 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.391457 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.0471009 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.540174 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.210424 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.147067 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),-0.694486 # DEPENDENCYPART_GRANDPAR
(0,21),(21,26),1.41503 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.924012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.726207 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.499823 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.227788 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.634753 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.699347 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.22158 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.687558 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.599958 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.791786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.664405 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.324427 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.211958 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.533114 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.59272 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.437357 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-1.09626 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.17563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.00660913 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.875728 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.713345 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.638435 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.689551 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.334543 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.638212 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.600485 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-1.20552 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.717204 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.970196 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-1.00079 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),0.647327 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-1.50731 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-1.13561 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-1.56186 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-1.73228 # DEPENDENCYPART_GRANDPAR
(1,5),(5,26),-2.42432 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.0330881 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.616871 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.0217133 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.135877 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.434463 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.452018 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.974344 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.497111 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-1.09693 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.765372 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.871146 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-1.30248 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),0.956297 # DEPENDENCYPART_GRANDPAR
(1,8),(8,23),-1.37747 # DEPENDENCYPART_GRANDPAR
(1,8),(8,25),-1.66975 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-1.13507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.0402482 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.828521 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),-0.707415 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.455732 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.830384 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.938921 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.643996 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.851976 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.789871 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-1.37052 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-1.23099 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.909004 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.906388 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-1.32553 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-1.39597 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),0.742107 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-1.89811 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-1.45845 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-1.08897 # DEPENDENCYPART_GRANDPAR
(1,12),(12,23),-1.48529 # DEPENDENCYPART_GRANDPAR
(1,12),(12,24),-1.63788 # DEPENDENCYPART_GRANDPAR
(1,12),(12,25),-1.80667 # DEPENDENCYPART_GRANDPAR
(1,12),(12,26),-2.37512 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.81356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-1.15078 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.728772 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.890491 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.25997 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.9719 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.04069 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.22975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.55131 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.409037 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.364162 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.368756 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.49198 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.508435 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.05434 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.15137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.616638 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.172202 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.385326 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.373298 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.542743 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.375012 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.625073 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.494596 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.466687 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.376047 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.636125 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.576364 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.833867 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.615491 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.584616 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.818049 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-1.4298 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.188907 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.268941 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.39137 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.536314 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.371804 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.629115 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.574095 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.433076 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.01088 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),-0.491171 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.171154 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.255656 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.474002 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.624858 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.462935 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.645853 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.609405 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.470126 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),-0.65814 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.467875 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.804511 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.774192 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.414289 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.541519 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.520263 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.513219 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.772652 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.403634 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.744687 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.682091 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.686479 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.628579 # DEPENDENCYPART_GRANDPAR
(2,8),(8,25),-0.755181 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-1.02864 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-1.18336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.629959 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.195878 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.334691 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.556036 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.518188 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.668756 # DEPENDENCYPART_GRANDPAR
