# _root_ The contract was first proposed more than two years ago , but shortly afterward , the colony 's markets were hit hard by the October 1987 global stock crash .
#goldHeads=2,3,12,3,3,7,9,7,10,5,12,0,20,13,20,17,19,17,20,12,20,21,21,29,29,29,29,29,23,12,
#predictedHeads=2,3,12,3,3,7,9,7,10,5,12,0,20,13,20,17,19,17,20,12,20,21,21,29,29,25,29,29,23,12,
(13,14),(13,20),-0.627968 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,22),-0.948417 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,23),-0.832768 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,31),-0.642923 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,17),-0.395371 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,19),-0.422133 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,20),-0.87608 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,22),-0.82396 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,23),-1.19777 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,31),-0.763385 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,19),-0.935479 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,20),-0.795997 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,22),-0.884925 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,23),-0.73093 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,31),-0.576322 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,19),(13,20),-0.970918 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,22),-1.20926 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,23),-1.02681 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,31),-0.823096 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,20),(13,22),-0.964284 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,23),-0.653972 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,31),-0.595054 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,22),(13,23),-0.419249 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,31),-0.269038 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,23),(13,31),-0.616527 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),-0.172654 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.354586 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,-1),-0.342979 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,15),-0.85713 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,16),-0.777372 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,17),-0.678132 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,19),-0.0449168 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,20),-0.0925675 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,31),-0.224728 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,15),(14,16),-0.547363 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,17),-0.395286 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,19),-0.422047 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,20),-0.876058 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,31),-0.763383 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,16),(14,17),-0.653134 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,19),-0.868108 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,20),-0.675271 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,31),-1.05998 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,17),(14,19),-0.935416 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,20),-0.795963 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,31),-0.576227 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,19),(14,20),-0.970884 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,31),-0.823002 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,20),(14,31),-0.595048 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,13),-0.286593 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,12),-0.172668 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,11),-0.906235 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,9),-0.233072 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,2),-0.493973 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.384314 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,13),(14,12),-0.552755 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,11),-0.897671 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,9),-1.03607 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,2),-0.93394 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,-1),-0.57838 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,12),(14,11),-0.485549 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,9),-0.663697 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,2),-0.755915 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,-1),-0.342923 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,11),(14,9),-0.505798 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,2),-0.510898 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,-1),-1.0403 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,9),(14,2),-1.56281 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,-1),-0.4216 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,2),(14,-1),-0.505911 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,31),-0.0838151 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,15),(15,14),-0.0965807 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.180628 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,-1),-0.715955 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,21),-0.518803 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,31),-0.0856959 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,21),(16,31),-0.875398 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,-1),-0.219588 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,17),(17,18),-0.0934926 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,21),-0.430262 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,22),-0.151335 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,23),-0.925542 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,25),-0.874743 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,26),0.502635 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,30),-1.33234 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,31),-0.366733 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,21),-0.868913 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,22),-0.835364 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,23),-0.890276 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,25),-0.958313 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,26),-0.976169 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,30),-0.807932 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,31),-0.336456 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,21),(17,22),-1.05679 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,23),-0.897312 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,25),-0.897677 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,26),-0.864827 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,30),-0.197024 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,31),-0.854407 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,22),(17,23),-0.405958 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,25),-0.5659 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,26),-0.730134 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,30),-0.89212 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,31),-0.284875 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,23),(17,25),-0.557717 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,26),-0.77366 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,30),-0.590442 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,31),-0.632394 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,25),(17,26),-0.882234 # DEPENDENCYPART_NEXTSIBL
(17,25),(17,30),-0.654224 # DEPENDENCYPART_NEXTSIBL
(17,25),(17,31),-1.05924 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,26),(17,30),-0.838795 # DEPENDENCYPART_NEXTSIBL
(17,26),(17,31),-0.642857 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,30),(17,31),-2.16235 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,16),-0.458749 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,15),-1.26826 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,14),0.150639 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,13),-0.126237 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,8),-0.298563 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-0.405767 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,16),(17,15),-0.696297 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,14),-0.631107 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,13),-0.706555 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,8),-1.18347 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,-1),-0.334527 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,15),(17,14),-0.619687 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,13),-0.57929 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,8),-0.904014 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,-1),-1.0988 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,14),(17,13),-0.479607 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,8),-0.869532 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,-1),-0.565238 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,13),(17,8),-1.01701 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,-1),-0.527959 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,8),(17,-1),-0.775528 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,31),-0.225246 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,18),(18,-1),-0.298756 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,19),(19,21),-0.44855 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,22),-0.126619 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,23),-0.959379 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,25),-0.880594 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,29),-0.119298 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,30),-1.33236 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,31),-0.327476 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,21),(19,22),-1.052 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,23),-0.912837 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,25),-0.906663 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,29),-0.838562 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,30),-0.202697 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,31),-0.872486 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,22),(19,23),-0.405395 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,25),-0.555411 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,29),-0.649749 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,30),-0.881704 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,31),-0.259404 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,23),(19,25),-0.571035 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,29),-0.508748 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,30),-0.600333 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,31),-0.664307 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,25),(19,29),-1.20484 # DEPENDENCYPART_NEXTSIBL
(19,25),(19,30),-0.657583 # DEPENDENCYPART_NEXTSIBL
(19,25),(19,31),-1.07168 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,29),(19,30),-0.462541 # DEPENDENCYPART_NEXTSIBL
(19,29),(19,31),-0.1215 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,30),(19,31),-2.16239 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,18),-0.763823 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,17),-0.67368 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,16),-0.461744 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,15),-1.26306 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,14),0.146973 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,13),-0.129903 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,10),-0.361931 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,7),-0.376651 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,5),-0.412261 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,-1),-0.401947 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,18),(19,17),-0.38055 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,16),-0.684529 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,15),-0.967994 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,14),-0.860278 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,13),-0.89168 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,10),-0.94699 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,7),-1.28903 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,5),-0.872441 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,-1),-1.11823 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,17),(19,16),-0.914526 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,15),-0.74871 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,14),-0.947099 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,13),-0.998188 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,10),-1.25312 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,7),-1.35902 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,5),-0.748297 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,-1),-0.547075 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,16),(19,15),-0.693421 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,14),-0.63705 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,13),-0.712499 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,10),-0.897095 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,7),-0.953578 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,5),-0.993292 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,-1),-0.341179 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,15),(19,14),-0.616909 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,13),-0.576512 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,10),-0.945925 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,7),-1.22881 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,5),-0.144233 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,-1),-1.09301 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,14),(19,13),-0.48565 # DEPENDENCYPART_NEXTSIBL
(19,14),(19,10),-0.907796 # DEPENDENCYPART_NEXTSIBL
(19,14),(19,7),-1.03244 # DEPENDENCYPART_NEXTSIBL
(19,14),(19,5),-0.961005 # DEPENDENCYPART_NEXTSIBL
(19,14),(19,-1),-0.570368 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,13),(19,10),-1.04354 # DEPENDENCYPART_NEXTSIBL
(19,13),(19,7),-1.22858 # DEPENDENCYPART_NEXTSIBL
(19,13),(19,5),-1.1537 # DEPENDENCYPART_NEXTSIBL
(19,13),(19,-1),-0.533089 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,10),(19,7),-0.795787 # DEPENDENCYPART_NEXTSIBL
(19,10),(19,5),-1.01164 # DEPENDENCYPART_NEXTSIBL
(19,10),(19,-1),-0.547331 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,7),(19,5),-0.875587 # DEPENDENCYPART_NEXTSIBL
(19,7),(19,-1),-0.303715 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,5),(19,-1),-0.890449 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,21),-0.424154 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,22),-0.179719 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,23),-0.932434 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,25),-0.719267 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,26),0.473257 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,29),0.0680006 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,30),-1.68782 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,31),-0.761169 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,21),(20,22),-1.1174 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,23),-0.911194 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,25),-0.940114 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,26),-0.915694 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,29),-0.863066 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,30),-0.205672 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,31),-0.726931 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,22),(20,23),-0.40987 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,25),-0.635419 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,26),-0.753999 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,29),-0.720849 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,30),-0.881357 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,31),-0.32314 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,23),(20,25),-0.544606 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,26),-0.775783 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,29),-0.470016 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,30),-0.677178 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,31),-0.485347 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,25),(20,26),-0.901165 # DEPENDENCYPART_NEXTSIBL
(20,25),(20,29),-1.18528 # DEPENDENCYPART_NEXTSIBL
(20,25),(20,30),-0.760655 # DEPENDENCYPART_NEXTSIBL
(20,25),(20,31),-1.05079 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,26),(20,29),-1.00439 # DEPENDENCYPART_NEXTSIBL
(20,26),(20,30),-0.923497 # DEPENDENCYPART_NEXTSIBL
(20,26),(20,31),-0.662532 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,29),(20,30),-0.557453 # DEPENDENCYPART_NEXTSIBL
(20,29),(20,31),-0.0965301 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,30),(20,31),-2.23402 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,19),0.0961883 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,17),-0.544573 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,16),-0.57813 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,15),-1.40281 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,14),0.080282 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,13),-0.193784 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,12),-0.302165 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,11),-1.36772 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,10),-0.450875 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,9),-0.159569 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,8),-0.358509 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,7),-0.46544 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,6),-0.0584552 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,5),-0.448143 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,4),-0.167481 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,3),-0.160102 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,2),-0.304625 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,-1),-0.720608 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,19),(20,17),-0.623331 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,16),-0.916279 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,15),-0.463251 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,14),-0.691978 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,13),-0.920639 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,12),-1.05605 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,11),-1.37093 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,10),-0.908393 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,9),-0.755732 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,8),-1.27261 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,7),-0.837453 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,6),-1.29359 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,5),-0.543367 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,4),-1.1534 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,3),-0.333845 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,2),-0.929204 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,-1),-0.955225 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,17),(20,16),-1.18163 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,15),-0.730811 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,14),-1.00438 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,13),-1.05223 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,12),-1.20199 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,11),-1.95254 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,10),-1.3125 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,9),-1.43442 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,8),-1.60808 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,7),-1.20685 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,6),-1.69093 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,5),-0.998367 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,4),-1.50424 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,3),-0.826123 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,2),-1.65831 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,-1),-0.710991 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,16),(20,15),-0.862585 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,14),-0.872999 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,13),-0.945222 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,12),-0.934121 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,11),-1.39239 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,10),-1.13671 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,9),-1.31037 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,8),-1.43778 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,7),-1.07878 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,6),-1.35413 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,5),-1.29089 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,4),-1.30404 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,3),-1.28898 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,2),-1.28477 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,-1),-0.853795 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,15),(20,14),-0.442016 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,13),-0.398831 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,12),-0.404086 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,11),-1.28026 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,10),-0.758636 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,9),-0.863102 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,8),-0.978163 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,7),-1.13396 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,6),-0.699374 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,5),-0.34128 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,4),-0.623874 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,3),0.202947 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,2),-0.947134 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,-1),-1.03839 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,14),(20,13),-0.488669 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,12),-0.528268 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,11),-0.892068 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,10),-0.917707 # DEPENDENCYPART_NEXTSIBL
