# _root_ In a statement , Chairman Frank Shrontz asserted that the company `` faces significant challenges and risks , '' on both its commercial and government contracts .
#goldHeads=8,3,1,8,7,7,8,0,13,11,13,13,8,16,16,13,16,13,13,13,26,26,24,26,24,20,8,
#predictedHeads=8,3,1,8,7,7,8,0,13,11,13,13,8,15,16,13,16,13,13,13,24,26,24,26,24,20,8,
(7,7),(7,5),-0.239166 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,4),-1.249 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,3),-0.343229 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,2),-0.400316 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-0.443712 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,6),(7,5),-0.104138 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,4),-0.58115 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,3),-0.951275 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,2),-0.635031 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,-1),-1.03923 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,5),(7,4),-0.926229 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,3),-0.628027 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,2),-0.304249 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,-1),-0.917707 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,4),(7,3),-0.06603 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,2),-0.979759 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,-1),-1.15208 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,3),(7,2),0.0613369 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,-1),-0.556042 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,2),(7,-1),-0.698339 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,9),-1.21573 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,10),-0.924744 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,11),-0.479171 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,12),-0.680078 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,13),-0.476503 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,14),-0.435771 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,15),0.12893 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,16),0.127565 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,17),-0.100089 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,18),-1.04159 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,19),-0.524447 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,20),-0.598776 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,24),0.261379 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,27),-1.19111 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,28),-0.709292 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,9),(8,10),-1.0698 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,11),-0.943281 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,12),-0.964079 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,13),-0.896035 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,14),-1.05043 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,15),-0.958237 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,16),-1.01556 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,17),-1.03943 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,18),-0.907744 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,19),-1.07617 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,20),-1.15938 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,24),-1.01345 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,27),-1.0406 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,28),-0.833475 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,10),(8,11),-1.16481 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,12),-1.36916 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,13),-1.32126 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,14),-1.40222 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,15),-1.43363 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,16),-1.2774 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,17),-1.46616 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,18),-1.4044 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,19),-1.44816 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,20),-1.34552 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,24),-1.33463 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,27),-1.39186 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,28),-0.944694 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,11),(8,12),-0.995369 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,13),-0.972593 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,14),-1.02504 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,15),-1.28279 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,16),-1.00802 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,17),-1.29748 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,18),-0.669153 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,19),-1.05934 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,20),-0.980184 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,24),-1.06067 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,27),-1.23419 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,28),-0.706707 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,12),(8,13),-0.557956 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,14),-0.896478 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,15),-0.806388 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,16),-0.456573 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,17),-0.782236 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,18),-1.39871 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,19),-1.54442 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,20),-1.07636 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,24),-0.447004 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,27),-1.94753 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,28),-0.816011 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,13),(8,14),-0.998984 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,15),-0.849462 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,16),-1.01357 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,17),-0.814997 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,18),-0.30249 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,19),-0.746762 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,20),-0.787608 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,24),-1.08125 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,27),-0.344633 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,28),-0.487988 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,14),(8,15),-0.914367 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,16),-0.963965 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,17),-1.13803 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,18),-0.823118 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,19),-0.903448 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,20),-1.03478 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,24),-0.918541 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,27),-0.829138 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,28),-0.656435 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,15),(8,16),-1.28854 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,17),-1.16325 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,18),-0.963253 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,19),-1.0182 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,20),-0.897198 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,24),-1.36266 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,27),-0.928329 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,28),0.0157332 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,16),(8,17),-1.21164 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,18),-0.814951 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,19),-0.87223 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,20),-0.837765 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,24),-1.20468 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,27),-1.38295 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,28),-0.841372 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,17),(8,18),-0.665111 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,19),-0.788895 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,20),-0.84985 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,24),-1.08874 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,27),-0.620737 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,28),-0.861438 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,18),(8,19),0.157399 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,20),-0.254936 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,24),-0.157662 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,27),-0.826233 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,28),-0.88887 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,19),(8,20),-0.00979227 # DEPENDENCYPART_NEXTSIBL
(8,19),(8,24),-0.353774 # DEPENDENCYPART_NEXTSIBL
(8,19),(8,27),-1.49481 # DEPENDENCYPART_NEXTSIBL
(8,19),(8,28),-1.30636 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,20),(8,24),-0.722248 # DEPENDENCYPART_NEXTSIBL
(8,20),(8,27),-0.296789 # DEPENDENCYPART_NEXTSIBL
(8,20),(8,28),-0.603033 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,24),(8,27),-1.25427 # DEPENDENCYPART_NEXTSIBL
(8,24),(8,28),-0.747972 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,27),(8,28),-1.54792 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,7),-0.471977 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,6),-0.140926 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,5),-0.146775 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,4),-1.39733 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,3),-0.233887 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,2),-0.486413 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,1),-0.934127 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.668078 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,7),(8,6),-0.479368 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,5),-0.68514 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,4),-0.42672 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,3),-0.993338 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,2),-0.674944 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,1),-0.535446 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,-1),-1.09316 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,6),(8,5),-0.417143 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,4),-0.592161 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,3),-1.25069 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,2),-0.89695 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,1),-0.793179 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,-1),-1.26489 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,5),(8,4),-0.940617 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,3),-0.930204 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,2),-0.565345 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,1),-0.882461 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,-1),-1.12295 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,4),(8,3),-0.123365 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,2),-1.12279 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,1),-0.153387 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,-1),-1.10695 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,3),(8,2),-0.187849 # DEPENDENCYPART_NEXTSIBL
(8,3),(8,1),-0.247368 # DEPENDENCYPART_NEXTSIBL
(8,3),(8,-1),-0.760199 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,2),(8,1),-0.851996 # DEPENDENCYPART_NEXTSIBL
(8,2),(8,-1),-1.15595 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,1),(8,-1),-0.613741 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,11),-0.817309 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,12),-0.570734 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,14),-0.576511 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,16),0.0341688 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,28),-0.165936 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,11),(9,12),-1.12399 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,14),-1.15207 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,16),-1.2872 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,28),-0.940314 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,12),(9,14),-0.899259 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,16),-0.54023 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,28),-0.935864 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,14),(9,16),-1.04818 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,28),-0.746065 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,16),(9,28),-0.831114 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,1),-0.861992 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.173931 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,1),(9,-1),-0.564072 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,28),-0.123892 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,10),(10,9),-0.77295 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.257784 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,-1),-0.410188 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-0.665804 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,13),-0.429796 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.600045 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,16),-0.128973 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,18),-0.966614 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,19),-0.455602 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,20),-0.501183 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,21),-1.4926 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,24),0.00484037 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,26),-0.00203718 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,27),-0.841388 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,28),-0.314479 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-0.520332 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,14),-0.957092 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,16),-0.510187 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,18),-1.31024 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,19),-1.55815 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,20),-1.13597 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,21),-1.19797 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,24),-0.500618 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,26),-0.820077 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,27),-1.89662 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,28),-0.998099 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,14),-0.950251 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,16),-0.967174 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,18),-0.0602809 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,19),-0.656605 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,20),-0.742087 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,21),-0.909166 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,24),-1.03485 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,26),-0.609506 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,27),-0.340555 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,28),-0.51489 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,16),-0.999471 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,18),-0.705542 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,19),-0.904035 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,20),-1.151 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,21),-1.08156 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,24),-0.954047 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,26),-1.32992 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,27),-0.839709 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,28),-0.708351 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,16),(11,18),-0.618921 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,19),-0.867455 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,20),-0.94452 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,21),-1.01121 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,24),-1.2068 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,26),-1.21522 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,27),-1.26228 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,28),-0.772642 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,18),(11,19),0.256698 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,20),-0.254408 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,21),-0.544808 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,24),0.180617 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,26),-0.415441 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,27),-0.746 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,28),-0.651341 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,19),(11,20),-0.0102812 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,21),-0.320837 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,24),-0.347024 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,26),-0.175268 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,27),-1.40612 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,28),-1.37964 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,20),(11,21),-0.799426 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,24),-0.774888 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,26),-0.439207 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,27),-0.278313 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,28),-0.772055 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,21),(11,24),-1.05032 # DEPENDENCYPART_NEXTSIBL
(11,21),(11,26),-1.07036 # DEPENDENCYPART_NEXTSIBL
(11,21),(11,27),-0.972117 # DEPENDENCYPART_NEXTSIBL
(11,21),(11,28),-0.79125 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,24),(11,26),-1.25622 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,27),-1.1336 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,28),-0.679242 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,26),(11,27),-0.383067 # DEPENDENCYPART_NEXTSIBL
(11,26),(11,28),-0.863576 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,27),(11,28),-1.46727 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,10),-0.428584 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,9),-0.670463 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,8),-0.049531 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,7),-0.566504 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,2),-0.329899 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-0.500426 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,10),(11,9),-0.426906 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,8),-0.878393 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,7),-0.944723 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,2),-1.01687 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,-1),0.104345 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,9),(11,8),-0.93602 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,7),-1.04876 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,2),-1.40264 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,-1),-0.41673 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,8),(11,7),-0.759922 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,2),-1.03888 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,-1),-0.79195 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,7),(11,2),-0.310702 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,-1),-0.9128 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,2),(11,-1),-0.487489 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,28),-0.257834 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,12),(12,-1),-0.420032 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,13),(13,14),-0.435776 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,15),0.130193 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),0.155542 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),-0.0988258 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),-1.04161 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,19),-0.524447 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,20),-0.599135 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,23),-0.249073 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,24),0.289356 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,27),-1.19433 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,28),-0.705342 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-0.912008 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,16),-0.952915 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-1.13567 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-0.82315 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,19),-0.903449 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,20),-1.03462 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,23),-1.20501 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,24),-0.907491 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,27),-0.825393 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,28),-0.656439 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,16),-1.2752 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,17),-1.15579 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-0.961289 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,19),-1.01584 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,20),-0.896512 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,23),-1.32531 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,24),-1.34932 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,27),-0.927512 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,28),0.0267612 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,17),-1.19866 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,18),-0.803929 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,19),-0.861177 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,20),-0.820141 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,23),-1.16586 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,24),-1.18258 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,27),-1.3594 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,28),-0.831586 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),-0.663147 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,19),-0.786535 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,20),-0.849164 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,23),-1.07336 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,24),-1.0754 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,27),-0.61992 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,28),-0.85041 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,19),0.157369 # DEPENDENCYPART_NEXTSIBL
