# _root_ It 's that last set of numbers , as much as anything else , that gives the Giants hope in the Series games to come .
#goldHeads=5,5,5,5,0,5,6,9,5,9,9,11,12,9,16,5,18,16,16,19,23,23,20,23,24,5,
#predictedHeads=2,3,5,5,24,5,6,10,10,5,10,11,12,16,16,0,19,19,16,19,23,23,20,19,24,16,
(7,9),(9,14),-0.150878 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.115443 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),0.0409538 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.368169 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.175173 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-0.753044 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.994497 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.767436 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.16218 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.21218 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.08108 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.15347 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.626502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0219442 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.239763 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0960822 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.243371 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.11804 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.122007 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.52537 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.193951 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.0615492 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.298216 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.13005 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),0.0241927 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-0.686926 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.1242 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.0458201 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0244169 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.419104 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.205597 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.292017 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.192117 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.77976 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.201374 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),-0.134042 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.0975649 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.302004 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.00995257 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.149767 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0607906 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.469456 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.161086 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.0231369 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.314008 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.116285 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.217611 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.586597 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.723313 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.08743 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.04337 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.268069 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.333565 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.033615 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.11454 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.111726 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.625773 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.195684 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.219139 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.294346 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.957278 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.719662 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-1.01623 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.946667 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-1.17507 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),-0.185843 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.113628 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.243212 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.0482901 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.0540138 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.154123 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.219627 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.350286 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.386506 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.23143 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.0396131 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.308978 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.124112 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.178932 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.138996 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.182014 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.781163 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),0.0932777 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),0.325666 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.0181517 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.161812 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.0577624 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.136004 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.0693808 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.26149 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.108794 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.292245 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.0816793 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.113893 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.183374 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),-0.56383 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),-0.0770909 # DEPENDENCYPART_GRANDPAR
(7,23),(23,17),-0.0658065 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.14928 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-0.000745146 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.447538 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.287005 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),0.0217429 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.247843 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.0725927 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.610541 # DEPENDENCYPART_GRANDPAR
(7,24),(24,5),-1.03974 # DEPENDENCYPART_GRANDPAR
(7,24),(24,19),-0.182529 # DEPENDENCYPART_GRANDPAR
(7,24),(24,20),-0.576206 # DEPENDENCYPART_GRANDPAR
(7,24),(24,21),-0.690809 # DEPENDENCYPART_GRANDPAR
(7,24),(24,22),-0.247601 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.492289 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),0.200155 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.309045 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.835807 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.829431 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.399253 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.172883 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.207524 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.199405 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.30832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.493291 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.596901 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.609784 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.3748 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.6675 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.561074 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.968296 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.792236 # DEPENDENCYPART_GRANDPAR
(9,5),(5,24),-0.655337 # DEPENDENCYPART_GRANDPAR
(9,5),(5,26),-1.33786 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.111494 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.665478 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.71237 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.424468 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.604925 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.30454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.476488 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.590324 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.636311 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.845691 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.18493 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.22479 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.949722 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.992029 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.462559 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.868597 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.812857 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.891571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.367422 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.254116 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0963439 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.204624 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.685259 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.274444 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.596589 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.666058 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.459627 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.338671 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-1.07658 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.09521 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.83155 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.29859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.468663 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.184416 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.126911 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.175307 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.744301 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0888117 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.900854 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.816986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.0127337 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.190513 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.20428 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0914185 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.453004 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.144803 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.333601 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.318051 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.339137 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.105875 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.834145 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.18603 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.19619 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.00381 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.828338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.13205 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.231769 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0644805 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.180032 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.698309 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.203136 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0853173 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0986569 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.852678 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-1.17915 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.12278 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.901753 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.533317 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.767409 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.77466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.0249047 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.173188 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.349976 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.19673 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.142859 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.160243 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.324517 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.454772 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.205455 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.152822 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.668942 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.104193 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.0183871 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.588307 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.872484 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.834042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.00484379 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.214477 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.178372 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.26745 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.0615241 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.637128 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.280235 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.339821 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.319322 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.831572 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.34702 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.110308 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),-0.823571 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.464284 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.485463 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.679886 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.319251 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.31052 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.790807 # DEPENDENCYPART_GRANDPAR
(9,20),(20,26),-0.997541 # DEPENDENCYPART_GRANDPAR
(9,24),(24,5),-0.96708 # DEPENDENCYPART_GRANDPAR
(9,24),(24,19),-0.406929 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),-0.393588 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),-0.499148 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.834378 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.287682 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.604148 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-1.04639 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.49086 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.466458 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.129368 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.417893 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.369968 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.40344 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.431551 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.56271 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.136058 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.495974 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.944973 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.474191 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.102253 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.52353 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.845106 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.328971 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.96821 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.437429 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.0383849 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.380412 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-1.09416 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.556415 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.213119 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0776061 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.506807 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.657183 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.521727 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.16342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.435094 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.602484 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.624606 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.80297 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.803151 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.914578 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.419774 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-0.790074 # DEPENDENCYPART_GRANDPAR
(10,5),(5,26),-0.811592 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.127132 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.730819 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.214227 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.442214 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.63225 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.421357 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.11395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.378835 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.577304 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.342746 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-1.02319 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.54503 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.283883 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.545012 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.421361 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.21828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.414929 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.56854 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.604714 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.810229 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.811837 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.880215 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.903903 # DEPENDENCYPART_GRANDPAR
(10,7),(7,24),-0.769996 # DEPENDENCYPART_GRANDPAR
(10,7),(7,26),-0.803254 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.149611 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0327888 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.222087 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.17193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.436975 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.568093 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.622289 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.711298 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.820261 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.880217 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.428834 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.842036 # DEPENDENCYPART_GRANDPAR
(10,9),(9,26),-0.800216 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.971572 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.932271 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.835282 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.755416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.301389 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.110128 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.060086 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.184276 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.150222 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.0456 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.884257 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.74161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0201822 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0270056 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.180204 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0737446 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.307755 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.190078 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.0170869 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.308817 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.400526 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.243918 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.41312 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.00052 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.932426 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.867307 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.711494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0921189 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.116041 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0340612 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.187405 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.283099 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.130296 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.401773 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.114082 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.284051 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.888966 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.40053 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.921042 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.825189 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.758405 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.907053 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.81462 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.721575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.0282649 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0208074 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.134197 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.426057 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.307697 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.568171 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.497976 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.159876 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.161823 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.64318 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.247495 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.329645 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),0.013997 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.38227 # DEPENDENCYPART_GRANDPAR
