# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(19,2),(19,33),-0.0013576 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.743523 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0283877 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.00657501 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.738298 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.346234 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.727445 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.428788 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0283877 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.486012 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0832999 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0152998 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.000497738 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.0216711 # DEPENDENCYPART_SIBL
(19,6),(19,24),0.00373221 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.000497738 # DEPENDENCYPART_SIBL
(19,6),(19,27),0.0123861 # DEPENDENCYPART_SIBL
(19,6),(19,28),-0.000497738 # DEPENDENCYPART_SIBL
(19,6),(19,29),-0.0236623 # DEPENDENCYPART_SIBL
(19,6),(19,30),0.00978371 # DEPENDENCYPART_SIBL
(19,6),(19,32),0.020011 # DEPENDENCYPART_SIBL
(19,6),(19,33),0.0208407 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0568393 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.00425073 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.73273 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.343174 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.721877 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.4211 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0568393 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.481985 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0802837 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0165735 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.00454668 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.0203994 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.000291283 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.00454668 # DEPENDENCYPART_SIBL
(19,10),(19,27),0.0111124 # DEPENDENCYPART_SIBL
(19,10),(19,28),-0.00454668 # DEPENDENCYPART_SIBL
(19,10),(19,29),-0.0246627 # DEPENDENCYPART_SIBL
(19,10),(19,30),0.0365457 # DEPENDENCYPART_SIBL
(19,10),(19,32),0.0251246 # DEPENDENCYPART_SIBL
(19,10),(19,33),0.0165839 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0779327 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0341758 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0340106 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0511642 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0138591 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.00918547 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.13526 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.121667 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0184438 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.127439 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.020709 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0816103 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.127439 # DEPENDENCYPART_SIBL
(19,11),(19,27),-0.0433543 # DEPENDENCYPART_SIBL
(19,11),(19,28),-0.127439 # DEPENDENCYPART_SIBL
(19,11),(19,29),-0.0430849 # DEPENDENCYPART_SIBL
(19,11),(19,30),-0.0653793 # DEPENDENCYPART_SIBL
(19,11),(19,32),0.0127417 # DEPENDENCYPART_SIBL
(19,11),(19,33),0.028459 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.00652143 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.106145 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0313129 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0299507 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.059947 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.137275 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0657002 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.012288 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0572016 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0492369 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0172251 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.0572016 # DEPENDENCYPART_SIBL
(19,12),(19,27),0.0466962 # DEPENDENCYPART_SIBL
(19,12),(19,28),-0.0572016 # DEPENDENCYPART_SIBL
(19,12),(19,29),-0.0542738 # DEPENDENCYPART_SIBL
(19,12),(19,30),0.0354773 # DEPENDENCYPART_SIBL
(19,12),(19,32),0.0425632 # DEPENDENCYPART_SIBL
(19,12),(19,33),-0.0134191 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.342836 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.721413 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.420762 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0564958 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.481647 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.078169 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0140716 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.00288451 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0229014 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.00132984 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.00288451 # DEPENDENCYPART_SIBL
(19,13),(19,27),0.0136143 # DEPENDENCYPART_SIBL
(19,13),(19,28),-0.00288451 # DEPENDENCYPART_SIBL
(19,13),(19,29),-0.0225488 # DEPENDENCYPART_SIBL
(19,13),(19,30),0.0386604 # DEPENDENCYPART_SIBL
(19,13),(19,32),0.0283063 # DEPENDENCYPART_SIBL
(19,13),(19,33),0.0205898 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0174439 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0125431 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0813901 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.119931 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.100259 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.075935 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0863776 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.057222 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0408986 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0863776 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.0738876 # DEPENDENCYPART_SIBL
(19,14),(19,28),-0.0863776 # DEPENDENCYPART_SIBL
(19,14),(19,29),-0.0196339 # DEPENDENCYPART_SIBL
(19,14),(19,30),-0.107867 # DEPENDENCYPART_SIBL
(19,14),(19,32),0.00795954 # DEPENDENCYPART_SIBL
(19,14),(19,33),0.105433 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.422101 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.103517 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.484775 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0964255 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.035302 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0306999 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.00167091 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0244506 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0306999 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.00761615 # DEPENDENCYPART_SIBL
(19,15),(19,28),-0.0306999 # DEPENDENCYPART_SIBL
(19,15),(19,29),-0.0469037 # DEPENDENCYPART_SIBL
(19,15),(19,30),0.00632934 # DEPENDENCYPART_SIBL
(19,15),(19,32),0.023827 # DEPENDENCYPART_SIBL
(19,15),(19,33),0.00454589 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0509627 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.220458 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.094496 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.042261 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0736599 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0220575 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0133019 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0736599 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0300082 # DEPENDENCYPART_SIBL
(19,16),(19,28),-0.0736599 # DEPENDENCYPART_SIBL
(19,16),(19,29),-0.0831747 # DEPENDENCYPART_SIBL
(19,16),(19,30),0.0118145 # DEPENDENCYPART_SIBL
(19,16),(19,32),-0.0340796 # DEPENDENCYPART_SIBL
(19,16),(19,33),-0.0576748 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.13526 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.121667 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0184438 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.127439 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.020709 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0816103 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.127439 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.0433543 # DEPENDENCYPART_SIBL
(19,17),(19,28),-0.127439 # DEPENDENCYPART_SIBL
(19,17),(19,29),-0.0430849 # DEPENDENCYPART_SIBL
(19,17),(19,30),-0.0653793 # DEPENDENCYPART_SIBL
(19,17),(19,32),0.0127417 # DEPENDENCYPART_SIBL
(19,17),(19,33),0.028459 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0314478 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0939214 # DEPENDENCYPART_SIBL
(19,18),(19,22),8.80404e-06 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.158469 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.13872 # DEPENDENCYPART_SIBL
(19,18),(19,25),8.80404e-06 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.141666 # DEPENDENCYPART_SIBL
(19,18),(19,28),8.80404e-06 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.157816 # DEPENDENCYPART_SIBL
(19,18),(19,30),-0.100827 # DEPENDENCYPART_SIBL
(19,18),(19,32),0.244488 # DEPENDENCYPART_SIBL
(19,18),(19,33),-0.481791 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.203288 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.15019 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.199878 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.108703 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.15019 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.203396 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.15019 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.0812248 # DEPENDENCYPART_SIBL
(19,20),(19,30),-0.10325 # DEPENDENCYPART_SIBL
(19,20),(19,32),-0.148308 # DEPENDENCYPART_SIBL
(19,20),(19,33),-0.126644 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0213554 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.243487 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0630534 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0213554 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.239013 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.0213554 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.0456979 # DEPENDENCYPART_SIBL
(19,21),(19,30),0.0444256 # DEPENDENCYPART_SIBL
(19,21),(19,32),-0.306091 # DEPENDENCYPART_SIBL
(19,21),(19,33),-0.00507492 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0190255 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.134433 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.483582 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.0152424 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.483582 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.0811923 # DEPENDENCYPART_SIBL
(19,22),(19,30),0.0116352 # DEPENDENCYPART_SIBL
(19,22),(19,32),-0.0787514 # DEPENDENCYPART_SIBL
(19,22),(19,33),0.0038081 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.11332 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.036988 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.226139 # DEPENDENCYPART_SIBL
(19,23),(19,28),0.036988 # DEPENDENCYPART_SIBL
(19,23),(19,29),-0.00923723 # DEPENDENCYPART_SIBL
(19,23),(19,30),0.0615043 # DEPENDENCYPART_SIBL
(19,23),(19,32),-0.276926 # DEPENDENCYPART_SIBL
(19,23),(19,33),0.0241188 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.271898 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.119302 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.271898 # DEPENDENCYPART_SIBL
(19,24),(19,29),-0.121556 # DEPENDENCYPART_SIBL
(19,24),(19,30),-0.0327792 # DEPENDENCYPART_SIBL
(19,24),(19,32),-0.122929 # DEPENDENCYPART_SIBL
(19,24),(19,33),-0.00328897 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.0152424 # DEPENDENCYPART_SIBL
(19,25),(19,28),-0.483582 # DEPENDENCYPART_SIBL
(19,25),(19,29),-0.0811923 # DEPENDENCYPART_SIBL
(19,25),(19,30),0.0116352 # DEPENDENCYPART_SIBL
(19,25),(19,32),-0.0787514 # DEPENDENCYPART_SIBL
(19,25),(19,33),0.0038081 # DEPENDENCYPART_SIBL
(19,27),(19,28),0.0277248 # DEPENDENCYPART_SIBL
(19,27),(19,29),-0.0246502 # DEPENDENCYPART_SIBL
(19,27),(19,30),0.0506365 # DEPENDENCYPART_SIBL
(19,27),(19,32),-0.283948 # DEPENDENCYPART_SIBL
(19,27),(19,33),-0.00126751 # DEPENDENCYPART_SIBL
(19,28),(19,29),-0.0811923 # DEPENDENCYPART_SIBL
(19,28),(19,30),0.0116352 # DEPENDENCYPART_SIBL
(19,28),(19,32),-0.0787514 # DEPENDENCYPART_SIBL
(19,28),(19,33),0.0038081 # DEPENDENCYPART_SIBL
(19,29),(19,30),0.00763947 # DEPENDENCYPART_SIBL
(19,29),(19,32),-0.226044 # DEPENDENCYPART_SIBL
(19,29),(19,33),-0.014817 # DEPENDENCYPART_SIBL
(19,30),(19,32),0.0473271 # DEPENDENCYPART_SIBL
(19,30),(19,33),0.0415534 # DEPENDENCYPART_SIBL
(19,32),(19,33),-0.0160565 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.614564 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.00297123 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0390794 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.00459567 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.00297123 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0488793 # DEPENDENCYPART_SIBL
(21,18),(21,28),-0.00297123 # DEPENDENCYPART_SIBL
(21,18),(21,29),-0.0335123 # DEPENDENCYPART_SIBL
(21,18),(21,30),-0.144706 # DEPENDENCYPART_SIBL
(21,18),(21,33),-0.4515 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.547251 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0766703 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0470525 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.547251 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0717424 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.547251 # DEPENDENCYPART_SIBL
(21,20),(21,29),-0.0144579 # DEPENDENCYPART_SIBL
(21,20),(21,30),0.0233746 # DEPENDENCYPART_SIBL
(21,20),(21,33),-0.0818247 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0272772 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.00370649 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.487195 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0499471 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.487195 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.0331218 # DEPENDENCYPART_SIBL
(21,22),(21,30),0.0965101 # DEPENDENCYPART_SIBL
(21,22),(21,33),-0.0702055 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0732121 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0950488 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.103163 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.0950488 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.0248451 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.00700302 # DEPENDENCYPART_SIBL
(21,23),(21,33),0.0120506 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0278819 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.107422 # DEPENDENCYPART_SIBL
(21,24),(21,28),0.0278819 # DEPENDENCYPART_SIBL
(21,24),(21,29),0.0844127 # DEPENDENCYPART_SIBL
(21,24),(21,30),0.180172 # DEPENDENCYPART_SIBL
(21,24),(21,33),0.147459 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0499471 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.487195 # DEPENDENCYPART_SIBL
(21,25),(21,29),-0.0331218 # DEPENDENCYPART_SIBL
(21,25),(21,30),0.0965101 # DEPENDENCYPART_SIBL
(21,25),(21,33),-0.0702055 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.0965376 # DEPENDENCYPART_SIBL
(21,27),(21,29),-0.0246714 # DEPENDENCYPART_SIBL
(21,27),(21,30),-0.00528641 # DEPENDENCYPART_SIBL
(21,27),(21,33),-0.00166413 # DEPENDENCYPART_SIBL
(21,28),(21,29),-0.0331218 # DEPENDENCYPART_SIBL
(21,28),(21,30),0.0965101 # DEPENDENCYPART_SIBL
(21,28),(21,33),-0.0702055 # DEPENDENCYPART_SIBL
(21,29),(21,30),0.0152012 # DEPENDENCYPART_SIBL
(21,29),(21,33),-0.0165075 # DEPENDENCYPART_SIBL
(21,30),(21,33),0.00217522 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0955612 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.158465 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0639104 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.117111 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.157944 # DEPENDENCYPART_SIBL
(22,18),(22,32),-0.157644 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.100071 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0310395 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0329686 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0874441 # DEPENDENCYPART_SIBL
(22,21),(22,32),-0.101651 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.078034 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0194302 # DEPENDENCYPART_SIBL
(22,23),(22,27),-1.1386 # DEPENDENCYPART_SIBL
(22,23),(22,32),-1.1666 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0390009 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.318385 # DEPENDENCYPART_SIBL
(22,24),(22,32),-0.260517 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0233385 # DEPENDENCYPART_SIBL
(22,25),(22,32),-0.0143731 # DEPENDENCYPART_SIBL
(22,27),(22,32),-1.16481 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.595553 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0682284 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.10005 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0135195 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0391241 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.0629161 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.0391241 # DEPENDENCYPART_SIBL
(23,18),(23,29),-0.0280789 # DEPENDENCYPART_SIBL
(23,18),(23,30),-0.17361 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.245147 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.108479 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.170538 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.359229 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.035083 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.359229 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.112186 # DEPENDENCYPART_SIBL
(23,20),(23,30),-0.177614 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.00586102 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.00365585 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0126949 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0173014 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0126949 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.00517536 # DEPENDENCYPART_SIBL
(23,21),(23,30),-0.0296997 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0640505 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0400665 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.0972782 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0400665 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.0692183 # DEPENDENCYPART_SIBL
(23,22),(23,30),-0.0927231 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0130953 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.103377 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0130953 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.100823 # DEPENDENCYPART_SIBL
(23,24),(23,30),0.136638 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0676855 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.502429 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.00601656 # DEPENDENCYPART_SIBL
(23,25),(23,30),0.0655343 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.0471661 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.0127224 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.0405551 # DEPENDENCYPART_SIBL
(23,28),(23,29),0.00601656 # DEPENDENCYPART_SIBL
(23,28),(23,30),0.0655343 # DEPENDENCYPART_SIBL
(23,29),(23,30),-0.0300629 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.10334 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.224483 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.102322 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0887987 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.0522627 # DEPENDENCYPART_SIBL
(24,18),(24,28),-0.0887987 # DEPENDENCYPART_SIBL
(24,18),(24,29),-0.0670326 # DEPENDENCYPART_SIBL
(24,18),(24,30),-0.238127 # DEPENDENCYPART_SIBL
(24,18),(24,32),-0.0903369 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0918571 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.254899 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.00510185 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0375143 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.00510185 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.00452624 # DEPENDENCYPART_SIBL
(24,21),(24,30),-0.00804308 # DEPENDENCYPART_SIBL
(24,21),(24,32),-0.0428947 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0789835 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.00961094 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0257944 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.00961094 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0656909 # DEPENDENCYPART_SIBL
(24,22),(24,30),-0.154698 # DEPENDENCYPART_SIBL
(24,22),(24,32),-0.130222 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0508462 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.045135 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0508462 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0121584 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.0129269 # DEPENDENCYPART_SIBL
(24,23),(24,32),-0.0609314 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0990312 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.47894 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.0240899 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.200631 # DEPENDENCYPART_SIBL
(24,25),(24,32),0.0823764 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0588936 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.347152 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.0527148 # DEPENDENCYPART_SIBL
(24,27),(24,32),-0.871842 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.0240899 # DEPENDENCYPART_SIBL
(24,28),(24,30),0.200631 # DEPENDENCYPART_SIBL
(24,28),(24,32),0.0823764 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.0201846 # DEPENDENCYPART_SIBL
(24,29),(24,32),-0.468996 # DEPENDENCYPART_SIBL
(24,30),(24,32),-0.0324665 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0520985 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.105996 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0101937 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.0552497 # DEPENDENCYPART_SIBL
(25,24),(25,32),-0.174718 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.624279 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.0465081 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.156966 # DEPENDENCYPART_SIBL
(25,26),(25,32),-0.399653 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.017886 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.498201 # DEPENDENCYPART_SIBL
(25,27),(25,32),-1.16481 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.0363953 # DEPENDENCYPART_SIBL
(25,28),(25,32),-0.0143731 # DEPENDENCYPART_SIBL
(25,29),(25,32),-0.571669 # DEPENDENCYPART_SIBL
