# _root_ Because we refuse to face the tough answers , the questions continue as fodder for the commissions and committees , for the media and politicians .
#goldHeads=3,3,12,5,3,8,8,5,12,11,12,0,12,13,14,18,18,15,18,15,15,24,24,21,24,12,
#predictedHeads=3,3,12,5,3,8,8,5,12,11,12,0,12,13,14,18,18,15,18,18,18,24,24,21,24,12,
(0,3),(3,9),(3,13),0.0770963 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,15),0.0786093 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,18),0.00852048 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,20),-0.0438422 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,21),0.0786093 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,24),0.00852048 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,26),-0.013299 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,27),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,11),(3,12),0.00394791 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,13),0.0978652 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,15),0.0561174 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,18),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,20),-0.0665834 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,21),0.0561174 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,24),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,26),0.0522149 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,27),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,12),(3,13),0.0380782 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,15),0.0440542 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,18),-0.0317764 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,20),-0.0466769 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,21),0.0440542 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,24),-0.0317764 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,26),-0.0325113 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,27),-0.0606078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,13),(3,15),-0.00747443 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,18),-0.0568853 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,20),0.036779 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,21),-0.00747443 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,24),-0.0568853 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,26),0.113945 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,27),-0.0587336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,15),(3,18),-0.057884 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,20),0.0461031 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,21),-0.0104276 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,24),-0.057884 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,26),0.0991647 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,27),-0.0586688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,18),(3,20),0.124213 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,21),0.205019 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,24),-0.724008 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,26),0.666401 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,27),-0.088922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,20),(3,21),0.0786093 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,20),(3,24),0.00852048 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,20),(3,26),-0.013299 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,20),(3,27),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,21),(3,24),-0.057884 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,21),(3,26),0.0991647 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,21),(3,27),-0.0586688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,24),(3,26),0.666401 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,24),(3,27),-0.088922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,26),(3,27),0.171985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.187776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,1),0.166216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.633935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,1),0.092027 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,2),(3,-1),-0.120652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,1),(3,-1),-0.252562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,5),(5,6),-0.00649684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,7),0.0644507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,8),-0.0314827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,9),0.0139113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,10),-0.00649684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,11),-0.0301306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,12),-0.0394989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,13),-0.189586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,14),-0.03135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,15),-0.196696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,18),0.0912503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,20),0.0139113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,21),-0.196696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,24),0.0912503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,26),-0.111076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,27),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,5),(5,6),(5,7),-0.0218268 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,8),-0.000291251 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,9),-0.0330519 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,11),-0.000291251 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,12),0.00448173 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,13),-0.0228081 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,14),-0.000291251 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,15),-0.0263219 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,18),-0.0259358 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,20),-0.0330519 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,21),-0.0263219 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,24),-0.0259358 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,26),-0.0173224 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,27),-0.0273276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,7),(5,8),-0.020696 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,9),-0.0672822 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,11),-0.020696 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,12),-0.0279332 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,13),-0.00583884 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,14),-0.020696 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,15),0.0243279 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,18),-0.0266141 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,20),-0.0672822 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,21),0.0243279 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,24),-0.0266141 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,26),0.0683587 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,27),-0.0328268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,8),(5,9),-0.0665834 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,10),-0.0232582 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,11),0.0259389 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,12),0.00270477 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,13),0.094912 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,14),0.0259389 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,15),0.0531642 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,18),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,20),-0.0665834 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,21),0.0531642 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,24),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,26),0.0507996 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,27),-0.0753365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,9),(5,10),-0.00754661 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,11),-0.0987174 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,12),-0.0192379 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,13),0.0770963 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,14),-0.0987174 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,15),0.0786093 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,18),0.00852048 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,20),-0.0438422 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,21),0.0786093 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,24),0.00852048 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,26),-0.013299 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,27),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,10),(5,11),-0.000291251 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,12),0.00448173 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,13),-0.0228081 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,14),-0.000291251 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,15),-0.0263219 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,18),-0.0259358 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,20),-0.0330519 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,21),-0.0263219 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,24),-0.0259358 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,26),-0.0173224 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,27),-0.0273276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,11),(5,12),0.00331686 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,13),0.0962737 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,14),0.0259218 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,15),0.0545259 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,18),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,20),-0.0665834 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,21),0.0545259 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,24),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,26),0.0510242 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,27),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,12),(5,13),0.0380782 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,14),-0.000573783 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,15),0.0440542 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,18),-0.0317764 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,20),-0.0466769 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,21),0.0440542 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,24),-0.0317764 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,26),-0.0331413 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,27),-0.0606079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,13),(5,14),-0.00486484 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,15),-0.00747443 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,18),-0.0571896 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,20),0.036779 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,21),-0.00747443 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,24),-0.0571896 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,26),0.111092 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,27),-0.0587495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,14),(5,15),0.0531642 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,18),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,20),-0.0665834 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,21),0.0531642 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,24),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,26),0.0517614 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,27),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,15),(5,18),-0.0581882 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,20),0.0461031 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,21),-0.0104276 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,24),-0.0581882 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,26),0.0963108 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,27),-0.0586847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,18),(5,20),0.124213 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,18),(5,21),0.205019 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,18),(5,24),-0.724008 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,18),(5,26),0.669822 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,18),(5,27),-0.088922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,20),(5,21),0.0786093 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,20),(5,24),0.00852048 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,20),(5,26),-0.013299 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,20),(5,27),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,21),(5,24),-0.0581882 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,21),(5,26),0.0963108 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,21),(5,27),-0.0586847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,24),(5,26),0.669822 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,24),(5,27),-0.088922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,26),(5,27),0.169331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,5),(5,4),-0.0552013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,3),0.0557499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,2),0.187805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,1),0.166216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,-1),-0.634544 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,5),(5,4),(5,3),0.109098 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,4),(5,2),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,4),(5,1),0.0995492 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,4),(5,-1),-0.217516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,3),(5,2),0.0729594 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,3),(5,1),0.101487 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,3),(5,-1),-0.0579014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,2),(5,1),0.092027 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,2),(5,-1),-0.120652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,1),(5,-1),-0.252533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,12),(12,13),-0.188721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,14),-0.0280836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,15),-0.19583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,16),-0.00587567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,17),-0.0280845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,18),0.0836778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,20),0.0154704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,21),-0.19583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,24),0.0836778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,26),-0.11156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,27),-0.195957 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,12),(12,13),(12,14),-0.00486484 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,15),-0.00748357 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,16),-0.0194696 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,17),-0.00486484 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,18),-0.0568853 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,20),0.0364858 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,21),-0.00748357 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,24),-0.0568853 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,26),0.11649 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,27),-0.0589233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,14),(12,15),0.0547555 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,16),-0.0232582 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,17),0.0259386 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,18),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,20),-0.0665838 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,21),0.0547555 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,24),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,26),0.0528052 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,27),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,15),(12,16),-0.0194735 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,17),-0.00980059 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,18),-0.057884 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,20),0.0458099 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,21),-0.0104367 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,24),-0.057884 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,26),0.101709 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,27),-0.0588585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,16),(12,17),-0.000291251 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,18),-0.0259358 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,20),-0.0330519 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,21),-0.0263219 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,24),-0.0259358 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,26),-0.0167013 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,27),-0.0273276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,17),(12,18),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,20),-0.0665838 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,21),0.0547555 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,24),-0.00815739 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,26),0.0528043 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,27),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,18),(12,20),0.124213 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,21),0.205019 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,24),-0.724008 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,26),0.662492 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,27),-0.088922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,20),(12,21),0.0801501 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,24),0.00851776 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,26),-0.00946706 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,27),-0.0562055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,21),(12,24),-0.057884 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,26),0.101709 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,27),-0.0588585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,24),(12,26),0.662492 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,24),(12,27),-0.088922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,26),(12,27),0.1734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,12),(12,11),0.323197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,10),0.231514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,9),0.115109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,8),0.320147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,7),0.218663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,6),0.231514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,5),0.0557154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,4),-0.0552013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,3),0.0557171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,1),0.166216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,-1),-0.633935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,12),(12,11),(12,10),0.0802404 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,9),0.282332 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,8),0.105898 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,7),0.090456 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,6),0.0802404 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,5),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,4),0.106581 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,3),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,1),-0.0904562 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,-1),0.0694603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,10),(12,9),0.143836 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,8),0.113404 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,7),0.107412 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,6),0.107611 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,5),0.109893 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,4),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,3),0.109893 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,1),0.0986802 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,-1),-0.129861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,9),(12,8),0.101662 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,7),0.139947 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,6),0.119908 # DEPENDENCYPART_GRANDSIBL
