# _root_ Echoing a phrase from Mr. de Klerk , Mr. Sisulu said , `` Let all of us who love this country engage in the task of building a new South Africa .
#goldHeads=11,3,1,3,7,7,4,11,10,11,0,11,11,11,22,15,16,19,15,21,19,14,22,25,23,25,26,31,31,31,27,11,
#predictedHeads=11,3,1,3,7,7,4,11,10,11,0,11,11,11,14,15,16,19,17,21,22,19,22,25,23,25,26,31,31,31,27,11,
(4,16),(16,17),(16,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,17),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,17),(16,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,17),(16,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,17),(16,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,17),(16,33),-0.0100749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,19),(16,21),-0.0203422 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,19),(16,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,19),(16,23),-0.0194433 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,19),(16,25),-0.0203422 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,19),(16,26),-0.0194435 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,19),(16,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,19),(16,33),-0.0355953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,21),(16,22),-0.0198852 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,21),(16,23),-0.0345974 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,21),(16,25),-0.0207944 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,21),(16,26),-0.0310816 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,21),(16,27),-0.0198852 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,21),(16,33),-0.0347869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,22),(16,23),-0.0194433 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,22),(16,25),-0.0203422 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,22),(16,26),-0.0194435 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,22),(16,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,22),(16,33),-0.0355953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,23),(16,25),-0.0229152 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,23),(16,26),-0.02029 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,23),(16,27),-0.0194634 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,23),(16,33),-0.022495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,25),(16,26),-0.0310816 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,25),(16,27),-0.0198852 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,25),(16,33),-0.0355841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,26),(16,27),-0.0194585 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,26),(16,33),-0.0139172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,27),(16,33),-0.0355953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,16),(16,15),0.0847863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,-1),0.0171347 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,16),(16,15),(16,-1),-0.177744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,23),(23,24),-0.0307392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,25),-0.0609269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,26),-0.016292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,27),-0.0360254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,29),0.00894224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,30),-0.0611482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,31),-0.0609269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,33),0.0155297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,23),(23,24),(23,25),-0.0194481 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,26),-0.0194461 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,30),-0.0194481 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,31),-0.0194481 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,33),-0.0307291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,25),(23,26),-0.0342965 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,27),-0.0197036 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,29),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,30),-0.0210212 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,31),-0.0210212 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,33),-0.0174261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,26),(23,27),-0.0194664 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,26),(23,29),-0.0194418 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,26),(23,30),-0.0236615 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,26),(23,31),-0.0236615 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,26),(23,33),-0.0141243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,27),(23,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,27),(23,30),-0.0199019 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,27),(23,31),-0.0199019 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,27),(23,33),-0.0379064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,29),(23,30),-0.0110253 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,29),(23,31),-0.0110253 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,29),(23,33),-0.000740056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,30),(23,31),-0.0210212 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,30),(23,33),-0.0176475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,31),(23,33),-0.0174261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,23),(23,21),0.126988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,18),0.109457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,-1),-0.0444543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,23),(23,21),(23,18),0.109534 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,-1),-0.126485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,18),(23,-1),-0.144809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,5),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,6),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,7),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,9),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,10),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,11),-0.148496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,13),-0.147261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,16),-0.145024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,23),-0.144981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,33),-0.107349 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,5),(4,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,16),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,23),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,33),-0.197037 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,6),(4,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,16),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,23),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,33),-0.19668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,7),(4,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,16),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,23),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,33),-0.19668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,8),(4,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,10),-0.144704 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,33),-0.147743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,9),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,9),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,9),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,9),(4,16),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,9),(4,23),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,9),(4,33),-0.197037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,10),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,10),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,10),(4,16),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,10),(4,23),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,10),(4,33),-0.19668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,11),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,11),(4,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,11),(4,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,11),(4,33),-0.155888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,13),(4,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,13),(4,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,13),(4,33),-0.154764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,16),(4,23),-0.144727 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,16),(4,33),-0.145835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,23),(4,33),-0.145245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,3),0.105627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,2),-0.018689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,1),-0.0171153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,-1),-0.353527 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,3),(4,2),-0.00877678 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,3),(4,1),-0.0252089 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,3),(4,-1),0.0337055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,2),(4,1),-0.0201302 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,2),(4,-1),-0.000595213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,1),(4,-1),-0.0175773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,7),-0.148387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,10),-0.148387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,11),0.0469249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,12),0.133901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,33),0.154964 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,7),(6,10),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,11),-0.0208484 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,12),0.00445138 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,33),0.00949901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,10),(6,11),-0.0208484 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,12),0.00445138 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,10),(6,33),0.00949901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,11),(6,12),-0.0273015 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,33),0.0016796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,12),(6,33),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,5),0.15065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,4),-0.155566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,3),-0.15646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,2),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,-1),-0.0120677 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,5),(6,4),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,3),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,2),-0.145184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,-1),-0.184068 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,4),(6,3),-0.14498 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,-1),-0.116333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,3),(6,2),-0.145184 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,3),(6,-1),-0.174755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,2),(6,-1),-0.0889233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,8),0.133901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,9),-0.100037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,10),-0.132102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,11),0.0469249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,12),0.133901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,13),-0.0324136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,16),0.00703628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,19),0.0475337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,21),-0.132149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,25),-0.132102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,31),-0.132102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,32),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,33),0.124902 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,8),(7,9),0.135155 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,10),0.135169 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,11),-0.0676768 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,12),-0.0232074 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,13),-0.0270727 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,16),0.00606279 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,19),-0.0676548 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,21),0.135166 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,25),0.135169 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,31),0.135169 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,32),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,33),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,9),(7,10),-0.00193398 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,11),-0.0210567 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,12),0.00445138 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,13),-0.0294511 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,16),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,19),-0.0209565 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,21),-0.00193398 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,25),-0.00193398 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,31),-0.00193398 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,32),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,33),0.0606098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,10),(7,11),-0.0208484 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,12),0.00445138 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,13),-0.0294511 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,16),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,19),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,21),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,25),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,31),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,32),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,33),0.0257843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,11),(7,12),-0.0273015 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,13),-0.0198586 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,16),-0.0237742 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,19),-0.0237872 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,21),-0.0235046 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,25),-0.0235046 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,31),-0.0235046 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,32),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,33),0.0016796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,12),(7,13),-0.0270727 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,16),0.00606279 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,19),-0.0676548 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,21),0.135166 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,25),0.135169 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,31),0.135169 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,32),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,33),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,13),(7,16),-0.0200937 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,19),-0.0237791 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,21),-0.0242896 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,25),-0.0242896 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,31),-0.0242896 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,33),-0.0283036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,16),(7,19),-0.0119351 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,16),(7,21),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,16),(7,25),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,16),(7,31),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,16),(7,32),-0.0210534 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,16),(7,33),-0.00995812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,19),(7,21),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,19),(7,25),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,19),(7,31),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,19),(7,32),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,19),(7,33),0.00211639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,21),(7,25),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,21),(7,31),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,21),(7,32),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,21),(7,33),0.0257362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,25),(7,31),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,25),(7,32),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,25),(7,33),0.0257843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,31),(7,32),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,31),(7,33),0.0257843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,32),(7,33),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,6),0.15904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,5),0.15065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,3),-0.15646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,2),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,-1),-0.0255961 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,6),(7,5),0.0899687 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,3),-0.145195 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,2),-0.145184 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,-1),-0.175611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,5),(7,3),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,2),-0.145184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,-1),-0.184068 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,3),(7,2),-0.145184 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,3),(7,-1),-0.174754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,2),(7,-1),-0.0889233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,33),-0.046814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,8),(8,-1),-0.188094 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,10),(10,11),0.0469249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,12),0.133901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,13),-0.0324136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,14),0.0471769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
