# _root_ The group 's bid for $ 34.2 million of wastewater treatment bonds , Series 1989 B , produced a 7.0808 % true interest cost .
#goldHeads=2,4,2,18,4,5,6,6,6,12,12,9,12,16,16,12,12,0,24,21,24,24,24,18,18,
#predictedHeads=2,4,2,18,4,5,6,6,6,12,12,9,12,16,16,12,12,0,24,21,24,24,24,18,18,
(0,4),(4,4),(4,-1),-0.275735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,3),(4,2),0.10915 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,3),(4,1),0.109535 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,3),(4,-1),-0.151648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,2),(4,1),0.0839956 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,2),(4,-1),-0.111532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,1),(4,-1),-0.198008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,5),(5,6),-0.019476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,7),-0.0259822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,8),-0.0259825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,9),-0.0288556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,10),-0.065064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,11),-0.065064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,12),-0.065064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,13),-0.0197608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,18),-0.0402605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,26),-0.0232842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,5),(5,6),(5,7),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,8),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,9),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,13),-0.0194482 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,26),-0.0195587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,7),(5,8),-0.0212581 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,9),-0.0194527 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,10),-0.0194425 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,11),-0.0194425 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,12),-0.0194425 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,13),-0.0198997 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,26),-0.0235044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,8),(5,9),-0.0194527 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,10),-0.0194425 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,11),-0.0194425 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,12),-0.0194425 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,13),-0.0198997 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,26),-0.0235046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,9),(5,10),-0.0194513 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,11),-0.0194513 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,12),-0.0194513 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,13),-0.0206559 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,18),-0.0204398 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,26),-0.0233293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,10),(5,11),-0.0200782 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,12),-0.0200782 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,13),-0.0302243 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,18),-0.0195345 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,26),-0.0946883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,11),(5,12),-0.0200782 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,13),-0.0302243 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,18),-0.0195345 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,26),-0.0946883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,12),(5,13),-0.0302243 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,18),-0.0195345 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,12),(5,26),-0.0946883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,13),(5,18),-0.0221527 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,26),-0.0249433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,18),(5,26),-0.0256916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,5),(5,4),0.103891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,2),0.103891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,-1),-0.231004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,5),(5,4),(5,2),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,4),(5,-1),-0.14968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,2),(5,-1),-0.14968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,7),-0.0454004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,8),-0.0454009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,9),-0.0194914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,10),-0.0195313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,11),-0.0195313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,13),-0.0195023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,14),-0.0195313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,16),-0.0195313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,17),-0.0195023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,21),-0.0195313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,22),-0.0194448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,25),-0.0195177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,26),-0.0194716 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,7),(6,8),-0.0200344 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,9),-0.0120175 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,10),-0.0199246 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,11),-0.0199246 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,13),-0.0241463 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,14),-0.0199246 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,16),-0.0199246 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,17),-0.0241463 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,21),-0.0199246 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,25),-0.0406238 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,26),-0.019641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,8),(6,9),-0.00852588 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,10),-0.0200834 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,11),-0.0200834 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,13),-0.0253094 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,14),-0.0200834 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,16),-0.0200834 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,17),-0.0253094 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,21),-0.0200834 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,25),-0.0409946 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,26),-0.0196915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,9),(6,10),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,11),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,13),-0.0199617 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,14),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,16),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,17),-0.0199617 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,21),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,22),-0.0349763 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,25),0.00654693 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,26),-0.0236116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,10),(6,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,13),-0.0194858 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,17),-0.0194858 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,25),-0.0202807 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,26),-0.0194524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,11),(6,13),-0.0194858 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,17),-0.0194858 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,25),-0.0202807 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,26),-0.0194524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,13),(6,14),-0.0196288 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,16),-0.0196419 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,17),-0.0198094 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,21),-0.0196288 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,25),-0.0195805 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,26),-0.0194852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,14),(6,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,17),-0.0194858 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,25),-0.0202807 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,26),-0.0194524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,16),(6,17),-0.0194858 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,25),-0.0202939 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,26),-0.0194524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,17),(6,21),-0.0196288 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,25),-0.0195805 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,26),-0.0194852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,21),(6,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,21),(6,25),-0.0202807 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,21),(6,26),-0.0194524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,22),(6,25),-0.0194448 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,22),(6,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,25),(6,26),-0.0463254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,5),0.106846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,4),0.108572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,1),0.101256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,-1),-0.145784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,5),(6,4),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,1),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,-1),-0.147427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,4),(6,1),0.109497 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,-1),-0.149473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,1),(6,-1),-0.153042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,7),(7,8),-0.020925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,9),-0.0428905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,10),-0.0214938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,11),-0.0214938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,13),-0.0163432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,14),-0.021494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,15),-0.0208358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,16),-0.0214938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,17),-0.0163432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,26),-0.0272527 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,7),(7,8),(7,9),-0.0199107 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,13),-0.0195972 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,17),-0.0195972 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,26),-0.0198313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,9),(7,10),-0.0195265 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,9),(7,11),-0.0195265 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,9),(7,13),-0.0212 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,9),(7,14),-0.0195265 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,9),(7,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,9),(7,16),-0.0195265 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,9),(7,17),-0.0212 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,9),(7,26),-0.0289069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,10),(7,11),-0.0194776 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,10),(7,13),-0.0197255 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,10),(7,14),-0.0194776 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,10),(7,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,10),(7,16),-0.0194776 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,10),(7,17),-0.0197255 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,10),(7,26),-0.0215438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,11),(7,13),-0.0197255 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,11),(7,14),-0.0194776 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,11),(7,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,11),(7,16),-0.0194776 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,11),(7,17),-0.0197255 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,11),(7,26),-0.0215438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,13),(7,14),-0.019743 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,13),(7,15),-0.0194922 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,13),(7,16),-0.019743 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,13),(7,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,13),(7,26),-0.0200402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,14),(7,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,14),(7,16),-0.0194776 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,14),(7,17),-0.0197255 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,14),(7,26),-0.0215441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,15),(7,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,15),(7,17),-0.0195585 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,15),(7,26),-0.0198413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,16),(7,17),-0.0197255 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,16),(7,26),-0.0215438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,17),(7,26),-0.0200402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,7),(7,6),0.125788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,5),0.108407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,4),0.108866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,-1),-0.174421 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,7),(7,6),(7,5),0.109428 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,6),(7,4),0.109477 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,6),(7,-1),-0.130353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,5),(7,4),0.109539 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,5),(7,-1),-0.145916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,4),(7,-1),-0.151126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,8),(8,9),-0.0435986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,10),-0.0214938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,11),-0.0214938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,13),-0.0163432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,14),-0.021494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,15),-0.0208359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,16),-0.0214938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,17),-0.0163432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,20),-0.0207688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,26),-0.0272539 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,8),(8,9),(8,10),-0.0195265 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,11),-0.0195265 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,13),-0.0212021 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,14),-0.0195265 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,16),-0.0195265 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,17),-0.0212021 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,26),-0.0296121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,10),(8,11),-0.0194776 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,13),-0.0197255 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,14),-0.0194776 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,16),-0.0194776 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,17),-0.0197255 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,26),-0.0215443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,11),(8,13),-0.0197255 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,14),-0.0194776 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,16),-0.0194776 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,17),-0.0197255 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,26),-0.0215443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,13),(8,14),-0.019743 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,15),-0.0194926 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,16),-0.019743 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,20),-0.0194826 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,26),-0.0200404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,14),(8,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,16),-0.0194776 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,17),-0.0197255 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,26),-0.0215446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,15),(8,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,15),(8,17),-0.0195587 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,15),(8,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,15),(8,26),-0.0198415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,16),(8,17),-0.0197255 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,16),(8,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,16),(8,26),-0.0215443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,17),(8,20),-0.0194826 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,17),(8,26),-0.0200404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,20),(8,26),-0.0198315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,8),(8,7),0.0997932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,6),0.125779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,-1),-0.174421 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,8),(8,7),(8,6),0.107382 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,-1),-0.153686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,6),(8,-1),-0.131059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,12),(12,13),-0.0582189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,14),-0.0203762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,15),-0.0117359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,16),-0.0203744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
