# _root_ The cold guys in the set were Will Clark , Kevin Mitchell and Matt Williams , the Giants ' 3-4-5 hitters .
#goldHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,9,18,21,18,21,9,7,
#predictedHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,15,18,21,18,21,12,7,
(8,15),(15,3),-1.08224 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.14419 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.21292 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.635775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.275682 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.593231 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.235102 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.24325 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.230144 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.491643 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.179223 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.114597 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.983397 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.111167 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.402282 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.833654 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.994359 # DEPENDENCYPART_GRANDPAR
(8,21),(21,4),-0.798312 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-1.17217 # DEPENDENCYPART_GRANDPAR
(8,21),(21,9),0.00818167 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.0438997 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),-0.0277186 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.508267 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.520573 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),0.521053 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.247549 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.36018 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.0494047 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.918071 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.407974 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.181217 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.686499 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.244849 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.650929 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.645016 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.404366 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.166412 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.250062 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.356852 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.146213 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.433196 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.16162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.747682 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.244432 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.0346808 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.578258 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.944626 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.517465 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.993959 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.510821 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-1.25817 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.509133 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.402564 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.171029 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.171165 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.378562 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.15229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.657231 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.235099 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.0502378 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-1.25422 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.291254 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.746835 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.45055 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.344424 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.198257 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.533573 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0600995 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.275836 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.23234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.772102 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.315155 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.0993654 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.454654 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.560654 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.475252 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.27023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.857961 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.344609 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.353036 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.0708136 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.686863 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.05491 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.574295 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-1.30077 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.04333 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.456459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.19561 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.451734 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.694226 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.115129 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.153427 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.24681 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.04677 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.02065 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.822765 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.03355 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.0077 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.0435 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.454102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.198121 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.483889 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.698097 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.206223 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.119652 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.156046 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.39775 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.186584 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.603425 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),0.0232765 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.0146496 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.506353 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0824348 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0424463 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.379648 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.205494 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.369858 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.441611 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.0801759 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.111642 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.155938 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.178574 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.606289 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.0141651 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.505844 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.24681 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.02065 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.03355 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-1.0077 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.04333 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.445576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.193343 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.492389 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.476955 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.176051 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.149794 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.400748 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.183451 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.603778 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),0.0262673 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.011654 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.503333 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.536961 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.443597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,11),0.494368 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.174072 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.14657 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.391297 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.723142 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.604519 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.0290302 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.50515 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.531559 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.0696833 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.129449 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.0839845 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.589187 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.0890925 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.455273 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.958983 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-0.701424 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-1.08542 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.677968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,11),0.2485 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),0.241095 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.419065 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.0937406 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),0.679665 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.0355962 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),0.0281176 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),0.0809765 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.622789 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.0426526 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.728264 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.813161 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.772105 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.425337 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.454408 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.84073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.701421 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.13484 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-1.26683 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.35049 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-1.13218 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-1.77333 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.983575 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.824155 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.733484 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.673645 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.808618 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.756221 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.387583 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.425269 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.84376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.704445 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.19611 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.19171 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.26986 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.36192 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.651757 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.13914 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.64342 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.1567 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-1.13037 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.80237 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.4408 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.26564 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.27405 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.18965 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.26584 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.28439 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.17988 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.22595 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.06921 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.01288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.386067 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.418733 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.499354 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.515185 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.197476 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.362509 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-1.19941 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.542991 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.592734 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.999118 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.265357 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.140966 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.210261 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.52298 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.205398 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.0783838 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.477938 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.4408 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.27405 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.26584 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.28439 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.17971 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.22579 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.06921 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.00439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.127918 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.350193 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.508942 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.194488 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.365652 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-1.19977 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.540011 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.589749 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.996108 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.254803 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.492653 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.31845 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.238899 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.45111 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.331028 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.239987 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.131856 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.406088 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.00457704 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.271198 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.203089 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.183009 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.22012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.629238 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.341551 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.669901 # DEPENDENCYPART_GRANDPAR
(12,3),(3,18),-0.282547 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.894699 # DEPENDENCYPART_GRANDPAR
(12,3),(3,21),-0.244389 # DEPENDENCYPART_GRANDPAR
(12,3),(3,22),-1.041 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.501388 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.284933 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.220827 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.0300884 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.217133 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.134819 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.180888 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.21079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.644795 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),-1.03705 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.372445 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.556815 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.383059 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.340231 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.284763 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.415221 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.0784968 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.115703 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0389342 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.160626 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.29085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.693923 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.464706 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.456554 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.534096 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.00399594 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.287036 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.269164 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.32873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.665371 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.450156 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.78018 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.307863 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-1.0836 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.593654 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.529921 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.469974 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.386441 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.45206 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.518261 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0929576 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.257907 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.259376 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.33175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.726649 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.802823 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.453179 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.791617 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),0.212916 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.394169 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.968378 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.488119 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.306057 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-1.11264 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.116448 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0304943 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0519292 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.33175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.726649 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.453177 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.791617 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.886657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.260613 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.619109 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0645851 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.673136 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.679282 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.359322 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.312376 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0642157 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.377518 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.525151 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.233195 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.306794 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.05288 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.01163 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.911286 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.05554 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.887968 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.810047 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.910274 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.08758 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.49382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),0.0442959 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0703602 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.672234 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.382395 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.52264 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.130662 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.235706 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.304283 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.437702 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.810113 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-1.08764 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.0462749 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.388212 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.134903 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),1.00479 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.523381 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.133425 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.3061 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.817122 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.17185 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.00693253 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.181497 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.874754 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.152442 # DEPENDENCYPART_GRANDPAR
