# _root_ Now , according to a Kidder World story about Mr. Megargel , all the firm has to do is `` position ourselves more in the deal flow . ''
#goldHeads=19,19,19,3,8,8,8,4,8,11,9,19,19,15,16,13,18,16,0,19,19,21,21,23,27,27,24,19,19,
#predictedHeads=19,19,19,3,8,8,8,4,8,11,9,19,15,15,19,15,18,16,0,19,19,21,24,21,27,27,24,19,19,
(0,19),(19,9),(19,3),0.106103 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,2),0.101083 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,1),0.0167274 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,-1),-0.25367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,8),(19,3),0.169775 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,2),0.360943 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,1),0.133494 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,-1),0.00341647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,3),(19,2),0.0497932 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,3),(19,1),0.128801 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,3),(19,-1),0.0389332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,2),(19,1),0.199656 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,2),(19,-1),-0.365539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,1),(19,-1),-0.159637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,21),(21,22),-0.0464681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,23),-0.0272214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,24),-0.213223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,25),-0.00389328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,26),-0.0693688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,27),-0.0704403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,28),-0.144976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,29),-0.0872871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,30),-0.240693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,21),(21,22),(21,23),-0.0630662 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,22),(21,24),-0.0393757 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,22),(21,25),-0.0448471 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,22),(21,26),-0.0460986 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,22),(21,27),-0.0460986 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,22),(21,28),-0.058955 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,22),(21,29),-0.0454731 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,22),(21,30),-0.0439103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,23),(21,24),-0.0483815 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,23),(21,25),-0.0305509 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,23),(21,26),0.0074801 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,23),(21,27),0.0074801 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,23),(21,28),0.0737016 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,23),(21,29),-0.0533316 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,23),(21,30),-0.0663353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,24),(21,25),-0.0435961 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,24),(21,26),-0.032586 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,24),(21,27),-0.0323939 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,24),(21,28),0.075744 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,24),(21,29),-0.0545232 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,24),(21,30),-0.0980488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,25),(21,26),-0.0101156 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,25),(21,27),-0.0101156 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,25),(21,28),-0.0395205 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,25),(21,29),-0.0436212 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,25),(21,30),-0.0341643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,26),(21,27),-0.00724151 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,26),(21,28),0.0320687 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,26),(21,29),-0.0584746 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,26),(21,30),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,27),(21,28),0.0330381 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,27),(21,29),-0.0584746 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,27),(21,30),-0.13794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,28),(21,29),0.0632751 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,28),(21,30),0.140921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,29),(21,30),0.0177875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,21),(21,20),0.0747118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,19),0.036415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,18),0.015947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,17),-0.120906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,16),0.0268045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,15),0.293233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,13),0.252973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,12),0.127561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,9),0.22286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,8),0.296943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,2),0.127561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,21),(21,21),(21,-1),-0.643998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,21),(21,20),(21,19),0.161598 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,18),0.162499 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,16),0.162484 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,15),0.062358 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,13),0.112782 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,12),0.0766018 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,9),0.113014 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,8),0.062358 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,2),0.0766018 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,20),(21,-1),-0.0321308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,19),(21,18),0.128732 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,17),0.114611 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,16),0.131235 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,15),0.0872032 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,13),0.0806336 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,12),0.0503473 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,9),0.127718 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,8),0.0872866 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,2),0.0503473 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,19),(21,-1),0.0365711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,18),(21,17),0.114611 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,16),0.132053 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,15),0.0919588 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,13),0.0811871 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,12),0.0580342 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,9),0.131675 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,8),0.0920422 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,2),0.0580342 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,18),(21,-1),0.0221111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,17),(21,16),0.117608 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,17),(21,15),0.0790052 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,17),(21,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,17),(21,12),0.113712 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,17),(21,9),0.118195 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,17),(21,8),0.0790052 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,17),(21,2),0.113712 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,17),(21,-1),-0.191185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,16),(21,15),0.092615 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,16),(21,13),0.0762639 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,16),(21,12),0.0546774 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,16),(21,9),0.130414 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,16),(21,8),0.0926984 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,16),(21,2),0.0546774 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,16),(21,-1),0.019345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,15),(21,13),0.0781985 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,15),(21,12),0.342299 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,15),(21,9),-0.086158 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,15),(21,8),0.142919 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,15),(21,2),0.342299 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,15),(21,-1),0.0478408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,13),(21,12),0.160522 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,13),(21,9),0.0922078 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,13),(21,8),0.138719 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,13),(21,2),0.160522 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,13),(21,-1),-0.106294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,12),(21,9),0.306812 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,12),(21,8),0.105727 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,12),(21,2),0.0839901 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,12),(21,-1),-0.367496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,9),(21,8),0.179763 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,9),(21,2),0.107724 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,9),(21,-1),-0.250184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,8),(21,2),0.344019 # DEPENDENCYPART_GRANDSIBL
(0,21),(21,8),(21,-1),0.0490366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,21),(21,2),(21,-1),-0.367496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,30),-0.0598609 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,1),0.117395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,2),(2,-1),-0.152672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,1),(2,-1),-0.126654 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,4),-0.0535297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,5),-0.0387185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,6),-0.0828834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,7),-0.0828681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,8),-0.0828796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,9),-0.0406558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,11),-0.0828681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,12),-0.0437392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,16),-0.0503445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,18),-0.0517735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,19),-0.0520539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,21),-0.050311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,29),-0.0430702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,30),0.0829343 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,4),(3,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,6),-0.0421107 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,7),-0.0421107 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,8),-0.0421107 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,9),-0.0472024 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,11),-0.0421107 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,12),-0.0430139 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,16),-0.0422311 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,18),-0.0422311 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,19),-0.0422311 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,21),-0.0422311 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,30),-0.047735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,5),(3,6),-0.0429154 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,7),-0.0429154 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,8),-0.0429154 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,11),-0.0429154 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,12),-0.0420045 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,16),-0.0421038 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,18),-0.0421038 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,19),-0.0421038 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,21),-0.0421038 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,28),-0.0420991 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,30),-0.0367879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,6),(3,7),-0.0445745 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,8),-0.0445745 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,9),-0.047078 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,11),-0.0445745 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,12),-0.0453752 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,16),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,18),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,19),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,21),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,28),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,30),-0.0746418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,7),(3,8),-0.0445745 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,9),-0.047078 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,11),-0.0445745 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,12),-0.0453752 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,16),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,18),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,19),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,21),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,28),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,30),-0.0746265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,8),(3,9),-0.047078 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,11),-0.0445745 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,12),-0.0453752 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,16),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,18),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,19),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,21),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,28),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,30),-0.074638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,9),(3,11),-0.0425545 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,12),-0.0442807 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,16),-0.0426686 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,18),-0.0426686 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,19),-0.0427897 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,21),-0.0426686 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,28),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,30),-0.0645422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,11),(3,12),-0.0453752 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,16),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,18),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,19),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,21),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,28),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,30),-0.0746265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,12),(3,16),-0.0460965 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,12),(3,18),-0.0460964 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,12),(3,19),-0.046126 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,12),(3,21),-0.0460964 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,12),(3,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,12),(3,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,12),(3,30),-0.022343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,16),(3,18),-0.0422497 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,16),(3,19),-0.0422497 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,16),(3,21),-0.0422497 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,16),(3,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,16),(3,29),-0.0420564 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,16),(3,30),-0.0156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,18),(3,19),-0.0422497 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,18),(3,21),-0.0422497 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,18),(3,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,18),(3,29),-0.0420564 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,18),(3,30),-0.0168335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,19),(3,21),-0.0422497 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,19),(3,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,19),(3,29),-0.0420564 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,19),(3,30),-0.0172647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,21),(3,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,21),(3,29),-0.0420564 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,21),(3,30),-0.015371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,28),(3,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,28),(3,30),-0.047371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,29),(3,30),-0.0420416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,3),(3,2),0.127635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,1),0.127193 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,-1),-0.199237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,2),(3,1),0.115812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,2),(3,-1),-0.119025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,1),(3,-1),-0.148081 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,5),-0.0429111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,6),-0.0543661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,7),-0.0547703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,8),-0.0543661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,9),-0.0425579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,10),-0.0543835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,11),-0.0543661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,12),-0.0420164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,15),-0.0549135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,30),-0.0646345 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,5),(4,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,30),-0.0429111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,6),(4,7),-0.0437165 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,8),-0.0437165 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,9),-0.0420524 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,10),-0.0437165 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,11),-0.0437165 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,12),-0.0421858 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,15),-0.0437165 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,30),-0.0433672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,7),(4,8),-0.0437165 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,9),-0.0420524 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,10),-0.0437165 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,11),-0.0437165 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,12),-0.0421858 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,15),-0.0437165 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,30),-0.0437715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,8),(4,9),-0.0420524 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,10),-0.0437165 # DEPENDENCYPART_GRANDSIBL
