# _root_ The ordinance , in Moon Township , prohibits locating a group home for the handicapped within a mile of another such facility .
#goldHeads=2,8,8,8,6,4,8,0,8,12,12,9,12,15,13,9,18,16,18,22,22,19,8,
#predictedHeads=2,8,8,8,6,4,8,0,8,12,12,9,12,15,13,15,18,16,18,22,22,19,8,
(12,13),(12,15),-0.83045 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,16),-0.504004 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,18),-0.71958 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,19),-0.486739 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,22),-0.630877 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,23),-0.346179 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,24),-0.62451 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,15),(12,16),-0.765454 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,18),-1.05121 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,19),-0.659993 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,22),-1.21891 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,23),-0.541255 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,24),-0.491797 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,16),(12,18),-0.820024 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,19),-0.499095 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,22),-0.704269 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,23),-0.355504 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,24),-0.604779 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,18),(12,19),-0.563606 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,22),-1.1054 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,23),-0.491655 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,24),-0.929493 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,19),(12,22),-0.670813 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,23),-0.416951 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,24),-0.348356 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,22),(12,23),-0.493541 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,24),-0.294233 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,23),(12,24),-1.32021 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,11),-0.480814 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,10),-0.806849 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,9),-0.37664 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,8),-0.291161 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,7),-1.39045 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,4),-0.398537 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,3),-1.4062 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,2),-0.49589 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,1),-0.372501 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-0.336873 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,11),(12,10),-0.479488 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,9),-1.01426 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,8),-1.15894 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,7),-1.69109 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,4),-1.77859 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,3),-2.29919 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,2),-1.32202 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,1),-1.27159 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,-1),-1.0951 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,10),(12,9),-0.933653 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,8),-1.14376 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,7),-1.13214 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,4),-1.03614 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,3),-1.3749 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,2),-0.754373 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,1),-1.25145 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,-1),-0.539294 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,9),(12,8),-1.09428 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,7),-0.890004 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,4),-1.33968 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,3),-1.16044 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,2),-0.825138 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,1),-1.14453 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,-1),-0.882175 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,8),(12,7),-0.611096 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,4),-1.0345 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,3),-0.919042 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,2),-0.642621 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,1),-1.08229 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,-1),-0.975776 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,7),(12,4),-0.122486 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,3),-1.1268 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,2),-0.724076 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,1),-1.07909 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,-1),-0.861791 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,4),(12,3),-0.491548 # DEPENDENCYPART_NEXTSIBL
(12,4),(12,2),-0.88685 # DEPENDENCYPART_NEXTSIBL
(12,4),(12,1),-1.29188 # DEPENDENCYPART_NEXTSIBL
(12,4),(12,-1),-1.05833 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,3),(12,2),-0.219811 # DEPENDENCYPART_NEXTSIBL
(12,3),(12,1),-0.94371 # DEPENDENCYPART_NEXTSIBL
(12,3),(12,-1),-1.11603 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,2),(12,1),-0.0741391 # DEPENDENCYPART_NEXTSIBL
(12,2),(12,-1),-0.592923 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,1),(12,-1),-0.221306 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,14),-1.3072 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,15),-0.0688547 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),-0.698065 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),-0.116271 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,19),-0.229396 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,22),-0.302994 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,24),-0.766224 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-0.921542 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,16),-1.25156 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-1.13538 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,19),-1.15752 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,22),-1.32564 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,24),-1.11017 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,16),-0.707794 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-1.13206 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,19),-0.579549 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,22),-1.2978 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,24),-0.341755 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,18),-0.789801 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,19),-0.534415 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,22),-0.672078 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,24),-0.71641 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,19),-0.486516 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,22),-1.1842 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,24),-0.772942 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,19),(13,22),-0.564012 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,24),-0.543322 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,22),(13,24),-0.138322 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),-0.462357 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,4),-0.388628 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.21953 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,4),-1.178 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,-1),-0.668856 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,4),(13,-1),-1.03442 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,16),-0.514801 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,19),-0.0574791 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,24),-0.0856959 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,16),(14,19),-0.519243 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,24),-0.60383 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,19),(14,24),-0.405743 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,-1),-0.219588 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,15),(15,16),-0.486885 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),-0.418391 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,19),0.00196762 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,22),-0.618178 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,23),-1.02101 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,24),-0.364074 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,18),-0.813124 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,19),-0.495931 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,22),-0.697368 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,23),-0.353146 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,24),-0.59638 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,19),-0.556314 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,22),-1.09426 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,23),-0.483824 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,24),-0.920005 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,22),-0.663353 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,23),-0.414035 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,24),-0.338843 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,22),(15,23),-0.48571 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,24),-0.284746 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,23),(15,24),-1.31856 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-0.860554 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,13),-0.43236 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,12),-0.356206 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,11),-0.447005 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,10),-0.811578 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.4055 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,13),-0.716705 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,12),-1.04633 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,11),-1.06877 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,10),-1.07637 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-0.293511 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,13),(15,12),-0.699548 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,11),-1.00513 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,10),-1.19448 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,-1),-0.735839 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,12),(15,11),-0.534973 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,10),-0.328373 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,-1),-0.517073 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,11),(15,10),-0.468382 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,-1),-1.06103 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,10),(15,-1),-0.540003 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,17),-0.974341 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,18),-0.112583 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,19),-0.148726 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,22),-0.298289 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,23),-1.21718 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,24),-0.708392 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,18),-0.566524 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,19),-0.962257 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,22),-0.943347 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,23),-1.00768 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,24),-1.19688 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,18),(16,19),-0.465379 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,22),-1.14687 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,23),-0.562458 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,24),-0.694144 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,19),(16,22),-0.513216 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,23),-0.448619 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,24),-0.492875 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,22),(16,23),-0.561881 # DEPENDENCYPART_NEXTSIBL
(16,22),(16,24),-0.0585074 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,23),(16,24),-1.42791 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,15),-0.281184 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,14),-0.994383 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,13),-0.428446 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,12),-0.380047 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,4),-0.389987 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.270838 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,15),(16,14),-0.584038 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,13),-0.489505 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,12),-1.34646 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,4),-1.39329 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,-1),-0.518868 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,14),(16,13),-0.83256 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,12),-1.261 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,4),-1.07218 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,-1),-0.724878 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,13),(16,12),-0.706558 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,4),-1.34833 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,-1),-0.760855 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,12),(16,4),-1.14821 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,-1),-0.589843 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,4),(16,-1),-1.03826 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,19),-0.0398541 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,24),-0.184228 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,19),(17,24),-0.376743 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,-1),-0.25888 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,18),(18,19),-0.00883687 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,20),-0.514703 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,21),-0.521746 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,22),-0.584009 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,23),-1.02101 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,24),-0.390992 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,19),(18,20),-0.888873 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,21),-0.89738 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,22),-0.65587 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,23),-0.417942 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,24),-0.349215 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,20),(18,21),-1.0933 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,22),-1.15379 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,23),-1.22988 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,24),-0.793985 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,21),(18,22),-1.03611 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,23),-0.946562 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,24),-0.628602 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,22),(18,23),-0.47432 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,24),-0.250576 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,23),(18,24),-1.31856 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,17),-0.794472 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,16),-0.392842 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,15),-0.269671 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,14),-0.859441 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,13),-0.43236 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,-1),-0.40794 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,17),(18,16),-0.785973 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,15),-1.00415 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,14),-1.14184 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,13),-1.03702 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,-1),-0.591403 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,16),(18,15),-0.797545 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,14),-0.942547 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,13),-1.26797 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,-1),-0.39094 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,15),(18,14),-0.395284 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,13),-0.52884 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,-1),-0.469071 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,14),(18,13),-0.715894 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,-1),-0.290902 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,13),(18,-1),-0.735839 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,20),-0.446028 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,21),-0.418525 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,22),-0.351929 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,23),-1.23721 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,24),-0.897478 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,20),(19,21),-1.03328 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,22),-1.11568 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,23),-1.2337 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,24),-0.762693 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,21),(19,22),-1.03195 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,23),-0.971003 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,24),-0.620228 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,22),(19,23),-0.607545 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,24),-0.0704717 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,23),(19,24),-1.45347 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,18),-0.337683 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,17),-0.928118 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,15),-0.280679 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,-1),-0.182319 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,18),(19,17),-0.536186 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,15),-1.45664 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,-1),-0.979325 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,17),(19,15),-1.23942 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,-1),-1.03168 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,15),(19,-1),-0.546171 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,21),-0.485635 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,24),-0.276113 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,21),(20,24),-0.64538 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,-1),-0.327277 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,21),(21,24),-0.268736 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,21),(21,20),-0.415129 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,15),-0.372318 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,12),-0.481638 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),-0.280789 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,20),(21,15),-1.15107 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,12),-0.978694 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,-1),-0.799764 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,15),(21,12),-1.34403 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,-1),-0.464989 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,12),(21,-1),-0.546425 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,23),-1.02101 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,24),-0.370533 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,23),(22,24),-1.31856 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,21),-0.208056 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,20),-0.474028 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,19),-0.171045 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,18),-0.302308 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,17),-0.787645 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,16),-0.393808 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,13),-0.433326 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,-1),-0.426157 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,21),(22,20),-0.123383 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,19),-0.576424 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,18),-0.900099 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,17),-0.693318 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,16),-0.821544 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,13),-1.02459 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,-1),-0.262852 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,20),(22,19),-0.648978 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,18),-0.96308 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,17),-0.979404 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,16),-1.00884 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,13),-1.18228 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,-1),-0.652873 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,19),(22,18),-0.789402 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,17),-0.980351 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,16),-1.30178 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,13),-1.65798 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,-1),-0.427377 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,18),(22,17),-0.350336 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,16),-0.598795 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,13),-0.968446 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,-1),-0.885216 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,17),(22,16),-0.778774 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,13),-1.02982 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,-1),-0.571279 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,16),(22,13),-1.26861 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,-1),-0.391906 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,13),(22,-1),-0.736806 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-0.405394 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
