# _root_ Far better for policy makers to concentrate on the war against drugs , Panama and the deficit , all of them parades that seem never to end .
#goldHeads=3,1,0,5,6,3,6,7,10,8,10,11,10,10,14,17,15,10,22,19,20,10,24,22,26,24,26,3,
#predictedHeads=2,0,2,5,6,3,6,7,10,8,10,11,12,12,14,17,15,12,12,19,22,20,24,22,24,24,26,2,
(24,14),(24,28),-0.00667538 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.010072 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.302801 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.0381375 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.315526 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.468722 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.40765 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0170104 # DEPENDENCYPART_SIBL
(24,17),(24,26),0.00833707 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.0565724 # DEPENDENCYPART_SIBL
(24,17),(24,28),0.0022232 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.010404 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0306734 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0406978 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0355216 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.143974 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.027723 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.00774969 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.032576 # DEPENDENCYPART_SIBL
(24,18),(24,28),0.111094 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.166085 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.310328 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.395758 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.390575 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.113441 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.183452 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.127658 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.155116 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.105101 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0851688 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.132664 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0919028 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.1784 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.144197 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.000268032 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.33107 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.380716 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.207722 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.275965 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.229019 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.254207 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.53936 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0544397 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0113933 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0508688 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0217301 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0824662 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.00398488 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0196229 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.384206 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0125205 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0897448 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0572732 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.158415 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0212879 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.00289292 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0392487 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0409922 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.0981595 # DEPENDENCYPART_SIBL
(26,1),(26,2),-0.000632497 # DEPENDENCYPART_SIBL
(26,1),(26,3),0.0795158 # DEPENDENCYPART_SIBL
(26,1),(26,6),0.106347 # DEPENDENCYPART_SIBL
(26,1),(26,23),-0.0455092 # DEPENDENCYPART_SIBL
(26,1),(26,25),-0.0547415 # DEPENDENCYPART_SIBL
(26,1),(26,27),-0.0634455 # DEPENDENCYPART_SIBL
(26,2),(26,3),0.0904793 # DEPENDENCYPART_SIBL
(26,2),(26,6),0.0157114 # DEPENDENCYPART_SIBL
(26,2),(26,23),0.00337365 # DEPENDENCYPART_SIBL
(26,2),(26,25),-0.013654 # DEPENDENCYPART_SIBL
(26,2),(26,27),-0.0720969 # DEPENDENCYPART_SIBL
(26,3),(26,6),0.0693566 # DEPENDENCYPART_SIBL
(26,3),(26,23),0.0619601 # DEPENDENCYPART_SIBL
(26,3),(26,25),-0.0651514 # DEPENDENCYPART_SIBL
(26,3),(26,27),-0.00723154 # DEPENDENCYPART_SIBL
(26,6),(26,23),0.0899406 # DEPENDENCYPART_SIBL
(26,6),(26,25),0.112241 # DEPENDENCYPART_SIBL
(26,6),(26,27),0.164571 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0682964 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.000294127 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.00215582 # DEPENDENCYPART_SIBL
(27,1),(27,2),0.0136155 # DEPENDENCYPART_SIBL
(27,1),(27,3),-0.0717428 # DEPENDENCYPART_SIBL
(27,1),(27,5),0.0669965 # DEPENDENCYPART_SIBL
(27,1),(27,6),0.0649126 # DEPENDENCYPART_SIBL
(27,1),(27,11),-0.0411141 # DEPENDENCYPART_SIBL
(27,1),(27,19),0.0729393 # DEPENDENCYPART_SIBL
(27,1),(27,20),-0.062755 # DEPENDENCYPART_SIBL
(27,1),(27,22),0.0769063 # DEPENDENCYPART_SIBL
(27,1),(27,23),-0.0533858 # DEPENDENCYPART_SIBL
(27,1),(27,25),0.0757004 # DEPENDENCYPART_SIBL
(27,1),(27,28),0.237497 # DEPENDENCYPART_SIBL
(27,2),(27,3),-0.0991591 # DEPENDENCYPART_SIBL
(27,2),(27,5),-0.00497418 # DEPENDENCYPART_SIBL
(27,2),(27,6),-0.042832 # DEPENDENCYPART_SIBL
(27,2),(27,11),-0.0967498 # DEPENDENCYPART_SIBL
(27,2),(27,19),0.0338642 # DEPENDENCYPART_SIBL
(27,2),(27,20),-0.0977409 # DEPENDENCYPART_SIBL
(27,2),(27,22),-0.00266794 # DEPENDENCYPART_SIBL
(27,2),(27,23),-0.038591 # DEPENDENCYPART_SIBL
(27,2),(27,25),0.0490983 # DEPENDENCYPART_SIBL
(27,2),(27,28),0.0157117 # DEPENDENCYPART_SIBL
(27,3),(27,5),0.0121639 # DEPENDENCYPART_SIBL
(27,3),(27,6),0.0372663 # DEPENDENCYPART_SIBL
(27,3),(27,11),-0.150197 # DEPENDENCYPART_SIBL
(27,3),(27,19),0.0529122 # DEPENDENCYPART_SIBL
(27,3),(27,20),-0.151097 # DEPENDENCYPART_SIBL
(27,3),(27,22),0.0160252 # DEPENDENCYPART_SIBL
(27,3),(27,23),0.0492708 # DEPENDENCYPART_SIBL
(27,3),(27,25),0.0378536 # DEPENDENCYPART_SIBL
(27,3),(27,28),0.076073 # DEPENDENCYPART_SIBL
(27,5),(27,6),-0.0169688 # DEPENDENCYPART_SIBL
(27,5),(27,11),-0.00811782 # DEPENDENCYPART_SIBL
(27,5),(27,19),0.0062919 # DEPENDENCYPART_SIBL
(27,5),(27,20),0.0405314 # DEPENDENCYPART_SIBL
(27,5),(27,22),-0.371169 # DEPENDENCYPART_SIBL
(27,5),(27,23),-0.172553 # DEPENDENCYPART_SIBL
(27,5),(27,25),0.272636 # DEPENDENCYPART_SIBL
(27,5),(27,28),0.155051 # DEPENDENCYPART_SIBL
(27,6),(27,11),-0.15144 # DEPENDENCYPART_SIBL
(27,6),(27,19),0.01401 # DEPENDENCYPART_SIBL
(27,6),(27,20),-0.152061 # DEPENDENCYPART_SIBL
(27,6),(27,22),-0.00753226 # DEPENDENCYPART_SIBL
(27,6),(27,23),-0.0480743 # DEPENDENCYPART_SIBL
(27,6),(27,25),0.0774624 # DEPENDENCYPART_SIBL
(27,6),(27,28),-0.0399829 # DEPENDENCYPART_SIBL
(27,11),(27,19),0.0169841 # DEPENDENCYPART_SIBL
(27,11),(27,20),-0.189808 # DEPENDENCYPART_SIBL
(27,11),(27,22),-0.0225771 # DEPENDENCYPART_SIBL
(27,11),(27,23),0.00427805 # DEPENDENCYPART_SIBL
(27,11),(27,25),0.0252969 # DEPENDENCYPART_SIBL
(27,11),(27,28),0.0413809 # DEPENDENCYPART_SIBL
(27,19),(27,20),-0.0487187 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.0710125 # DEPENDENCYPART_SIBL
(27,19),(27,23),-0.0659748 # DEPENDENCYPART_SIBL
(27,19),(27,25),0.0410432 # DEPENDENCYPART_SIBL
(27,19),(27,28),-0.0852812 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.0489801 # DEPENDENCYPART_SIBL
(27,20),(27,23),0.0141406 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.0447664 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.0346884 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.174213 # DEPENDENCYPART_SIBL
(27,22),(27,25),0.266495 # DEPENDENCYPART_SIBL
(27,22),(27,28),0.125651 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.05577 # DEPENDENCYPART_SIBL
(27,23),(27,28),-0.422825 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.25115 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.616023 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0394359 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.576477 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0423451 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.204875 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.222563 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.328544 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.266353 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.362065 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.373441 # DEPENDENCYPART_GRANDPAR
(0,1),(1,28),1.89545 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.83999 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.248196 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.461488 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0863228 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.129768 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.149845 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0824377 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.213849 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0566558 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.252077 # DEPENDENCYPART_GRANDPAR
(0,2),(2,28),2.04484 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.956673 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.678003 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.366937 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.175934 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0719611 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.198531 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.222964 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.618848 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.407692 # DEPENDENCYPART_GRANDPAR
(0,3),(3,26),-0.113004 # DEPENDENCYPART_GRANDPAR
(0,3),(3,28),1.9963 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.727724 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.525428 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.175727 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.418236 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.215833 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0877098 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.121258 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.0533175 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.17945 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.810413 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.608664 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.486013 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.317937 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.622213 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),0.621274 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.727338 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.449888 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.250826 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.564662 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0364468 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.199991 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.399186 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.325968 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.96833 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.392732 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.470198 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.86119 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.554843 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.145278 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.217516 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.366042 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0497165 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.164762 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0574421 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.790491 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.466824 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.357167 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.172229 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.280158 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.480373 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.0540247 # DEPENDENCYPART_GRANDPAR
(0,7),(7,25),-0.341236 # DEPENDENCYPART_GRANDPAR
(0,7),(7,26),-0.133241 # DEPENDENCYPART_GRANDPAR
(0,7),(7,28),2.34689 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.418344 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.503932 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-1.82017 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),0.0959266 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),0.544515 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),-0.389868 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),-0.0019016 # DEPENDENCYPART_GRANDPAR
(0,22),(22,27),-0.0656944 # DEPENDENCYPART_GRANDPAR
(0,22),(22,28),2.0138 # DEPENDENCYPART_GRANDPAR
(0,24),(24,1),0.882189 # DEPENDENCYPART_GRANDPAR
(0,24),(24,2),0.514173 # DEPENDENCYPART_GRANDPAR
(0,24),(24,3),-0.130812 # DEPENDENCYPART_GRANDPAR
(0,24),(24,5),0.0941675 # DEPENDENCYPART_GRANDPAR
(0,24),(24,6),-0.125478 # DEPENDENCYPART_GRANDPAR
(0,24),(24,8),-0.509243 # DEPENDENCYPART_GRANDPAR
(0,24),(24,10),-0.27568 # DEPENDENCYPART_GRANDPAR
(0,24),(24,11),-0.441256 # DEPENDENCYPART_GRANDPAR
(0,24),(24,12),-0.920333 # DEPENDENCYPART_GRANDPAR
(0,24),(24,13),0.925597 # DEPENDENCYPART_GRANDPAR
(0,24),(24,14),0.302745 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.395915 # DEPENDENCYPART_GRANDPAR
(0,24),(24,18),0.939146 # DEPENDENCYPART_GRANDPAR
(0,24),(24,19),-0.422953 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.511213 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-1.68737 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-0.315093 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.314024 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.0862813 # DEPENDENCYPART_GRANDPAR
(0,24),(24,26),0.125994 # DEPENDENCYPART_GRANDPAR
(0,24),(24,27),0.079625 # DEPENDENCYPART_GRANDPAR
(0,24),(24,28),2.41013 # DEPENDENCYPART_GRANDPAR
(0,27),(27,1),0.882609 # DEPENDENCYPART_GRANDPAR
(0,27),(27,2),0.549905 # DEPENDENCYPART_GRANDPAR
(0,27),(27,3),-0.156584 # DEPENDENCYPART_GRANDPAR
(0,27),(27,5),0.216585 # DEPENDENCYPART_GRANDPAR
(0,27),(27,6),-0.371731 # DEPENDENCYPART_GRANDPAR
(0,27),(27,11),-0.444563 # DEPENDENCYPART_GRANDPAR
(0,27),(27,19),-0.356152 # DEPENDENCYPART_GRANDPAR
(0,27),(27,20),-0.492412 # DEPENDENCYPART_GRANDPAR
(0,27),(27,22),-0.187241 # DEPENDENCYPART_GRANDPAR
(0,27),(27,23),-0.502145 # DEPENDENCYPART_GRANDPAR
(0,27),(27,25),-0.334714 # DEPENDENCYPART_GRANDPAR
(0,27),(27,28),2.3318 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.12031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.514934 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.377509 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.346605 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.283307 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.473175 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.346842 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.515084 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.48598 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.884895 # DEPENDENCYPART_GRANDPAR
(1,2),(2,28),-1.28191 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.25915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.315489 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0670155 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.118877 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0613695 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.358293 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.319227 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.379453 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.0693113 # DEPENDENCYPART_GRANDPAR
(1,3),(3,26),0.0992499 # DEPENDENCYPART_GRANDPAR
(1,3),(3,28),-1.19281 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.13971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.173119 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.416244 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.347059 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.345766 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.352517 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.11201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.140427 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.294073 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0962304 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.259297 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.42437 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.3398 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.457528 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.555455 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.543378 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.504937 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.730499 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.200128 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.518413 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-0.593182 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.16898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.266216 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.469357 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.243692 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.29621 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.338876 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.354495 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.244793 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.441483 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.443888 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.0828936 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.672347 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.25301 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.472438 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.378964 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.47881 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.535662 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.113829 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.449144 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.492286 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.716723 # DEPENDENCYPART_GRANDPAR
(1,8),(8,28),-1.2647 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.222594 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.234746 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.486472 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.564347 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.617131 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.634763 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.734396 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.214175 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.663096 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.648239 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.883481 # DEPENDENCYPART_GRANDPAR
(1,10),(10,26),-0.139687 # DEPENDENCYPART_GRANDPAR
(1,10),(10,28),-1.24444 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.461231 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.446067 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.455796 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.516002 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.151807 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.47233 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.744493 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.929534 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.494291 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.494627 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.773103 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.760032 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.536061 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.887206 # DEPENDENCYPART_GRANDPAR
(1,15),(15,24),-0.507781 # DEPENDENCYPART_GRANDPAR
(1,15),(15,26),0.0897821 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-1.10093 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.252802 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.378256 # DEPENDENCYPART_GRANDPAR
(1,20),(20,23),-0.860882 # DEPENDENCYPART_GRANDPAR
(1,20),(20,24),-0.495879 # DEPENDENCYPART_GRANDPAR
(1,20),(20,25),-0.4819 # DEPENDENCYPART_GRANDPAR
(1,20),(20,26),-0.0267311 # DEPENDENCYPART_GRANDPAR
(1,20),(20,27),-0.55615 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.14272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.379037 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.590171 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.571533 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.223064 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.389183 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.785381 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.346333 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.542502 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.4966 # DEPENDENCYPART_GRANDPAR
(2,1),(1,28),-1.0361 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.525965 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.743005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.124777 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0920065 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.528151 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0976755 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.0818088 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.039966 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.00658642 # DEPENDENCYPART_GRANDPAR
(2,3),(3,26),0.428284 # DEPENDENCYPART_GRANDPAR
(2,3),(3,28),-0.523963 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.557012 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.668902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0624922 # DEPENDENCYPART_GRANDPAR
