# _root_ Ms. Johnson tells them that , if the appliances ca n't be salvaged , their policy covers the replacement cost .
#goldHeads=2,3,0,3,17,17,10,9,10,17,10,10,12,17,16,17,3,20,20,17,3,
#predictedHeads=2,3,0,3,10,10,10,9,10,3,10,10,12,17,16,17,13,20,20,17,3,
(13,17),(17,10),-0.54445 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.500406 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.644213 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.682914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.181539 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0833803 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.247619 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.337854 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.13605 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.398645 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.33358 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.31618 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.0361102 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.0640174 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.224854 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.471302 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.341359 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.408742 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.261422 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.276098 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.107635 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.802538 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.541554 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.665519 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.0626746 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.163992 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.318288 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.308884 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.282653 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.170853 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.108565 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.165518 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.45769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.829685 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.775976 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.903931 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.789116 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.640629 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.0621211 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.13503 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.295462 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.194325 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.191825 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.46557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.829577 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.783851 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.903919 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-1.25883 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-1.53657 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-1.13962 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-1.08024 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.597646 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.867809 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.04156 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.787743 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.380419 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.705137 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.758917 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.294477 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.882763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.248088 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.210022 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0526575 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.438566 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.734931 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.285489 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.428733 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.7533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,18),-0.00130937 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.240934 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.288821 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.227783 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.41616 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),0.00669546 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.230871 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.205313 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),0.122827 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),0.179812 # DEPENDENCYPART_GRANDPAR
(17,1),(1,21),-0.396928 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.122518 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),0.0113619 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.213542 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.199478 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),0.254859 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.202473 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),0.128662 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),0.188557 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-0.754228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,20),0.083118 # DEPENDENCYPART_GRANDPAR
(17,2),(2,21),-0.397107 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.113967 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.274083 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.207691 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),0.0161833 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),0.136529 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),0.728317 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.227007 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),0.0575847 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),0.126675 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.0386789 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),0.101921 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),0.0702274 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),0.189239 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-0.82377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,21),-0.440238 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),0.0498702 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),0.609663 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.331266 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),0.0514999 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.0920881 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.188507 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.134218 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.309825 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),0.0729922 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.133317 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.0558611 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.101058 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-0.774643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,5),-0.16414 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),0.172198 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),0.556111 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.326987 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.12527 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.131388 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.097492 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.236088 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.18351 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.205815 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.753862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,20),0.0832974 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),0.122242 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.263785 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.0586161 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.0170824 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.237995 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.76128 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.329454 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.0536561 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.223849 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.114966 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.188177 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.0968936 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.826347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,21),-0.467563 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.430087 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),0.592415 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.219622 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.0381256 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.0942935 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.229272 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.771874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,2),-0.32882 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.185498 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.163645 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),0.230255 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),0.738098 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),0.22604 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.113737 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.0496118 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.210421 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.14158 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.0777833 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.21646 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.81453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,20),-0.0650425 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.430898 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.268063 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.0925022 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.269742 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),0.815212 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.0529803 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.279023 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0564808 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.19056 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.823866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,20),-0.0914852 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.440335 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),0.337583 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.00158854 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.137999 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.130354 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.348197 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.75389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,20),0.0832427 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.396938 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.450855 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.155959 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.530591 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.465309 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0249248 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.190237 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.431555 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.155959 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.0751972 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.514192 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.453786 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.011862 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.244479 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.581248 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.743622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0771017 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.0303796 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.19857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,8),-1.07336 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.936839 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.862644 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.1287 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.569973 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.644018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.0622408 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.379857 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.274196 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.264213 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.304229 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.197403 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.316002 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.35148 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.053877 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.00698387 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.0317463 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.897309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.0519677 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.462544 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.00674623 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.222982 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.897183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.0519253 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.489462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,8),-0.495997 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.350107 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.197344 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.464403 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.345633 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.350607 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.9837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.0203734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0877388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.0198103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.0576112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,10),-0.0238855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,14),-0.0577805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,21),0.00810306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,22),-0.0458627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0264599 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0237758 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,10),-0.0205025 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,14),-0.0177929 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,21),0.0669074 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,22),-0.0279947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,5),-0.015709 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,10),-0.0195704 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,14),-0.0544901 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,21),-0.138024 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,22),-0.0342692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,10),-0.0194419 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,14),-0.0194538 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,21),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,22),-0.0194429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,10),-0.0273815 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,14),-0.00874978 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,21),0.00595759 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,22),-0.0752347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,10),(1,14),-0.0213516 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,21),-0.0352119 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,22),-0.0250183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,14),(1,21),-0.0384839 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,14),(1,22),-0.039327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,21),(1,22),-0.0134956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.275735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,2),(2,3),-0.0902762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,4),-0.0198103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,5),-0.0576112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,6),-0.0577805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,9),-0.0203685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,10),-0.0238855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,14),-0.0577805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,17),-0.0902801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,20),-0.0203687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,21),0.00810306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,22),-0.0458675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,3),(2,4),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,5),-0.015709 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,6),-0.0544901 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,9),-0.0214097 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,10),-0.0195704 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,14),-0.0544901 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,17),-0.000401158 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,20),-0.0214098 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,21),-0.140562 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,22),-0.0342648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,4),(2,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,6),-0.0194538 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,9),-0.0196429 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,10),-0.0194419 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,14),-0.0194538 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,17),-0.0194788 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,20),-0.0196429 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,21),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,22),-0.0194429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,5),(2,6),-0.00874978 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,9),-0.0185571 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,10),-0.0273815 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,14),-0.00874978 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,17),-0.0314597 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,20),-0.0185571 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,21),0.00595759 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,22),-0.0752347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,6),(2,9),0.00959908 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,10),-0.0240484 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,14),-0.0203913 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,17),-0.0650637 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,20),0.00959908 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,21),-0.0384839 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,22),-0.039327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,9),(2,10),-0.0205025 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,14),-0.0177929 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,17),-0.0264556 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,20),0.00335548 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,21),0.0669074 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,22),-0.0279941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,10),(2,14),-0.0213516 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,17),-0.00656915 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,20),-0.0194468 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,21),-0.0352119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,22),-0.0250183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,14),(2,17),-0.0650637 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,20),0.00959908 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,21),-0.0384839 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,22),-0.039327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,17),(2,20),-0.0214098 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,21),-0.140562 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,22),-0.0342687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,20),(2,21),0.066907 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,20),(2,22),-0.0279941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,21),(2,22),-0.016033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.225633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.275735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),-0.115743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,4),-0.0345956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,5),-0.183934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,6),0.0139113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,7),-0.17775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,9),-0.0264588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
