# _root_ `` The market was pretty dull '' for most of the day , said Robert H. Chandross , vice president at Lloyds Bank PLC .
#goldHeads=14,3,4,14,6,4,4,4,8,9,12,10,14,0,17,17,14,17,20,17,20,24,24,21,14,
#predictedHeads=4,3,4,14,6,4,6,6,8,9,12,10,14,0,17,17,14,17,20,17,20,24,24,21,14,
(2,4),(4,10),(4,12),-0.0195089 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,13),-0.0203859 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,14),-0.0206271 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,18),-0.0203859 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,21),-0.0177368 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,26),-0.0360569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,12),(4,13),-0.0212118 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,14),-0.0200618 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,18),-0.0212118 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,21),-0.0197925 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,25),-0.0197135 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,26),-0.0387699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,13),(4,14),-0.0204582 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,21),-0.0205831 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,26),-0.0197302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,14),(4,18),-0.0244288 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,21),-0.0200035 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,25),-0.0206099 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,26),-0.00151229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,18),(4,21),-0.0205831 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,18),(4,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,18),(4,26),-0.0197302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,21),(4,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,21),(4,26),-0.0260116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,25),(4,26),-0.0216082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,3),0.102234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,2),0.104952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,-1),-0.200085 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,3),(4,2),0.109539 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,3),(4,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,3),(4,-1),-0.149518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,2),(4,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,2),(4,-1),-0.148529 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,1),(4,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,9),-0.0254522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,10),-0.0201319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,12),-0.00109862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,13),-0.0194558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,14),-0.0369965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,17),-0.000924138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,21),-0.0202895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,26),-0.0878345 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,9),(8,10),-0.0195891 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,12),-0.0194497 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,14),-0.0194455 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,17),-0.0194497 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,21),-0.0195148 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,26),-0.0252453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,10),(8,12),-0.0196228 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,17),-0.0196228 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,21),-0.019442 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,26),-0.0207065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,12),(8,13),-0.022485 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,14),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,17),-0.0196014 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,21),-0.0196325 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,26),0.00175697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,13),(8,14),-0.0194654 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,17),-0.0195246 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,21),-0.0194505 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,26),-0.0234238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,14),(8,17),-0.0194737 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,26),-0.0369717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,17),(8,21),-0.0196325 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,17),(8,26),0.00193146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,21),(8,26),-0.0206806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,6),0.110008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,5),0.108247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,3),0.109299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,-1),-0.151556 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,6),(8,5),0.109538 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,3),0.10954 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,-1),-0.144276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,5),(8,3),0.10954 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,-1),-0.146028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,3),(8,-1),-0.149299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,11),0.000997879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,12),0.0178063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,13),-0.0194569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,14),-0.0426458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,15),0.0179808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,16),0.0179808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,17),0.0179808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,20),0.0179795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,26),-0.0929159 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,11),(10,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,26),0.00104457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,12),(10,13),-0.0235296 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,14),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,15),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,16),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,17),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,20),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,26),0.0214135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,13),(10,14),-0.0194661 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,15),-0.0195543 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,16),-0.0195543 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,17),-0.0195543 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,20),-0.0195543 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,26),-0.0244425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,14),(10,15),-0.019504 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,14),(10,16),-0.019504 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,14),(10,17),-0.019504 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,14),(10,20),-0.019504 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,14),(10,26),-0.0425945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,15),(10,16),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,15),(10,17),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,15),(10,20),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,15),(10,26),0.021588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,16),(10,17),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,16),(10,20),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,16),(10,26),0.021588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,17),(10,20),-0.0196698 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,17),(10,26),0.021588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,20),(10,26),0.0215867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,9),0.109951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,8),0.109506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,-1),-0.127334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,9),(10,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,-1),-0.144334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,8),(10,-1),-0.145183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,26),-0.188303 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,-1),-0.0666752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,4),-0.146359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,8),-0.14695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,10),-0.147612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,26),0.114925 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,4),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,26),-0.133884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,8),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,8),(2,26),-0.162656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,10),(2,26),-0.173678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,2),(2,-1),0.235518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,4),(4,5),0.0124412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,6),0.0147693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,7),-0.00512775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,8),-0.0163042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,10),-0.00652005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,12),-0.0226495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,13),-0.0409779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,14),-0.0361401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,18),-0.0409779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,21),0.00397588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,25),-0.0231182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,26),0.0715518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,6),-0.0231958 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,7),-0.0198712 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,8),-0.00876987 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,10),-0.0173605 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,12),-0.0157958 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,13),-0.0220091 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,14),-0.016985 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,18),-0.0220091 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,21),-0.0161214 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,25),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,26),0.0309327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,6),(4,7),-0.0238629 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,8),-0.0362142 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,10),-0.0367781 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,12),-0.0110565 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,13),-0.013385 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,14),-0.0257023 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,18),-0.013385 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,21),-0.0339627 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,25),-0.0243432 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,26),0.0339214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,7),(4,8),-0.0253367 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,10),-0.0252557 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,12),-0.00512254 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,13),-0.020945 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,14),-0.0169552 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,18),-0.020945 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,21),-0.025247 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,26),-0.0205896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,10),-0.0320872 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,12),-0.0126655 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,13),-0.0212953 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,14),-0.00436902 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,18),-0.0212953 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,21),-0.027596 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,25),-0.0313234 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,26),-0.027526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,10),(4,12),-0.0148696 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,13),-0.0253786 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,14),0.00314458 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,18),-0.0253786 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,21),-0.0330351 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,25),-0.0307027 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,26),-0.0291385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,12),(4,13),-0.0349649 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,14),-0.0342542 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,18),-0.0349649 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,21),-0.00742067 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,25),-0.0254121 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,26),-0.0215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,13),(4,14),-0.0165861 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,18),-0.019595 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,21),-0.0402834 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,26),-0.0253826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,14),(4,18),-0.0187883 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,21),-0.0279156 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,25),-0.0238251 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,26),-0.0171347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,18),(4,21),-0.0402834 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,18),(4,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,18),(4,26),-0.0253826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,21),(4,25),-0.0307465 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,21),(4,26),-0.0252402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,25),(4,26),-0.0619727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,3),0.137131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,2),-0.14513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,1),-0.148609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,-1),-0.021403 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,3),(4,2),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,-1),-0.0595421 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,2),(4,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,2),(4,-1),-0.161643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,1),(4,-1),-0.120942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,6),-0.0225902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,7),-0.0229598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,8),-0.026765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,10),-0.015712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,12),0.0186913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,13),-0.0308306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,14),-0.028302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,26),0.00533844 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,6),(5,7),-0.0206573 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,8),-0.0220945 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,10),-0.0225235 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,12),-0.0173047 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,13),-0.023723 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,14),-0.0206773 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,26),0.00197514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,7),(5,8),-0.0194438 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,10),-0.0194438 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,13),-0.0194942 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,14),-0.0196542 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,26),-0.0238133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,8),(5,10),-0.0124935 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,12),-0.0306802 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,13),-0.0160059 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,14),-0.0115034 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,26),-0.0285514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,10),(5,12),-0.0314004 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,13),-0.0166649 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,14),-0.0117282 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,26),-0.0119254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,12),(5,13),0.0027048 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,14),-0.0195506 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,26),-0.0669697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,13),(5,14),-0.0180446 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,26),0.0286376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,14),(5,26),-0.0127128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,3),0.0982095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,-1),-0.246454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,3),(5,-1),-0.168633 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,6),(6,7),-0.0184936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,8),0.0540843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,10),0.0514235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,12),-0.013648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,13),0.0381563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,14),-0.023058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,18),0.0381563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,20),-0.0137216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,26),0.0210102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,7),(6,8),-0.0218361 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,10),-0.0219114 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,12),-0.019541 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,13),-0.0206251 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,14),-0.0197814 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,18),-0.0206251 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,20),-0.019541 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,26),-0.0249231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,8),(6,10),-0.0242024 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,12),-0.0210933 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,13),-0.0247814 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,14),-0.0222758 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,18),-0.0247814 # DEPENDENCYPART_GRANDSIBL
