# _root_ Some lawyers say the slump , while more obvious in recent weeks , began earlier this year .
#goldHeads=2,3,0,5,14,14,9,9,14,9,12,10,14,3,17,17,14,3,
#predictedHeads=2,3,0,5,14,5,14,9,5,9,12,10,5,3,17,17,14,3,
(1,3),(3,7),(3,14),-0.0206254 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,15),-0.0176154 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,17),-0.0195089 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,19),-0.0252104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,8),(3,9),-0.021448 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,10),-0.0199718 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,11),-0.021448 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,12),-0.0136636 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,13),-0.0150696 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,14),-0.0188066 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,15),-0.0194817 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,17),-0.0136636 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,18),-0.0194433 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,19),-0.0214672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,9),(3,10),-0.0201482 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,13),-0.0198689 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,14),-0.0199471 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,19),-0.0190193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,10),(3,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,12),-0.0195089 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,13),-0.0204786 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,14),-0.0206488 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,15),-0.0176157 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,17),-0.0195089 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,19),-0.0193387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,11),(3,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,13),-0.0198689 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,14),-0.0199471 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,19),-0.0190193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,12),(3,13),-0.0214236 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,12),(3,14),-0.0201052 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,12),(3,15),-0.0194669 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,12),(3,17),-0.0207558 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,12),(3,18),-0.0197135 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,12),(3,19),-0.0412493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,13),(3,14),-0.022552 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,13),(3,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,13),(3,17),-0.019452 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,13),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,13),(3,19),-0.0196615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,14),(3,15),-0.0194623 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,14),(3,17),-0.0198513 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,14),(3,18),-0.0211946 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,14),(3,19),0.00115928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,15),(3,17),-0.0136636 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,15),(3,18),-0.0194433 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,15),(3,19),-0.0214672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,17),(3,18),-0.0197135 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,17),(3,19),-0.0419069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,18),(3,19),-0.0221929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,3),(3,2),0.10405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,1),0.104953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,-1),-0.198896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,2),(3,1),0.109539 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,2),(3,-1),-0.147007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,1),(3,-1),-0.148216 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,6),(6,7),-0.0194549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,19),-0.0329757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,7),(6,19),-0.0194549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,6),(6,-1),-0.157199 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,2),-0.144963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,3),-0.146359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,19),-0.0345746 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,2),(1,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,19),-0.1531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,3),(1,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,19),-0.133813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,6),(1,19),-0.142766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),0.124836 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,4),-0.0208681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,5),-0.0336923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,6),-0.0413739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,7),0.00316663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,8),0.0131786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,9),0.00225559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,10),0.00802016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,11),0.00225559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,12),-0.035968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,13),-0.0413739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,14),-0.0419811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,15),0.0164906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,17),-0.0127244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,18),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,19),0.0499809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,4),(3,5),-0.0205274 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,6),-0.0201321 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,7),-0.024625 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,8),-0.0209558 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,9),-0.0198143 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,10),-0.0246254 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,11),-0.0198143 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,12),-0.0205274 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,13),-0.0201321 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,14),-0.0194835 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,15),-0.0209595 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,17),-0.0205274 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,19),-0.0159614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,5),(3,6),-0.0327264 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,7),-0.00345773 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,8),-0.00720016 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,9),-0.0186824 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,10),0.00855686 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,11),-0.0186824 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,12),-0.00100245 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,13),-0.0327264 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,14),-0.0344673 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,15),-0.0107846 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,17),0.00375534 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,18),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,19),-0.0401098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,6),(3,7),-0.0379319 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,8),-0.0326368 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,9),-0.0201592 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,10),-0.0328733 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,11),-0.0201595 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,12),-0.0362877 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,13),-0.019595 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,14),-0.0159057 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,15),-0.0326227 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,17),-0.0363055 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,19),-0.0230061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,7),(3,8),-0.015718 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,9),-0.0235352 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,10),-0.0192483 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,11),-0.0235352 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,12),-0.0124213 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,13),-0.0214462 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,14),-0.00300917 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,15),-0.0166122 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,17),-0.00913475 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,18),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,19),0.000458563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,8),(3,9),-0.0211731 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,10),-0.0194145 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,11),-0.0211731 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,12),-0.0185316 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,13),-0.0183763 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,14),-0.0134301 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,15),-0.0175134 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,17),-0.0209525 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,18),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,19),0.0189383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,9),(3,10),-0.0364934 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,11),-0.0195551 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,12),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,13),-0.0132115 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,14),-0.0244888 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,15),-0.0192788 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,17),-0.0115156 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,18),-0.0243432 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,19),0.0182565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,10),(3,11),-0.0249604 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,12),-0.0125363 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,13),-0.0154327 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,14),-0.00788772 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,15),-0.00585949 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,17),-0.00924975 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,18),-0.033254 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,19),0.0353027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,11),(3,12),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,13),-0.0132115 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,14),-0.0244888 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,15),-0.0192788 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,17),-0.0115156 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,18),-0.0243432 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,19),0.0182562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,12),(3,13),-0.0327264 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,14),-0.0344673 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,15),-0.011761 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,17),0.00375534 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,18),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,19),-0.0408994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,13),(3,14),-0.0159057 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,13),(3,15),-0.0326227 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,13),(3,17),-0.0363055 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,13),(3,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,13),(3,19),-0.0230061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,14),(3,15),-0.0211147 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,17),-0.0238651 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,18),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,19),-0.019939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,15),(3,17),-0.023183 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,18),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,19),0.0313466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,17),(3,18),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,17),(3,19),-0.0188484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,18),(3,19),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,2),0.129688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,1),-0.145121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,-1),-0.0322014 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,2),(3,1),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,2),(3,-1),-0.0796691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,1),(3,-1),-0.170146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,6),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,7),-0.00427307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,8),-0.028531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,9),-0.0415923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,10),-0.00495749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,11),-0.0422168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,12),-0.129971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,13),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,14),0.0478667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,15),-0.0300493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,17),-0.133879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,18),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,19),0.135959 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,6),(5,7),0.00362272 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,8),-0.027591 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,9),-0.0310298 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,10),0.000203626 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,11),-0.0310298 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,12),0.135169 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,13),-0.0232074 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,14),-0.0676558 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,15),-0.0275909 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,17),0.134583 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,18),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,19),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,7),(5,8),-0.0207489 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,9),-0.0184824 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,10),-0.0486528 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,11),-0.0184824 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,12),-0.0213942 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,13),-0.0480098 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,14),-0.0144917 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,15),-0.0213913 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,17),-0.0193137 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,18),-0.0204459 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,19),-0.0153446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,8),(5,9),-0.0195981 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,10),-0.0198733 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,11),-0.0195981 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,12),-0.0205831 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,13),-0.0227475 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,14),-0.022225 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,15),-0.0232032 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,17),-0.0205831 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,18),-0.0198722 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,19),-0.0371205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,9),(5,10),-0.023966 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,11),-0.0312175 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,12),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,13),-0.0272133 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,14),-0.0151171 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,15),-0.0213569 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,17),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,19),-0.029483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,10),(5,11),-0.0193941 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,12),-0.0224022 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,13),-0.0453199 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,14),-0.0151236 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,15),-0.0213932 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,17),-0.0203217 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,18),-0.020446 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,19),-0.0472537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,11),(5,12),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,13),-0.0272133 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,14),-0.0151171 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,15),-0.0213569 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,17),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,19),-0.0295024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,12),(5,13),0.00445263 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,14),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,15),-0.0145191 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,17),-0.00203395 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,18),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,19),0.0249134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,13),(5,14),-0.0676558 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,13),(5,15),-0.0275909 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,13),(5,17),0.134583 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,13),(5,18),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,13),(5,19),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,14),(5,15),-0.0198127 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,14),(5,17),-0.0233469 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,14),(5,18),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,14),(5,19),0.00245526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,15),(5,17),-0.0205831 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,15),(5,18),-0.0198722 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,15),(5,19),-0.0365495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,17),(5,18),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,17),(5,19),0.0241608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,18),(5,19),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,4),0.102226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,3),0.093129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,2),0.160916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,1),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,-1),-0.0168332 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,4),(5,3),0.107358 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,2),0.129835 # DEPENDENCYPART_GRANDSIBL
