# _root_ Also , a cockpit warning system failed to alert the pilots the flaps and slats were not set for takeoff , the NTSB said .
#goldHeads=24,24,6,6,6,7,24,9,7,11,9,14,14,16,14,9,16,16,18,19,24,23,24,0,24,
#predictedHeads=24,7,6,6,6,7,24,9,7,11,9,14,14,16,14,24,16,16,18,19,24,23,24,0,24,
(16,24),(24,22),-0.328813 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.220336 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.221334 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),0.16689 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0525782 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.0898994 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0454513 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.145672 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0510823 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.393056 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.710758 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.694331 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.694355 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.673245 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.540008 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.397106 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.529654 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.586088 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.563515 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.499279 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.71591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0515153 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0499988 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.0916616 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.149739 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.256558 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.383436 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.794522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.204963 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0974454 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.136112 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.103664 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.242029 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.438141 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.79632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.336308 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.00449412 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.163442 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.00837066 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0734513 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.167338 # DEPENDENCYPART_GRANDPAR
(17,24),(24,1),-0.57787 # DEPENDENCYPART_GRANDPAR
(17,24),(24,2),-0.711631 # DEPENDENCYPART_GRANDPAR
(17,24),(24,4),-0.698315 # DEPENDENCYPART_GRANDPAR
(17,24),(24,5),-0.779383 # DEPENDENCYPART_GRANDPAR
(17,24),(24,6),-0.698339 # DEPENDENCYPART_GRANDPAR
(17,24),(24,7),-0.67597 # DEPENDENCYPART_GRANDPAR
(17,24),(24,9),-0.63887 # DEPENDENCYPART_GRANDPAR
(17,24),(24,11),-0.543992 # DEPENDENCYPART_GRANDPAR
(17,24),(24,12),-0.398351 # DEPENDENCYPART_GRANDPAR
(17,24),(24,13),-0.533638 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.591481 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.567499 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-0.502033 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.72742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),0.261266 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.133875 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.143947 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.210985 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.0527651 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.0561953 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.294437 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.37732 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.311419 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.317133 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.194441 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.390041 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.265147 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.411415 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.20313 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),0.171459 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.209929 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.287566 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.170727 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.272079 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.320512 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.349193 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.221157 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.391206 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.159142 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.238053 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.0745535 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.266585 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.257834 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.386266 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.253868 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.271019 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.345678 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.309618 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.228941 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.454236 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-0.175409 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),-0.0877553 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.07174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),0.12145 # DEPENDENCYPART_GRANDPAR
(18,7),(7,21),-0.233928 # DEPENDENCYPART_GRANDPAR
(18,7),(7,24),-0.5619 # DEPENDENCYPART_GRANDPAR
(18,7),(7,25),-0.750441 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.317071 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.381548 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.346242 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.440302 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.384643 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.368388 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.0638 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.163761 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.192721 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.208984 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.37611 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.0272674 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.0918397 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.995774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),0.286263 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.209474 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.254508 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.175416 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.0630479 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.213471 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.138964 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.394 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.0341901 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.24482 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.255893 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.176924 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.237345 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.333242 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.247933 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.39611 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.277129 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.321635 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),0.0208259 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.107859 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.222838 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0353653 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.336074 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.0522324 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.122739 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.20451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.0567594 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.560205 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.353247 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.770246 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-0.701417 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-0.866367 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.0630417 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.210592 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.13897 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.143961 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.399596 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.027437 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),0.280325 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.252366 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.0979119 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.295191 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.284121 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.398202 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.280156 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.457221 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.312335 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.390564 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.121687 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.154104 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.0803256 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0812283 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.238047 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.253325 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.128624 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.06581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),0.116652 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.407156 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.233765 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.555976 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.750834 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.342141 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.01741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),0.161179 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.369176 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.507975 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.399436 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.674727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.242869 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.337938 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.0168901 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.215874 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.362001 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.35965 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.542332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.36247 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.252887 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.187455 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.0753515 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.193328 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.0791144 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.155045 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.193328 # DEPENDENCYPART_GRANDPAR
(18,24),(24,1),-0.739939 # DEPENDENCYPART_GRANDPAR
(18,24),(24,2),-0.692144 # DEPENDENCYPART_GRANDPAR
(18,24),(24,4),-0.898548 # DEPENDENCYPART_GRANDPAR
(18,24),(24,5),-0.758076 # DEPENDENCYPART_GRANDPAR
(18,24),(24,6),-0.883596 # DEPENDENCYPART_GRANDPAR
(18,24),(24,7),-0.819387 # DEPENDENCYPART_GRANDPAR
(18,24),(24,9),-0.750891 # DEPENDENCYPART_GRANDPAR
(18,24),(24,11),-0.762789 # DEPENDENCYPART_GRANDPAR
(18,24),(24,12),-0.349159 # DEPENDENCYPART_GRANDPAR
(18,24),(24,13),-0.689555 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),-0.956722 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-0.866881 # DEPENDENCYPART_GRANDPAR
(18,24),(24,16),-0.574455 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.420557 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.770138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),0.381146 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),-0.0348249 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.258875 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.424911 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.244807 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.272657 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.329662 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.11529 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.99325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),0.41247 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.588425 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.446283 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.603445 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.519087 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.251786 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.408235 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.175269 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.332119 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.267948 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.206465 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.221848 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0174173 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.02145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.404871 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),0.0523035 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.451986 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.609944 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.752952 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.757885 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.567009 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.662934 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.628243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.587431 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.420037 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.00955668 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.106061 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.988296 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.452853 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.106061 # DEPENDENCYPART_GRANDPAR
(19,24),(24,1),-0.565412 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-0.907621 # DEPENDENCYPART_GRANDPAR
(19,24),(24,4),-1.25222 # DEPENDENCYPART_GRANDPAR
(19,24),(24,5),-0.739579 # DEPENDENCYPART_GRANDPAR
(19,24),(24,6),-1.17168 # DEPENDENCYPART_GRANDPAR
(19,24),(24,7),-0.712747 # DEPENDENCYPART_GRANDPAR
(19,24),(24,9),-0.70331 # DEPENDENCYPART_GRANDPAR
(19,24),(24,11),-1.05845 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-0.655922 # DEPENDENCYPART_GRANDPAR
(19,24),(24,13),-0.980896 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.806936 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.855242 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.67364 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.531716 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.625654 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.683038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.776665 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.406452 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.700655 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.080062 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.278977 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.635219 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.314449 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.194104 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.220362 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.97853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,24),-0.166536 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-1.10128 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-1.21135 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-1.26833 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.962544 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.631404 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.426509 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.460171 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.436666 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.269494 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.370761 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0604056 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.22117 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.11897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.280984 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.238345 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.332051 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.419631 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0384448 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.253768 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.02567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.18447 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.14505 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.19182 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.44981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,22),0.495501 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.237796 # DEPENDENCYPART_GRANDPAR
(20,24),(24,1),-1.45926 # DEPENDENCYPART_GRANDPAR
(20,24),(24,2),-1.64603 # DEPENDENCYPART_GRANDPAR
(20,24),(24,4),-1.95148 # DEPENDENCYPART_GRANDPAR
(20,24),(24,5),-1.71814 # DEPENDENCYPART_GRANDPAR
(20,24),(24,6),-2.01816 # DEPENDENCYPART_GRANDPAR
(20,24),(24,7),-1.54757 # DEPENDENCYPART_GRANDPAR
(20,24),(24,9),-1.46411 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-1.37725 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),-0.869784 # DEPENDENCYPART_GRANDPAR
(20,24),(24,13),-1.20636 # DEPENDENCYPART_GRANDPAR
(20,24),(24,14),-1.22619 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-1.01569 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-0.951472 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.536505 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.925482 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.82777 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.596559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.238778 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.254611 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.284115 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.122009 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.712175 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.379338 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.611564 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.433482 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.0262991 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.0222052 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.33485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.710294 # DEPENDENCYPART_GRANDPAR
(23,24),(24,1),-1.71446 # DEPENDENCYPART_GRANDPAR
(23,24),(24,2),-1.67715 # DEPENDENCYPART_GRANDPAR
(23,24),(24,4),-2.31792 # DEPENDENCYPART_GRANDPAR
(23,24),(24,5),-1.97831 # DEPENDENCYPART_GRANDPAR
(23,24),(24,6),-2.36293 # DEPENDENCYPART_GRANDPAR
(23,24),(24,7),-1.78504 # DEPENDENCYPART_GRANDPAR
(23,24),(24,9),-1.79764 # DEPENDENCYPART_GRANDPAR
(23,24),(24,11),-1.89638 # DEPENDENCYPART_GRANDPAR
(23,24),(24,12),-1.1757 # DEPENDENCYPART_GRANDPAR
(23,24),(24,13),-1.56762 # DEPENDENCYPART_GRANDPAR
(23,24),(24,14),-1.52588 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-1.57469 # DEPENDENCYPART_GRANDPAR
(23,24),(24,16),-1.36189 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-0.905735 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-1.19973 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-1.00266 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-1.0367 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.645926 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.701266 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.951051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.330652 # DEPENDENCYPART_GRANDPAR
(24,1),(1,2),0.590437 # DEPENDENCYPART_GRANDPAR
(24,1),(1,3),-0.358257 # DEPENDENCYPART_GRANDPAR
(24,1),(1,4),0.122524 # DEPENDENCYPART_GRANDPAR
(24,1),(1,6),-0.0319488 # DEPENDENCYPART_GRANDPAR
(24,1),(1,7),-0.178794 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),-0.21094 # DEPENDENCYPART_GRANDPAR
(24,4),(4,1),-0.118201 # DEPENDENCYPART_GRANDPAR
(24,4),(4,3),-0.271432 # DEPENDENCYPART_GRANDPAR
(24,4),(4,5),0.0824416 # DEPENDENCYPART_GRANDPAR
(24,4),(4,6),-0.0787889 # DEPENDENCYPART_GRANDPAR
(24,4),(4,7),-0.122903 # DEPENDENCYPART_GRANDPAR
(24,4),(4,8),-0.555211 # DEPENDENCYPART_GRANDPAR
(24,4),(4,9),0.0574942 # DEPENDENCYPART_GRANDPAR
(24,4),(4,12),-0.188314 # DEPENDENCYPART_GRANDPAR
(24,4),(4,14),0.526043 # DEPENDENCYPART_GRANDPAR
(24,5),(5,2),0.875333 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),0.391663 # DEPENDENCYPART_GRANDPAR
(24,5),(5,6),0.026212 # DEPENDENCYPART_GRANDPAR
(24,5),(5,7),-0.0817541 # DEPENDENCYPART_GRANDPAR
(24,5),(5,8),-0.284764 # DEPENDENCYPART_GRANDPAR
(24,5),(5,9),0.09839 # DEPENDENCYPART_GRANDPAR
(24,5),(5,14),0.465018 # DEPENDENCYPART_GRANDPAR
(24,5),(5,16),0.158974 # DEPENDENCYPART_GRANDPAR
(24,5),(5,17),0.49068 # DEPENDENCYPART_GRANDPAR
(24,5),(5,18),0.140125 # DEPENDENCYPART_GRANDPAR
