# _root_ `` We wo n't have any more of this wayward behavior , '' says Sir Peter Hordern , a backbench Tory member of Parliament .
#goldHeads=14,3,14,3,3,7,5,7,11,11,8,14,14,0,17,17,14,17,22,22,22,17,22,23,14,
#predictedHeads=14,3,14,3,3,7,5,7,11,11,8,14,14,0,17,17,14,17,22,22,22,17,22,23,14,
(3,14),(14,11),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,11),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,11),(14,-1),-0.117549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,10),(14,9),0.119138 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,10),(14,8),0.118919 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,10),(14,7),0.119151 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,10),(14,6),0.119138 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,10),(14,5),0.118461 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,10),(14,4),0.122557 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,10),(14,3),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,10),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,10),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,10),(14,-1),-0.0838188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,9),(14,8),0.118745 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,7),0.119164 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,6),0.119164 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,5),0.116314 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,4),0.118824 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,3),0.119142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,9),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,-1),-0.11337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,8),(14,7),0.118199 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,8),(14,6),0.119139 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,8),(14,5),0.117345 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,8),(14,4),0.117956 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,8),(14,3),0.119096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,8),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,8),(14,1),-0.124936 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,8),(14,-1),-0.141077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,7),(14,6),0.119138 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,7),(14,5),0.118461 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,7),(14,4),0.127159 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,7),(14,3),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,7),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,7),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,7),(14,-1),-0.0789219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,6),(14,5),0.116914 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,6),(14,4),0.118925 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,6),(14,3),0.119153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,6),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,6),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,6),(14,-1),-0.113004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,5),(14,4),0.118238 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,5),(14,3),0.118355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,5),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,5),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,5),(14,-1),-0.160843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,4),(14,3),0.118982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,4),(14,2),-0.127373 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,4),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,4),(14,-1),-0.14104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,3),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,3),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,3),(14,-1),-0.13595 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,14),(14,2),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,2),(14,-1),-0.171968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,1),(14,-1),-0.062662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,18),(18,26),0.00264349 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,18),(18,18),(18,-1),-0.0838398 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,25),(25,25),(25,26),0.0300745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,25),(25,25),(25,23),0.119162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,25),(25,25),(25,-1),-0.0320425 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,25),(25,23),(25,-1),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,2),(2,3),0.119164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,26),-0.21244 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,3),(2,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,3),(2,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,5),(2,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,2),(2,5),(2,26),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,8),(2,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,2),(2,2),(2,-1),-0.131855 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,6),-0.0383866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,7),-0.0516798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,8),-0.0489459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,9),-0.0398787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,10),-0.0530773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,11),-0.0809618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,12),-0.0438282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,13),-0.0430718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,14),-0.0600712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,17),-0.0809618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,18),-0.0438282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,22),-0.0809618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,26),0.0780613 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,6),(5,7),-0.0420056 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,10),-0.0420056 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,11),-0.0429154 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,12),-0.0420026 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,14),-0.0420513 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,17),-0.0429154 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,18),-0.0420026 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,22),-0.0429154 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,25),-0.0420991 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,26),-0.0365075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,7),(5,8),-0.0399746 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,9),-0.0422961 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,10),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,12),-0.0420109 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,14),-0.0372027 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,18),-0.0420109 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,25),-0.0421159 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,26),-0.0630323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,8),(5,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,10),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,11),-0.0425545 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,12),-0.0442807 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,14),-0.042618 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,17),-0.0425545 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,18),-0.0442807 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,22),-0.0425545 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,25),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,26),-0.0727868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,9),(5,10),-0.0420056 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,11),-0.0429154 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,12),-0.0420026 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,14),-0.0420513 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,17),-0.0429154 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,18),-0.0420026 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,22),-0.0429154 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,25),-0.0421993 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,26),-0.0378993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,10),(5,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,12),-0.0420109 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,14),-0.0372027 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,18),-0.0420109 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,25),-0.0421159 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,26),-0.0644407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,11),(5,12),-0.0453752 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,14),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,17),-0.0437473 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,18),-0.0453752 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,22),-0.0437473 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,25),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,26),-0.0742167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,12),(5,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,14),-0.0461075 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,17),-0.0425185 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,18),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,22),-0.0425332 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,26),-0.0223371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,13),(5,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,26),-0.0420432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,14),(5,17),-0.0420035 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,14),(5,18),-0.0420796 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,14),(5,22),-0.0420035 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,14),(5,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,14),(5,26),-0.0250368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,17),(5,18),-0.0453752 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,22),-0.0437473 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,25),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,26),-0.0742167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,18),(5,22),-0.0425332 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,18),(5,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,18),(5,26),-0.0223371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,22),(5,25),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,22),(5,26),-0.0742167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,25),(5,26),-0.047371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,4),0.128963 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,3),-0.125849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,2),-0.124892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,-1),-0.200555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,4),(5,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,-1),-0.149493 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,3),(5,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,3),(5,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,3),(5,-1),-0.127411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,2),(5,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,2),(5,-1),-0.145479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,1),(5,-1),-0.124989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,7),-0.0445238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,8),-0.0395814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,26),-0.0230404 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,7),(6,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,26),-0.0445238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,8),(6,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,26),-0.0395814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,12),(6,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,12),(6,26),-0.0419993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,13),(6,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,5),0.11877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,-1),-0.123815 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,5),(6,-1),-0.125326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,9),-0.0539872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,10),-0.0349021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,11),-0.0482922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,12),-0.0420373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,13),-0.0419989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,14),-0.0293355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,17),-0.0482918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,22),-0.0496268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,26),0.0202629 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,9),(8,10),-0.041999 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,11),-0.043233 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,12),-0.0419994 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,14),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,17),-0.043233 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,22),-0.043233 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,26),-0.0516206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,10),(8,11),-0.0426127 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,12),-0.0421786 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,17),-0.0426127 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,22),-0.0426127 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,26),-0.0296453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,11),(8,12),-0.0413831 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,13),-0.0420035 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,14),-0.0420041 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,17),-0.012162 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,22),-0.012162 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,26),-0.0930947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,12),(8,13),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,14),-0.0428014 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,17),-0.0423442 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,22),-0.0423442 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,26),-0.0387919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,13),(8,14),-0.0420035 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,26),-0.0420088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,14),(8,17),-0.0423436 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,22),-0.0423436 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,26),-0.0348341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,17),(8,22),-0.012162 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,17),(8,26),-0.0930947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,22),(8,26),-0.0944186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,7),0.118557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,6),0.11584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,-1),0.0220793 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,7),(8,6),0.118024 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,-1),-0.12322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,6),(8,-1),-0.129555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,14),(14,15),-0.0808133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,14),(14,14),(14,16),-0.0808133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,14),(14,14),(14,17),-0.0808133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,14),(14,14),(14,18),-0.0438506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,14),(14,14),(14,20),-0.052689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,14),(14,14),(14,22),-0.0808133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,14),(14,14),(14,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,14),(14,14),(14,26),0.0778773 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,14),(14,15),(14,16),-0.0437835 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,15),(14,17),-0.0437835 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,15),(14,18),-0.0455214 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,15),(14,20),-0.0420585 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,15),(14,22),-0.0437835 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,15),(14,25),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,15),(14,26),-0.0739982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,16),(14,17),-0.0437835 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,16),(14,18),-0.0455214 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,16),(14,20),-0.0420585 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,16),(14,22),-0.0437835 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,16),(14,25),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,16),(14,26),-0.0739982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,17),(14,18),-0.0455214 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,17),(14,20),-0.0420585 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,17),(14,22),-0.0437835 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,17),(14,25),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,17),(14,26),-0.0739982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,18),(14,20),-0.0421433 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,18),(14,22),-0.0425698 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,18),(14,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,18),(14,26),-0.0223638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,20),(14,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,20),(14,25),-0.0421159 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,20),(14,26),-0.0640525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,22),(14,25),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,22),(14,26),-0.0739982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
