# _root_ Like its parent that year , `` Bluefield was not having a good year , '' the judge said .
#goldHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
#predictedHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
(10,1),(1,16),-0.725863 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-0.84837 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.115257 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.796546 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.576109 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.448086 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.576046 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.283181 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.120343 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.426031 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.56107 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.93056 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.526176 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.325388 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.409682 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.245882 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.47088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.126146 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.584474 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.67614 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.0139339 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.375161 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.435472 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.645647 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.314903 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.309555 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.306392 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.456869 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.43505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.126825 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.664493 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.664346 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.4677 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.499007 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.651372 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.812364 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.780684 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.941231 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.587782 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.0971 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.087 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.06291 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.979088 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.946107 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.0526 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.752424 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.975422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.131529 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.110528 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0362731 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0147847 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.211629 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.314939 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.328432 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.13999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.367821 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.277989 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.304167 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.00008 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.32616 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.11809 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.9727 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.13414 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.04022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.423155 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0710078 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0647389 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.135351 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.251309 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.450602 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.334093 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0335525 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.476297 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.596425 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.960975 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-1.01676 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-1.16062 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.97987 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.951249 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.904713 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-1.04637 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.757719 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-1.1215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.347351 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.137602 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.207712 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.0510038 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.193192 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.264205 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.380732 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.284703 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.617558 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.422346 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.467714 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.47654 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.450095 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.727106 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.417134 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.532839 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.268745 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.315325 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.927047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,15),-0.587862 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.451463 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.680407 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.539813 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.383874 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.367312 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.374829 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.599096 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.413699 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.429121 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.217335 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.262026 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.01155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,14),-0.21517 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.784557 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.561304 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.639939 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.752103 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.419374 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.600623 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.496062 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.613641 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.483311 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.407634 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.697038 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.582478 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.414167 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.438858 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.330506 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.694119 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.471046 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.528952 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.261683 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.267707 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.01195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,14),-0.215885 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.784815 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.561329 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.640642 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.484563 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.37501 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.356337 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.62711 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.501116 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.338544 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.510709 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.358106 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.264205 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.526984 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.248032 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.496915 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.443599 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.178918 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.215465 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.94264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,14),-0.0938096 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.749336 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.485112 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.454544 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.344386 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.396583 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.246556 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.666334 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.472472 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.38588 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.487975 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.923498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.233619 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.159014 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),0.061441 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.552364 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.403621 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.373984 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.63822 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.756548 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.526974 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.562192 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.455606 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.363094 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.955179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.22435 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.0598821 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.604074 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.47391 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.650944 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.845732 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.580932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.31604 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.0621178 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.946869 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.829408 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.623358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.532545 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.146429 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.00282 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.12056 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.09863 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.06515 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-1.10211 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.952546 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.59275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.777687 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.334478 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.326153 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.015696 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.0121244 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.215976 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.346694 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.0174942 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.995555 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.375453 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.512257 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.101484 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.0318276 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.139938 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.190892 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.97445 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.877152 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-0.881778 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.848145 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.867052 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-1.04588 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.918367 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.924246 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.788274 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.800348 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.694079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.616027 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.187505 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.339003 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.382774 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.198453 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.458977 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0889201 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.49407 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.46188 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.577496 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.572551 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.404442 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.369058 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.46842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.293613 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.52591 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.76101 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.863988 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.384518 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.558377 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.561228 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.528583 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.454074 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.504737 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.450555 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.403479 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.424058 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.47676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.38084 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.320991 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.540124 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.762529 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.978042 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.870859 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.0146 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.817956 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.791824 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.05937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,18),-0.43137 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),-0.963863 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.992799 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-1.06764 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-1.0278 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-1.02983 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.96855 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.951053 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.994051 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.829662 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.790738 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.800104 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-1.10488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.0077405 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.201526 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.308092 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.407665 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.591099 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.440663 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.789683 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.652502 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.558153 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.593407 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.960092 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.552343 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.49018 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.437943 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.361775 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.282963 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.510987 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.607898 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-1.35834 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.517506 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.394859 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.536568 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.406756 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.534493 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.332087 # DEPENDENCYPART_GRANDPAR
(13,10),(10,14),-0.594937 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.23131 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.998943 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-1.10699 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.57902 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.508128 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.728482 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.44939 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.503741 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.418916 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.502167 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.500745 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.446076 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.456806 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.81137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.605415 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.23144 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.986591 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.21856 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.09872 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.395161 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.507679 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.79754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,19),-1.11745 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-1.0354 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.42377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.150435 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.899448 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.633235 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.612035 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.611648 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.716547 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.740426 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-1.15377 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.431663 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.799583 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.754152 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-1.15412 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.732658 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.507501 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.77675 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.78566 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.765775 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.778124 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-1.46865 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-1.1893 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.621902 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.997225 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.216963 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.108588 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.281247 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.26402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-1.08864 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.90445 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.763474 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.692065 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-1.3434 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.707327 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-1.09638 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-1.02957 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.406507 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.721905 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.668649 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.716832 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-1.53902 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.732412 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.933355 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.601455 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.324561 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.181868 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.384296 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.15353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
