# _root_ The high point of foreigners ' copper stocks this year was 136,000 tons at the end of April , according to Mr. Demler .
#goldHeads=3,3,11,3,8,5,8,4,10,11,0,13,11,11,16,14,16,17,11,11,20,23,21,11,
#predictedHeads=3,3,11,3,8,5,8,4,10,3,0,13,11,11,16,14,16,17,11,11,20,23,21,11,
(8,13),(8,19),-0.0855176 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,20),-0.64919 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,23),-1.09767 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,24),-0.13093 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,25),-0.914569 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,14),(8,16),-0.752354 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,17),-0.458877 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,18),-0.691027 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,19),-0.433044 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,20),-0.544089 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,23),-0.604712 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,24),-0.563361 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,25),-0.753984 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,16),(8,17),-0.522248 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,18),-0.948855 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,19),-0.127105 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,20),-0.818146 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,23),-1.2137 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,24),-0.342557 # DEPENDENCYPART_NEXTSIBL
(8,16),(8,25),-0.420849 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,17),(8,18),-0.874951 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,19),-0.59243 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,20),-0.720298 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,23),-0.800961 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,24),-0.709359 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,25),-0.466127 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,18),(8,19),-0.608258 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,20),-1.22766 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,23),-1.56637 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,24),-0.784444 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,25),-0.55227 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,19),(8,20),0.326335 # DEPENDENCYPART_NEXTSIBL
(8,19),(8,23),-0.252694 # DEPENDENCYPART_NEXTSIBL
(8,19),(8,24),-0.701947 # DEPENDENCYPART_NEXTSIBL
(8,19),(8,25),-1.26576 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,20),(8,23),-0.606927 # DEPENDENCYPART_NEXTSIBL
(8,20),(8,24),0.0365307 # DEPENDENCYPART_NEXTSIBL
(8,20),(8,25),-0.797978 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,23),(8,24),-0.455381 # DEPENDENCYPART_NEXTSIBL
(8,23),(8,25),-0.553176 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,24),(8,25),-1.32007 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,7),-0.437452 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,6),-0.755472 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,5),-0.59214 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,4),-0.177802 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,3),-0.16249 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,2),-0.3117 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,1),-0.432324 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.357582 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,7),(8,6),-0.599589 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,5),-0.650886 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,4),-1.3503 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,3),-1.32092 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,2),-0.876209 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,1),-1.40472 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,-1),-1.04767 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,6),(8,5),-0.559179 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,4),-0.877453 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,3),-0.870382 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,2),-0.947649 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,1),-0.937294 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,-1),-0.958775 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,5),(8,4),-1.1026 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,3),-1.6835 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,2),-1.31832 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,1),-1.42185 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,-1),-0.36704 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,4),(8,3),-0.844095 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,2),-1.04773 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,1),-1.30705 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,-1),-0.763599 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,3),(8,2),-0.707948 # DEPENDENCYPART_NEXTSIBL
(8,3),(8,1),-0.71652 # DEPENDENCYPART_NEXTSIBL
(8,3),(8,-1),-0.570886 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,2),(8,1),-0.106824 # DEPENDENCYPART_NEXTSIBL
(8,2),(8,-1),-0.818902 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,1),(8,-1),-0.0323172 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,25),-0.209915 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,9),(9,-1),-0.340176 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,10),(10,11),-0.0152797 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,12),-0.353838 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,14),-0.573276 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,25),-0.327525 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,12),-0.658456 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,14),-0.55109 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,25),-0.629104 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,12),(10,14),-0.997554 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,25),-0.712023 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,14),(10,25),-0.783007 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),-0.0845136 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.54078 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,7),-0.467102 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,5),-0.62179 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,3),-0.192141 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,2),-0.264679 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,1),-0.418859 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.59438 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),-0.836248 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,7),-0.950055 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,5),-1.05497 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,3),-0.920953 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,2),-1.03795 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,1),-1.10275 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-0.428915 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,7),-0.73987 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,5),-1.1075 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,3),-1.35637 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,2),-1.31384 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,1),-1.33818 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,-1),-0.860469 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,7),(10,5),-0.72484 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,3),-1.39488 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,2),-0.925279 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,1),-1.46727 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,-1),-1.07255 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,5),(10,3),-1.75746 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,2),-1.36739 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,1),-1.4844 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,-1),-0.391919 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,3),(10,2),-0.757019 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,1),-0.779064 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,-1),-0.595766 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,2),(10,1),-0.133127 # DEPENDENCYPART_NEXTSIBL
(10,2),(10,-1),-0.761942 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,1),(10,-1),-0.0332753 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-0.375425 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,13),0.337368 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.598726 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,16),-0.320972 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,17),-0.392957 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,18),0.0295922 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,19),-1.25645 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,20),-1.27109 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,21),-0.445813 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,24),-1.24945 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,25),-0.787718 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-0.837017 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,14),-0.972804 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,16),-1.07133 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,17),-1.14058 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,18),-1.21982 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,19),-0.986492 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,20),-1.13446 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,21),-0.944376 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,24),-1.0699 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,25),-0.734748 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,14),-0.301439 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,16),-0.803926 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,17),-0.573014 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,18),-0.975732 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,19),-0.376709 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,20),-0.711051 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,21),-0.44601 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,24),-0.171132 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,25),-0.931239 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,16),-0.71779 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,17),-0.537055 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,18),-0.65837 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,19),-0.341307 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,20),-0.594798 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,21),-0.749227 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,24),-0.571487 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,25),-0.676958 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,16),(11,17),-0.738552 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,18),-0.962031 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,19),-0.405352 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,20),-0.879106 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,21),-0.603114 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,24),-0.385139 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,25),-0.444751 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,17),(11,18),-1.05394 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,19),-0.759045 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,20),-0.962885 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,21),-0.952029 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,24),-0.786879 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,25),-0.605949 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,18),(11,19),-0.896479 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,20),-1.29394 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,21),-1.0603 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,24),-0.844959 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,25),-0.58418 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,19),(11,20),0.334934 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,21),-0.303494 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,24),-0.730737 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,25),-1.45006 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,20),(11,21),-0.723808 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,24),0.0609492 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,25),-0.650053 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,21),(11,24),-0.921085 # DEPENDENCYPART_NEXTSIBL
(11,21),(11,25),-0.668937 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,24),(11,25),-1.35071 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,10),-0.554001 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,9),-0.141012 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,8),-0.33389 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,7),-0.265655 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,5),-0.42917 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,4),-0.32784 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,3),0.00458937 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,2),-0.386005 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,1),-0.503638 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-0.745201 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,10),(11,9),-0.64505 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,8),-0.657507 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,7),-0.923532 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,5),-0.854317 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,4),-1.55427 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,3),-1.14629 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,2),-1.43702 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,1),-1.41924 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,-1),-0.786408 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,9),(11,8),-0.927961 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,7),-1.04645 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,5),-1.15374 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,4),-0.827888 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,3),-1.02155 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,2),-1.19177 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,1),-1.32807 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,-1),-0.616192 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,8),(11,7),-0.944071 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,5),-1.31409 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,4),-1.35959 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,3),-1.56485 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,2),-1.50652 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,1),-1.50742 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,-1),-0.96758 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,7),(11,5),-0.934539 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,4),-1.36277 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,3),-1.60648 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,2),-1.12401 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,1),-1.64115 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,-1),-1.17642 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,5),(11,4),-1.11887 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,3),-1.97144 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,2),-1.5685 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,1),-1.66066 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,-1),-0.499792 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,4),(11,3),-0.912436 # DEPENDENCYPART_NEXTSIBL
(11,4),(11,2),-1.07411 # DEPENDENCYPART_NEXTSIBL
(11,4),(11,1),-1.44847 # DEPENDENCYPART_NEXTSIBL
(11,4),(11,-1),-0.944781 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,3),(11,2),-0.95975 # DEPENDENCYPART_NEXTSIBL
(11,3),(11,1),-0.957276 # DEPENDENCYPART_NEXTSIBL
(11,3),(11,-1),-0.705307 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,2),(11,1),-0.441756 # DEPENDENCYPART_NEXTSIBL
(11,2),(11,-1),-1.02265 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,1),(11,-1),-0.490511 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,13),0.179766 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,14),-0.606596 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,16),-0.448294 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,17),-0.131682 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,18),-0.10997 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,19),-1.27585 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,20),-1.30952 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,25),-0.278126 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,14),-0.333787 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,16),-0.905854 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,17),-0.398214 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,18),-1.07063 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,19),-0.246689 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,20),-0.684541 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,25),-0.962018 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,14),(12,16),-0.781382 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,17),-0.484793 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,18),-0.725734 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,19),-0.478953 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,20),-0.592698 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,25),-0.793138 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,16),(12,17),-0.559182 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,18),-1.05664 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,19),-0.278607 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,20),-0.849521 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,25),-0.464723 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,17),(12,18),-0.929977 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,19),-0.629668 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,20),-0.778635 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,25),-0.505878 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,18),(12,19),-0.766528 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,20),-1.26582 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,25),-0.614774 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,19),(12,20),0.33787 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,25),-1.39619 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,20),(12,25),-0.808172 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,10),-0.738016 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,9),-0.249491 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-0.396958 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,10),(12,9),-0.643143 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,-1),-0.589914 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,9),(12,-1),-0.6618 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,14),-0.532042 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),-0.489634 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),-0.0743178 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),-0.130816 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,19),-1.26235 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,20),-1.29467 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,21),-0.336767 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,23),-0.392928 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,24),-0.913433 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,25),-0.380453 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,16),-0.746488 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-0.461426 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-0.685143 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,19),-0.417612 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,20),-0.55176 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,21),-0.7489 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,23),-0.598829 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,24),-0.56322 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,25),-0.745597 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,17),-0.519564 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,18),-0.947148 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,19),-0.104494 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,20),-0.821924 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,21),-0.60229 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,23),-1.21199 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,24),-0.339478 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,25),-0.402972 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),-0.863946 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,19),-0.57793 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,20),-0.726587 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,21),-0.73843 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,23),-0.789956 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,24),-0.708209 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,25),-0.456286 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,19),-0.585631 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,20),-1.23142 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,21),-1.05707 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,23),-1.56464 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,24),-0.781349 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,25),-0.53436 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,19),(13,20),0.359473 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,21),-0.314625 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,23),-0.232778 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,24),-0.677621 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,25),-1.23586 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,20),(13,21),-0.646379 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,23),-0.610618 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,24),0.0314696 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,25),-0.828309 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,21),(13,23),-0.992517 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,24),-0.92163 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,25),-0.70925 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,23),(13,24),-0.452285 # DEPENDENCYPART_NEXTSIBL
(13,23),(13,25),-0.535266 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,24),(13,25),-1.31824 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),-0.460038 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
