# _root_ Spencer J. Volk , president and chief operating officer of this consumer and industrial products company , was elected a director .
#goldHeads=3,3,18,3,6,3,9,9,6,6,13,13,10,13,13,13,3,0,18,21,19,18,
#predictedHeads=3,3,18,3,6,3,9,9,6,6,13,13,10,13,13,13,3,0,18,21,19,18,
(2,1),(1,2),(1,5),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,9),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,17),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,18),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,23),-0.144461 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,3),(1,4),-0.126785 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,5),-0.125449 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,9),-0.125449 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,17),-0.126785 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,18),-0.125545 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,23),-0.143457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,4),(1,5),-0.12966 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,6),-0.131545 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,9),-0.129532 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,17),-0.125325 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,18),-0.127235 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,23),-0.00337175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,5),(1,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,9),-0.125449 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,17),-0.126785 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,18),-0.125545 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,23),-0.146238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,6),(1,9),-0.200386 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,17),0.120216 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,18),-0.0595156 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,23),-0.217966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,9),(1,17),-0.126785 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,9),(1,18),-0.125545 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,9),(1,23),-0.143897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,17),(1,18),-0.127235 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,17),(1,23),-0.00337175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,18),(1,23),-0.174431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),0.0884479 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,4),0.13885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,5),-0.183579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,6),-0.0502674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,7),-0.183801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,8),-0.179244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,9),-0.183879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,10),-0.0217629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,12),-0.185505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,13),-0.0502674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,16),-0.184741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,17),0.13885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,18),0.0463604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,21),-0.183356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,22),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,23),0.0913109 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,4),(3,5),0.130757 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,6),-0.0666007 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,7),0.13404 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,8),0.134094 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,9),0.133677 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,10),-0.0267764 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,12),0.134094 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,13),-0.0666007 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,16),0.129047 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,17),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,18),-0.117264 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,21),0.132683 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,22),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,23),-0.0437888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,5),(3,6),-0.0427773 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,7),-0.0159078 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,8),-0.0154841 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,9),-0.0154841 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,10),-0.0370725 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,12),-0.0167792 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,13),-0.0427773 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,16),-0.0192404 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,17),-0.0523868 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,18),-0.0437168 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,21),-0.0154597 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,22),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,23),-0.00064711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,6),(3,7),-0.000912723 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,8),-0.0599643 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,9),-0.112412 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,10),0.184252 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,12),-0.108845 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,13),-0.477358 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,16),-0.24628 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,17),0.1737 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,18),0.0224187 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,21),-0.296145 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,22),-0.007562 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,23),-0.0337714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,7),(3,8),-0.013397 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,9),-0.013397 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,10),-0.0370451 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,12),-0.0146921 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,13),-0.0427773 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,16),-0.0171533 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,17),-0.0517974 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,18),-0.0437168 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,21),-0.0133726 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,22),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,23),0.00425105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,8),(3,9),-0.0137189 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,10),-0.0370459 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,12),-0.015014 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,13),-0.0427773 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,16),-0.0174752 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,17),-0.0517736 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,18),-0.0437168 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,21),-0.0136945 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,22),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,23),0.00700664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,9),(3,10),-0.0373366 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,12),-0.0154081 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,13),-0.0427773 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,16),-0.0178693 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,17),-0.0517827 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,18),-0.0437168 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,21),-0.0140886 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,22),-0.0383565 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,23),0.00258667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,10),(3,12),-0.0360075 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,13),-0.035503 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,16),-0.0363868 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,17),-0.0956248 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,18),-0.0357592 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,21),-0.0360112 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,22),-0.0471799 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,23),-0.0516965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,12),(3,13),-0.0427773 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,16),-0.017733 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,17),-0.0517736 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,18),-0.0437168 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,21),-0.0139523 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,22),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,23),0.000959606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,13),(3,16),-0.24628 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,13),(3,17),0.1737 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,13),(3,18),0.0224187 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,13),(3,21),-0.296145 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,13),(3,22),-0.007562 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,13),(3,23),-0.0337714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,16),(3,17),-0.0525794 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,16),(3,18),-0.0437228 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,16),(3,21),-0.0133668 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,16),(3,22),-0.0383563 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,16),(3,23),-0.00906737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,17),(3,18),-0.117264 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,17),(3,21),0.132683 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,17),(3,22),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,17),(3,23),-0.0437888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,18),(3,21),-0.048566 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,18),(3,22),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,18),(3,23),-0.0169345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,21),(3,22),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,21),(3,23),0.00315502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,22),(3,23),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,2),0.152321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,1),-0.141316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,-1),0.0156479 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,2),(3,1),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,2),(3,-1),-0.144461 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,1),(3,-1),-0.143457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,23),-0.00699751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,4),(4,-1),-0.0918663 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,5),(5,10),-0.00532225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,23),0.064145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,10),(5,23),-0.0223928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,4),0.1634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,3),0.162808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,2),0.163263 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,5),(5,1),-0.141696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,-1),0.0192601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,4),(5,3),0.111797 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,2),0.111797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,4),(5,1),-0.129532 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,-1),-0.00550285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,3),(5,2),0.118303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,3),(5,1),-0.125449 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,3),(5,-1),-0.13701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,2),(5,1),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,2),(5,-1),-0.138014 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,1),(5,-1),-0.13701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,7),-0.0663459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,8),-0.0654335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,9),-0.0356121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,10),-0.0115056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,11),0.00958297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,12),-0.0606943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,13),-0.0954743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,14),0.112928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,15),-0.0709626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,16),-0.0652305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,17),-0.0534173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,18),0.0198611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,19),0.0120785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,22),-0.053435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,23),-0.335746 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,7),(6,8),-0.0590923 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,9),-0.0602796 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,10),-0.0227815 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,11),-0.0510546 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,12),-0.0590295 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,13),-0.049456 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,14),-0.151018 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,15),-0.0590305 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,16),-0.0570442 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,17),-0.05004 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,18),-0.0626331 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,19),-0.0626211 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,22),-0.0366662 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,23),0.00489545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,8),(6,9),-0.060229 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,10),-0.0227735 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,11),-0.0510518 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,12),-0.058979 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,13),-0.049456 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,14),-0.150945 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,15),-0.05898 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,16),-0.0569937 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,17),-0.05004 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,18),-0.0625761 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,19),-0.0625641 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,22),-0.0366662 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,23),0.00370936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,9),(6,10),-0.0213763 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,11),-0.0510847 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,12),-0.0588259 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,13),-0.049745 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,14),-0.151392 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,15),-0.0588268 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,16),-0.0568406 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,17),-0.0493974 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,18),-0.0625761 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,19),-0.0625641 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,22),-0.0366662 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,23),0.0305579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,10),(6,11),-0.0420655 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,12),-0.0477081 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,13),-0.0350077 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,14),-0.046665 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,15),-0.0477823 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,16),-0.0477094 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,17),-0.052943 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,18),-0.0533596 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,19),-0.0533488 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,22),-0.0423202 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,23),0.0134311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,11),(6,12),-0.0455791 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,13),-0.0420737 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,14),-0.0431087 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,15),-0.0455839 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,16),-0.0455791 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,17),-0.043553 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,18),-0.0430668 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,19),-0.0430668 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,23),-0.0174611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,12),(6,13),-0.049456 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,14),-0.150945 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,15),-0.0585906 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,16),-0.0566043 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,17),-0.05004 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,18),-0.0625761 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,19),-0.0625641 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,22),-0.0366662 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,23),0.0123722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,13),(6,14),0.128762 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,15),-0.238164 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,16),-0.252916 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,17),0.206227 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,18),0.0231467 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,19),0.0387203 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,22),-0.00754714 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,23),-0.0892756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,14),(6,15),-0.0577446 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,16),-0.0577393 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,17),-0.00727411 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,18),-0.0371912 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,19),-0.0371912 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,22),-0.0434927 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,23),0.0781892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,15),(6,16),-0.0570227 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,17),-0.050289 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,18),-0.0626463 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,19),-0.0626343 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,22),-0.0366662 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,23),-0.000106237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,16),(6,17),-0.050049 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,18),-0.0625761 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,19),-0.0625641 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,22),-0.0366662 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,23),0.00564402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,17),(6,18),-0.0692741 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,19),-0.0673751 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,22),-0.0420554 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,23),-0.0839594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,18),(6,19),-0.0440433 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,18),(6,22),-0.045203 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,18),(6,23),-0.0370356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,19),(6,22),-0.0451559 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,19),(6,23),-0.040483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,22),(6,23),-0.0552103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.242304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.120352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,3),0.203759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,2),0.203754 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
