# _root_ The internal investigation also criticized MiniScribe 's auditors , Coopers & Lybrand , for allegedly ignoring numerous red flags .
#goldHeads=3,3,5,5,0,8,6,5,8,11,8,11,8,5,16,14,19,19,16,5,
#predictedHeads=3,3,5,5,0,8,6,5,8,11,8,11,8,5,16,14,19,19,16,5,
(5,3),(3,6),0.543518 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),0.0960178 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.0357519 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.0319312 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.00521891 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),0.533952 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.198998 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.833369 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.786562 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.54402 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.232726 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.910503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.351877 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.0956231 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),0.0385986 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),0.209762 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),0.170885 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.0326445 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.279186 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.425892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.205563 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.431604 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.627975 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.419888 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.658508 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.556195 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.171853 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),0.465161 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.424535 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),0.209762 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),0.170885 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.0326445 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),0.279186 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.425827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.845314 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.215083 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.627992 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.352169 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.419905 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.227816 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.658525 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.556212 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.171869 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),0.465224 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),0.220963 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),0.0481463 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),0.136641 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.424518 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.845314 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.397189 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.690998 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.227816 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.658525 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.556212 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),0.136641 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),0.129751 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),0.0202276 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.375195 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),0.112155 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.529997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.927047 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.47621 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.638849 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.396722 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.354048 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.589792 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.649577 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.244614 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.431333 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),0.292789 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),0.113059 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),0.262873 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.433768 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),0.845314 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.397189 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.690998 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.317701 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.658525 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.556212 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.171869 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.465224 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),0.136641 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.372552 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.477477 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.232444 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),0.443347 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.289058 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),0.104979 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),0.271078 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.434806 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.223632 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.444595 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.431052 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.59468 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.398329 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),0.194624 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.0139943 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),0.104991 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.606811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,8),0.346327 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.383782 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.531212 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.650832 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.102999 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),0.260816 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.0819778 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),0.23425 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.4569 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.153543 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),0.434906 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),0.106438 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),0.422484 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),0.00460599 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),0.0777883 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.519911 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.153543 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.108139 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.101739 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.520949 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.261964 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.548266 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.35327 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.614459 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.267349 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.329256 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.422083 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.288018 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.223104 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.237433 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.50394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.50769 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.708552 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.680382 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.667492 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.63034 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.05669 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.23508 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.36669 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.180488 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.496775 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.25216 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.50259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.506342 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.548922 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.413952 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.184482 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.439278 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.141469 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.66641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.670163 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.699302 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.746779 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.744525 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.816951 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.658242 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.791741 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.530447 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-1.03735 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.23045 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-1.32366 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-1.28354 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.947747 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.777904 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.14373 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.781211 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.978907 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.878574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.198516 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.028812 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0709435 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.092318 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.000771458 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0698719 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.110736 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.0809011 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.34607 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.73744 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.816679 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.401436 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.584025 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.875728 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.750962 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.24148 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.759865 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.976518 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.789282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),0.202891 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0407358 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.126275 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.119541 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0618844 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0713472 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.239728 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.239803 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.491002 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.570583 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.282666 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.595214 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0276121 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0327061 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.163613 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.241494 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.578934 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.657561 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.319163 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.652158 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-1.14051 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.121134 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0157942 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.0754949 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.320969 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.635223 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.719843 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.430723 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-1.06021 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.0126188 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.0586598 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0810036 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0446757 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.121913 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.619263 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.703075 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.351698 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.70967 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.0327372 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.291488 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.368013 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.063342 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.104061 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0984073 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.299201 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.00668537 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.148306 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.00658423 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.357694 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.14008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.451773 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.193524 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.418191 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.295747 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.822942 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.786332 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.354592 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.114213 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0543041 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0213109 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.367272 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.13873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.292143 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.307375 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.110264 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.111848 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.229985 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.249363 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.30255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.442523 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.399401 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.257667 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.473192 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.408942 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.457148 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.24949 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.635598 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.834446 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.866792 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.834799 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.296852 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.00808851 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0614224 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.0965931 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.135733 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),1.33269 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.14008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.451773 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.193523 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.418191 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.295747 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.16763 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.553942 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.786332 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.268355 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.516039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.2654 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.344534 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.319175 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.223868 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.167689 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.154446 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.456261 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.690405 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.388456 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.74567 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.365942 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.42946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.297515 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.473692 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.463302 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.311185 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.405947 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.520684 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.161989 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.0949988 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.113717 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.0489214 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.14647 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.268355 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.516039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.2654 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.387113 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.319175 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.223868 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.36186 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.0557238 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.167689 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.459246 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.216595 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.444569 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.160297 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.182931 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.200695 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.0854178 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.203414 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.589436 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.511217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,11),0.502652 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.259099 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0808228 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.23922 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.262977 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.196978 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.829364 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.619654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,11),0.428237 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.168337 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.289958 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.402909 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.223215 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.246164 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.117907 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.260882 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.596058 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.467148 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.363914 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.0959085 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.214382 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.0620108 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.17644 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.596058 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.363841 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.231523 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.168389 # DEPENDENCYPART_GRANDPAR
(8,19),(19,9),0.263279 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.536004 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),0.29686 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.280485 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.403269 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.186906 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.110752 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.151484 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.135279 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.211855 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.404558 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.45918 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.484902 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.424413 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.597887 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.086548 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.486112 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.299696 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.694506 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.575122 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.609676 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.885274 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-1.24074 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.211855 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.404558 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.45916 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.484902 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.424367 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.00955372 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.123643 # DEPENDENCYPART_GRANDPAR
