# _root_ MCI Communications Corp. said it won a $ 27 million contract from Stuart-James Co. , a Denver investment banking concern , to provide voice and data telecommunications services .
#goldHeads=3,3,4,0,6,4,11,11,8,8,6,6,14,12,14,20,20,20,20,14,14,23,11,25,28,25,28,23,4,
#predictedHeads=3,3,4,0,6,4,11,11,8,8,6,6,14,12,14,20,20,20,20,14,14,23,11,25,28,25,25,23,4,
(6,8),(8,11),(8,18),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,19),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,20),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,21),-0.0118308 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,30),-0.0232395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,12),(8,13),-0.0268175 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,14),-0.0268175 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,15),-0.01984 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,17),-0.0268175 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,18),-0.0268175 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,19),-0.0268175 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,20),-0.0268175 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,21),-0.01984 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,29),-0.0194593 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,30),0.0151397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,13),(8,14),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,15),-0.0118308 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,17),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,18),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,19),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,20),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,21),-0.0118308 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,30),-0.0230829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,14),(8,15),-0.0118308 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,17),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,18),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,19),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,20),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,21),-0.0118308 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,30),-0.0230829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,15),(8,17),-0.0120546 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,18),-0.0120546 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,19),-0.0120546 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,20),-0.0120546 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,21),-0.020677 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,30),-0.0213979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,17),(8,18),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,17),(8,19),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,17),(8,20),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,17),(8,21),-0.0118308 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,17),(8,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,17),(8,30),-0.0230829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,18),(8,19),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,18),(8,20),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,18),(8,21),-0.0118308 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,18),(8,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,18),(8,30),-0.0230829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,19),(8,20),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,19),(8,21),-0.0118308 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,19),(8,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,19),(8,30),-0.0230829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,20),(8,21),-0.0118308 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,20),(8,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,20),(8,30),-0.0230829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,21),(8,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,21),(8,30),-0.0213979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,29),(8,30),-0.0194656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,7),0.0994298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,-1),-0.200944 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,7),(8,-1),-0.166013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,10),-0.0477826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,11),-0.0664883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,12),-0.0016614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,13),-0.0663468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,14),-0.0663468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,15),-0.0252446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,21),-0.0252446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,30),-0.169016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,10),(9,11),-0.0211879 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,12),-0.0205557 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,13),-0.0211879 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,14),-0.0211879 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,15),-0.0204582 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,21),-0.0204582 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,30),-0.0450902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,11),(9,12),-0.0214417 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,13),-0.0203445 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,14),-0.0203445 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,15),-0.0233957 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,21),-0.0233957 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,30),-0.0507185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,12),(9,13),-0.0232294 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,14),-0.0232294 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,15),-0.0304632 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,21),-0.0304632 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,30),-0.0131423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,13),(9,14),-0.0203445 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,15),-0.0233957 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,21),-0.0233957 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,30),-0.050577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,14),(9,15),-0.0233957 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,21),-0.0233957 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,30),-0.050577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,15),(9,21),-0.019655 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,30),-0.0387576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,21),(9,30),-0.0387576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,8),0.140284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,7),0.115413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,-1),-0.406965 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,8),(9,7),0.102417 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,-1),-0.0936674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,-1),-0.1363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,11),-0.0644548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,14),-0.0643133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,30),-0.179686 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,11),(10,14),-0.0203445 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,30),-0.0517739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,14),(10,30),-0.0516325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,9),0.131318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,8),0.137847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,7),0.115412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,-1),-0.410787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,9),(10,8),0.113954 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,7),0.109538 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,-1),-0.158231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,8),(10,7),0.10241 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,-1),-0.0978917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,7),(10,-1),-0.135065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,12),-0.0859754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,13),0.035416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,14),0.0342313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,15),0.0613887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,17),0.0354147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,18),0.0452839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,19),0.0337108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,20),0.0352372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,21),0.0613887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,22),-0.0866187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,23),-0.0137728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,25),0.0044701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,28),0.0334092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,30),0.0486416 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,12),(11,13),-0.0349615 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,14),-0.0349664 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,15),0.0176335 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,17),-0.0349615 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,18),-0.0349616 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,19),-0.0349624 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,20),-0.0349922 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,21),0.0176335 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,22),-0.0186453 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,23),-0.0191988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,25),-0.0316209 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,28),-0.0350626 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,30),-0.0675859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,13),(11,14),-0.0172762 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,15),-0.059458 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,17),-0.0149456 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,18),-0.0160836 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,19),-0.0149456 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,20),-0.0149476 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,21),-0.059458 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,22),-0.0362897 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,23),-0.00548317 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,25),-0.0298857 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,28),-0.0159032 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,30),-0.00397452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,14),(11,15),-0.0596227 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,17),-0.0169869 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,18),-0.0181249 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,19),-0.0169869 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,20),-0.0169889 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,21),-0.0596227 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,22),-0.0362897 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,23),-0.0054835 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,25),-0.029886 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,28),-0.0179445 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,30),-0.00392548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,15),(11,17),-0.050626 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,18),-0.050626 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,19),-0.0508284 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,20),-0.0558835 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,21),-0.023793 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,22),-0.0208314 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,23),-0.0101434 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,25),0.0410098 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,28),-0.0507111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,30),-0.0668824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,17),(11,18),-0.0160836 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,19),-0.0149456 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,20),-0.0149476 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,21),-0.059458 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,22),-0.0362897 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,23),-0.00548317 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,25),-0.0298857 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,28),-0.0159032 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,30),-0.00397573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,18),(11,19),-0.0134273 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,20),-0.0134292 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,21),-0.059458 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,22),-0.0362897 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,23),-0.00548317 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,25),-0.0298858 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,28),-0.0143849 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,30),-0.0040889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,19),(11,20),-0.0141786 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,21),-0.059458 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,22),-0.0362897 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,23),-0.00548317 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,25),-0.0298857 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,28),-0.0151342 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,30),-0.00610605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,20),(11,21),-0.0594683 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,20),(11,22),-0.0362897 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,20),(11,23),-0.00548317 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,20),(11,25),-0.0298857 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,20),(11,28),-0.0159032 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,20),(11,30),-0.00933102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,21),(11,22),-0.0208314 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,21),(11,23),-0.0101434 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,21),(11,25),0.0410098 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,21),(11,28),-0.0507111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,21),(11,30),-0.0668824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,22),(11,23),-0.00480583 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,22),(11,25),-0.0240909 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,22),(11,28),-0.0259296 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,22),(11,30),-0.0588287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,23),(11,25),-0.0256168 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,23),(11,28),-0.0268019 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,23),(11,30),-0.0153349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,25),(11,28),-0.295415 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,25),(11,30),-0.0130485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,28),(11,30),-0.00428785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,10),0.126312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,9),0.139294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,8),0.163614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,7),0.0985715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,6),0.131639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,4),-0.125818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,3),-0.0538682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,-1),-0.199902 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,10),(11,9),0.102972 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,8),0.0999649 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,7),0.0999828 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,6),0.103872 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,3),-0.144801 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,-1),-0.0960686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,8),0.100871 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,7),0.0986102 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,6),0.107241 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,3),-0.144801 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,-1),-0.0912244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,8),(11,7),0.159477 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,6),0.112974 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,3),-0.144705 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,-1),-0.160842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,6),0.113319 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,4),-0.144724 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,3),-0.144889 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,-1),-0.171245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,6),(11,4),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,3),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,-1),-0.138871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,4),(11,3),-0.142066 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,4),(11,-1),-0.148894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,3),(11,-1),-0.115256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,13),0.0349927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,14),0.0338541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,15),-0.0411485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,20),0.0383104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,22),-0.0503848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,25),-0.0147636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,28),0.0400408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,30),-0.120401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,13),(12,14),-0.0540998 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,15),-0.0348525 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,20),-0.0549836 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,22),-0.00203232 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,25),-0.0381003 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,28),-0.054018 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,30),0.0794947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,14),(12,15),-0.0348525 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,20),-0.0549836 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,22),-0.00203232 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,25),-0.0381014 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,28),-0.054018 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,30),0.0779976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,15),(12,20),-0.0249408 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,15),(12,22),-0.00146989 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,15),(12,25),-0.0255186 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,15),(12,28),-0.0249408 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,15),(12,30),0.0290297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,20),(12,22),-0.00203232 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,20),(12,25),-0.0381003 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,20),(12,28),-0.054018 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,20),(12,30),0.0818439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,22),(12,25),-0.022414 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,22),(12,28),-0.0320062 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,22),(12,30),0.0346244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,25),(12,28),-0.288668 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,25),(12,30),0.00272663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,28),(12,30),0.0806913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,11),0.106696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,10),0.0948162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
