# _root_ That may leave a lot of leeway for U.S. Bankruptcy Judge Burton R. Lifland to decide what , if anything , the pilots actually collect .
#goldHeads=2,0,2,5,3,5,6,16,14,14,14,14,14,16,16,7,25,25,20,25,25,23,25,25,16,2,
#predictedHeads=2,0,2,5,3,5,6,7,14,14,14,14,14,8,16,5,25,25,25,19,25,23,25,25,16,2,
(6,11),(11,11),(11,27),0.271152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,12),(11,13),-0.0502486 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,27),-0.0944997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,13),(11,27),-0.0961691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,10),0.198686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,9),0.187482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,7),0.190701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,-1),-0.0909526 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,10),(11,9),0.105056 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,7),0.102723 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,-1),-0.0706336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,7),0.101358 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,-1),-0.0702107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,-1),-0.0750417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,13),-0.200203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,14),-0.198572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,16),-0.0522756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,20),-0.198572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,21),-0.0906154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,27),0.256399 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,13),(12,14),-0.0502486 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,16),-0.0703599 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,20),-0.0502486 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,21),-0.077101 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,27),-0.0956103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,14),(12,16),-0.0703599 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,20),-0.0502486 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,21),-0.0770969 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,27),-0.0939409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,16),(12,20),-0.0480217 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,16),(12,21),0.00336713 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,16),(12,27),-0.0999267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,20),(12,21),-0.0770969 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,20),(12,27),-0.0939409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,21),(12,27),-0.0615791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,11),0.174695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,10),0.19502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,9),0.183816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,7),0.187035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,-1),-0.0901727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,11),(12,10),0.101979 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,11),(12,9),0.107003 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,11),(12,7),0.104671 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,11),(12,-1),-0.0754643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,10),(12,9),0.105954 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,10),(12,7),0.103622 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,10),(12,-1),-0.0723631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,9),(12,7),0.102257 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,9),(12,-1),-0.0719401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,7),(12,-1),-0.0767712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,15),0.0260636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,16),-0.0522756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,18),-0.0906154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,19),-0.123957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,20),-0.198572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,21),-0.0906154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,23),-0.198572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,24),0.00512499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,25),-0.0517076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,26),-0.0716542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,27),0.256399 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,15),(14,16),-0.0613151 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,18),-0.0284865 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,19),0.000385695 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,20),-0.0353663 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,21),-0.0284865 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,23),-0.0353663 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,24),-0.0432081 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,25),-0.0613151 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,26),-0.0430535 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,15),(14,27),0.0106211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,16),(14,18),0.00336713 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,19),-0.0382863 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,20),-0.0480217 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,21),0.00336713 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,23),-0.0480217 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,24),-0.03508 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,25),-0.0159974 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,26),-0.0426312 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,16),(14,27),-0.0999267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,18),(14,19),-0.016981 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,20),-0.0799718 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,21),-0.0831079 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,23),-0.0800401 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,24),-0.00941273 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,25),0.0283084 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,26),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,18),(14,27),-0.0615791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,19),(14,20),-0.0500422 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,21),-0.00389022 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,23),-0.0500414 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,24),-0.0376787 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,25),-0.0268123 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,26),-0.0441189 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,19),(14,27),-0.0558769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,20),(14,21),-0.0770969 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,20),(14,23),-0.0502486 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,20),(14,24),-0.0332079 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,20),(14,25),-0.0703599 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,20),(14,26),-0.04666 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,20),(14,27),-0.0939409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,21),(14,23),-0.0800401 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,21),(14,24),-0.00941273 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,21),(14,25),0.0283084 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,21),(14,26),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,21),(14,27),-0.0615791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,23),(14,24),-0.0332071 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,23),(14,25),-0.0703599 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,23),(14,26),-0.04666 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,23),(14,27),-0.0939409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,24),(14,25),-0.0557709 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,24),(14,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,24),(14,27),0.0873363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,25),(14,26),-0.0426312 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,25),(14,27),-0.10214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,26),(14,27),-0.0647184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,13),0.188308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,12),0.187035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,11),0.174695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,10),0.19502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,9),0.183816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,7),0.187035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,5),-0.133895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,-1),-0.0901727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,13),(14,12),0.105027 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,11),0.105659 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,10),0.102336 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,9),0.107359 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,7),0.105027 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,5),-0.127863 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,-1),-0.0767712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,12),(14,11),0.104386 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,10),0.101062 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,9),0.106085 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,7),0.103753 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,5),-0.127863 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,-1),-0.0767712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,11),(14,10),0.101979 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,9),0.107003 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,7),0.104671 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,5),-0.127863 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,-1),-0.0754643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,10),(14,9),0.105954 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,7),0.103622 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,5),-0.127867 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,-1),-0.0723631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,9),(14,7),0.102257 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,5),-0.127863 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,-1),-0.0719401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,7),(14,5),-0.127863 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,7),(14,-1),-0.0767712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,5),(14,-1),-0.076772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,16),-0.0432518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,18),-0.0422205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,20),-0.0661825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,23),-0.0661825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,27),-0.0360035 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,16),(15,18),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,27),-0.0446754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,18),(15,20),-0.0428166 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,23),-0.0428166 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,27),-0.0456562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,20),(15,23),-0.0435814 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,20),(15,27),-0.0495789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,23),(15,27),-0.0495789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,-1),-0.133078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,1),(1,1),(1,2),0.118094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,3),0.140613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,27),-0.0387789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,1),(1,2),(1,3),0.119163 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,2),(1,27),-0.125953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,3),(1,27),-0.106358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,1),(1,-1),0.0710335 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,4),(4,6),0.0926176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,8),-0.125974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,27),0.132783 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,6),(4,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,27),-0.154725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,8),(4,27),-0.142955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,4),(4,-1),0.182424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,5),(5,6),0.253211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,7),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,5),(5,8),-0.144133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,11),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,12),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,13),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,14),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,15),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,16),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,18),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,19),-0.14385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,20),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,21),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,24),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,26),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,27),0.020702 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,6),(5,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,6),(5,8),-0.127741 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,15),-0.126155 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,16),-0.125331 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,18),-0.124893 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,19),-0.12719 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,21),-0.124893 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,24),-0.125438 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,27),-0.0702018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,7),(5,8),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,12),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,14),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,16),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,18),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,19),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,20),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,21),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,26),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,27),-0.143133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,8),(5,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,15),-0.126149 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,16),-0.125119 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,18),-0.124891 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,19),-0.126531 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,21),-0.124891 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,24),-0.125162 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,27),-0.0879894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,11),(5,12),-0.125449 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,13),-0.125449 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,14),-0.125449 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,16),-0.125545 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,18),-0.126785 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,19),-0.125035 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,20),-0.125449 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,21),-0.126785 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,26),-0.125194 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,27),-0.139362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,12),(5,13),-0.125449 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,12),(5,14),-0.125449 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,12),(5,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,12),(5,16),-0.125545 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,12),(5,18),-0.126785 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,12),(5,19),-0.125035 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,12),(5,20),-0.125449 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,12),(5,21),-0.126785 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,12),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,12),(5,26),-0.125194 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,12),(5,27),-0.143133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,13),(5,14),-0.125449 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,13),(5,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,13),(5,16),-0.125545 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,13),(5,18),-0.126785 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,13),(5,19),-0.125035 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,13),(5,20),-0.125449 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,13),(5,21),-0.126785 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,13),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,13),(5,26),-0.125194 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,13),(5,27),-0.143735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,14),(5,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,14),(5,16),-0.125545 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,14),(5,18),-0.126785 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,14),(5,19),-0.125035 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,14),(5,20),-0.125449 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,14),(5,21),-0.126785 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,14),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,14),(5,26),-0.125194 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,14),(5,27),-0.143133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,15),(5,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,15),(5,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,15),(5,19),-0.126059 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,15),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,15),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,15),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,15),(5,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,15),(5,27),-0.091038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,16),(5,18),-0.125503 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,16),(5,19),-0.124893 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,16),(5,20),-0.124957 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,16),(5,21),-0.125503 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,16),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,16),(5,26),-0.124886 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,16),(5,27),-0.173819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,18),(5,19),-0.125395 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,18),(5,20),-0.129533 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,18),(5,21),-0.125325 # DEPENDENCYPART_GRANDSIBL
