# _root_ Mr. Ehrlich was succeeded as chairman by Gerd Krick , a director of Fresenius , a West German pharmaceutical concern .
#goldHeads=2,3,0,3,4,5,4,9,7,9,12,9,12,13,14,20,18,20,20,14,3,
#predictedHeads=2,3,0,3,4,5,4,9,7,9,12,9,12,13,14,20,18,20,20,14,3,
(1,3),(3,5),(3,7),-0.0408356 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,9),-0.0377162 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,10),-0.0229721 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,15),-0.0229721 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,17),-0.0478841 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,21),-0.0531068 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,22),-0.0417866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,6),(3,7),-0.00618743 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,9),-0.0349685 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,10),-0.0629209 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,15),-0.0629209 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,17),-0.0389478 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,21),-0.0554613 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,22),-0.0506942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,7),(3,9),-0.0300292 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,10),-0.00577011 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,15),-0.00577011 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,17),-0.0461818 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,21),-0.053135 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,22),-0.014202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,9),(3,10),-0.0629209 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,15),-0.0629209 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,17),-0.0389478 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,21),-0.0554613 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,22),-0.0498918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,10),(3,15),-0.0295667 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,17),-0.040243 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,22),-0.091341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,15),(3,17),-0.040243 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,15),(3,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,15),(3,22),-0.091341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,17),(3,21),-0.0429337 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,17),(3,22),0.0476046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,21),(3,22),-0.0875764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,3),(3,2),0.162397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,1),0.161552 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,-1),0.0254005 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,2),(3,1),0.0919159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,2),(3,-1),-0.0202988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,1),(3,-1),-0.0209122 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,5),-0.0185626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,6),-0.0276702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,7),0.0614061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,9),-0.0279169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,10),-0.0735057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,12),-0.0353758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,13),-0.0369714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,15),-0.0735057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,17),-0.00760887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,18),-0.00761274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,20),-0.031386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,21),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,22),0.0670274 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,5),(4,6),-0.03697 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,7),-0.0376215 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,9),-0.0369451 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,10),-0.0248226 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,12),-0.0369451 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,13),-0.0472856 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,15),-0.0248226 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,17),-0.0477142 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,18),-0.0477142 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,20),-0.0369665 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,21),-0.0530466 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,22),-0.0185978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,6),(4,7),-0.00518844 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,9),-0.0341338 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,10),-0.0663084 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,12),-0.0345086 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,13),-0.0146843 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,15),-0.0663084 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,17),-0.0389478 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,18),-0.038947 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,20),-0.0343003 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,21),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,22),-0.0526274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,7),(4,9),-0.0292582 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,10),-0.00762054 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,12),-0.0292582 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,13),-0.0169387 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,15),-0.00762054 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,17),-0.0460119 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,18),-0.0460119 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,20),-0.0292796 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,21),-0.0530748 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,22),0.00898687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,9),(4,10),-0.0663084 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,12),-0.0345086 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,13),-0.0145846 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,15),-0.0663084 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,17),-0.0389478 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,18),-0.038947 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,20),-0.0343003 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,21),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,22),-0.0518249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,10),(4,12),-0.035712 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,13),-0.063178 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,15),-0.0295576 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,17),-0.0402301 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,18),-0.0402301 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,20),-0.0356766 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,22),-0.0933398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,12),(4,13),-0.0158195 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,12),(4,15),-0.0663084 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,12),(4,17),-0.0389478 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,12),(4,18),-0.038947 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,12),(4,20),-0.0343003 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,12),(4,21),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,12),(4,22),-0.0564896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,13),(4,15),-0.0250024 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,13),(4,17),-0.0459541 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,13),(4,18),-0.0459541 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,13),(4,20),-0.0424948 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,13),(4,21),-0.0530068 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,13),(4,22),-0.0202398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,15),(4,17),-0.0402301 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,15),(4,18),-0.0402301 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,15),(4,20),-0.0356766 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,15),(4,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,15),(4,22),-0.0933398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,17),(4,18),-0.045478 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,17),(4,20),-0.039395 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,17),(4,21),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,17),(4,22),0.0345489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,18),(4,20),-0.039395 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,18),(4,21),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,18),(4,22),0.0345503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,20),(4,21),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,20),(4,22),-0.0523405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,21),(4,22),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,4),(4,3),0.166364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,2),0.161785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,1),0.160941 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,-1),0.0440621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,3),(4,2),0.116212 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,3),(4,1),0.116212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,3),(4,-1),-0.146536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,2),(4,1),0.0942841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,2),(4,-1),-0.0359114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,1),(4,-1),-0.0365249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,5),(5,6),0.0532219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,7),-0.0540824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,8),0.050548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,9),0.050548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,10),-0.0822287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,22),-0.379957 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,6),(5,7),-0.0533655 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,8),-0.0773274 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,9),-0.0773274 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,10),-0.0263323 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,22),-0.00233683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,7),(5,8),-0.0534724 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,9),-0.0534724 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,10),-0.0432811 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,22),-0.088051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,8),(5,9),-0.0773274 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,10),-0.0263323 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,22),-0.00498324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,9),(5,10),-0.0263323 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,9),(5,22),-0.00498324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,10),(5,22),-0.0355153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,5),(5,-1),-0.119307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,6),(6,7),-0.0419378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,8),-0.185844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,9),-0.185844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,10),0.136667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,12),-0.186115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,13),-0.0149226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,14),-0.185844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,15),0.136667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,17),-0.0601351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,18),-0.0643631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,20),-0.185845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,21),0.085111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,22),0.0840978 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,7),(6,8),-0.0425201 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,9),-0.0425201 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,10),-0.0714916 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,12),-0.0425238 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,13),-0.0463042 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,14),-0.0425201 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,15),-0.0714916 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,17),-0.0407408 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,18),-0.0407378 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,20),-0.042565 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,21),-0.0454351 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,22),-0.0803772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,8),(6,9),-0.0141382 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,10),-0.05207 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,12),-0.0141139 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,13),-0.0370298 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,14),-0.0141382 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,15),-0.05207 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,17),-0.0456638 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,18),-0.0479567 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,20),-0.0147703 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,21),-0.038356 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,22),-0.00288036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,9),(6,10),-0.05207 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,12),-0.0141139 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,13),-0.0370298 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,14),-0.0141382 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,15),-0.05207 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,17),-0.0456638 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,18),-0.0479567 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,20),-0.0147703 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,21),-0.038356 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,22),-0.00288036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,10),(6,12),0.130742 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,13),-0.0268418 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,14),0.132153 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,15),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,17),-0.0511597 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,18),-0.0511144 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,20),0.1313 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,21),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,22),-0.0444015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,12),(6,13),-0.0374813 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,14),-0.0141384 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,15),-0.0524366 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,17),-0.0465474 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,18),-0.0488402 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,20),-0.0147704 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,21),-0.038356 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,12),(6,22),-0.00252062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,13),(6,14),-0.0372374 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,15),-0.096575 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,17),-0.0387547 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,18),-0.0387517 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,20),-0.0372823 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,21),-0.0471808 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,13),(6,22),-0.0434366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,14),(6,15),-0.05207 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,17),-0.0456638 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,18),-0.0479567 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,20),-0.0147703 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,21),-0.038356 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,22),-0.00288046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,15),(6,17),-0.0511597 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,18),-0.0511144 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,20),0.1313 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,21),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,22),-0.0444015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,17),(6,18),-0.0574238 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,20),-0.0611317 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,21),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,17),(6,22),-0.0427562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,18),(6,20),-0.0607865 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,18),(6,21),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,18),(6,22),-0.0500073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,20),(6,21),-0.038356 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,20),(6,22),-0.00398776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,21),(6,22),0.0955278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,6),(6,5),0.189776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,2),0.14857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,-1),0.0233069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,5),(6,2),0.11612 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,-1),-0.109149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,2),(6,-1),-0.143427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,7),(7,8),0.11593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,9),0.11593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,10),-0.0829709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,12),0.111958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,13),-0.0706491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,14),0.11593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,20),0.132032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,22),-0.365602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,8),(7,9),-0.0797185 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,10),-0.0258043 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,12),-0.0797185 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,13),-0.048939 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,14),-0.0797185 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,20),-0.0814261 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,22),0.0784136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,9),(7,10),-0.0258043 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,12),-0.0797185 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,13),-0.048939 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,14),-0.0797185 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,20),-0.0814261 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,22),0.0784136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,10),(7,12),-0.0618595 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,13),-0.0477102 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,14),-0.0618595 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,20),-0.0618618 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,22),-0.0334722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,12),(7,13),-0.0491973 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,14),-0.0797185 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,20),-0.0814261 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,22),0.0746993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,13),(7,14),-0.0478236 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,20),-0.0478236 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,22),-0.0936565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,14),(7,20),-0.0814261 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,14),(7,22),0.0784136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,20),(7,22),0.0926703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,7),(7,6),0.0566674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,5),0.099558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,-1),-0.0798908 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,6),(7,5),0.118092 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,6),(7,-1),-0.146121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
