# _root_ By October , when the committee rejected a much more modest covert proposal , even the administration was agreeing little should be done .
#goldHeads=18,1,2,7,6,7,2,13,11,11,13,13,7,2,17,17,18,0,18,21,19,21,22,18,
#predictedHeads=18,1,2,7,6,7,2,13,13,9,13,13,7,18,17,17,18,0,18,21,19,21,22,18,
(18,16),(18,9),-1.11208 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,8),-1.51569 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,7),-1.40798 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,6),-1.33165 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,4),-1.37781 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,3),-1.55058 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,2),-1.274 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,1),-1.23434 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,-1),-0.974335 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,15),(18,14),-0.866731 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,13),-0.865706 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,12),-0.994008 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,11),-1.03043 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,10),-0.989833 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,9),-1.00686 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,8),-1.13101 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,7),-1.21378 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,6),-0.75466 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,4),-1.00456 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,3),-1.43685 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,2),-0.636374 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,1),-1.2429 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,-1),-0.43539 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,14),(18,13),-0.380289 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,12),-0.594552 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,11),-0.510615 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,10),-0.844769 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,9),-0.761453 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,8),-1.18124 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,7),0.051498 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,6),-0.655688 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,4),-1.07684 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,3),-1.50854 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,2),-0.531074 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,1),-0.414258 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,-1),-0.790128 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,13),(18,12),-0.433397 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,11),-0.605101 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,10),-0.619617 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,9),-0.736601 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,8),-0.962002 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,7),-1.41163 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,6),-1.1707 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,4),-0.973296 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,3),-1.72275 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,2),-1.30033 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,1),-1.35664 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,-1),-0.769686 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,12),(18,11),-0.491321 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,10),-0.835498 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,9),-0.947604 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,8),-0.958728 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,7),-1.06347 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,6),-1.09532 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,4),-1.18589 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,3),-1.07417 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,2),-1.12636 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,1),-1.21995 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,-1),-1.13333 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,11),(18,10),-0.623051 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,9),-0.674327 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,8),-0.756259 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,7),-0.918521 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,6),-0.859067 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,4),-1.07051 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,3),-0.86849 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,2),-0.94471 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,1),-1.0434 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,-1),-0.82575 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,10),(18,9),-0.668878 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,8),-0.745497 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,7),-1.15909 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,6),-0.795641 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,4),-0.916652 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,3),-1.15524 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,2),-0.77398 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,1),-1.21016 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,-1),-0.792031 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,9),(18,8),-0.358654 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,7),-0.966721 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,6),-0.676033 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,4),-0.702164 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,3),-1.09944 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,2),-0.75934 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,1),-1.04357 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,-1),-0.472478 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,8),(18,7),-1.01902 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,6),-1.06407 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,4),-1.01357 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,3),-1.21142 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,2),-1.06398 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,1),-1.04628 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,-1),-0.867853 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,7),(18,6),-0.767783 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,4),-0.690742 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,3),-0.803462 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,2),-1.09123 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,1),-0.944678 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,-1),-0.820171 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,6),(18,4),-0.187576 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,3),-1.01983 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,2),-1.07283 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,1),-0.797047 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,-1),-0.910122 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,4),(18,3),-0.613009 # DEPENDENCYPART_NEXTSIBL
(18,4),(18,2),-0.81832 # DEPENDENCYPART_NEXTSIBL
(18,4),(18,1),-0.872043 # DEPENDENCYPART_NEXTSIBL
(18,4),(18,-1),0.120454 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,3),(18,2),-0.643863 # DEPENDENCYPART_NEXTSIBL
(18,3),(18,1),-0.558115 # DEPENDENCYPART_NEXTSIBL
(18,3),(18,-1),-1.38237 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,2),(18,1),-0.400577 # DEPENDENCYPART_NEXTSIBL
(18,2),(18,-1),-0.730159 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,1),(18,-1),-0.522833 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,20),0.0958418 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,21),0.158618 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,22),-0.258327 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,23),-0.101549 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,24),-1.27299 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,25),-0.670394 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,20),(19,21),-0.687202 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,22),-0.762496 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,23),-0.847029 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,24),-0.720952 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,25),-0.586286 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,21),(19,22),-0.615439 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,23),-0.680394 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,24),-0.251225 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,25),-0.693998 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,22),(19,23),-0.958711 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,24),-0.341031 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,25),-0.394831 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,23),(19,24),-0.405074 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,25),-0.187368 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,24),(19,25),-2.09916 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,17),-0.0660492 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,7),-0.267041 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,-1),-0.633811 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,17),(19,7),-0.855753 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,-1),-1.1545 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,7),(19,-1),-0.854449 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,21),0.106438 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,22),-0.318769 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,23),-0.210663 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,25),-0.328266 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,21),(20,22),-0.561147 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,23),-0.672239 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,25),-0.743726 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,22),(20,23),-0.922587 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,25),-0.40352 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,23),(20,25),-0.29474 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,19),-0.0531725 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,17),-0.263468 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,16),-0.101112 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,15),-0.339618 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,13),-0.28002 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,-1),-0.387166 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,19),(20,17),-0.973716 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,16),-0.939609 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,15),-0.998119 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,13),-1.08734 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,-1),-0.383705 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,17),(20,16),-0.456388 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,15),-0.442261 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,13),-0.896256 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,-1),-0.924699 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,16),(20,15),-0.337697 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,13),-1.22195 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,-1),-0.67521 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,15),(20,13),-0.795171 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,-1),-0.460486 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,13),(20,-1),-0.521904 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,22),-0.227273 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,23),-0.125987 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,24),-1.07258 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,25),-0.689727 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,22),(21,23),-0.848076 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,24),0.00135297 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,25),-0.10648 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,23),(21,24),-0.157272 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,25),-0.000774638 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,24),(21,25),-1.99818 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,20),0.0135409 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,19),-0.104742 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,18),-0.202957 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,17),0.0939074 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,16),-0.388991 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,15),-0.460534 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,14),-1.22443 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,13),0.0593107 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,12),-0.344742 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,11),-0.430074 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,9),-0.186318 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,8),-0.700691 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,7),-0.217221 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,6),0.0256416 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,3),-1.10288 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,2),-0.0735007 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,1),-0.907377 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),-0.665855 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,20),(21,19),-0.587861 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,18),-0.923428 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,17),-1.04499 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,16),-1.33145 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,15),-1.06826 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,14),-1.09524 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,13),-1.16526 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,12),-1.32424 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,11),-1.26567 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,9),-1.15369 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,8),-1.3891 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,7),-1.09831 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,6),-1.12584 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,3),-1.1639 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,2),-1.10421 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,1),-1.18258 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,-1),-0.546173 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,19),(21,18),-1.26544 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,17),-1.00036 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,16),-1.08223 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,15),-1.01788 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,14),-0.971939 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,13),-1.12132 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,12),-1.16806 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,11),-1.12708 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,9),-1.11002 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,8),-1.17788 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,7),-0.972227 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,6),-1.03576 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,3),-1.0173 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,2),-0.850349 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,1),-1.36818 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,-1),-0.332981 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,18),(21,17),-0.702189 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,16),-0.80967 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,15),-0.815865 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,14),-0.685554 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,13),-0.91168 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,12),-1.10594 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,11),-1.0757 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,9),-0.904912 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,8),-1.00961 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,7),-0.870424 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,6),-0.988689 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,3),-0.776343 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,2),-0.739584 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,1),-1.2529 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,-1),-0.281481 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,17),(21,16),-0.54196 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,15),-0.45863 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,14),-0.636503 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,13),-0.91615 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,12),-1.01335 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,11),-1.15729 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,9),-0.952258 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,8),-1.04013 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,7),-0.745566 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,6),-0.932351 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,3),-1.63691 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,2),-0.793982 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,1),-1.2496 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,-1),-0.953328 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,16),(21,15),-0.478538 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,14),-1.0434 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,13),-1.31914 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,12),-1.26268 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,11),-1.27475 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,9),-1.10835 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,8),-1.51163 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,7),-1.35565 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,6),-1.25332 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,3),-1.51388 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,2),-1.19414 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,1),-1.23268 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,-1),-0.937239 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,15),(21,14),-0.769988 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,13),-0.814662 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,12),-0.98654 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,11),-1.02722 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,9),-1.04134 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,8),-1.1431 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,7),-1.18257 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,6),-0.697289 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,3),-1.34011 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,2),-0.57627 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,1),-1.20823 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,-1),-0.497071 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,14),(21,13),-0.339741 # DEPENDENCYPART_NEXTSIBL
(21,14),(21,12),-0.533349 # DEPENDENCYPART_NEXTSIBL
(21,14),(21,11),-0.46216 # DEPENDENCYPART_NEXTSIBL
(21,14),(21,9),-0.791742 # DEPENDENCYPART_NEXTSIBL
(21,14),(21,8),-1.13232 # DEPENDENCYPART_NEXTSIBL
(21,14),(21,7),0.211598 # DEPENDENCYPART_NEXTSIBL
(21,14),(21,6),-0.595215 # DEPENDENCYPART_NEXTSIBL
(21,14),(21,3),-1.39971 # DEPENDENCYPART_NEXTSIBL
(21,14),(21,2),-0.464481 # DEPENDENCYPART_NEXTSIBL
(21,14),(21,1),-0.333461 # DEPENDENCYPART_NEXTSIBL
(21,14),(21,-1),-0.841515 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,13),(21,12),-0.306069 # DEPENDENCYPART_NEXTSIBL
(21,13),(21,11),-0.482027 # DEPENDENCYPART_NEXTSIBL
(21,13),(21,9),-0.68617 # DEPENDENCYPART_NEXTSIBL
(21,13),(21,8),-0.915395 # DEPENDENCYPART_NEXTSIBL
(21,13),(21,7),-1.28998 # DEPENDENCYPART_NEXTSIBL
(21,13),(21,6),-0.988564 # DEPENDENCYPART_NEXTSIBL
(21,13),(21,3),-1.52078 # DEPENDENCYPART_NEXTSIBL
(21,13),(21,2),-1.11541 # DEPENDENCYPART_NEXTSIBL
(21,13),(21,1),-1.35214 # DEPENDENCYPART_NEXTSIBL
(21,13),(21,-1),-0.571779 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,12),(21,11),-0.450008 # DEPENDENCYPART_NEXTSIBL
(21,12),(21,9),-0.928081 # DEPENDENCYPART_NEXTSIBL
(21,12),(21,8),-0.938394 # DEPENDENCYPART_NEXTSIBL
(21,12),(21,7),-0.99691 # DEPENDENCYPART_NEXTSIBL
(21,12),(21,6),-1.0001 # DEPENDENCYPART_NEXTSIBL
(21,12),(21,3),-1.0443 # DEPENDENCYPART_NEXTSIBL
(21,12),(21,2),-1.02959 # DEPENDENCYPART_NEXTSIBL
(21,12),(21,1),-1.20481 # DEPENDENCYPART_NEXTSIBL
(21,12),(21,-1),-1.0525 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,11),(21,9),-0.659057 # DEPENDENCYPART_NEXTSIBL
(21,11),(21,8),-0.740179 # DEPENDENCYPART_NEXTSIBL
(21,11),(21,7),-0.856211 # DEPENDENCYPART_NEXTSIBL
(21,11),(21,6),-0.768096 # DEPENDENCYPART_NEXTSIBL
(21,11),(21,3),-0.842866 # DEPENDENCYPART_NEXTSIBL
(21,11),(21,2),-0.852187 # DEPENDENCYPART_NEXTSIBL
(21,11),(21,1),-1.03251 # DEPENDENCYPART_NEXTSIBL
(21,11),(21,-1),-0.7577 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,9),(21,8),-0.372561 # DEPENDENCYPART_NEXTSIBL
(21,9),(21,7),-0.942615 # DEPENDENCYPART_NEXTSIBL
(21,9),(21,6),-0.618818 # DEPENDENCYPART_NEXTSIBL
(21,9),(21,3),-1.04167 # DEPENDENCYPART_NEXTSIBL
(21,9),(21,2),-0.699392 # DEPENDENCYPART_NEXTSIBL
(21,9),(21,1),-1.02466 # DEPENDENCYPART_NEXTSIBL
(21,9),(21,-1),-0.579511 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,8),(21,7),-0.979903 # DEPENDENCYPART_NEXTSIBL
(21,8),(21,6),-0.999182 # DEPENDENCYPART_NEXTSIBL
(21,8),(21,3),-1.18592 # DEPENDENCYPART_NEXTSIBL
(21,8),(21,2),-0.997559 # DEPENDENCYPART_NEXTSIBL
(21,8),(21,1),-1.06 # DEPENDENCYPART_NEXTSIBL
(21,8),(21,-1),-0.863498 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,7),(21,6),-0.653702 # DEPENDENCYPART_NEXTSIBL
(21,7),(21,3),-0.729526 # DEPENDENCYPART_NEXTSIBL
(21,7),(21,2),-0.975604 # DEPENDENCYPART_NEXTSIBL
(21,7),(21,1),-0.912514 # DEPENDENCYPART_NEXTSIBL
(21,7),(21,-1),-0.779407 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,6),(21,3),-0.814772 # DEPENDENCYPART_NEXTSIBL
(21,6),(21,2),-0.882955 # DEPENDENCYPART_NEXTSIBL
(21,6),(21,1),-0.7761 # DEPENDENCYPART_NEXTSIBL
(21,6),(21,-1),-0.723029 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,3),(21,2),-0.57727 # DEPENDENCYPART_NEXTSIBL
(21,3),(21,1),-0.477318 # DEPENDENCYPART_NEXTSIBL
(21,3),(21,-1),-1.43376 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,2),(21,1),-0.380781 # DEPENDENCYPART_NEXTSIBL
(21,2),(21,-1),-0.533356 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
