# _root_ The issue is one of a judge 's experience , his competence and his physical ability to serve on the bench , '' Justice Rubin said .
#goldHeads=2,3,26,3,4,7,9,7,13,13,12,13,5,16,16,13,18,16,18,21,19,26,26,25,26,0,26,
#predictedHeads=2,3,26,3,4,7,9,7,5,4,12,13,4,16,16,13,18,16,18,21,19,26,26,25,26,0,26,
(3,7),(7,12),(7,17),-0.0472991 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,18),-0.0177774 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,28),-0.0266982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,13),(7,16),-0.2995 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,17),-0.276395 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,18),0.100371 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,28),-0.0352977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,16),(7,17),-0.0473003 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,18),-0.0177774 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,28),-0.0272263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,17),(7,18),-0.0172346 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,17),(7,28),-0.0110288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,18),(7,28),-0.0557936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,6),0.0968817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,5),0.111431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,4),0.147221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,3),0.189672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,7),(7,2),0.0159104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,-1),-0.218795 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,6),(7,5),0.12072 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,4),0.114749 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,3),0.122973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,6),(7,2),-0.134786 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,-1),-0.147823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,4),0.11436 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,3),0.106693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,2),-0.129137 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,-1),-0.0176069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,3),0.12115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,2),-0.124886 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,-1),-0.0671364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,3),(7,2),-0.126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,3),(7,-1),-0.0599539 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,2),(7,-1),-0.102866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,28),-0.076178 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,8),(8,-1),-0.160235 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,9),(9,10),0.0411467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,12),-0.0138175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,13),0.0304282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,15),-0.0473114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,16),-0.0142393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,17),-0.131697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,18),0.0167189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,19),-0.0888464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,21),-0.0138175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,22),0.0411467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,23),0.0359226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,28),-0.0385066 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,10),(9,12),-0.0985525 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,13),0.0455136 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,15),-0.00419184 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,16),-0.0985525 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,17),-0.0482424 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,18),-0.0281445 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,19),-0.00974796 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,21),-0.0985525 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,22),-0.0514161 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,23),-0.0362795 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,28),-0.0424344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,12),(9,13),-0.0701655 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,15),-0.0394464 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,16),-0.0314121 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,17),-0.0472991 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,18),-0.0177759 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,19),-0.0726907 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,21),-0.0314101 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,22),-0.055295 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,23),-0.0586449 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,28),-0.0192152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,13),(9,15),0.00342266 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,16),-0.2995 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,17),-0.276395 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,18),0.100371 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,19),0.0788224 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,21),-0.37514 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,22),0.152079 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,23),-0.0619691 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,28),-0.03531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,15),(9,16),-0.0192157 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,17),-0.0352841 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,18),-0.0584808 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,19),-0.049001 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,21),-0.0192157 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,22),-0.0621455 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,23),-0.0371511 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,28),-0.0504269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,16),(9,17),-0.0473003 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,16),(9,18),-0.017776 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,16),(9,19),-0.0726908 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,16),(9,21),-0.0314101 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,16),(9,22),-0.055296 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,16),(9,23),-0.0586449 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,16),(9,28),-0.0197433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,17),(9,18),-0.0172346 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,17),(9,19),-0.086772 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,17),(9,21),-0.0489225 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,17),(9,22),-0.0673135 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,17),(9,23),-0.042616 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,17),(9,28),-0.011025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,18),(9,19),-0.00860299 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,18),(9,21),-0.059232 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,18),(9,22),-0.0741503 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,18),(9,23),-0.0374845 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,18),(9,28),-0.0541204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,19),(9,21),-0.0778137 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,19),(9,22),-0.0012705 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,19),(9,23),-0.0515466 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,19),(9,28),0.0303929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,21),(9,22),-0.055295 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,21),(9,23),-0.0586449 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,21),(9,28),-0.0192286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,22),(9,23),-0.0362795 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,22),(9,28),-0.0424344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,23),(9,28),-0.0429146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,9),(9,8),0.0991465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,7),0.0261436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,6),0.0957337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,5),0.103916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,4),0.147221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,2),0.0159559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,-1),-0.201593 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,8),(9,7),0.117811 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,6),0.122399 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,5),0.11483 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,4),0.118486 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,-1),-0.162925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,7),(9,6),0.0742996 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,5),0.122385 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,4),0.114204 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,2),-0.0963042 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,-1),-0.105048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,6),(9,5),0.118578 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,4),0.114749 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,2),-0.134786 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,-1),-0.149501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,5),(9,4),0.11436 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,2),-0.129137 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,-1),-0.0263836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,4),(9,2),-0.124886 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,4),(9,-1),-0.0671364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,2),(9,-1),-0.0996168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,28),0.0180501 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,10),(10,-1),-0.0696488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,12),(12,15),-0.0485174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,16),-0.0170516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,17),-0.131697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,18),0.0169564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,28),-0.0306792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,15),(12,16),-0.0192157 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,17),-0.0352841 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,18),-0.0584808 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,28),-0.0504264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,16),(12,17),-0.0473003 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,18),-0.017776 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,28),-0.0230297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,17),(12,18),-0.0172346 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,17),(12,28),-0.011025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,18),(12,28),-0.0527662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,12),(12,11),0.136887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,10),0.0274252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,9),0.0277254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,7),0.0296879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,6),0.0954232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,4),0.147221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,-1),-0.20581 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,11),(12,10),0.124432 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,9),0.124646 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,7),0.124646 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,6),0.122786 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,4),0.118308 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,-1),-0.162452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,10),(12,9),0.218078 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,7),0.219106 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,6),0.112701 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,4),0.137186 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,-1),-0.14803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,9),(12,7),0.114067 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,6),0.0774608 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,4),0.114204 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,-1),-0.107657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,7),(12,6),0.0774553 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,4),0.114204 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,-1),-0.105606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,6),(12,4),0.114749 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,-1),-0.150161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,4),(12,-1),-0.0671364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,14),0.00648133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,15),-0.0134086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,16),-0.0450925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,17),-0.00277676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,18),-0.119657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,19),0.0143004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,21),-0.0465224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,22),0.00799162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,23),-0.05427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,25),-0.0465224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,26),-0.136769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,27),-0.0236736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,28),-0.188389 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,14),(13,15),-0.0430615 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,16),-0.0441533 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,17),-0.0421262 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,18),-0.0411541 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,19),-0.0421063 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,21),-0.0441533 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,22),-0.0656995 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,23),-0.0426656 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,25),-0.0441533 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,26),-0.0411587 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,28),0.0617984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,15),(13,16),-0.09268 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,17),-0.0438199 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,18),-0.0100728 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,19),-0.00323224 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,21),-0.09268 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,22),-0.0882592 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,23),-0.0436814 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,25),-0.09268 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,26),-0.0101139 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,27),-0.0430595 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,28),0.000761544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,16),(13,17),-0.079783 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,18),-0.0426331 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,19),-0.0424314 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,21),0.0335596 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,22),-0.0972886 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,23),-0.0536427 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,25),0.0335596 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,26),-0.0440146 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,27),-0.0420619 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,28),-0.0708686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,17),(13,18),-0.0494605 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,19),-0.0507115 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,21),-0.0415533 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,22),-0.0436636 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,23),-0.0422448 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,25),-0.0415533 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,26),-0.0494605 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,28),-0.0140788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,18),(13,19),-0.00448856 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,21),-0.0787612 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,22),-0.0497796 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,23),-0.0390612 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,25),-0.0787582 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,26),-0.0501079 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,27),-0.0604305 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,28),-0.162003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,19),(13,21),-0.056938 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,22),-0.00585149 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,23),-0.0427818 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,25),-0.056938 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,26),-0.0611522 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,28),-0.0290591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,21),(13,22),-0.0972886 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,21),(13,23),-0.0536427 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,21),(13,25),0.0335596 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,21),(13,26),-0.0440146 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,21),(13,27),-0.0420619 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,21),(13,28),-0.0720725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,22),(13,23),-0.0339943 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,22),(13,25),0.00308347 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,22),(13,26),-0.0129027 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,22),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,22),(13,28),-0.0197601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,23),(13,25),-0.0292403 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,23),(13,26),-0.0263766 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,23),(13,27),-0.0421382 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,23),(13,28),-0.0892508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,25),(13,26),-0.0440146 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,25),(13,27),-0.0420619 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,25),(13,28),-0.0720695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,26),(13,27),-0.0614011 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,26),(13,28),-0.177484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,27),(13,28),-0.0574629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,12),0.119233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,11),0.0403577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,10),0.0444004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,9),0.117986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,7),0.117788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,6),0.0817245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,5),0.157219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,4),0.0603424 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,3),0.174502 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,13),(13,2),-0.148741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,1),-0.125399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,-1),-0.0844536 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,12),(13,11),0.114241 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,10),0.224002 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,9),0.135455 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,7),0.135061 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,6),0.120223 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,5),0.0970231 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,4),0.115401 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,3),0.0922196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,12),(13,2),-0.125649 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,1),-0.124935 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,-1),-0.201565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
