# _root_ As they did when the Philippines was a colony of the U.S. , teachers for the most part teach in English , even though it is a foreign language for most Philippine children .
#goldHeads=3,3,19,7,6,7,3,9,7,9,12,10,19,19,19,18,18,15,0,19,20,19,26,26,26,19,29,29,26,26,33,33,30,19,
#predictedHeads=3,3,19,7,6,7,3,9,7,9,12,10,19,19,14,18,18,15,0,19,20,19,26,26,26,19,29,29,26,29,33,33,30,19,
(0,0),(0,35),-0.867507 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,1),(0,3),-0.898547 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,7),-0.834906 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,19),-1.37398 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,26),-1.42916 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,35),-0.528573 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,3),(0,7),-0.915284 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,19),-1.08215 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,26),-0.940804 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,35),-0.32316 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,7),(0,19),-0.904786 # DEPENDENCYPART_NEXTSIBL
(0,7),(0,26),-0.916974 # DEPENDENCYPART_NEXTSIBL
(0,7),(0,35),-0.0660693 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,19),(0,26),-0.777288 # DEPENDENCYPART_NEXTSIBL
(0,19),(0,35),-0.0908629 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,26),(0,35),0.480899 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.346497 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,2),-0.55534 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,3),-0.25104 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,6),-0.434332 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,7),-0.197791 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,9),-0.300159 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,35),-0.555782 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,2),(1,3),-0.99311 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,6),-1.30097 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,7),-1.26142 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,9),-1.36982 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,35),-0.904149 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,3),(1,6),-0.710041 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,7),-0.900933 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,9),-0.672157 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,35),-0.680869 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,6),(1,7),-1.22536 # DEPENDENCYPART_NEXTSIBL
(1,6),(1,9),-1.64713 # DEPENDENCYPART_NEXTSIBL
(1,6),(1,35),-0.576673 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,7),(1,9),-0.639354 # DEPENDENCYPART_NEXTSIBL
(1,7),(1,35),-0.534406 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,9),(1,35),-0.683432 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,1),(1,-1),-0.164945 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,3),-0.22191 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,6),-0.369549 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,7),-0.124645 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,9),-0.240136 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,35),-0.237534 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,3),(2,6),-0.624631 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,7),-0.833255 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,9),-0.588334 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,35),-0.613275 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,6),(2,7),-1.11661 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,9),-1.49563 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,35),-0.591974 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,7),(2,9),-0.539811 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,35),-0.419133 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,9),(2,35),-0.703245 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,2),(2,-1),-0.289204 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,3),(3,5),-0.604102 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,6),-0.245645 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,7),-0.142069 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,9),-0.117346 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,10),-0.303616 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,12),-0.363938 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,13),-0.940088 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,15),-0.448173 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,19),-0.102791 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,22),-1.01056 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,26),-0.322699 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,34),-1.52495 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,35),-0.669229 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,5),(3,6),-0.962914 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,7),-1.03066 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,9),-1.08387 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,10),-1.15151 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,12),-1.22212 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,13),-1.20747 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,15),-0.989171 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,19),-1.27639 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,22),-1.37154 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,26),-1.3174 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,34),-1.29735 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,35),-0.953997 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,6),(3,7),-1.14095 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,9),-1.37313 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,10),-1.3124 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,12),-1.45023 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,13),-1.13669 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,15),-1.28871 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,19),-1.19736 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,22),-0.884401 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,26),-1.09246 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,34),-1.32187 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,35),-0.549425 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,7),(3,9),-0.546458 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,10),-0.77866 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,12),-0.562944 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,13),-0.0658294 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,15),-0.69422 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,19),-0.800084 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,22),-0.0231644 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,26),-0.922457 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,34),0.00899547 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,35),-0.305781 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,9),(3,10),-0.67741 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,12),-0.903822 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,13),-0.708809 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,15),-0.604194 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,19),-0.664328 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,22),-0.318498 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,26),-0.528076 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,34),-0.607268 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,35),-0.660152 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,10),(3,12),-0.866402 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,13),-0.635887 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,15),-0.691647 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,19),-0.706995 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,22),-0.60272 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,26),-0.836426 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,34),-0.587153 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,35),-0.633491 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,12),(3,13),-1.12001 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,15),-1.14136 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,19),-1.08361 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,22),-0.698463 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,26),-1.03916 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,34),-0.805198 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,35),-0.511791 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,13),(3,15),-0.727559 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,19),-0.426739 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,22),-1.06965 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,26),-0.594176 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,34),-1.19195 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,35),-0.855154 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,15),(3,19),-0.646093 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,22),-0.419144 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,26),-0.856434 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,34),-0.845144 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,35),-0.515719 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,19),(3,22),-0.320313 # DEPENDENCYPART_NEXTSIBL
(3,19),(3,26),-0.722497 # DEPENDENCYPART_NEXTSIBL
(3,19),(3,34),-0.187729 # DEPENDENCYPART_NEXTSIBL
(3,19),(3,35),-0.168305 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,22),(3,26),0.0938892 # DEPENDENCYPART_NEXTSIBL
(3,22),(3,34),-0.537819 # DEPENDENCYPART_NEXTSIBL
(3,22),(3,35),-0.959196 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,26),(3,34),0.544508 # DEPENDENCYPART_NEXTSIBL
(3,26),(3,35),0.105765 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,34),(3,35),-2.35472 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,2),-0.155557 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,1),-0.778515 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,-1),-0.609531 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,2),(3,1),0.414901 # DEPENDENCYPART_NEXTSIBL
(3,2),(3,-1),-0.603627 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,1),(3,-1),0.107823 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,35),-0.295129 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,4),(4,-1),-0.334873 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,5),(5,7),-0.153836 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,35),-0.0503574 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,7),(5,35),-0.395744 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,-1),-0.18425 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,6),(6,7),-0.109084 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,9),-0.349104 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,10),0.0575296 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,12),-0.582154 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,14),-0.164448 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,35),-0.321007 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,7),(6,9),-0.510018 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,10),-0.567061 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,12),-0.523385 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,14),-0.515256 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,35),-0.379466 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,9),(6,10),-0.499742 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,12),-0.964268 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,14),-0.925497 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,35),-0.703133 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,10),(6,12),-0.721927 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,14),-0.671293 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,35),-0.454807 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,12),(6,14),-1.20265 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,35),-0.543845 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,14),(6,35),-0.587015 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,5),-0.216613 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,3),-0.256789 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,2),-0.235496 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,-1),-0.379139 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,5),(6,3),-0.922182 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,2),-0.948922 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,-1),-0.183878 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,3),(6,2),-0.69982 # DEPENDENCYPART_NEXTSIBL
(6,3),(6,-1),-0.680541 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,2),(6,-1),-0.584985 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,8),-0.469241 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-0.165892 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,10),-0.265356 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,11),-0.750121 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,12),-0.41249 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,13),-0.90316 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,14),0.0189938 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,15),-0.417558 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,18),-0.163259 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,19),-0.0257132 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,22),-0.973633 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,23),-0.673052 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,24),-0.929942 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,26),-0.253316 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,34),-1.51619 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,35),-0.75238 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-0.507483 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,10),-0.935459 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,11),-0.999146 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,12),-0.876804 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,13),-0.90546 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,14),-0.847064 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,15),-0.795219 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,18),-0.932178 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,19),-0.944689 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,22),-1.18287 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,23),-1.09881 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,24),-0.947728 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,26),-1.15064 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,34),-1.05172 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,35),-1.17468 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,10),-0.717964 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,11),-0.823904 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,12),-0.975531 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,13),-0.722176 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,14),-0.9324 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,15),-0.643845 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,18),-1.03978 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,19),-0.69669 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,22),-0.331864 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,23),-1.08543 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,24),-1.03154 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,26),-0.568208 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,34),-0.593434 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,35),-0.727613 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,10),(7,11),-1.04754 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,12),-0.899295 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,13),-0.623085 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,14),-0.847579 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,15),-0.707498 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,18),-0.725328 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,19),-0.710006 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,22),-0.589917 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,23),-0.921603 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,24),-1.33968 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,26),-0.843688 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,34),-0.59024 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,35),-0.613891 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,11),(7,12),-1.21845 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,13),-1.31767 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,14),-1.37332 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,15),-1.28317 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,18),-1.44295 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,19),-1.3656 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,22),-1.55224 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,23),-1.54831 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,24),-1.37006 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,26),-1.48756 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,34),-1.54737 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,35),-0.939279 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,12),(7,13),-1.13338 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,14),-1.21516 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,15),-1.18102 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,18),-1.43328 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,19),-1.11598 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,22),-0.711836 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,23),-1.41434 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,24),-1.45199 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,26),-1.0793 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,34),-0.79137 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,35),-0.579265 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,13),(7,14),-0.458543 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,15),-0.696694 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,18),-0.797586 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,19),-0.401603 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,22),-1.04251 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,23),-1.13014 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,24),-1.3556 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,26),-0.573375 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,34),-1.22651 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,35),-0.846248 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,14),(7,15),-0.493624 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,18),-0.821061 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,19),-0.499488 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,22),-0.339558 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,23),-0.871041 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,24),-0.92103 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,26),-0.580048 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,34),-0.546084 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,35),-0.611266 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,15),(7,18),-0.715001 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,19),-0.652576 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,22),-0.411115 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,23),-0.886302 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,24),-1.09484 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,26),-0.867167 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,34),-0.840287 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,35),-0.510444 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,18),(7,19),-0.877461 # DEPENDENCYPART_NEXTSIBL
(7,18),(7,22),-0.677424 # DEPENDENCYPART_NEXTSIBL
(7,18),(7,23),-1.276 # DEPENDENCYPART_NEXTSIBL
(7,18),(7,24),-1.38305 # DEPENDENCYPART_NEXTSIBL
(7,18),(7,26),-1.13434 # DEPENDENCYPART_NEXTSIBL
(7,18),(7,34),-0.764165 # DEPENDENCYPART_NEXTSIBL
(7,18),(7,35),-0.441144 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,19),(7,22),-0.347258 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,23),-0.806588 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,24),-0.776141 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,26),-0.761548 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,34),-0.204411 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,35),-0.162823 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,22),(7,23),-0.416556 # DEPENDENCYPART_NEXTSIBL
(7,22),(7,24),-0.161279 # DEPENDENCYPART_NEXTSIBL
(7,22),(7,26),0.11469 # DEPENDENCYPART_NEXTSIBL
(7,22),(7,34),-0.57238 # DEPENDENCYPART_NEXTSIBL
(7,22),(7,35),-0.950289 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,23),(7,24),-0.478122 # DEPENDENCYPART_NEXTSIBL
(7,23),(7,26),-0.253625 # DEPENDENCYPART_NEXTSIBL
(7,23),(7,34),-0.806305 # DEPENDENCYPART_NEXTSIBL
(7,23),(7,35),-0.667849 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,24),(7,26),-0.706041 # DEPENDENCYPART_NEXTSIBL
(7,24),(7,34),-0.495347 # DEPENDENCYPART_NEXTSIBL
(7,24),(7,35),-0.908382 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,26),(7,34),0.511751 # DEPENDENCYPART_NEXTSIBL
(7,26),(7,35),0.10532 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,34),(7,35),-2.35533 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,6),-0.248603 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,5),-0.281612 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,4),-0.36017 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,3),-0.226324 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,2),-0.172654 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,1),-0.804365 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-0.709863 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,6),(7,5),-0.536169 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,4),-0.149079 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,3),-0.817305 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,2),-0.979471 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,1),-0.408098 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,-1),-0.764553 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,5),(7,4),-0.686167 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,3),-1.18284 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,2),-1.1372 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,1),-0.851822 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,-1),-0.637408 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,4),(7,3),-0.789031 # DEPENDENCYPART_NEXTSIBL
