# _root_ The subsidiary also increased reserves by $ 140 million , however , and set aside an additional $ 25 million for claims connected with Hurricane Hugo .
#goldHeads=2,13,13,13,4,4,6,7,7,13,13,13,0,13,14,17,14,17,18,18,14,21,22,23,26,24,13,
#predictedHeads=2,4,4,13,4,4,6,7,7,4,4,13,0,13,14,17,14,17,18,18,17,21,22,23,26,24,13,
(4,15),(15,16),(15,19),-0.0203052 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,16),(15,20),-0.0203052 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,16),(15,21),-0.0175464 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,16),(15,22),-0.0168656 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,16),(15,24),-0.0175168 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,16),(15,28),-0.0232135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,17),(15,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,17),(15,19),-0.0201274 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,17),(15,20),-0.0206218 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,17),(15,21),-0.00851072 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,17),(15,22),-0.0237126 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,17),(15,24),-0.0068632 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,17),(15,28),-0.0964978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,18),(15,19),-0.021399 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,18),(15,20),-0.021399 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,18),(15,21),-0.023804 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,18),(15,22),-0.0201888 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,18),(15,24),-0.023804 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,18),(15,28),-0.01212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,19),(15,20),-0.0175718 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,19),(15,21),-0.0230942 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,19),(15,22),-0.0237896 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,19),(15,24),-0.0230927 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,19),(15,28),-0.0182166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,20),(15,21),-0.0244627 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,20),(15,22),-0.0237896 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,20),(15,24),-0.0244612 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,20),(15,28),-0.0174902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,21),(15,22),-0.0215803 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,21),(15,24),-0.000961415 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,21),(15,28),-0.0273131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,22),(15,24),-0.0472882 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,22),(15,28),0.0620652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,24),(15,28),-0.0263752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,15),(15,7),0.103628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,15),(15,15),(15,5),0.0998785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,15),(15,15),(15,2),-0.1487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,15),(15,15),(15,-1),-0.0475948 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,15),(15,7),(15,5),0.108725 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,7),(15,2),-0.144719 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,7),(15,-1),-0.140929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,5),(15,2),-0.144923 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,5),(15,-1),-0.142658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,2),(15,-1),-0.14269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,17),(17,18),-0.0164292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,19),-0.0387485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,20),-0.0379633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,21),-0.0955795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,22),-0.0242047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,23),-0.0198046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,24),-0.0705344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,28),-0.0723112 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,17),(17,18),(17,19),-0.0206845 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,18),(17,20),-0.0206845 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,18),(17,21),-0.0206765 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,18),(17,22),-0.0209836 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,18),(17,23),-0.0224726 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,18),(17,24),-0.0191153 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,18),(17,28),-0.00185949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,19),(17,20),-0.0198642 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,19),(17,21),-0.0221183 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,19),(17,22),-0.0196195 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,19),(17,23),-0.0196126 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,19),(17,24),-0.0235835 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,19),(17,28),-0.0297872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,20),(17,21),-0.0227236 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,20),(17,22),-0.0196195 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,20),(17,23),-0.0196126 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,20),(17,24),-0.0241888 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,20),(17,28),-0.0291437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,21),(17,22),-0.0249423 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,21),(17,23),-0.0371254 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,21),(17,24),-0.0156584 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,21),(17,28),-0.0251401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,22),(17,23),-0.0154542 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,22),(17,24),0.00121666 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,22),(17,28),-0.0788805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,23),(17,24),-0.0232802 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,23),(17,28),-0.0132933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,24),(17,28),-0.00206564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,17),(17,16),0.0905144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,15),0.13281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,-1),-0.246869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,17),(17,16),(17,15),0.111004 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,16),(17,-1),-0.193179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,15),(17,-1),-0.199967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,21),(21,21),(21,22),0.050509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,21),(21,21),(21,23),0.00721419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,21),(21,21),(21,24),-0.049619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,21),(21,21),(21,25),0.0593055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,21),(21,21),(21,26),0.0535542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,21),(21,21),(21,28),-0.0509975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,21),(21,22),(21,23),-0.0339307 # DEPENDENCYPART_GRANDSIBL
(4,21),(21,22),(21,24),0.0353075 # DEPENDENCYPART_GRANDSIBL
(4,21),(21,22),(21,25),-0.0584251 # DEPENDENCYPART_GRANDSIBL
(4,21),(21,22),(21,26),-0.0584251 # DEPENDENCYPART_GRANDSIBL
(4,21),(21,22),(21,28),0.0869157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,21),(21,23),(21,24),-0.0165759 # DEPENDENCYPART_GRANDSIBL
(4,21),(21,23),(21,25),-0.0243321 # DEPENDENCYPART_GRANDSIBL
(4,21),(21,23),(21,26),-0.0243321 # DEPENDENCYPART_GRANDSIBL
(4,21),(21,23),(21,28),-0.0690878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,21),(21,24),(21,25),0.00290353 # DEPENDENCYPART_GRANDSIBL
(4,21),(21,24),(21,26),0.00290353 # DEPENDENCYPART_GRANDSIBL
(4,21),(21,24),(21,28),-0.0569518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,21),(21,25),(21,26),-0.0584251 # DEPENDENCYPART_GRANDSIBL
(4,21),(21,25),(21,28),0.0957095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,21),(21,26),(21,28),0.0899695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,21),(21,21),(21,20),0.0946911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,21),(21,21),(21,19),0.0956943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,21),(21,21),(21,18),0.102068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,21),(21,21),(21,-1),0.0583167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,21),(21,20),(21,19),0.109046 # DEPENDENCYPART_GRANDSIBL
(4,21),(21,20),(21,18),0.109192 # DEPENDENCYPART_GRANDSIBL
(4,21),(21,20),(21,-1),-0.182115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,21),(21,19),(21,18),0.109193 # DEPENDENCYPART_GRANDSIBL
(4,21),(21,19),(21,-1),-0.180624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,21),(21,18),(21,-1),-0.160421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,23),(23,24),-0.0836589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,25),0.042501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,26),0.0414461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,27),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,28),0.0821734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,23),(23,24),(23,25),-0.0171906 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,26),-0.0171906 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,27),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,28),0.0272534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,25),(23,26),-0.00315727 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,27),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,28),-0.0248125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,26),(23,27),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,26),(23,28),-0.0254741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,27),(23,28),-0.0327537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,23),(23,22),0.15984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,21),-0.024684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,13),0.0157319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,12),0.116586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,6),-0.0164682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,4),0.138852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,-1),-0.24041 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,23),(23,22),(23,21),0.219454 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,13),0.0851486 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,12),0.100498 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,6),0.19209 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,4),0.104628 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,-1),-0.156486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,21),(23,13),0.109455 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,12),0.0600487 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,6),0.112633 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,4),0.108837 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,-1),-0.128724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,13),(23,12),-0.0491995 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,6),0.289318 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,4),0.175378 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,-1),-0.20641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,12),(23,6),0.0607185 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,12),(23,4),0.136031 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,12),(23,-1),-0.113838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,6),(23,4),0.110141 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,6),(23,-1),-0.147082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,4),(23,-1),-0.142564 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,24),(24,24),(24,25),0.0456857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,24),(24,24),(24,26),0.0399343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,24),(24,24),(24,28),-0.105967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,24),(24,25),(24,26),-0.0562113 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,25),(24,28),0.116352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,24),(24,26),(24,28),0.110612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,24),(24,24),(24,22),0.0681563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,24),(24,24),(24,-1),0.0591774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,24),(24,22),(24,-1),-0.206171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,27),(27,27),(27,28),-0.006391 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,27),(27,27),(27,-1),0.0199814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,1),(1,1),(1,2),0.0992386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,1),(1,1),(1,28),0.0888784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,1),(1,2),(1,28),-0.154196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,1),(1,1),(1,-1),0.208068 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,2),(2,3),0.10315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,4),0.0926484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,5),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,6),-0.155566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,7),-0.14477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,8),-0.152714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,9),-0.152715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,10),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,11),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,12),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,13),-0.1512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,14),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,15),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,16),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,28),-0.016999 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,3),(2,4),0.108699 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,6),-0.144703 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,13),-0.144756 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,16),-0.145047 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,28),-0.126548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,4),(2,5),-0.14472 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,6),-0.144703 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,10),-0.145956 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,12),-0.145956 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,28),-0.197053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,5),(2,6),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,8),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,9),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,10),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,12),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,13),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,14),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,16),-0.144975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,27),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,28),-0.173009 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,6),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,8),-0.144705 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,9),-0.144705 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,14),-0.144823 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,28),-0.119245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,7),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,16),-0.144702 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,28),-0.15265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,8),(2,9),-0.144702 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,11),-0.144704 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,15),-0.144704 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,16),-0.144951 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,28),-0.143709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,9),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,11),-0.144704 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,15),-0.144704 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,16),-0.145202 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,28),-0.134027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,10),(2,11),-0.144748 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,13),-0.150847 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,14),-0.146635 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,15),-0.144748 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,16),-0.144709 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,28),-0.0334588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,11),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,13),-0.144756 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,16),-0.145047 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,28),-0.126613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,12),(2,13),-0.150847 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,14),-0.146635 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,15),-0.144748 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,16),-0.144709 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,28),-0.0334588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,13),(2,14),0.168176 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,15),0.0341351 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,16),0.130103 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,27),0.0355453 # DEPENDENCYPART_GRANDSIBL
