# _root_ Institutional investors and bankers , many of whom spent the night before in their offices watching Far Eastern markets , were cautiously optimistic after the mild 1.8 % decline in Tokyo stock prices .
#goldHeads=2,21,2,3,2,9,6,7,2,11,9,11,9,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
#predictedHeads=2,21,2,3,2,9,6,7,2,11,9,9,12,15,13,2,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
(21,14),(21,29),0.0894445 # DEPENDENCYPART_SIBL
(21,14),(21,30),0.024805 # DEPENDENCYPART_SIBL
(21,14),(21,33),0.0597478 # DEPENDENCYPART_SIBL
(21,14),(21,34),-0.027716 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.211953 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.362412 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.360262 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.961322 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.137207 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0424772 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.00558961 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0170369 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0987129 # DEPENDENCYPART_SIBL
(21,15),(21,26),0.0118492 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.0640071 # DEPENDENCYPART_SIBL
(21,15),(21,28),-0.0718973 # DEPENDENCYPART_SIBL
(21,15),(21,29),0.0248946 # DEPENDENCYPART_SIBL
(21,15),(21,30),0.00818479 # DEPENDENCYPART_SIBL
(21,15),(21,33),-0.0504658 # DEPENDENCYPART_SIBL
(21,15),(21,34),-0.0467983 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.066135 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0644649 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.138581 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.505038 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0476768 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0338578 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.053749 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0883084 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.030437 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.101873 # DEPENDENCYPART_SIBL
(21,16),(21,28),-0.0565363 # DEPENDENCYPART_SIBL
(21,16),(21,29),0.0796267 # DEPENDENCYPART_SIBL
(21,16),(21,30),-0.0515517 # DEPENDENCYPART_SIBL
(21,16),(21,33),0.00737431 # DEPENDENCYPART_SIBL
(21,16),(21,34),-0.0126191 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.168956 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.160899 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.122023 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.036708 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.045904 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0324154 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0297141 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.0496914 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.0526845 # DEPENDENCYPART_SIBL
(21,17),(21,28),0.0457534 # DEPENDENCYPART_SIBL
(21,17),(21,29),0.193335 # DEPENDENCYPART_SIBL
(21,17),(21,30),-0.110517 # DEPENDENCYPART_SIBL
(21,17),(21,33),0.0586878 # DEPENDENCYPART_SIBL
(21,17),(21,34),0.0987622 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.188316 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0883168 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0217743 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0514245 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0309039 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0252286 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.055212 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0365804 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.0157515 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.170184 # DEPENDENCYPART_SIBL
(21,18),(21,30),-0.0823374 # DEPENDENCYPART_SIBL
(21,18),(21,33),0.0311186 # DEPENDENCYPART_SIBL
(21,18),(21,34),0.0603605 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.113122 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0798608 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.00612347 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0270421 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.116458 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.000136137 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0875579 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0866616 # DEPENDENCYPART_SIBL
(21,19),(21,29),0.00811585 # DEPENDENCYPART_SIBL
(21,19),(21,30),0.00427769 # DEPENDENCYPART_SIBL
(21,19),(21,33),-0.078334 # DEPENDENCYPART_SIBL
(21,19),(21,34),-0.0434821 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.017047 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0491974 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.102593 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0604187 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.043944 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.103556 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.0558981 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.130073 # DEPENDENCYPART_SIBL
(21,20),(21,30),-0.0433106 # DEPENDENCYPART_SIBL
(21,20),(21,33),0.0831798 # DEPENDENCYPART_SIBL
(21,20),(21,34),0.055833 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0237014 # DEPENDENCYPART_SIBL
(21,22),(21,24),-4.50798e-05 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0756427 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.0204318 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.120702 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.206982 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.0867253 # DEPENDENCYPART_SIBL
(21,22),(21,30),-0.0917491 # DEPENDENCYPART_SIBL
(21,22),(21,33),-0.0906928 # DEPENDENCYPART_SIBL
(21,22),(21,34),-0.0483112 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0832943 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0491592 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.174301 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.120092 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.0600725 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.00924828 # DEPENDENCYPART_SIBL
(21,23),(21,30),0.00404199 # DEPENDENCYPART_SIBL
(21,23),(21,33),-0.19043 # DEPENDENCYPART_SIBL
(21,23),(21,34),0.0551719 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0622636 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0284073 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0664022 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.194563 # DEPENDENCYPART_SIBL
(21,24),(21,29),0.0109863 # DEPENDENCYPART_SIBL
(21,24),(21,30),-0.238932 # DEPENDENCYPART_SIBL
(21,24),(21,33),-0.103733 # DEPENDENCYPART_SIBL
(21,24),(21,34),0.078474 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0113706 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.0543185 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.183755 # DEPENDENCYPART_SIBL
(21,25),(21,29),-0.09217 # DEPENDENCYPART_SIBL
(21,25),(21,30),-0.093341 # DEPENDENCYPART_SIBL
(21,25),(21,33),-0.0286717 # DEPENDENCYPART_SIBL
(21,25),(21,34),-0.125521 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.125672 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.0655267 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.0147025 # DEPENDENCYPART_SIBL
(21,26),(21,30),-0.0167166 # DEPENDENCYPART_SIBL
(21,26),(21,33),-0.19601 # DEPENDENCYPART_SIBL
(21,26),(21,34),0.0626373 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.190854 # DEPENDENCYPART_SIBL
(21,27),(21,29),-0.122807 # DEPENDENCYPART_SIBL
(21,27),(21,30),-0.0689125 # DEPENDENCYPART_SIBL
(21,27),(21,33),-0.269286 # DEPENDENCYPART_SIBL
(21,27),(21,34),-0.0824522 # DEPENDENCYPART_SIBL
(21,28),(21,29),-0.0838954 # DEPENDENCYPART_SIBL
(21,28),(21,30),-0.0755903 # DEPENDENCYPART_SIBL
(21,28),(21,33),-0.429095 # DEPENDENCYPART_SIBL
(21,28),(21,34),-0.132629 # DEPENDENCYPART_SIBL
(21,29),(21,30),-0.12711 # DEPENDENCYPART_SIBL
(21,29),(21,33),-0.383335 # DEPENDENCYPART_SIBL
(21,29),(21,34),-0.0405403 # DEPENDENCYPART_SIBL
(21,30),(21,33),0.0160008 # DEPENDENCYPART_SIBL
(21,30),(21,34),-0.0614175 # DEPENDENCYPART_SIBL
(21,33),(21,34),-0.0403539 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.195799 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.00367289 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0104563 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.0192558 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.155464 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.157958 # DEPENDENCYPART_SIBL
(22,24),(22,29),0.131417 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.00442327 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.013097 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.0725589 # DEPENDENCYPART_SIBL
(23,2),(23,13),0.105079 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.0887651 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.083217 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.417694 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.0708391 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.062167 # DEPENDENCYPART_SIBL
(23,2),(23,25),0.0145353 # DEPENDENCYPART_SIBL
(23,2),(23,26),0.0808261 # DEPENDENCYPART_SIBL
(23,2),(23,27),0.0382632 # DEPENDENCYPART_SIBL
(23,2),(23,28),0.14493 # DEPENDENCYPART_SIBL
(23,2),(23,29),0.0794116 # DEPENDENCYPART_SIBL
(23,2),(23,30),0.0679974 # DEPENDENCYPART_SIBL
(23,2),(23,33),0.0701401 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0273326 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.0198028 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0240042 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0105851 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0797733 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0631124 # DEPENDENCYPART_SIBL
(23,13),(23,26),-0.0136202 # DEPENDENCYPART_SIBL
(23,13),(23,27),0.0526168 # DEPENDENCYPART_SIBL
(23,13),(23,28),0.023023 # DEPENDENCYPART_SIBL
(23,13),(23,29),-0.0300901 # DEPENDENCYPART_SIBL
(23,13),(23,30),-0.0587222 # DEPENDENCYPART_SIBL
(23,13),(23,33),0.00370868 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0563762 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.140023 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.102664 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0238029 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.00834561 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.0129204 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.0498967 # DEPENDENCYPART_SIBL
(23,17),(23,28),0.00221005 # DEPENDENCYPART_SIBL
(23,17),(23,29),0.019632 # DEPENDENCYPART_SIBL
(23,17),(23,30),-0.0943695 # DEPENDENCYPART_SIBL
(23,17),(23,33),0.0415873 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.111184 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0939122 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0684471 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0179619 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0292302 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.0553199 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.0517488 # DEPENDENCYPART_SIBL
(23,18),(23,29),-0.0278139 # DEPENDENCYPART_SIBL
(23,18),(23,30),-0.111398 # DEPENDENCYPART_SIBL
(23,18),(23,33),-0.00945746 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0774963 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0481353 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.00957503 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0366656 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.0142697 # DEPENDENCYPART_SIBL
(23,19),(23,28),0.0770772 # DEPENDENCYPART_SIBL
(23,19),(23,29),0.020336 # DEPENDENCYPART_SIBL
(23,19),(23,30),0.0528973 # DEPENDENCYPART_SIBL
(23,19),(23,33),0.0530518 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0431288 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0500747 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0034034 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0180444 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.000231395 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.0635741 # DEPENDENCYPART_SIBL
(23,22),(23,30),0.0321157 # DEPENDENCYPART_SIBL
(23,22),(23,33),0.00771545 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.052933 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.0621938 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0762832 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.00465444 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.0822061 # DEPENDENCYPART_SIBL
(23,24),(23,30),0.0424968 # DEPENDENCYPART_SIBL
(23,24),(23,33),-0.00803941 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.0491385 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0384972 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0696472 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0656728 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.0262683 # DEPENDENCYPART_SIBL
(23,25),(23,33),-0.0106929 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0798399 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0447362 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.0627331 # DEPENDENCYPART_SIBL
(23,26),(23,30),0.139481 # DEPENDENCYPART_SIBL
(23,26),(23,33),-0.0767364 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0330634 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.057651 # DEPENDENCYPART_SIBL
(23,27),(23,30),0.0113308 # DEPENDENCYPART_SIBL
(23,27),(23,33),-0.18191 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0188633 # DEPENDENCYPART_SIBL
(23,28),(23,30),0.148134 # DEPENDENCYPART_SIBL
(23,28),(23,33),-0.220908 # DEPENDENCYPART_SIBL
(23,29),(23,30),0.045576 # DEPENDENCYPART_SIBL
(23,29),(23,33),-0.228853 # DEPENDENCYPART_SIBL
(23,30),(23,33),0.0931313 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0129302 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.00542731 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0433953 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0585103 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0214036 # DEPENDENCYPART_SIBL
(24,22),(24,29),0.0634151 # DEPENDENCYPART_SIBL
(24,22),(24,30),0.0573041 # DEPENDENCYPART_SIBL
(24,22),(24,33),0.0234386 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0240479 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0644394 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0942348 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.119123 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0143851 # DEPENDENCYPART_SIBL
(24,23),(24,30),-0.121802 # DEPENDENCYPART_SIBL
(24,23),(24,33),-0.0888236 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.189909 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.291247 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.530657 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.505053 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.169917 # DEPENDENCYPART_SIBL
(24,25),(24,33),-0.349657 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.306036 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.451352 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.447721 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.0150294 # DEPENDENCYPART_SIBL
(24,26),(24,33),-0.438378 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.543238 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.536629 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.104242 # DEPENDENCYPART_SIBL
(24,27),(24,33),-0.628049 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.536327 # DEPENDENCYPART_SIBL
(24,28),(24,30),0.132792 # DEPENDENCYPART_SIBL
(24,28),(24,33),-0.740576 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.127945 # DEPENDENCYPART_SIBL
(24,29),(24,33),-0.870686 # DEPENDENCYPART_SIBL
(24,30),(24,33),-0.162068 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.0415707 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.0827615 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.203615 # DEPENDENCYPART_SIBL
(26,22),(26,27),0.00949705 # DEPENDENCYPART_SIBL
(26,22),(26,28),-0.00899409 # DEPENDENCYPART_SIBL
(26,22),(26,30),0.0302363 # DEPENDENCYPART_SIBL
(26,22),(26,33),-0.00147899 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.0428403 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0540388 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.0460485 # DEPENDENCYPART_SIBL
(26,23),(26,30),-0.0812966 # DEPENDENCYPART_SIBL
(26,23),(26,33),-0.00482913 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.00359556 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.114268 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.0986227 # DEPENDENCYPART_SIBL
(26,25),(26,33),0.0939738 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.0329551 # DEPENDENCYPART_SIBL
(26,27),(26,30),0.0152507 # DEPENDENCYPART_SIBL
(26,27),(26,33),-0.181806 # DEPENDENCYPART_SIBL
(26,28),(26,30),0.151952 # DEPENDENCYPART_SIBL
(26,28),(26,33),-0.220906 # DEPENDENCYPART_SIBL
(26,30),(26,33),0.0944611 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.106048 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.244902 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.00354016 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.074156 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0462273 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.024715 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.0703039 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.336141 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.041833 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0931816 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.080106 # DEPENDENCYPART_SIBL
(28,25),(28,27),-0.0456908 # DEPENDENCYPART_SIBL
(28,25),(28,30),-0.118706 # DEPENDENCYPART_SIBL
(28,25),(28,33),-0.119867 # DEPENDENCYPART_SIBL
(28,26),(28,27),-0.153605 # DEPENDENCYPART_SIBL
(28,26),(28,30),-0.10872 # DEPENDENCYPART_SIBL
(28,26),(28,33),-0.0354044 # DEPENDENCYPART_SIBL
(28,27),(28,30),-0.00910197 # DEPENDENCYPART_SIBL
(28,27),(28,33),-0.00504058 # DEPENDENCYPART_SIBL
(28,30),(28,33),0.160847 # DEPENDENCYPART_SIBL
(29,14),(29,19),0.0574245 # DEPENDENCYPART_SIBL
(29,14),(29,22),0.011319 # DEPENDENCYPART_SIBL
(29,14),(29,23),0.172541 # DEPENDENCYPART_SIBL
(29,14),(29,24),-0.0319369 # DEPENDENCYPART_SIBL
(29,14),(29,25),-0.361966 # DEPENDENCYPART_SIBL
(29,14),(29,26),0.176465 # DEPENDENCYPART_SIBL
(29,14),(29,27),0.083431 # DEPENDENCYPART_SIBL
(29,14),(29,28),0.0352392 # DEPENDENCYPART_SIBL
(29,14),(29,30),0.113416 # DEPENDENCYPART_SIBL
(29,14),(29,31),0.171366 # DEPENDENCYPART_SIBL
(29,14),(29,32),0.0176677 # DEPENDENCYPART_SIBL
(29,14),(29,33),-0.0120167 # DEPENDENCYPART_SIBL
(29,14),(29,34),-0.0341112 # DEPENDENCYPART_SIBL
(29,19),(29,22),0.0753495 # DEPENDENCYPART_SIBL
(29,19),(29,23),-0.0734532 # DEPENDENCYPART_SIBL
(29,19),(29,24),0.0504217 # DEPENDENCYPART_SIBL
(29,19),(29,25),-0.212524 # DEPENDENCYPART_SIBL
(29,19),(29,26),-0.0754317 # DEPENDENCYPART_SIBL
(29,19),(29,27),-0.0783803 # DEPENDENCYPART_SIBL
(29,19),(29,28),-0.0863461 # DEPENDENCYPART_SIBL
(29,19),(29,30),0.0158341 # DEPENDENCYPART_SIBL
(29,19),(29,31),-0.0436188 # DEPENDENCYPART_SIBL
(29,19),(29,32),-0.0309193 # DEPENDENCYPART_SIBL
(29,19),(29,33),-0.0614121 # DEPENDENCYPART_SIBL
(29,19),(29,34),0.0515746 # DEPENDENCYPART_SIBL
(29,22),(29,23),0.0208518 # DEPENDENCYPART_SIBL
(29,22),(29,24),0.0953569 # DEPENDENCYPART_SIBL
(29,22),(29,25),-0.0475434 # DEPENDENCYPART_SIBL
(29,22),(29,26),0.0264521 # DEPENDENCYPART_SIBL
(29,22),(29,27),0.0283977 # DEPENDENCYPART_SIBL
(29,22),(29,28),0.104644 # DEPENDENCYPART_SIBL
(29,22),(29,30),0.0200687 # DEPENDENCYPART_SIBL
(29,22),(29,31),-0.0483562 # DEPENDENCYPART_SIBL
(29,22),(29,32),-0.0196207 # DEPENDENCYPART_SIBL
(29,22),(29,33),-0.0218134 # DEPENDENCYPART_SIBL
(29,22),(29,34),0.0165551 # DEPENDENCYPART_SIBL
(29,23),(29,24),-0.0266959 # DEPENDENCYPART_SIBL
(29,23),(29,25),-0.603072 # DEPENDENCYPART_SIBL
(29,23),(29,26),-0.0417333 # DEPENDENCYPART_SIBL
(29,23),(29,27),-0.0523551 # DEPENDENCYPART_SIBL
(29,23),(29,28),0.138563 # DEPENDENCYPART_SIBL
(29,23),(29,30),0.0831551 # DEPENDENCYPART_SIBL
(29,23),(29,31),0.0236429 # DEPENDENCYPART_SIBL
(29,23),(29,32),-0.00447283 # DEPENDENCYPART_SIBL
(29,23),(29,33),-0.017067 # DEPENDENCYPART_SIBL
(29,23),(29,34),-0.0187119 # DEPENDENCYPART_SIBL
(29,24),(29,25),-0.18228 # DEPENDENCYPART_SIBL
(29,24),(29,26),-0.02574 # DEPENDENCYPART_SIBL
(29,24),(29,27),0.00907593 # DEPENDENCYPART_SIBL
(29,24),(29,28),-0.00291532 # DEPENDENCYPART_SIBL
(29,24),(29,30),-0.031995 # DEPENDENCYPART_SIBL
(29,24),(29,31),-0.0703152 # DEPENDENCYPART_SIBL
(29,24),(29,32),-0.0503812 # DEPENDENCYPART_SIBL
(29,24),(29,33),-0.0326527 # DEPENDENCYPART_SIBL
(29,24),(29,34),-0.00151955 # DEPENDENCYPART_SIBL
(29,25),(29,26),0.191893 # DEPENDENCYPART_SIBL
(29,25),(29,27),0.220678 # DEPENDENCYPART_SIBL
(29,25),(29,28),0.303803 # DEPENDENCYPART_SIBL
(29,25),(29,30),0.184809 # DEPENDENCYPART_SIBL
(29,25),(29,31),0.0930686 # DEPENDENCYPART_SIBL
(29,25),(29,32),0.0342405 # DEPENDENCYPART_SIBL
(29,25),(29,33),-0.0558368 # DEPENDENCYPART_SIBL
(29,25),(29,34),-0.108808 # DEPENDENCYPART_SIBL
(29,26),(29,27),-0.0498506 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.146244 # DEPENDENCYPART_SIBL
(29,26),(29,30),0.0726095 # DEPENDENCYPART_SIBL
(29,26),(29,31),0.0319497 # DEPENDENCYPART_SIBL
(29,26),(29,32),0.0419839 # DEPENDENCYPART_SIBL
(29,26),(29,33),-0.00848678 # DEPENDENCYPART_SIBL
(29,26),(29,34),-0.02191 # DEPENDENCYPART_SIBL
(29,27),(29,28),-0.112384 # DEPENDENCYPART_SIBL
(29,27),(29,30),0.100977 # DEPENDENCYPART_SIBL
(29,27),(29,31),0.00875244 # DEPENDENCYPART_SIBL
(29,27),(29,32),-0.0355271 # DEPENDENCYPART_SIBL
(29,27),(29,33),-0.0217277 # DEPENDENCYPART_SIBL
(29,27),(29,34),-0.0201447 # DEPENDENCYPART_SIBL
(29,28),(29,30),0.262295 # DEPENDENCYPART_SIBL
(29,28),(29,31),0.0566719 # DEPENDENCYPART_SIBL
(29,28),(29,32),0.0522029 # DEPENDENCYPART_SIBL
(29,28),(29,33),0.0492506 # DEPENDENCYPART_SIBL
(29,28),(29,34),-0.0452004 # DEPENDENCYPART_SIBL
(29,30),(29,31),0.12395 # DEPENDENCYPART_SIBL
(29,30),(29,32),0.200468 # DEPENDENCYPART_SIBL
(29,30),(29,33),0.120432 # DEPENDENCYPART_SIBL
(29,30),(29,34),0.0286006 # DEPENDENCYPART_SIBL
(29,31),(29,32),-0.0857995 # DEPENDENCYPART_SIBL
(29,31),(29,33),-0.0896367 # DEPENDENCYPART_SIBL
(29,31),(29,34),-0.0625822 # DEPENDENCYPART_SIBL
(29,32),(29,33),-0.176721 # DEPENDENCYPART_SIBL
(29,32),(29,34),-0.027226 # DEPENDENCYPART_SIBL
(29,33),(29,34),-0.0423619 # DEPENDENCYPART_SIBL
(30,29),(30,31),-0.0516488 # DEPENDENCYPART_SIBL
(30,29),(30,32),0.00474011 # DEPENDENCYPART_SIBL
(30,29),(30,33),-0.116156 # DEPENDENCYPART_SIBL
(30,31),(30,32),-0.989269 # DEPENDENCYPART_SIBL
