# _root_ Next spring , nearly 30 % of its suits will have pleated pants , compared with virtually none a couple of years ago .
#goldHeads=2,10,10,6,4,10,6,9,7,0,10,13,11,11,11,15,18,16,20,23,20,21,18,10,
#predictedHeads=2,10,10,6,4,10,6,9,7,0,10,13,11,11,11,15,18,16,20,23,20,21,18,10,
(20,21),(20,24),-0.568233 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,25),-0.461655 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,22),(20,23),-0.790151 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,24),-0.662258 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,25),-0.476014 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,23),(20,24),-0.28893 # DEPENDENCYPART_NEXTSIBL
(20,23),(20,25),-0.510597 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,24),(20,25),-1.71837 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,19),-1.0767 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,18),-0.402743 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,17),-0.139106 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,-1),-0.476296 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,19),(20,18),-0.617592 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,17),-0.568489 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,-1),-0.233501 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,18),(20,17),-0.581012 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,-1),-0.582617 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,17),(20,-1),-0.348249 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,22),-0.383264 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,23),-0.434202 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,25),-0.962224 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,22),(21,23),-0.763684 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,25),-0.165369 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,23),(21,25),-0.609443 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,20),-0.334528 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,19),-1.21262 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,18),-0.417573 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),-0.247065 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,20),(21,19),-0.631742 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,18),-1.11366 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,-1),-0.7547 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,19),(21,18),-0.855631 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,-1),-0.681511 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,18),(21,-1),-0.652457 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,23),-0.26271 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,25),-0.377368 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,23),(22,25),-0.505017 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,21),0.0525426 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,20),-0.398995 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,19),-1.09365 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,18),-0.482901 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,17),-0.127772 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,-1),-0.563066 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,21),(22,20),-0.913428 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,19),-1.05169 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,18),-1.21807 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,17),-1.11494 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,-1),-0.530274 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,20),(22,19),-0.5315 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,18),-1.06211 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,17),-0.942658 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,-1),-0.761279 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,19),(22,18),-0.672814 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,17),-0.576485 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,-1),-0.253943 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,18),(22,17),-0.629036 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,-1),-0.660259 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,17),(22,-1),-0.345406 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-1.22352 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,25),-0.630143 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,25),-1.83251 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,22),-0.324434 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,21),-0.0123011 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,20),-0.123598 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,18),-0.211435 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,16),-0.503283 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-0.533465 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,22),(23,21),-0.859568 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,20),-1.49974 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,18),-1.51882 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,16),-1.57338 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,-1),-0.147549 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,21),(23,20),-0.820165 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,18),-1.12602 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,16),-1.39978 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,-1),-0.726904 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,20),(23,18),-0.978492 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,16),-0.963357 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,-1),-0.511129 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,18),(23,16),-0.707509 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,-1),-0.413705 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,16),(23,-1),-0.458008 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,25),-0.47014 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,24),(24,23),-0.489196 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,-1),-0.0574785 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,23),(24,-1),-0.613354 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,1),(1,2),0.76444 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.371568 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0517221 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.102481 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.482376 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.549151 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.513588 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.387155 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.28509 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.266681 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.282658 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.173399 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.648595 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.398023 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.218222 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.449015 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.374717 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.145327 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.0382995 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),2.86417 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.629517 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.725983 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.539799 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0133232 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0859829 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.159901 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.176246 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.480469 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.393792 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.131229 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.347409 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.030696 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.2538 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.735163 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.832133 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.169266 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.160493 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0856293 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.228053 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.484082 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.319452 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.55577 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.520516 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.543552 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.056686 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.284745 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.315039 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.248464 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.681994 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.418635 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.168927 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.293287 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.510015 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.390543 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.19043 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),2.91051 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.719454 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.891889 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.942005 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.254764 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.00106477 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.0567146 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0264089 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.0519148 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.67295 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.180964 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.192044 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.427567 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.603658 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.17679 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.00369278 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.0448894 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),3.02363 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.741565 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.79345 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.110276 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.128243 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.0471652 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.149546 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.206164 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.393054 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.237752 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.135695 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.401457 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.490237 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.285177 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.119769 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.0158944 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.0283135 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.383172 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),2.90982 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.697907 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.702612 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.0924975 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.234431 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.252225 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.532532 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.201855 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.638039 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.259687 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.12302 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.0597072 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.0154999 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.10851 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.416758 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),2.8641 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.967119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.190357 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.236906 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.216953 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.13443 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.269269 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.235763 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.0301739 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.21685 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.563887 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.0047177 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.237657 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.240325 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.192385 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-0.709069 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.143757 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.02047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.356944 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.119756 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.267696 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.251014 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.347275 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.0137273 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.215862 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.995165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.202369 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.1012 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.110075 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0313076 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.234264 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.179023 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.000724005 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.191298 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.485994 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.507148 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),0.038689 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.21689 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.653901 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-0.678022 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.08498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.338422 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.154366 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.13162 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.151068 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.0944891 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.113697 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.208386 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.101698 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.446209 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.540524 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.00589458 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.147064 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.149735 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.17154 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.586363 # DEPENDENCYPART_GRANDPAR
(1,10),(10,24),-0.669831 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.3651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.331639 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.189894 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.520616 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.241835 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.164245 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.231056 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.707964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.220324 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.374805 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0701632 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.278439 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.0205087 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.271548 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.0202393 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.2802 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),0.124588 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.0655486 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.0718544 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.233073 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.67459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),0.226226 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.115921 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.141407 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.138584 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.208153 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.117331 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.317641 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.778953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.206946 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.321994 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.28076 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.202697 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.151424 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.26195 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.0284945 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.189346 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.149479 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),0.193481 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.104292 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.525712 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-0.775031 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.866343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),0.172766 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.283315 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.00616968 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0065214 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.233027 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.336811 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.0300996 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.0497377 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.0764251 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.316195 # DEPENDENCYPART_GRANDPAR
(2,9),(9,3),0.226512 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.259479 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.247175 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.105767 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.345165 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0856047 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.195251 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.0757146 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.248505 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),0.123674 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.146601 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.230564 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.774002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.172072 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.219476 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.266428 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.0887998 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.213169 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.019425 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.097965 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.125838 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.244824 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),0.0702764 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.0367126 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.0404812 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.0488442 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.441457 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),-0.865484 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.878592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.141132 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.237404 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.222846 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.0174694 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.262127 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.119095 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.238418 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.135145 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.194311 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),0.0755224 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.100379 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),0.0476917 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.0225322 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.392735 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.573102 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.157856 # DEPENDENCYPART_GRANDPAR
(2,11),(11,24),-0.947042 # DEPENDENCYPART_GRANDPAR
(2,13),(13,3),0.22655 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.25953 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.247525 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),0.345116 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.0860401 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.0175765 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.0655126 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0276317 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),0.117827 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.151381 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.159748 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.153117 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.437067 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.624221 # DEPENDENCYPART_GRANDPAR
(2,13),(13,24),-0.829546 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.882813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),0.104354 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),0.00955268 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),0.206448 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.127741 # DEPENDENCYPART_GRANDPAR
