# _root_ `` Because of distance , it takes a while for them to appreciate the economic stability we 've achieved , '' says one economic policymaker .
#goldHeads=22,7,2,2,7,7,22,9,7,13,13,13,7,16,16,13,18,16,18,22,22,0,25,25,22,22,
#predictedHeads=22,7,2,2,7,7,22,9,7,13,13,13,7,16,16,13,18,16,18,22,22,0,25,25,22,22,
(25,15),(25,22),0.0433076 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.0261216 # DEPENDENCYPART_SIBL
(25,15),(25,24),0.0240162 # DEPENDENCYPART_SIBL
(25,15),(25,26),-0.0493141 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.0257642 # DEPENDENCYPART_SIBL
(25,18),(25,20),0.12121 # DEPENDENCYPART_SIBL
(25,18),(25,21),0.184238 # DEPENDENCYPART_SIBL
(25,18),(25,22),0.0345461 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.00350842 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.0263728 # DEPENDENCYPART_SIBL
(25,18),(25,26),0.0295977 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.129758 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.197234 # DEPENDENCYPART_SIBL
(25,19),(25,22),0.033008 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.00076639 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.0283884 # DEPENDENCYPART_SIBL
(25,19),(25,26),0.0330816 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.193391 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.0695638 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0137873 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0392071 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.0331259 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.0413915 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.0354635 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.0120861 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0294659 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.0099013 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0206834 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0653187 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.083543 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.00870382 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0493141 # DEPENDENCYPART_SIBL
(0,0),(0,7),-0.147467 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,22),0.594852 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,27),-0.955993 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,7),(0,22),-0.983234 # DEPENDENCYPART_NEXTSIBL
(0,7),(0,27),-0.815369 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,22),(0,27),-0.693453 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.434983 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,27),-0.272786 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,-1),-0.434983 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,3),-0.0349958 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,4),-0.591034 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,5),-1.26921 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,7),-0.409122 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,9),-0.90902 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,10),-0.339934 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,12),-0.59362 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,21),-1.00068 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,26),-0.868843 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,27),-0.352526 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,3),(2,4),-0.308613 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,5),-0.665371 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,7),-0.570712 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,9),-0.134216 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,10),-0.916569 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,12),-0.951296 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,21),-1.11662 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,26),-0.711284 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,27),-1.02281 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,4),(2,5),-0.859908 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,7),-1.24745 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,9),-1.56962 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,10),-1.0549 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,12),-0.956793 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,21),-1.36025 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,26),-1.14791 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,27),-0.467008 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,5),(2,7),-0.374139 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,9),-0.978884 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,10),-1.0784 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,12),-0.801113 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,21),-1.67602 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,26),-1.62476 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,27),-0.821334 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,7),(2,9),-0.650884 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,10),-0.564547 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,12),-0.708523 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,21),-0.759286 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,26),-0.477382 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,27),-1.08726 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,9),(2,10),-0.51733 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,12),-0.61233 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,21),-1.03596 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,26),-0.965807 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,27),-0.549853 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,10),(2,12),-0.673559 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,21),-0.951068 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,26),-0.841211 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,27),-0.908414 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,12),(2,21),-0.958277 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,26),-0.822317 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,27),-0.486509 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,21),(2,26),-1.46599 # DEPENDENCYPART_NEXTSIBL
(2,21),(2,27),-0.837768 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,26),(2,27),-2.24206 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,2),(2,1),-1.14084 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,-1),-0.248703 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,1),(2,-1),-0.892734 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,4),-0.275426 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,5),-1.26468 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,7),-0.373389 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,27),-0.950626 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,4),(3,5),-0.819511 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,7),-1.20507 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,27),-0.292783 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,5),(3,7),-0.356134 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,27),-0.797136 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,7),(3,27),-1.03776 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,2),-0.706546 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,1),-1.13781 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,-1),-0.235467 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,2),(3,1),-0.503158 # DEPENDENCYPART_NEXTSIBL
(3,2),(3,-1),-0.19789 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,1),(3,-1),-0.893602 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,5),-1.10656 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,6),-0.549643 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,7),-0.362885 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,9),-0.872057 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,16),-0.499173 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,20),-1.12755 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,21),-0.94103 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,26),-0.670613 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,27),-0.418428 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,5),(4,6),-0.449803 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,7),-0.221353 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,9),-0.694365 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,16),-0.667527 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,20),-1.2352 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,21),-1.56049 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,26),-1.5368 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,27),-0.805815 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,6),(4,7),-0.466347 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,9),-0.856554 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,16),-0.968618 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,20),-1.08192 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,21),-1.11284 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,26),-1.14288 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,27),-0.860006 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,7),(4,9),-0.569005 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,16),-0.619241 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,20),-0.148097 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,21),-0.683974 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,26),-0.512781 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,27),-0.99164 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,9),(4,16),-1.1947 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,20),-0.251067 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,21),-1.01864 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,26),-0.830574 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,27),-0.616257 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,16),(4,20),-0.283157 # DEPENDENCYPART_NEXTSIBL
(4,16),(4,21),-0.838647 # DEPENDENCYPART_NEXTSIBL
(4,16),(4,26),-0.839167 # DEPENDENCYPART_NEXTSIBL
(4,16),(4,27),-0.631997 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,20),(4,21),0.0250198 # DEPENDENCYPART_NEXTSIBL
(4,20),(4,26),-0.707307 # DEPENDENCYPART_NEXTSIBL
(4,20),(4,27),-0.668685 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,21),(4,26),-1.42561 # DEPENDENCYPART_NEXTSIBL
(4,21),(4,27),-0.997613 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,26),(4,27),-2.12757 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,3),-0.247418 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,2),-0.837505 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,1),-1.11688 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,-1),-0.469692 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,3),(4,2),-1.17066 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,1),-1.39636 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,-1),-0.835798 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,2),(4,1),-0.589953 # DEPENDENCYPART_NEXTSIBL
(4,2),(4,-1),-0.306482 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,1),(4,-1),-0.938926 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,27),-0.136963 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,5),(5,3),-0.357447 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,2),-0.945097 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,-1),-0.233776 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,3),(5,2),-1.14722 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,-1),-1.03274 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,2),(5,-1),-0.405441 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,9),-0.735326 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,13),-0.280451 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,27),-0.321695 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,9),(6,13),-0.784232 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,27),-0.583165 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,13),(6,27),-0.835981 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,5),-1.40516 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,-1),-0.367578 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,5),(6,-1),-1.12622 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,8),-0.846796 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-0.651802 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,10),-0.491623 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,12),-0.641187 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,13),-0.30612 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,15),-0.109999 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,16),-0.245547 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,18),-0.150299 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,19),-0.322199 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,20),-1.12795 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,21),-1.03384 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,22),0.0670112 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,26),-1.02694 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,27),-0.731698 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-0.53255 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,10),-0.782256 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,12),-0.75176 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,13),-0.838193 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,15),-1.01765 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,16),-0.975991 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,18),-0.907831 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,19),-0.947617 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,20),-1.06206 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,21),-1.12672 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,22),-1.06358 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,26),-1.23898 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,27),-1.21512 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,10),-0.642155 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,12),-0.53984 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,13),-0.836718 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,15),-0.856814 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,16),-1.14592 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,18),-0.659475 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,19),-0.700662 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,20),-0.530076 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,21),-1.03412 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,22),-0.804139 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,26),-0.942436 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,27),-0.671555 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,10),(7,12),-0.652638 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,13),-0.685401 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,15),-0.811969 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,16),-0.800875 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,18),-0.636341 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,19),-0.745438 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,20),-0.258643 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,21),-0.9829 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,22),-0.878347 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,26),-0.846893 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,27),-0.665973 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,12),(7,13),-1.00581 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,15),-0.979682 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,16),-0.907612 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,18),-0.906461 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,19),-0.943257 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,20),-0.758673 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,21),-0.955082 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,22),-1.02469 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,26),-0.773776 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,27),-0.310755 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,13),(7,15),-1.1596 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,16),-0.890487 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,18),-1.07301 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,19),-1.09881 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,20),-0.552074 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,21),-0.958296 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,22),-1.05912 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,26),-0.815027 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,27),-0.778479 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,15),(7,16),-0.81515 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,18),-0.881035 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,19),-0.870906 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,20),-0.687491 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,21),-0.918677 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,22),-0.938065 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,26),-0.802318 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,27),-0.899912 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,16),(7,18),-0.659076 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,19),-0.81271 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,20),-0.530267 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,21),-0.822079 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,22),-0.837305 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,26),-0.91991 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,27),-0.603153 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,18),(7,19),-0.960149 # DEPENDENCYPART_NEXTSIBL
(7,18),(7,20),-0.444182 # DEPENDENCYPART_NEXTSIBL
(7,18),(7,21),-0.673778 # DEPENDENCYPART_NEXTSIBL
(7,18),(7,22),-0.906001 # DEPENDENCYPART_NEXTSIBL
(7,18),(7,26),-0.638159 # DEPENDENCYPART_NEXTSIBL
(7,18),(7,27),-0.160993 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,19),(7,20),-0.690239 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,21),-0.910926 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,22),-1.09001 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,26),-0.736131 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,27),-0.645469 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,20),(7,21),-0.0467223 # DEPENDENCYPART_NEXTSIBL
(7,20),(7,22),-0.492105 # DEPENDENCYPART_NEXTSIBL
(7,20),(7,26),-0.753871 # DEPENDENCYPART_NEXTSIBL
(7,20),(7,27),-0.858633 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,21),(7,22),-0.514277 # DEPENDENCYPART_NEXTSIBL
(7,21),(7,26),-1.53067 # DEPENDENCYPART_NEXTSIBL
(7,21),(7,27),-0.951292 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,22),(7,26),-0.199554 # DEPENDENCYPART_NEXTSIBL
(7,22),(7,27),-1.08911 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,26),(7,27),-2.21171 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,6),-0.334369 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,5),-1.69441 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,4),-0.333345 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,3),-0.385333 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,2),-0.940946 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,1),-1.0472 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-0.677739 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,6),(7,5),0.160478 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,4),-0.680457 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,3),-0.567334 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,2),-0.435495 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,1),-0.926575 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,-1),-0.671114 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,5),(7,4),-0.306588 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,3),-0.416529 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,2),-0.403528 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,1),-0.917689 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,-1),-1.09282 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,4),(7,3),-0.594775 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,2),-0.388443 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,1),-0.831985 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,-1),-0.722806 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,3),(7,2),-1.05772 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,1),-1.41894 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,-1),-1.03654 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,2),(7,1),-0.5033 # DEPENDENCYPART_NEXTSIBL
(7,2),(7,-1),-0.179708 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,1),(7,-1),-0.781859 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,10),-0.393743 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,13),-0.332323 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,27),-0.237376 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,10),(8,13),-0.621103 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,27),-0.792413 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,13),(8,27),-0.834393 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,-1),-0.312029 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,9),(9,10),-0.215951 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,11),-0.63754 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,12),-0.580947 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,13),-0.385052 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,16),-0.665711 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,18),-0.219919 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,19),-0.378445 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,20),-1.10746 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,27),-0.106291 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,11),-0.779493 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,12),-0.60992 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,13),-0.576752 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,16),-0.838452 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,18),-0.515681 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,19),-0.629639 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,20),-0.23619 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,27),-0.689954 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,11),(9,12),-0.863056 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,13),-0.7932 # DEPENDENCYPART_NEXTSIBL
