# _root_ However , HomeFed 's loan originations and purchases plunged 26 % in the quarter , to $ 1.4 billion from $ 1.9 billion a year earlier .
#goldHeads=9,9,7,3,7,7,9,7,0,11,9,9,14,12,9,9,16,17,17,9,20,21,21,25,26,20,9,
#predictedHeads=9,9,6,3,6,7,9,7,0,11,9,9,14,12,9,9,16,17,17,9,20,21,21,25,26,20,9,
(8,16),(16,19),-0.45908 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.165505 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.239455 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-0.967907 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.109594 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.496764 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.565656 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.206031 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.815028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,1),0.17533 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.291948 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.221252 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0240488 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.514163 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.39425 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.390005 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.774165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),0.471285 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),0.331352 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.000310135 # DEPENDENCYPART_GRANDPAR
(9,3),(3,27),-0.87829 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.275552 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.212747 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.515977 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.401408 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.403466 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.396216 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.774832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),0.470968 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),0.00958675 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.290835 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.220142 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.533885 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.386127 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.587273 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.395213 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.441933 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.774165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),0.471287 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.000309584 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),0.00987613 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.350617 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.106901 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.63899 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.72248 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.596738 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.444492 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.08496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.0697731 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),0.0261058 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.0633167 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.22115 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.10534 # DEPENDENCYPART_GRANDPAR
(9,7),(7,27),-1.07869 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.292669 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.219113 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.541471 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.595207 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.499241 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.141276 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.774175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.268118 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.471281 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),0.331342 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.000313653 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),0.00987206 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.315771 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.618949 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.490422 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.436326 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.586222 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.443313 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),0.176412 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),0.238962 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),0.132975 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.309536 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.171625 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.358039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.61639 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.366486 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0519797 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.595511 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.672886 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.267375 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.0415537 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.326917 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.168805 # DEPENDENCYPART_GRANDPAR
(9,11),(11,25),0.374217 # DEPENDENCYPART_GRANDPAR
(9,11),(11,27),-0.493063 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.540227 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.803414 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0324135 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.765562 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.723531 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.30026 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.138376 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.458948 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.286647 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),0.405675 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),0.168335 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.314742 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.586838 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.808716 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0275047 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.66642 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.357104 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.07986 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.33481 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.160894 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.217193 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.0724236 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.0809853 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.143778 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.0791425 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.454484 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.48351 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.638755 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.198659 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.453125 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.263593 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.327987 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),0.551282 # DEPENDENCYPART_GRANDPAR
(9,16),(16,27),-0.421632 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.622536 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.135871 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.570904 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.449804 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.326621 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.245229 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.249677 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.0266863 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),0.0666342 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.0594427 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),0.353936 # DEPENDENCYPART_GRANDPAR
(9,17),(17,27),-0.54756 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),0.41387 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.0128383 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.114366 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.0444028 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),0.00518332 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),0.15555 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.0666981 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),0.538114 # DEPENDENCYPART_GRANDPAR
(9,20),(20,26),-0.00366671 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.468572 # DEPENDENCYPART_GRANDPAR
(9,25),(25,17),0.155421 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),0.00313781 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.100266 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.31906 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.508129 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-0.0475093 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.343952 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.544201 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.213822 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.2069 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.206934 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.267977 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0841008 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.41275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.231305 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.738063 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.644459 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.555039 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-0.713134 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.06344 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.695131 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.702449 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.689772 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.750291 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.663296 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.669487 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.964875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.339563 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.043907 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0621081 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0656847 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0859152 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.0603337 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.00411853 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.201476 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.398905 # DEPENDENCYPART_GRANDPAR
(10,11),(11,27),-0.266777 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.01175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.317289 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0198971 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0646863 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0350711 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0818783 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.147393 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.0559448 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.0413436 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.0496611 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.699512 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.750203 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.947324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.302256 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.165965 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0880712 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0553629 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.0702656 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0324413 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.0447874 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.183853 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.0259245 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.121085 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.131622 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.0233126 # DEPENDENCYPART_GRANDPAR
(10,14),(14,27),-0.2563 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.477919 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.431156 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.492427 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.589841 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.447703 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.537181 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.170486 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.034161 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.59051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.356467 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.470033 # DEPENDENCYPART_GRANDPAR
(11,3),(3,27),-0.945719 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.439941 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.494614 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.485414 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.123992 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.537152 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.173714 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0366452 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.59054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,16),-0.265984 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.431156 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.492426 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.476315 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.115209 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.449041 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.170487 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.141095 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.0382289 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.59051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,15),-0.470033 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.265984 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.23584 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.505035 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.456743 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.409694 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.523019 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.222055 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.055085 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.580337 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.76401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.47638 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.842452 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.405354 # DEPENDENCYPART_GRANDPAR
(11,7),(7,27),-0.947227 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.433445 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.495229 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.474027 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.446408 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.540293 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.34175 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0370276 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.655239 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.59051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.35647 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.470033 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.265984 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.250225 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.527801 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.441524 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.410422 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.506628 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.152388 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.120265 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.534593 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.75394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.473384 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.60129 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.83029 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.45925 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.338551 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.613025 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.588739 # DEPENDENCYPART_GRANDPAR
(11,9),(9,25),-0.457617 # DEPENDENCYPART_GRANDPAR
(11,9),(9,27),-0.992653 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.298095 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.56952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.28205 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.647777 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.310878 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.11977 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.958275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0496641 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.124006 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.247163 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.338176 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),8.07335e-05 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.405851 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),0.296224 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),0.166754 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.10532 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.917191 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),0.0639511 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.900635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),0.231737 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.238253 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.372347 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.118273 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.2359 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.126876 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.0536813 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.326981 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),0.043433 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.0998705 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),0.0895049 # DEPENDENCYPART_GRANDPAR
(11,14),(14,27),-0.308107 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.0596323 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0382018 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.144317 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.252885 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.139963 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.0799782 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),0.312782 # DEPENDENCYPART_GRANDPAR
(11,16),(16,27),-0.44512 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.153188 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.042673 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.16963 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.330052 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.327747 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.309364 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.0910344 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.234745 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),0.131382 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),0.0826183 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),0.313773 # DEPENDENCYPART_GRANDPAR
(11,17),(17,27),-0.436452 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.182671 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0142117 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0160161 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.163328 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.159048 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.153123 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.039963 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.452839 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),0.0671879 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.0736234 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),0.143464 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.428157 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.0651686 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.223577 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.120416 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.214222 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),0.160756 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),0.0137499 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),0.43125 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),0.215248 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.383341 # DEPENDENCYPART_GRANDPAR
(11,25),(25,17),0.0889554 # DEPENDENCYPART_GRANDPAR
(11,25),(25,21),-0.119752 # DEPENDENCYPART_GRANDPAR
(11,25),(25,22),0.0781611 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.0381698 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),0.359117 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),0.115457 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0296786 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.126565 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.27607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),0.379261 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.113263 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.0337764 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.321763 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.224632 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.233769 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0990741 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0983349 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0559904 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.601729 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.34418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.154716 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),0.365088 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.263863 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.64639 # DEPENDENCYPART_GRANDPAR
