# _root_ And Fairfax County , Va. , Water Authority 's 7 1\/4 % issue of 2027 was down 3\/4 at 99 7\/8 bid .
#goldHeads=16,5,5,5,8,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,22,19,16,
#predictedHeads=16,3,16,3,3,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,19,21,16,
(7,3),(3,1),-0.45876 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.309391 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.351676 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.350083 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.378249 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.06082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.931591 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-1.84112 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-1.31096 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-1.36632 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-1.49811 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-1.45328 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-1.544 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-1.38009 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-1.73467 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-2.00495 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.493063 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.372162 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.331807 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.318842 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.433247 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.06081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.931581 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.84111 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-1.31095 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.36631 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.49808 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.45325 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.54398 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.43683 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-1.38008 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.73465 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-1.70068 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-2.00494 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.08315 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.865171 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.03407 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.814042 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.85207 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.903478 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-1.16316 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-1.0218 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.328978 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0154135 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.281141 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.117545 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.341132 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.36469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,13),-0.775099 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.750189 # DEPENDENCYPART_GRANDPAR
(8,2),(2,23),-1.40624 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.355822 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.293883 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.31885 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.123138 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.378841 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.379671 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.3647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-1.02886 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.803927 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.684733 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.847961 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.77513 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-1.03728 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.750199 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-1.16403 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),-1.40625 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.390125 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.356653 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.168884 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.285981 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.433839 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.41242 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.36469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-1.02885 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.803916 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.684722 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.84793 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.775099 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.03726 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.859382 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.750189 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-1.164 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-1.08738 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-1.40624 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.276834 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0991764 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.145705 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.146597 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.205696 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-1.02902 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-1.40641 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.976481 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.692924 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.795823 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.811688 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.339674 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.216529 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.997108 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.829043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.369744 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.308101 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.571919 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.461301 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.997108 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.829856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.372035 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.222001 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.565787 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.976541 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.90631 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.776163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),-0.0683411 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0228976 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.127376 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.191249 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.169526 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.251451 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.295698 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.09369 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.973546 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.800416 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.871518 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.903315 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.931508 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-1.17615 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.623765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0143966 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.147614 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.025532 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0987141 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.14903 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.313689 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0761421 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.231685 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.287272 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.470693 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.562925 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.554507 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.226886 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.630707 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.213963 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.426643 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.232973 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.180419 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.732603 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.475213 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.42891 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.37597 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.273758 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.152395 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.015939 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.398508 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.421082 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.496133 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.440058 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.977928 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.856432 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.683302 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.708915 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.786202 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.768906 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-1.05904 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.795746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,10),-0.173338 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.0537872 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.167506 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0576317 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.418524 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.227029 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0461017 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.12529 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.385445 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.439414 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.382354 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.107345 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.843389 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.265694 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.341081 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.611664 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.67144 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.647818 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.287572 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.853303 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.997111 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.284684 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.157572 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),0.0428672 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.40779 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.322889 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.155621 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.819315 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.684158 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.658142 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.603416 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.550712 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.378446 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0663179 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.10548 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.478058 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.135785 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.16772 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-1.12578 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.798488 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.124821 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.0949851 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.256568 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.113895 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.219093 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.077923 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.0745898 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.99164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.679371 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.92859 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-1.04052 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-1.14257 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-1.00038 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.786635 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.877115 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-1.30669 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.124137 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.0583 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.0304017 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.329227 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.268245 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0490947 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0457615 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.99164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.679371 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.92859 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-1.04051 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-1.14256 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-1.00037 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-1.21366 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.786635 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.877102 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-1.44738 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-1.30669 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.611785 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.561044 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.47692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.328746 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.670477 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.592591 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.611785 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.561045 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.47692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.179637 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.665625 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.375194 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.388084 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.627765 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.416213 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.374621 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.796443 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.920455 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.257348 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.277108 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.327016 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.261077 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.382571 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.265448 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.179425 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.55625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.670243 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.665444 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.816182 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.945844 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.968063 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.914878 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.839332 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-1.0422 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-1.08828 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.281799 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.331138 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.359126 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.465611 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.53313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.646854 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.894449 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.784644 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.55041 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.15033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.095997 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.872248 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.913268 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.871747 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.10516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.237302 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.264224 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.457547 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.541798 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.43665 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.280581 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.20564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.309623 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.197655 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.445085 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.36702 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.291912 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.193599 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.498917 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.489436 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.746123 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.479636 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.502577 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.869663 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-1.20738 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.379711 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.3771 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.445139 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.32314 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.49044 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.385216 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0171255 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.513479 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.76591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.657063 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.889403 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-1.02176 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.936304 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.2018 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.946377 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.04105 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-1.20743 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.361603 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.431125 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.421183 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.57348 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.493213 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.74252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,1),-0.227274 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.34731 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.19191 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.75847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.602926 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.929161 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.994828 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.975548 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.99856 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.925418 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.34504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.344842 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.533644 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.828378 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.543313 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.549798 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.976961 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.405393 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-1.07345 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.303219 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-1.11289 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.60589 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.903741 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.927802 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-1.50701 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-1.00419 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.90233 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.5243 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-1.15 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-1.30128 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.652501 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.68131 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),4.0331e-05 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.74904 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.349253 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-2.08312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.903741 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-1.15782 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.840239 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.927802 # DEPENDENCYPART_GRANDPAR
(12,5),(5,19),-1.32752 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-1.23436 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-1.50701 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.861421 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.50361 # DEPENDENCYPART_GRANDPAR
