# _root_ One customer , Dayna Brunsdon , says she spurned a color portrait for black and white because `` it 's more dramatic .
#goldHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,20,20,17,22,20,7,
#predictedHeads=2,7,2,5,2,2,0,9,7,12,12,9,12,13,14,15,9,17,20,17,22,20,7,
(7,12),(12,9),0.300978 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.228005 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.118395 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.1145 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.458738 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.135717 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.566355 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.0495232 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.191304 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.365758 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),0.167969 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.527023 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.340182 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.340338 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0664621 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.458865 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.106992 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.146601 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.356847 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),0.148501 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.460149 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.158818 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.0513396 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.468837 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.205014 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.136745 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.650052 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),0.559294 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),0.171924 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.45948 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.537398 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.0911266 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.0571486 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.724085 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),1.35834 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),0.207008 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.504017 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.224839 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.130199 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),0.56861 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.127166 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.495736 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.077147 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.640103 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.000101946 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.671756 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),0.637672 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),0.243741 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.466123 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),0.0121051 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),0.039672 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-0.314427 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.117373 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-0.0616645 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),0.32638 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.497195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,8),0.87761 # DEPENDENCYPART_GRANDPAR
(7,20),(20,9),0.378412 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),0.209473 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),0.402365 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),0.354504 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.195767 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.0859526 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.33713 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),0.360819 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),0.0131206 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.302691 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),0.493801 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.21556 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.0178317 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.615552 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.45307 # DEPENDENCYPART_GRANDPAR
(7,22),(22,2),-0.346478 # DEPENDENCYPART_GRANDPAR
(7,22),(22,5),-0.344347 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),0.426995 # DEPENDENCYPART_GRANDPAR
(7,22),(22,13),0.142749 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.382738 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-0.526724 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),0.251468 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.149752 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.70495 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),0.691336 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),0.463806 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.653866 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.554275 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.446301 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.585563 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.541198 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.432812 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.351641 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.20922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.487252 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.618665 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.861768 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.670839 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.617153 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.484427 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.615777 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.668672 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.627658 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.536501 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.2158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.486382 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.422693 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.505909 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.739729 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.828789 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.571766 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.868588 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.635625 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.773936 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.718913 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.794076 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.978405 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-0.737525 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.05728 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.846333 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.03099 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.05835 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.01733 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.951717 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.842326 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.680089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.174033 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0666832 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0172882 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.173544 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.361539 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.138283 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.393565 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.130303 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.387113 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),0.0905755 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.321969 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.3521 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.496128 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.41976 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.109155 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.0235957 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.223704 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.210779 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.170751 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.0468731 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.22971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,1),0.140968 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0371176 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.155934 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.14301 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.231464 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.0472165 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.00788218 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.25695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.364986 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.419257 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),0.118169 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.767415 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.583607 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.988782 # DEPENDENCYPART_GRANDPAR
(9,2),(2,23),-0.766839 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.118923 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0325884 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.174232 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.396415 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.18781 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.319679 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0466461 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0474102 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.30986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,12),-0.461735 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0325884 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.174232 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.396415 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.229192 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.319679 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0466461 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0474102 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.30986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-0.461735 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.78917 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.602454 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.353922 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0910988 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.263625 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.33036 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.427132 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.414207 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.524706 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0138974 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.12815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.064273 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.118549 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.0146839 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.576191 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.273516 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.795797 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),0.130149 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.0251764 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.0550349 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.484038 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.709642 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.677358 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.47353 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.259314 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.22077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.308926 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.302642 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.59273 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.142388 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.142467 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.229452 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.261168 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.129345 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.139823 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.57469 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.682499 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.00451 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.977143 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.964218 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.19886 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.62853 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.445386 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.510854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.5953 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.267236 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.13775 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.230986 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.270253 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.43523 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.124626 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.151602 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),0.139409 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.224866 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.330712 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.212709 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.133428 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.202002 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.328514 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.144492 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.0195456 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),0.113709 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.198038 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.247582 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.258412 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.240439 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.456162 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.172486 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.0850044 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.116057 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.138417 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.287946 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.385967 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.358368 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.356451 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.089235 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.0112781 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),0.511494 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.0613665 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.255751 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.190743 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0734892 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.154513 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.296877 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.315127 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.00595846 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.542475 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.154881 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.0241187 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.385566 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.10745 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.23895 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.360275 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.553596 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.444492 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.402156 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.690303 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.766191 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.753267 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.88465 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-0.496612 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.367763 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.801158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,11),0.0697333 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),0.00479395 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.11667 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.32289 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.112881 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.547128 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.138414 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.255271 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.273761 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.112442 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.224228 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.672746 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.154534 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.421381 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-0.571018 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-0.839314 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.238713 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.257976 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.290368 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.517578 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.387266 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.0273687 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.229661 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),0.353951 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),0.129113 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.575599 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.05807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.190064 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.233042 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.420208 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.00754548 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.67444 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.584172 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.131813 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.363506 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.119196 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.432691 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.759063 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-1.02241 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.685446 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.834321 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.71619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.851489 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.96364 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.35886 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.74243 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.67281 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.45178 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.50832 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.920455 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.828324 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.03067 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.02836 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.02147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.033226 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.305038 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.279155 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.388503 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.362312 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.207434 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.510778 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.410149 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.803095 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.140319 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.154658 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0352835 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.230243 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.404989 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.18384 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.562558 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.389549 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.221925 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.16463 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0684383 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.247632 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.241698 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.174787 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.33878 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.529484 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.435588 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.682437 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.284596 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.429186 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.164651 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.394897 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.743432 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.465597 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.684515 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.182531 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.263379 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0884562 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.358025 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.17072 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.461612 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.430375 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.412397 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.774984 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-1.88053 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-1.15795 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-1.56759 # DEPENDENCYPART_GRANDPAR
