# _root_ Applied , then a closely held company , was stagnating under the management of its controlling family .
#goldHeads=9,7,7,7,6,7,1,7,0,9,10,13,11,13,17,17,14,9,
#predictedHeads=9,1,6,7,6,7,1,1,0,9,10,13,11,13,17,17,14,9,
(11,17),(17,18),-0.896567 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.607334 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.25892 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),-0.0874964 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.841397 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.475829 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.700881 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.574106 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.64453 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.463971 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.113409 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.11533 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.264934 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.414379 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.0929288 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.179171 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.16948 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.2947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.762954 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.651968 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-1.06474 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.507255 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.772035 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.227448 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.796523 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.0203201 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.367736 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.525246 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.244892 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.231024 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.0614622 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.30112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.904349 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.648947 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.773003 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-1.10968 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.401613 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.531862 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.378368 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.195024 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.0961952 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.318061 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.527392 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0411689 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.307719 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.38334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.885584 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.88011 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.702689 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.855247 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-1.13024 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.379487 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.214477 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.486221 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.322078 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.132535 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.35946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.731914 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.650842 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.831339 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.07868 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.836913 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.0325 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.806892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.358773 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0305348 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0265156 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.203363 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.26486 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.05306 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.384673 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0770888 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.758288 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.698101 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.893938 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.633421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.0477242 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.160406 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0789505 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.635699 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.323155 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.43278 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.674616 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.498955 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.223733 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.454328 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.163016 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.479574 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.0073068 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.0247037 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.0964764 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.0803271 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.49202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,16),-0.133351 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.784281 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-1.18327 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.582418 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.309896 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.787728 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.279726 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.376678 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.480655 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.48859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.0162445 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.130864 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.782588 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.18163 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.477202 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-1.16827 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-1.34421 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.84007 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.348587 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.657115 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-1.03559 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.43019 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-1.27031 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.768296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),1.00123 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.743305 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.623586 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.05793 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.06974 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.21945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.010667 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.554901 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.398888 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.322352 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.4446 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.341643 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.10849 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.354774 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.471954 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.0893781 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.258491 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.0329172 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.155626 # DEPENDENCYPART_GRANDPAR
(16,1),(1,17),-0.232122 # DEPENDENCYPART_GRANDPAR
(16,1),(1,18),-0.934632 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.39926 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.610516 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.590318 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.405764 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.588671 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.265365 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.390774 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.0751274 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.204742 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.0117631 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.161152 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),0.118781 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.30229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.33875 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-1.02836 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.22575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,6),-0.848685 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.03096 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.880024 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.666354 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.892146 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.784124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.464688 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.192943 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.605724 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.569292 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.411728 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.890365 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.0166313 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.511079 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.69512 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.435644 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.319359 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.360087 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.214153 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.159611 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),-0.183929 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.58575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.845693 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.129082 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.710017 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.0761465 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.503132 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.276794 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.355712 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.4272 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0581632 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0172125 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.0850555 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.72032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.898124 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.20685 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.0177387 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.251624 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.167381 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.65183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,16),-0.227662 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.646742 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.475583 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.248475 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.866261 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.13795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,6),-0.160286 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.0307575 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.298314 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.0329343 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.327687 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.356233 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.78364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
