# _root_ Instead , New York City police seized the stolen goods , and Mr. Krisher avoided jail .
#goldHeads=7,7,6,6,6,7,12,10,10,7,12,0,14,15,12,15,12,
#predictedHeads=7,7,6,6,6,7,12,10,10,7,12,0,14,15,12,15,12,
(1,12),(12,5),0.00206788 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),0.0110921 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.185982 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.318803 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.249803 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.342784 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.208416 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.312815 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.252981 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.263996 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.434529 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.602508 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.889937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.072731 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),0.0288938 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.227384 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.281164 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.293619 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.34165 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.308136 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.37329 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.301466 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.245613 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.579504 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.715009 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.19149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.272801 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.459484 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.620812 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.553299 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.842208 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.820708 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.810127 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.272245 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.31082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.227529 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.231984 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.533009 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.669946 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.582723 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.816087 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.293049 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.699455 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.303772 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.805755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.117083 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.334798 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.127265 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.107231 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.699519 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.303828 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.808455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.297141 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.364529 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0987601 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0773897 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.0774999 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0817602 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.143557 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.139142 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.695933 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.763645 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.312736 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.924265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.170793 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0287125 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.176927 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.255466 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.101316 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0766945 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.229887 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.0028544 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.461792 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.139449 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.411407 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.353936 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.856936 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.313368 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.169295 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0359502 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.249446 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0921797 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.246493 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.00013805 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.154934 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.419343 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.369421 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.860851 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.699455 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.303772 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.315576 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.10977 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.299788 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.0593331 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.0125356 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0955845 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.120038 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.16299 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.369048 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.170348 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.400353 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.384716 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.712427 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0617855 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0649395 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.14984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.19465 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.499169 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.509222 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.52438 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.792261 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.369959 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.330959 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.117763 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.15291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.205681 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.584553 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.57644 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.51222 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.775973 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.514431 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.461291 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.617711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.398347 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0700657 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0666332 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.0797081 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.0445873 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.0887881 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.0488768 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.637299 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.775909 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.514375 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.461159 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.60253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.341903 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0962601 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.163031 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0928276 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0523183 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.00848456 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.108402 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.021487 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.39015 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.179482 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.654074 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.840093 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.523333 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.600564 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.733146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.218126 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.232237 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.188154 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0803615 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.0925958 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0932283 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.0681893 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.2332 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.0606519 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.382529 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.140436 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.788032 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.775909 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.514375 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.461159 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.599334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.345272 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.343758 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.0934835 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0483274 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.111797 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.00655851 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.107988 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.152277 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.0179313 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.38144 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.183038 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.65356 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.224212 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0446909 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.243334 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.0228082 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.603391 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.508499 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.467878 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.693292 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.512629 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.462958 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.156191 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.254349 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.18743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.688762 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.541052 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.511472 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.461287 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.151051 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0133834 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.1872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0255571 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.68814 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.511248 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.918952 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.799922 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.565341 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.778815 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.647482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.188414 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.10018 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0453849 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.0622456 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.0648636 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0406116 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.0636626 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.279113 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.261201 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.457302 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.983152 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.808897 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.704768 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.917352 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.772644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.396026 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.137795 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.040627 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0945563 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0431518 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.127862 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.28997 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.0324646 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.2792 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.230121 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.612939 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.809529 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.388394 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0996257 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.137729 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0790711 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0597571 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.124869 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0479497 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.287137 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.245606 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.616855 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.918952 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.799922 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.565341 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.778815 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.644114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.509157 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0108371 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.092459 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.147073 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0629376 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0401977 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.201081 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0672183 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.270403 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.264756 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.456788 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.919634 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.766651 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.69058 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.904204 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.692822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.473264 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.0243906 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.0519191 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.171632 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.00309044 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.0807906 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.327576 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.0654183 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.152227 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.263074 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.486456 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.565341 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.100791 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.136874 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.0201651 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0262036 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.0640609 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.460025 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.275289 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.259031 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.454468 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.417797 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.241701 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.415008 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.177847 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.14667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.606791 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.453864 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.521952 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.889602 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.119037 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0743175 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.303734 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.169684 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.200257 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.692163 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.643534 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.456837 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0721574 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.309363 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.474604 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.187364 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.14942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.69154 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.456613 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0457707 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.340113 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.502492 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.246324 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.14955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.691608 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.64298 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.456744 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.566184 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.611439 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.715976 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.10744 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.589653 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.343172 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.242986 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.496344 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.470855 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.730562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.12372 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.146557 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.147802 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0357565 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0695796 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.167317 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.114618 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.478958 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.0839374 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.696243 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.161138 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0362493 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.343804 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.738194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.106264 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.119675 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.132317 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0523618 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0665871 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.130103 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.486895 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0994225 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.700158 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.525463 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.334207 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.103569 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.357818 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.324686 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.611669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0126528 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.115549 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0461757 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0698693 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.100792 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0796253 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.150569 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.472371 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.11977 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.555958 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.526145 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.300936 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.228808 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.483207 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.457728 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.659728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.0149446 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.0367261 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0631047 # DEPENDENCYPART_GRANDPAR
