# _root_ Fewer people said they were working up a sweat with such activities as jogging , tennis , swimming and aerobics .
#goldHeads=2,3,0,5,3,5,6,9,6,6,12,10,12,19,19,19,19,19,13,19,3,
#predictedHeads=2,3,0,5,3,5,6,9,6,9,12,10,12,19,19,19,19,19,13,19,3,
(5,19),(19,16),-0.0922251 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),0.254317 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),0.257746 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),0.376444 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.60034 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.360448 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.178607 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0629589 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.164923 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.646794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,10),0.539584 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.224997 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.399583 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0244606 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0595445 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.068348 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.797399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),0.247648 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.0191134 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),0.200009 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.0644934 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),0.373933 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.122666 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.256541 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.508838 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.795778 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0239918 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.331036 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0633984 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.00840388 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0556244 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.793219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.255229 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.0165253 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),0.203157 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.0619053 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),0.375467 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.112641 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.246516 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.494641 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.791598 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.299576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),0.57098 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.531044 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),0.0764765 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.606921 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.358946 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.648409 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.775347 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.546523 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.192996 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.612681 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.752541 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.304795 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.58811 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.199834 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),0.454235 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),0.1006 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.262019 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.464158 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.36168 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.232466 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.823208 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.808866 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.496821 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.604363 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.390518 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),0.342869 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),0.390253 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.506508 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.697814 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.193135 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.794849 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.524834 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.4864 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.182204 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.744018 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.300866 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.580856 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.195905 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.446981 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),0.0938268 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.4634 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.620948 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.213107 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.411672 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.469475 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.659853 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.363173 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.491402 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),0.394853 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),0.362908 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.784686 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.518014 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.486017 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.160563 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.466579 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.739136 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.588256 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.199985 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.454382 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),0.328181 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),0.100765 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),0.197927 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.26188 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.784686 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.160563 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.466579 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.739136 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.171092 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.617199 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.454382 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.328181 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),0.197927 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.26188 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.782461 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.522068 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.555089 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.57914 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.288756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,8),0.447075 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.567226 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.559141 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),0.055484 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.508168 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),0.826539 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),0.222581 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.617339 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.114559 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),0.483464 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.231645 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),0.318324 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.259422 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),0.173637 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),0.0672132 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),0.190962 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.262307 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.124331 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.142282 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.167524 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.06159 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.16549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.0898315 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.0810739 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.334257 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.292312 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.300346 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.378356 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.430677 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.329158 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.570971 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.415147 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.141415 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.724787 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.499514 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.278613 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.693147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.572292 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.119978 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.10756 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.209297 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0982246 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.079528 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.164388 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.0593974 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.0783999 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),0.310275 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.0286091 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.575101 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.438206 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.184115 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.259959 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.100952 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0811947 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.169131 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.0577307 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.0831432 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.310296 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-0.457021 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.345627 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.268011 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-0.414811 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.309687 # DEPENDENCYPART_GRANDPAR
(7,19),(19,8),0.27768 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),0.377672 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),0.140611 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),0.0726624 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),0.149563 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.138557 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.0277552 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),0.267864 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.11429 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.181876 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.174703 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.144903 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.0285055 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.892978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.163893 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.105507 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.202154 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.105658 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.115521 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.226083 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0360541 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),0.317882 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),0.024279 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0727601 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0349392 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.13548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,12),-0.274204 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.186825 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.246199 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.164343 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.68472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.312861 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.549763 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.312952 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.211728 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.244667 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.253536 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.505135 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),0.119297 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.64034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,13),0.361918 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.13548 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.256426 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.539982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.262881 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.482794 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.227378 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0582915 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.267234 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.101468 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.253482 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.301093 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.561266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.338987 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.866127 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.30106 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0806894 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.261424 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.122497 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.195128 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.637507 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.0117417 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.256426 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.535273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.269465 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.475068 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.324115 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.260605 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.263697 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.101015 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.249944 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.173589 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.302298 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.0349984 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.106414 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.256426 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.475068 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.324115 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.260605 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.02826 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.242858 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.249944 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.173589 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.0349984 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.106414 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-1.42097 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.905054 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.514897 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.722128 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.719387 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.224347 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.553442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.299134 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.398932 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.298474 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.289101 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.00987206 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.350246 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.0461275 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.336494 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.11734 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.0147095 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.114097 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.887656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,4),-0.185529 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0112593 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0640503 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.917706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.382139 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.331691 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),0.0095671 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),0.128512 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.137675 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.00691861 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.147802 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.211241 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.443663 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.786559 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.676605 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.710089 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.663152 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.768107 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.531656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.07525 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.682298 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.609011 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.661413 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.474625 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.651286 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.273251 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.819043 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.540279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),1.06652 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.856942 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.618942 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.487593 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.483201 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.448913 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.397343 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),0.549726 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.663149 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.768103 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.562593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),1.02699 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.946104 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.406289 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.631551 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.460263 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.621424 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.425932 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.259818 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.525147 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.117885 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.663149 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),1.02699 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.946104 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.406289 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.746594 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.492567 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.621424 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.425932 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.525147 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.117885 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-1.10254 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.814207 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.745048 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.780681 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.764134 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.595781 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.897742 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.734544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.744925 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.842356 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.229669 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.656444 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.624596 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.519261 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.614469 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.48148 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.727669 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.100707 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.747443 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.611859 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.576786 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.117885 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.105425 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.107963 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.278225 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.155857 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.70642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.379481 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.625087 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.687078 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.485017 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.82726 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.479933 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.79848 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.929322 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.790197 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.496142 # DEPENDENCYPART_GRANDPAR
