# _root_ At Donaldson , Lufkin & Jenrette Inc. , head equity trader Dudley Eppel said : `` I think the opening was constructive .
#goldHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
#predictedHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
(5,21),(21,16),-0.636403 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.415828 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.690104 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-1.01338 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-1.01287 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.597856 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.984837 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.874764 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.872961 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.459076 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.917827 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.588678 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.534984 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.961187 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.728111 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.53011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-1.01523 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.914471 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.85495 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.669733 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.752252 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.758397 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.731885 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.22752 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.690964 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.770932 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.889305 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.859412 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-1.16085 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.969653 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.753659 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.845982 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.859232 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.478981 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.493146 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.775773 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.65018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.731849 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.22752 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.674383 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.690964 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.770932 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.88927 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.859412 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.16085 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.969653 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.945063 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.753659 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-1.4515 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-1.69161 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.919993 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.361321 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.44602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.526066 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.0028 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.556336 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.573127 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.68511 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.78748 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.874278 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.680183 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-1.36925 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.32826 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.23674 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.34109 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.60889 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.1663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.586227 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.232866 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.270475 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.334977 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.238398 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.602597 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.56767 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.883335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0329811 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.00745125 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.36481 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.896468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0461178 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.249608 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0920534 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.23542 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.19555 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.56767 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.884521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.0341677 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.278156 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.277639 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.235641 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.242238 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.180918 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.361955 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.358621 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.360119 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.48855 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.095199 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.864166 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.951146 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.23659 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.832034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.0930345 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.000426874 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0264476 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.097262 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.119521 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.547189 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.23659 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.60874 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.830317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.0947514 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.581081 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.000136971 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0261577 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0969721 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.054602 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-1.29602 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-1.09203 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.10183 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.46417 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.24778 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.04411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.289779 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.663686 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.0162232 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0326193 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0987455 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.275699 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.282293 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.542555 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.193362 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.0571525 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.23283 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.475348 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),0.0849801 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.78243 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-1.05282 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.429061 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.454314 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.203955 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-1.2917 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-1.09786 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-1.09378 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-1.46998 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-1.25578 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.638267 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.156395 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.392821 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.399414 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.334262 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.698709 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.465878 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),0.016588 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-1.17936 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.496216 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.190459 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.842198 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-1.12102 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-1.29471 # DEPENDENCYPART_GRANDPAR
(6,21),(21,2),-1.07847 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-1.0812 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-1.45061 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-1.26321 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),-0.652109 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),0.0452039 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.0396819 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.313246 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.319839 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.348967 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.612781 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.52341 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.069423 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.387424 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-1.05469 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.450708 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.66322 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-1.12874 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.95795 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.406221 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.165713 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-1.06301 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.990665 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.139075 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.117553 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.430603 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.0818376 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.313804 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-1.42425 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-1.27286 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.394012 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.204893 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.178083 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.102111 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.12653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-1.64211 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-1.03482 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-1.11432 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.33073 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-1.12289 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-1.51479 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-1.36353 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-1.02666 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.357824 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.398294 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.159321 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.164606 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.084735 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.100285 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.1265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-1.64211 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-1.0686 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-1.03482 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-1.11432 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-1.3307 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-1.12289 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-1.51479 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-1.36353 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-1.30891 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-1.02666 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-1.92496 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-2.01527 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.39718 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.154015 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.16526 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.437833 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.217732 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.1265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-1.64211 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.0686 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.03482 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.11432 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.23658 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.3307 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.12289 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.51479 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.36353 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.30891 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.02666 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-1.92496 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-2.01527 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.04467 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.928646 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.40537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),-0.360207 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.740055 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.928626 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.41851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.120575 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.459235 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.723717 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.753528 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.04466 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.928642 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.40656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),-0.0920267 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0421921 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.684173 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.778299 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.464163 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.737201 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.772125 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.745319 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.787025 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.38797 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-1.36156 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-1.29473 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.800447 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.09161 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.975559 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.24244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.938762 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.329143 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.304812 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.375149 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.35146 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.817513 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.814484 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.62292 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.358758 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0193617 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.241281 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.373496 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.158613 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.169598 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.62711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.665236 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.890808 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.513934 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.849461 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.91774 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.77942 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.724059 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-1.01256 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.944341 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-1.37851 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.610502 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.338063 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.032716 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.473802 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0623631 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.150687 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.151897 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.62711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.665236 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.890808 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.661904 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.513934 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.849461 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.91774 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.77942 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.724059 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-1.01256 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.944341 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-1.37851 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.513212 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.169829 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.097667 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.305568 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.268775 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.240125 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.62757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.665696 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.891269 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.514233 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.917897 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.2251 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.03217 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.91592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.196653 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.379724 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.351027 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.643779 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.231359 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0760993 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.616144 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.00521247 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.211664 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0873421 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.447196 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.82542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.642639 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.657825 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.52485 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.854428 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.895455 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.802273 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.702181 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.949735 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.986833 # DEPENDENCYPART_GRANDPAR
(10,6),(6,23),-1.31084 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.54649 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0631256 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0111491 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.447911 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.104911 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.175571 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.456485 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.82588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.6431 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.525149 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.895611 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.798013 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.446904 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.380821 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.91559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,15),-0.971586 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.40439 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.0971 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.47453 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.13708 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.04678 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.11805 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.08963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.093408 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0398474 # DEPENDENCYPART_GRANDPAR
