# _root_ Under the circumstances , it wo n't be easy for GM to exceed its record 1988 fourth-quarter net of $ 1.4 billion , the spokesman acknowledged .
#goldHeads=6,3,1,6,6,26,6,6,8,13,13,13,8,18,18,18,18,13,18,19,20,20,26,25,26,0,26,
#predictedHeads=6,3,1,6,6,26,6,6,8,13,13,13,8,18,18,18,18,13,18,19,20,20,26,25,26,0,26,
(22,26),(26,12),-0.661447 # DEPENDENCYPART_GRANDPAR
(22,26),(26,13),-0.604604 # DEPENDENCYPART_GRANDPAR
(22,26),(26,15),-0.487202 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-0.468594 # DEPENDENCYPART_GRANDPAR
(22,26),(26,17),-0.480713 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-0.568207 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-0.555053 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.552087 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.307738 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.745899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.183494 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.0405866 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.0478421 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.223449 # DEPENDENCYPART_GRANDPAR
(25,16),(16,14),-0.533926 # DEPENDENCYPART_GRANDPAR
(25,16),(16,15),-0.220298 # DEPENDENCYPART_GRANDPAR
(25,16),(16,17),-0.118905 # DEPENDENCYPART_GRANDPAR
(25,16),(16,18),-0.591797 # DEPENDENCYPART_GRANDPAR
(25,16),(16,19),-0.244911 # DEPENDENCYPART_GRANDPAR
(25,16),(16,20),0.0775814 # DEPENDENCYPART_GRANDPAR
(25,16),(16,21),0.0464483 # DEPENDENCYPART_GRANDPAR
(25,16),(16,22),-0.114847 # DEPENDENCYPART_GRANDPAR
(25,16),(16,25),-1.23433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,15),-0.200907 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),-0.272402 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.698186 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.260656 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),0.0455666 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),-0.118786 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),0.0767892 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-1.22627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,26),-0.525646 # DEPENDENCYPART_GRANDPAR
(25,20),(20,27),-0.660823 # DEPENDENCYPART_GRANDPAR
(25,21),(21,17),-0.29077 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),-0.799367 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.240123 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.117727 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),0.178478 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-1.23433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,26),-0.529948 # DEPENDENCYPART_GRANDPAR
(25,21),(21,27),-0.665851 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.233429 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),0.218717 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),0.197244 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.118782 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.23665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,26),-0.532259 # DEPENDENCYPART_GRANDPAR
(25,26),(26,1),-1.44255 # DEPENDENCYPART_GRANDPAR
(25,26),(26,3),-1.4723 # DEPENDENCYPART_GRANDPAR
(25,26),(26,4),-1.13232 # DEPENDENCYPART_GRANDPAR
(25,26),(26,5),-1.11728 # DEPENDENCYPART_GRANDPAR
(25,26),(26,6),-1.15727 # DEPENDENCYPART_GRANDPAR
(25,26),(26,7),-0.768242 # DEPENDENCYPART_GRANDPAR
(25,26),(26,8),-1.38787 # DEPENDENCYPART_GRANDPAR
(25,26),(26,9),-1.08331 # DEPENDENCYPART_GRANDPAR
(25,26),(26,10),-1.24587 # DEPENDENCYPART_GRANDPAR
(25,26),(26,11),-1.6793 # DEPENDENCYPART_GRANDPAR
(25,26),(26,12),-0.808902 # DEPENDENCYPART_GRANDPAR
(25,26),(26,13),-1.32035 # DEPENDENCYPART_GRANDPAR
(25,26),(26,15),-0.649205 # DEPENDENCYPART_GRANDPAR
(25,26),(26,16),-0.735295 # DEPENDENCYPART_GRANDPAR
(25,26),(26,17),-0.717134 # DEPENDENCYPART_GRANDPAR
(25,26),(26,18),-1.35137 # DEPENDENCYPART_GRANDPAR
(25,26),(26,19),-0.885609 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-0.595353 # DEPENDENCYPART_GRANDPAR
(25,26),(26,21),-0.454524 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-0.61845 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.409238 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.436917 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.810707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.311809 # DEPENDENCYPART_GRANDPAR
(26,1),(1,2),0.347285 # DEPENDENCYPART_GRANDPAR
(26,1),(1,3),0.0326568 # DEPENDENCYPART_GRANDPAR
(26,1),(1,4),0.533105 # DEPENDENCYPART_GRANDPAR
(26,1),(1,6),0.408813 # DEPENDENCYPART_GRANDPAR
(26,1),(1,7),0.394023 # DEPENDENCYPART_GRANDPAR
(26,1),(1,8),0.432557 # DEPENDENCYPART_GRANDPAR
(26,3),(3,1),-0.0653596 # DEPENDENCYPART_GRANDPAR
(26,3),(3,2),0.518683 # DEPENDENCYPART_GRANDPAR
(26,3),(3,4),0.710425 # DEPENDENCYPART_GRANDPAR
(26,3),(3,6),0.447448 # DEPENDENCYPART_GRANDPAR
(26,3),(3,7),0.358454 # DEPENDENCYPART_GRANDPAR
(26,3),(3,8),0.551377 # DEPENDENCYPART_GRANDPAR
(26,3),(3,9),-0.045061 # DEPENDENCYPART_GRANDPAR
(26,3),(3,10),0.351135 # DEPENDENCYPART_GRANDPAR
(26,3),(3,11),0.168145 # DEPENDENCYPART_GRANDPAR
(26,3),(3,12),0.258481 # DEPENDENCYPART_GRANDPAR
(26,3),(3,13),0.715149 # DEPENDENCYPART_GRANDPAR
(26,3),(3,23),0.55936 # DEPENDENCYPART_GRANDPAR
(26,3),(3,27),-0.0795158 # DEPENDENCYPART_GRANDPAR
(26,5),(5,4),0.562856 # DEPENDENCYPART_GRANDPAR
(26,5),(5,8),0.388694 # DEPENDENCYPART_GRANDPAR
(26,5),(5,13),0.542863 # DEPENDENCYPART_GRANDPAR
(26,6),(6,1),0.0594052 # DEPENDENCYPART_GRANDPAR
(26,6),(6,2),0.497867 # DEPENDENCYPART_GRANDPAR
(26,6),(6,3),0.173983 # DEPENDENCYPART_GRANDPAR
(26,6),(6,4),0.636319 # DEPENDENCYPART_GRANDPAR
(26,6),(6,5),0.301319 # DEPENDENCYPART_GRANDPAR
(26,6),(6,7),0.436242 # DEPENDENCYPART_GRANDPAR
(26,6),(6,8),0.528335 # DEPENDENCYPART_GRANDPAR
(26,6),(6,10),0.439147 # DEPENDENCYPART_GRANDPAR
(26,6),(6,13),0.640992 # DEPENDENCYPART_GRANDPAR
(26,6),(6,19),0.408315 # DEPENDENCYPART_GRANDPAR
(26,6),(6,23),0.430412 # DEPENDENCYPART_GRANDPAR
(26,6),(6,26),-0.900177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,6),(6,27),-0.151358 # DEPENDENCYPART_GRANDPAR
(26,7),(7,1),-0.0539719 # DEPENDENCYPART_GRANDPAR
(26,7),(7,3),0.0342286 # DEPENDENCYPART_GRANDPAR
(26,7),(7,4),0.465155 # DEPENDENCYPART_GRANDPAR
(26,7),(7,5),0.16871 # DEPENDENCYPART_GRANDPAR
(26,7),(7,8),0.400331 # DEPENDENCYPART_GRANDPAR
(26,7),(7,9),-0.104282 # DEPENDENCYPART_GRANDPAR
(26,7),(7,10),0.371957 # DEPENDENCYPART_GRANDPAR
(26,7),(7,11),0.172562 # DEPENDENCYPART_GRANDPAR
(26,7),(7,12),0.299992 # DEPENDENCYPART_GRANDPAR
(26,8),(8,1),0.0600861 # DEPENDENCYPART_GRANDPAR
(26,8),(8,3),0.140218 # DEPENDENCYPART_GRANDPAR
(26,8),(8,4),0.663294 # DEPENDENCYPART_GRANDPAR
(26,8),(8,5),0.234519 # DEPENDENCYPART_GRANDPAR
(26,8),(8,6),0.35117 # DEPENDENCYPART_GRANDPAR
(26,8),(8,7),0.426619 # DEPENDENCYPART_GRANDPAR
(26,8),(8,9),-0.109172 # DEPENDENCYPART_GRANDPAR
(26,8),(8,10),0.448301 # DEPENDENCYPART_GRANDPAR
(26,8),(8,11),0.147573 # DEPENDENCYPART_GRANDPAR
(26,8),(8,12),0.476033 # DEPENDENCYPART_GRANDPAR
(26,8),(8,13),0.606914 # DEPENDENCYPART_GRANDPAR
(26,8),(8,15),-0.00188836 # DEPENDENCYPART_GRANDPAR
(26,8),(8,17),0.0995811 # DEPENDENCYPART_GRANDPAR
(26,8),(8,18),0.108284 # DEPENDENCYPART_GRANDPAR
(26,8),(8,23),0.428876 # DEPENDENCYPART_GRANDPAR
(26,8),(8,26),-0.887683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,8),(8,27),-0.113551 # DEPENDENCYPART_GRANDPAR
(26,9),(9,5),0.208676 # DEPENDENCYPART_GRANDPAR
(26,9),(9,7),0.447107 # DEPENDENCYPART_GRANDPAR
(26,9),(9,8),0.374724 # DEPENDENCYPART_GRANDPAR
(26,9),(9,10),0.38081 # DEPENDENCYPART_GRANDPAR
(26,9),(9,11),0.182826 # DEPENDENCYPART_GRANDPAR
(26,9),(9,12),0.228865 # DEPENDENCYPART_GRANDPAR
(26,9),(9,13),0.582582 # DEPENDENCYPART_GRANDPAR
(26,9),(9,15),0.0190272 # DEPENDENCYPART_GRANDPAR
(26,9),(9,17),0.122782 # DEPENDENCYPART_GRANDPAR
(26,9),(9,18),0.136373 # DEPENDENCYPART_GRANDPAR
(26,9),(9,19),0.410652 # DEPENDENCYPART_GRANDPAR
(26,9),(9,25),0.338747 # DEPENDENCYPART_GRANDPAR
(26,9),(9,27),-0.0735812 # DEPENDENCYPART_GRANDPAR
(26,10),(10,7),0.422282 # DEPENDENCYPART_GRANDPAR
(26,10),(10,9),-0.00273836 # DEPENDENCYPART_GRANDPAR
(26,10),(10,11),0.0784149 # DEPENDENCYPART_GRANDPAR
(26,10),(10,12),0.303786 # DEPENDENCYPART_GRANDPAR
(26,10),(10,13),0.551407 # DEPENDENCYPART_GRANDPAR
(26,10),(10,15),-0.0849115 # DEPENDENCYPART_GRANDPAR
(26,10),(10,16),-0.113754 # DEPENDENCYPART_GRANDPAR
(26,10),(10,18),0.0329335 # DEPENDENCYPART_GRANDPAR
(26,11),(11,9),0.0199879 # DEPENDENCYPART_GRANDPAR
(26,11),(11,10),0.32114 # DEPENDENCYPART_GRANDPAR
(26,11),(11,13),0.710136 # DEPENDENCYPART_GRANDPAR
(26,11),(11,15),0.0706236 # DEPENDENCYPART_GRANDPAR
(26,11),(11,16),-0.0166589 # DEPENDENCYPART_GRANDPAR
(26,11),(11,19),0.330279 # DEPENDENCYPART_GRANDPAR
(26,11),(11,27),-0.0795046 # DEPENDENCYPART_GRANDPAR
(26,12),(12,10),0.369826 # DEPENDENCYPART_GRANDPAR
(26,12),(12,13),0.554135 # DEPENDENCYPART_GRANDPAR
(26,12),(12,16),-0.0711856 # DEPENDENCYPART_GRANDPAR
(26,12),(12,18),0.0915942 # DEPENDENCYPART_GRANDPAR
(26,13),(13,1),0.142023 # DEPENDENCYPART_GRANDPAR
(26,13),(13,3),0.205313 # DEPENDENCYPART_GRANDPAR
(26,13),(13,4),0.706476 # DEPENDENCYPART_GRANDPAR
(26,13),(13,6),0.400573 # DEPENDENCYPART_GRANDPAR
(26,13),(13,7),0.498917 # DEPENDENCYPART_GRANDPAR
(26,13),(13,8),0.362422 # DEPENDENCYPART_GRANDPAR
(26,13),(13,9),0.032032 # DEPENDENCYPART_GRANDPAR
(26,13),(13,10),0.499297 # DEPENDENCYPART_GRANDPAR
(26,13),(13,11),0.327526 # DEPENDENCYPART_GRANDPAR
(26,13),(13,12),0.39196 # DEPENDENCYPART_GRANDPAR
(26,13),(13,14),0.224676 # DEPENDENCYPART_GRANDPAR
(26,13),(13,15),-0.0483513 # DEPENDENCYPART_GRANDPAR
(26,13),(13,16),-0.111634 # DEPENDENCYPART_GRANDPAR
(26,13),(13,17),0.0531182 # DEPENDENCYPART_GRANDPAR
(26,13),(13,18),0.0753042 # DEPENDENCYPART_GRANDPAR
(26,13),(13,19),0.308817 # DEPENDENCYPART_GRANDPAR
(26,13),(13,20),0.175432 # DEPENDENCYPART_GRANDPAR
(26,13),(13,23),0.401455 # DEPENDENCYPART_GRANDPAR
(26,13),(13,25),0.291261 # DEPENDENCYPART_GRANDPAR
(26,13),(13,26),-0.896923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,13),(13,27),-0.122891 # DEPENDENCYPART_GRANDPAR
(26,15),(15,9),-0.0242793 # DEPENDENCYPART_GRANDPAR
(26,15),(15,11),0.187275 # DEPENDENCYPART_GRANDPAR
(26,15),(15,12),0.379665 # DEPENDENCYPART_GRANDPAR
(26,15),(15,14),0.381847 # DEPENDENCYPART_GRANDPAR
(26,15),(15,16),-0.0227392 # DEPENDENCYPART_GRANDPAR
(26,15),(15,17),0.126931 # DEPENDENCYPART_GRANDPAR
(26,15),(15,18),0.142244 # DEPENDENCYPART_GRANDPAR
(26,15),(15,19),0.421682 # DEPENDENCYPART_GRANDPAR
(26,15),(15,25),0.344624 # DEPENDENCYPART_GRANDPAR
(26,16),(16,14),0.401822 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),0.0674803 # DEPENDENCYPART_GRANDPAR
(26,16),(16,17),0.202462 # DEPENDENCYPART_GRANDPAR
(26,16),(16,18),0.252333 # DEPENDENCYPART_GRANDPAR
(26,16),(16,19),0.49229 # DEPENDENCYPART_GRANDPAR
(26,16),(16,20),0.404236 # DEPENDENCYPART_GRANDPAR
(26,16),(16,21),-0.0617939 # DEPENDENCYPART_GRANDPAR
(26,16),(16,22),-0.000950576 # DEPENDENCYPART_GRANDPAR
(26,16),(16,25),0.453896 # DEPENDENCYPART_GRANDPAR
(26,17),(17,9),-0.0237923 # DEPENDENCYPART_GRANDPAR
(26,17),(17,12),0.375656 # DEPENDENCYPART_GRANDPAR
(26,17),(17,15),0.0696301 # DEPENDENCYPART_GRANDPAR
(26,17),(17,16),-0.0192516 # DEPENDENCYPART_GRANDPAR
(26,17),(17,19),0.418873 # DEPENDENCYPART_GRANDPAR
(26,17),(17,21),-0.0749579 # DEPENDENCYPART_GRANDPAR
(26,18),(18,9),0.0200132 # DEPENDENCYPART_GRANDPAR
(26,18),(18,10),0.340581 # DEPENDENCYPART_GRANDPAR
(26,18),(18,11),0.247178 # DEPENDENCYPART_GRANDPAR
(26,18),(18,14),0.455904 # DEPENDENCYPART_GRANDPAR
(26,18),(18,15),0.11163 # DEPENDENCYPART_GRANDPAR
(26,18),(18,16),0.0903329 # DEPENDENCYPART_GRANDPAR
(26,18),(18,17),0.241902 # DEPENDENCYPART_GRANDPAR
(26,18),(18,19),0.32963 # DEPENDENCYPART_GRANDPAR
(26,18),(18,20),0.307186 # DEPENDENCYPART_GRANDPAR
(26,18),(18,21),-0.0793572 # DEPENDENCYPART_GRANDPAR
(26,18),(18,22),-0.0120524 # DEPENDENCYPART_GRANDPAR
(26,18),(18,23),0.558667 # DEPENDENCYPART_GRANDPAR
(26,18),(18,24),0.812862 # DEPENDENCYPART_GRANDPAR
(26,18),(18,25),0.323017 # DEPENDENCYPART_GRANDPAR
(26,18),(18,26),-0.826643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,18),(18,27),-0.0795046 # DEPENDENCYPART_GRANDPAR
(26,19),(19,17),0.181738 # DEPENDENCYPART_GRANDPAR
(26,19),(19,20),0.164264 # DEPENDENCYPART_GRANDPAR
(26,19),(19,21),-0.172166 # DEPENDENCYPART_GRANDPAR
(26,19),(19,22),-0.114297 # DEPENDENCYPART_GRANDPAR
(26,19),(19,23),0.361587 # DEPENDENCYPART_GRANDPAR
(26,19),(19,25),0.219683 # DEPENDENCYPART_GRANDPAR
(26,19),(19,26),-0.852844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,20),(20,15),0.0378665 # DEPENDENCYPART_GRANDPAR
(26,20),(20,17),0.158031 # DEPENDENCYPART_GRANDPAR
(26,20),(20,18),0.138229 # DEPENDENCYPART_GRANDPAR
(26,20),(20,19),0.408831 # DEPENDENCYPART_GRANDPAR
(26,20),(20,21),-0.0517623 # DEPENDENCYPART_GRANDPAR
(26,20),(20,22),-0.000195921 # DEPENDENCYPART_GRANDPAR
(26,20),(20,23),0.523137 # DEPENDENCYPART_GRANDPAR
(26,20),(20,25),0.326838 # DEPENDENCYPART_GRANDPAR
(26,20),(20,26),-0.860277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,20),(20,27),-0.126723 # DEPENDENCYPART_GRANDPAR
(26,21),(21,17),0.188991 # DEPENDENCYPART_GRANDPAR
(26,21),(21,18),0.0575757 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),0.200398 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),-0.00156111 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),0.561358 # DEPENDENCYPART_GRANDPAR
(26,21),(21,25),0.440478 # DEPENDENCYPART_GRANDPAR
(26,21),(21,26),-0.856415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,21),(21,27),-0.122911 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),0.187404 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),0.0299122 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),0.565694 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),0.7699 # DEPENDENCYPART_GRANDPAR
(26,22),(22,25),0.461325 # DEPENDENCYPART_GRANDPAR
(26,22),(22,26),-0.856417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,14),0.473509 # DEPENDENCYPART_GRANDPAR
(26,25),(25,16),0.112412 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),0.216687 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),0.0658694 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),0.0900696 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.849139 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-0.827014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.0201453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.060201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.0197608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,6),-0.0203468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,7),-0.0204825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,8),-0.038836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,28),-0.0227255 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0194906 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.0196776 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,6),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,8),-0.0194656 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,28),-0.0200579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.0300935 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,6),-0.0194484 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,7),-0.0196047 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,8),-0.0195268 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,28),-0.0915769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,6),-0.0194571 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,7),-0.0196087 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,8),-0.0221524 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,28),-0.0249168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,6),(1,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,8),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,28),-0.0202792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,7),(1,8),-0.0200143 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,28),-0.0198819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,8),(1,28),-0.025578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.224043 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,3),(3,4),-0.0577805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,6),-0.0249871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,7),-0.0269715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,8),-0.0909532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,9),-0.0209329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,10),-0.0606308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,11),-0.0203685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,12),0.00996867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,13),-0.087749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,23),-0.0577805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,27),0.00810306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,28),-0.0458627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,4),(3,6),-0.0240487 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,7),-0.0152857 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,8),-0.0650712 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,9),-0.0242403 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,10),-0.00288336 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,11),0.00959892 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,12),-0.0196841 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,13),-0.0650637 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,23),-0.0203913 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,27),-0.0384839 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,28),-0.039327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,6),(3,7),-0.0233612 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,8),-0.00657109 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,9),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,10),-0.0194818 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,11),-0.0194468 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,13),-0.00656915 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,23),-0.0213522 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,27),-0.035231 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,28),-0.0250286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,7),(3,8),-0.0262547 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,9),-0.0199185 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,10),-0.0194564 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,11),-0.0198485 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,12),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,13),-0.026254 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,23),-0.0305364 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,27),-0.0188616 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,28),-0.0198806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,8),(3,9),-0.0195551 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,10),-0.0157976 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,11),-0.0214097 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,12),-0.0194898 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,13),-0.000401158 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,23),-0.0544904 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,27),-0.141151 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,28),-0.0343919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,9),(3,10),-0.0195531 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,11),-0.0200324 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,12),-0.0194468 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,13),-0.0205975 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,23),-0.00842428 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,27),-0.0128803 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,28),-0.0303285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,10),(3,11),-0.0188792 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,12),-0.00349093 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,13),-0.0324202 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,23),-0.0105395 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,27),0.0101808 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,28),-0.0781364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,11),(3,12),-0.019827 # DEPENDENCYPART_GRANDSIBL
