# _root_ The explosion sent shards of metal flying , severing the DC-10 's hydraulic or control systems , and led to the crash that killed 112 people .
#goldHeads=2,18,18,7,4,5,3,3,3,11,16,11,14,16,14,9,18,0,18,19,22,20,24,22,26,24,18,
#predictedHeads=2,18,18,3,4,5,3,18,18,11,9,11,14,16,14,9,18,0,18,19,22,20,24,22,26,24,18,
(4,24),(24,21),(24,20),0.10858 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,21),(24,16),0.108691 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,21),(24,12),0.109471 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,21),(24,11),0.108691 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,21),(24,7),0.109471 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,21),(24,6),0.108691 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,21),(24,4),0.108691 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,21),(24,3),-0.144811 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,21),(24,2),-0.144878 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,21),(24,-1),-0.163171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,24),(24,20),(24,16),0.117903 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,20),(24,12),0.108809 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,20),(24,11),0.117903 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,20),(24,7),0.108809 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,20),(24,6),0.117903 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,20),(24,4),0.117903 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,20),(24,3),-0.144903 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,20),(24,2),-0.144744 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,20),(24,-1),-0.0953939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,24),(24,16),(24,12),0.103747 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,16),(24,11),0.0941065 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,16),(24,7),0.103748 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,16),(24,6),0.0941065 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,16),(24,4),0.0941065 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,16),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,16),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,16),(24,-1),-0.0830475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,24),(24,12),(24,11),0.107547 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,12),(24,7),0.109439 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,12),(24,6),0.107547 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,12),(24,4),0.107547 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,12),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,12),(24,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,12),(24,-1),-0.153534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,24),(24,11),(24,7),0.103748 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,11),(24,6),0.0941065 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,11),(24,4),0.0941065 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,11),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,11),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,11),(24,-1),-0.0829477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,24),(24,7),(24,6),0.107565 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,7),(24,4),0.107565 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,7),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,7),(24,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,7),(24,-1),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,24),(24,6),(24,4),0.0941065 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,6),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,6),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,6),(24,-1),-0.0829477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,24),(24,4),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,24),(24,4),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,24),(24,4),(24,-1),-0.0829477 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,24),(24,3),(24,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(4,24),(24,3),(24,-1),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,24),(24,2),(24,-1),-0.0829477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,2),(2,3),0.117761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,4),0.169037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,5),-0.156415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,7),-0.150184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,18),-0.152009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,28),-0.12879 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,3),(2,4),0.134604 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,8),-0.144703 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,18),-0.144704 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,28),-0.109541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,4),(2,5),-0.145021 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,7),-0.144715 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,8),-0.144927 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,18),-0.144795 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,28),-0.119962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,5),(2,7),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,8),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,18),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,28),-0.126868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,7),(2,8),-0.144703 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,18),-0.144704 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,28),-0.109541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,8),(2,18),-0.144702 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,28),-0.1532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,18),(2,28),-0.0312907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,2),(2,1),-0.000614926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,-1),0.266906 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,1),(2,-1),0.00443007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,7),-0.00825228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,8),-0.0481224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,11),-0.160672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,16),-0.161037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,17),-0.0481224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,18),-0.091723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,28),0.266809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,7),(6,8),0.0331515 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,11),-0.0220868 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,16),-0.0220868 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,17),0.0331515 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,18),-0.0244148 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,28),-0.0405295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,8),(6,11),-0.0793666 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,16),-0.0814412 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,17),-0.0493614 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,18),0.0152918 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,28),-0.0153587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,11),(6,16),-0.0344774 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,17),-0.0667826 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,18),-0.0229403 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,28),-0.0760874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,16),(6,17),-0.0680641 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,16),(6,18),-0.0229403 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,16),(6,28),-0.0737326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,17),(6,18),0.0152918 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,17),(6,28),-0.0153587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,18),(6,28),-0.0772491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,5),0.145331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,4),-0.151026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,1),-0.148729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,-1),-0.128797 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,5),(6,4),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,1),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,-1),-0.126868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,4),(6,1),-0.148744 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,-1),-0.120083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,1),(6,-1),-0.0643375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,8),-0.0520667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,9),-0.0439819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,11),0.0513654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,12),-0.0473344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,13),-0.0311258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,14),-0.0451836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,17),-0.0520667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,18),-0.0698436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,19),-0.0451049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,20),-0.0476152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,27),-0.0220538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,28),-0.0194652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,8),(7,9),-0.0351152 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,11),-0.02211 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,12),-0.0351159 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,13),-0.0194757 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,14),-0.0244545 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,17),-0.0196173 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,18),-0.0265754 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,19),-0.0351152 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,20),-0.012376 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,28),-0.027826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,9),(7,11),-0.0204829 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,12),-0.0204064 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,13),-0.0194415 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,14),-0.019945 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,17),-0.0217548 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,18),-0.0204496 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,19),-0.0204064 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,20),-0.0194792 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,27),-0.0199324 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,28),-0.0378955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,11),(7,12),0.0087629 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,13),-0.0216208 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,14),-0.015016 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,17),-0.0434863 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,18),-0.00670445 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,19),0.0087633 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,20),0.00741208 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,27),-0.023851 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,11),(7,28),-0.0531132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,12),(7,13),-0.0194415 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,14),-0.019945 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,17),-0.0217548 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,18),-0.0204496 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,19),-0.0204064 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,20),-0.0194792 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,27),-0.0199324 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,28),-0.0412054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,13),(7,14),-0.0194885 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,17),-0.0231186 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,18),-0.0195111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,19),-0.0200979 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,20),-0.0205524 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,27),-0.0198053 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,13),(7,28),-0.0345851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,14),(7,17),0.445889 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,18),-0.0442066 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,19),0.338305 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,20),0.369739 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,27),0.183492 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,28),-0.0192581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,17),(7,18),-0.0265754 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,17),(7,19),-0.0351152 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,17),(7,20),-0.012376 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,17),(7,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,17),(7,28),-0.027826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,18),(7,19),0.33797 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,18),(7,20),0.369485 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,18),(7,27),0.183492 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,18),(7,28),-0.0182007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,19),(7,20),-0.0194792 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,19),(7,27),-0.0199324 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,19),(7,28),-0.0390185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,20),(7,27),-0.0202846 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,20),(7,28),0.00890083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,27),(7,28),-0.0267515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,6),0.109132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,5),0.120544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,4),-0.153497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,3),-0.124624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,2),-0.153497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,-1),-0.137773 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,6),(7,5),0.104826 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,4),-0.144745 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,3),-0.144737 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,2),-0.144745 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,-1),-0.145726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,5),(7,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,3),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,-1),-0.157437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,4),(7,3),-0.144737 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,4),(7,2),-0.144745 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,4),(7,-1),-0.145726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,3),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,3),(7,-1),-0.135832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,2),(7,-1),-0.145726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,14),(14,15),0.143366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,16),0.144918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,17),-0.035267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,18),-0.0169984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,19),-0.128502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,20),-0.0302657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,22),0.147814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,24),-0.128238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,26),0.144967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,28),-0.161465 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,14),(14,15),(14,16),-0.0557954 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,17),-0.00553722 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,18),-0.0279059 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,19),0.0344833 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,20),-0.0274421 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,22),-0.0592607 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,24),0.0344833 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,26),-0.0592607 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,27),-0.0133479 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,28),0.0610768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,16),(14,17),-0.00553722 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,18),-0.0279059 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,19),0.0344833 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,20),-0.0274421 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,22),-0.056449 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,24),0.0344833 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,26),-0.056449 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,27),-0.0133479 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,16),(14,28),0.0647479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,17),(14,18),-0.000816213 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,19),-0.0079583 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,20),-0.0195342 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,22),-0.0669774 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,24),-0.0079583 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,26),-0.0669774 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,28),0.00141134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,18),(14,19),0.336579 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,20),0.362551 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,22),0.0026801 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,24),0.428063 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,26),-0.0605863 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,27),0.183492 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,28),-0.0122207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,19),(14,20),-0.0225432 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,22),-0.0261187 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,24),-0.0059652 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,26),-0.0261221 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,27),-0.0198785 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,28),-0.0309166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,20),(14,22),-0.021361 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,24),-0.0196368 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,26),-0.021361 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,28),-0.0460122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,22),(14,24),0.0344833 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,22),(14,26),-0.0590009 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,22),(14,27),-0.0133479 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,22),(14,28),0.0671458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,24),(14,26),-0.0258577 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,24),(14,27),-0.0198785 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,24),(14,28),-0.0309166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,26),(14,27),-0.0133479 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,26),(14,28),0.0642956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,27),(14,28),-0.0202366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,14),(14,13),0.0656965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,12),0.0817016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,11),0.273127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,10),0.117798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,9),0.0787043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,8),0.0595936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,7),0.0787042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,6),0.273127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,5),0.0990821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,4),-0.145155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,3),-0.148698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,2),-0.145155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
