# _root_ With the golden share as protection , Jaguar officials have rebuffed Ford 's overtures , and moved instead to forge an alliance with GM .
#goldHeads=10,4,4,1,4,5,10,9,10,0,16,14,12,11,16,10,16,17,20,17,22,20,22,23,10,
#predictedHeads=10,4,4,1,4,5,10,9,10,16,10,14,12,11,16,0,16,17,20,17,22,20,22,23,16,
(20,16),(16,2),0.300028 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.136199 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),0.0177181 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.0643432 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.0291424 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.00724209 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.040474 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.21506 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.307536 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.251054 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.00467251 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.127642 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.253628 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.110617 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.187725 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.0629237 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.1148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),0.064058 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),0.0945103 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),0.0671437 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.272862 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-0.562225 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.0981274 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.319952 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.24599 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.273024 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.141064 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0642814 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.927675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),0.286897 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),0.283199 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.055283 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.95106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),0.228928 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),0.262845 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.13843 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.459649 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.419873 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.406199 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.719552 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.382247 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.426183 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.0277275 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.494042 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.542141 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.600797 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.71508 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.717376 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.479816 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.036752 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.440403 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.805179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.149033 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.137327 # DEPENDENCYPART_GRANDPAR
(22,18),(18,4),-0.914358 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-1.1255 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.747672 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.295512 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.302782 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.0312351 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.0266057 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-0.928298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.133944 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.168652 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.226135 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.956939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.136512 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.287835 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-0.11472 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.172962 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.544246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.445978 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.235503 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.400301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.330611 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.25053 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.263479 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.871381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,18),0.159661 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.12024 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.0507022 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.874263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),0.50899 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.114761 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.598353 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.713479 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.583416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.354342 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.456551 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.399221 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.529441 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.478978 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.352927 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.27486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.302894 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.36244 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.196081 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.3153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,23),-0.824412 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.248346 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.249857 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.283281 # DEPENDENCYPART_GRANDPAR
(0,1),(1,1),(1,2),-0.0201589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0296189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.0633994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.0266341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,6),-0.0633994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,7),-0.0197608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,9),-0.0633994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,10),-0.0392737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,14),-0.0633994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,16),-0.00429877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,26),-0.0226908 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.0195042 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0194416 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,6),-0.0195042 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,7),-0.0196776 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,9),-0.0195042 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,10),-0.0194656 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,14),-0.0195042 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,26),-0.0201452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.0194471 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,6),-0.0194471 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,7),-0.0208649 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,9),-0.0194471 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,10),-0.019442 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,14),-0.0194471 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,26),-0.0227954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,5),-0.0218984 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,6),-0.0201417 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,7),-0.0302325 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,9),-0.0201417 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,10),-0.0195351 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,14),-0.0201417 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,16),-0.0196755 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,26),-0.094615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,6),-0.0194482 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,7),-0.0205475 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,9),-0.0194482 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,10),-0.0204336 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,14),-0.0194482 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,26),-0.0224887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,6),(1,7),-0.0302325 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,9),-0.0201417 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,10),-0.0195351 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,14),-0.0201417 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,16),-0.0196755 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,26),-0.094615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,7),(1,9),-0.0227366 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,10),-0.0226425 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,14),-0.0227366 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,16),-0.0195482 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,26),-0.0249068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,9),(1,10),-0.0195351 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,14),-0.0201417 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,16),-0.0196755 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,26),-0.094615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,10),(1,14),-0.019453 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,16),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,26),-0.0258232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,14),(1,16),-0.0196755 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,14),(1,26),-0.094615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,16),(1,26),-0.0243244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.228702 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,4),(4,5),-0.0580363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,6),-0.0203743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,7),-0.0577871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,9),-0.0203753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,10),-0.0884489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,11),-0.0880106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,15),-0.0577871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,20),-0.0880106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,26),-0.0458627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,5),(4,6),-0.0186009 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,7),-0.00899764 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,9),-0.0186009 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,10),-0.0318164 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,11),-0.0315082 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,15),-0.00899764 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,20),-0.0315082 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,26),-0.0754439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,6),(4,7),-0.0178006 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,9),0.00335548 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,10),-0.0264729 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,11),-0.02646 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,15),-0.0178006 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,20),-0.02646 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,26),-0.0279941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,7),(4,9),0.0095928 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,10),-0.0651269 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,11),-0.0650646 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,15),-0.0203913 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,20),-0.0650646 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,26),-0.03933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,9),(4,10),-0.026473 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,11),-0.0264601 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,15),-0.0178016 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,20),-0.0264601 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,26),-0.0279941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,10),(4,11),-0.000404635 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,15),-0.0545592 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,20),-0.000404635 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,26),-0.0344245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,11),(4,15),-0.0544958 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,20),-0.000401158 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,26),-0.0342688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,15),(4,20),-0.0650646 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,15),(4,26),-0.03933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,20),(4,26),-0.0342688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,4),(4,3),0.0825956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,2),0.181599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,1),0.100526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,-1),-0.275735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,3),(4,2),0.0994018 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,3),(4,1),0.107414 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,3),(4,-1),-0.168809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,2),(4,1),0.108223 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,2),(4,-1),-0.198008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,1),(4,-1),-0.156111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,10),(10,11),-0.0435084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,12),-0.0135621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,14),-0.0148046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,15),0.0128578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,16),0.0709924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,17),-0.0449425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,18),-0.0091033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,19),-0.082045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,20),-0.0428994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,25),-0.111997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,26),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,10),(10,11),(10,12),-0.002218 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,14),-0.002218 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,15),-0.0458987 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,16),-0.0337606 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,17),-0.0461914 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,18),-0.0103533 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,19),-0.031005 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,20),-0.0461914 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,25),-0.0205144 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,26),-0.0612109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,12),(10,14),0.0344203 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,15),-0.0670941 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,16),-0.00840972 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,17),0.00352372 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,18),-0.0431966 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,19),-0.0299166 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,20),0.0052191 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,25),0.0637314 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,12),(10,26),-0.07536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,14),(10,15),-0.066937 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,16),-0.00840972 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,17),0.00352372 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,18),-0.0431966 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,19),-0.0299166 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,20),0.0052191 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,25),0.0635435 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,14),(10,26),-0.07536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,15),(10,16),0.0127475 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,17),-0.0244818 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,18),0.00759276 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,19),0.0100159 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,20),-0.0244818 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,25),-0.0141636 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,15),(10,26),-0.0562096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,16),(10,17),0.111976 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,18),0.0917586 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,19),-0.16003 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,20),0.0421886 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,25),0.882057 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,16),(10,26),-0.0891097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,17),(10,18),-0.0103533 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,17),(10,19),-0.031005 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,17),(10,20),-0.0461914 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,17),(10,25),-0.0185662 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,17),(10,26),-0.0612725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,18),(10,19),-0.00266893 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,18),(10,20),-0.0487931 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,18),(10,25),0.0729824 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,18),(10,26),-0.0304682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,19),(10,20),-0.0394904 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,19),(10,25),0.0206139 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,19),(10,26),-0.0518242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,20),(10,25),-0.0199053 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,20),(10,26),-0.0612109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,25),(10,26),0.169756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,10),(10,9),0.334981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,8),0.334222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,7),0.117198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,6),0.331932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,5),0.1639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,4),0.326247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,3),0.224991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,1),0.158891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,-1),-0.635057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,10),(10,9),(10,8),0.106338 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,7),0.292129 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,6),0.106338 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,5),-0.102801 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,4),0.105822 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,3),0.0900534 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,1),-0.0769006 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,-1),0.0498434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,8),(10,7),0.288038 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,6),0.106555 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,5),-0.100685 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,4),0.106039 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,3),0.0900534 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,1),-0.0747847 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,-1),0.0516243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,7),(10,6),0.105394 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,5),0.303465 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,4),0.105394 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,3),0.139904 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,1),0.296525 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,7),(10,-1),-0.351009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,6),(10,5),-0.100685 # DEPENDENCYPART_GRANDSIBL
