# _root_ Murata said , however , it will invest about 1.4 billion yen ( $ 9.9 million ) in the new company .
#goldHeads=2,0,2,2,2,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
#predictedHeads=2,0,2,2,7,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
(0,1),(1,4),(1,7),-0.0204228 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,12),-0.0198553 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,22),-0.0178919 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,23),-0.0198806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,7),-0.0248154 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,12),0.00959908 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,22),-0.0384839 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,23),-0.039327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,7),(1,12),-0.0194483 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,22),-0.0308963 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,23),-0.0255518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,12),(1,22),0.066158 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,12),(1,23),-0.0279941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,22),(1,23),-0.0134956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.275735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,2),(2,3),0.0277116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,4),-0.00509368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,5),0.0277116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,7),0.0536738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,8),-0.0301952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,9),-0.0223152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,12),-0.0433945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,17),-0.0240508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,18),-0.164805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,22),-0.0883572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,23),-0.198807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,3),(2,4),0.0131694 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,5),-0.0438422 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,7),-0.0409885 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,8),-0.0128654 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,9),0.00138923 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,12),-0.100142 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,18),0.0774593 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,22),-0.0198432 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,23),-0.0570996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,4),(2,5),-0.0405354 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,7),-0.0293982 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,8),-0.0452425 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,9),-0.0115537 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,12),0.00820175 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,17),-0.0195037 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,18),-0.0337073 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,22),0.082625 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,23),-0.0304905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,5),(2,7),-0.0409885 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,8),-0.0128654 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,9),0.00138923 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,12),-0.100142 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,18),0.0774593 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,22),-0.0198432 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,23),-0.0570996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,7),(2,8),-0.0328494 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,9),-0.0233357 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,12),-0.0204883 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,17),-0.0194638 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,18),-0.0280726 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,22),-0.00883345 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,23),-0.0530237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,8),(2,9),-0.0103481 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,12),-0.000793405 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,17),-0.0195805 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,18),0.040683 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,22),-0.000789533 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,23),-0.0588373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,9),(2,12),0.00621113 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,17),-0.0195037 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,18),-0.029096 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,22),0.0713914 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,23),-0.0304905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,12),(2,17),-0.0195913 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,18),0.0614277 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,22),0.0638259 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,23),-0.0760474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,17),(2,18),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,22),-0.0284342 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,23),-0.0141969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,18),(2,22),0.0967015 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,18),(2,23),-0.0620353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,22),(2,23),0.211699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.37634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.641139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),0.0835057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,4),(4,5),-0.0272837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,6),-0.0208604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,7),-0.0195169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,8),0.0327439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,9),-0.0236327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,10),-0.0204948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,11),-0.0204948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,23),-0.0268526 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,5),(4,6),-0.0204395 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,7),-0.0194728 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,8),-0.0212491 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,9),-0.0196134 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,10),-0.0194849 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,11),-0.0194849 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,23),-0.0220669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,6),(4,7),-0.0195165 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,8),-0.020956 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,23),-0.0194739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,7),(4,8),-0.0194522 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,9),-0.0194422 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,23),-0.0196547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,8),(4,9),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,23),0.0280397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,9),(4,10),-0.0194434 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,11),-0.0194434 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,23),-0.0332206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,10),(4,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,23),-0.0200379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,11),(4,23),-0.0200379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,4),(4,3),0.0959142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,1),0.093152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,-1),-0.122576 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,3),(4,1),0.108263 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,3),(4,-1),-0.145396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,1),(4,-1),-0.156353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,7),(7,8),-0.0361938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,9),0.00804955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,17),-0.0198659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,18),-0.0260818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,22),-0.0411311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,23),-0.0196854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,7),(7,8),(7,9),-0.0224237 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,17),-0.0195161 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,18),-0.0129634 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,22),0.129028 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,8),(7,23),-0.049308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,9),(7,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,9),(7,18),-0.0202982 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,9),(7,22),-0.0327616 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,9),(7,23),-0.0197152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,17),(7,18),-0.019723 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,17),(7,22),-0.0194422 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,17),(7,23),-0.00821515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,18),(7,22),-0.0216006 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,18),(7,23),-0.0194452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,22),(7,23),0.0432893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,7),(7,6),0.144228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,5),0.0826911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,4),0.132637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,3),0.0826911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,2),0.0762099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,1),0.254067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,7),(7,7),(7,-1),-0.165581 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,7),(7,6),(7,5),0.178899 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,6),(7,4),0.125564 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,6),(7,3),0.178899 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,6),(7,2),0.0942 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,6),(7,1),0.0962571 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,6),(7,-1),-0.17718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,5),(7,4),0.112308 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,5),(7,3),0.10286 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,5),(7,2),0.0561444 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,5),(7,1),0.0978886 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,5),(7,-1),-0.135116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,4),(7,3),0.119595 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,4),(7,2),0.106918 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,4),(7,1),0.115662 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,4),(7,-1),-0.149686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,3),(7,2),0.0561444 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,3),(7,1),0.0978886 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,3),(7,-1),-0.135116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,2),(7,1),0.0543225 # DEPENDENCYPART_GRANDSIBL
(0,7),(7,2),(7,-1),-0.06699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,7),(7,1),(7,-1),-0.0368773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,8),(8,9),-0.0220419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,10),0.0364855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,11),0.0443779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,12),-0.0294772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,14),-0.00706554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,17),-0.0240508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,18),-0.165635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,20),0.0595739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,21),-0.0338492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,22),-0.111076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,23),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,8),(8,9),(8,10),-0.019906 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,11),-0.019906 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,12),0.00782556 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,14),-0.0146766 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,17),-0.0195037 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,18),-0.0248669 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,20),0.00689646 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,21),0.0109127 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,22),0.0765395 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,9),(8,23),-0.0304645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,10),(8,11),-0.0326412 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,12),-0.015695 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,14),-0.0195693 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,18),-0.023269 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,20),-0.0220106 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,21),-0.015695 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,22),-0.00581167 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,10),(8,23),-0.0286992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,11),(8,12),-0.0160892 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,14),-0.0195693 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,18),-0.0242228 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,20),-0.0220106 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,21),-0.0160892 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,22),0.00237026 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,23),-0.0286992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,12),(8,14),-0.0142439 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,17),-0.0195913 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,18),0.0669455 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,20),-0.0350245 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,21),0.0255936 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,22),0.0511319 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,23),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,14),(8,17),-0.0233103 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,18),-0.0126236 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,21),-0.0215831 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,22),-0.0566542 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,23),-0.020442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,17),(8,18),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,17),(8,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,17),(8,21),-0.0205506 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,17),(8,22),-0.0280808 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,17),(8,23),-0.0139039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,18),(8,20),-0.0312826 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,18),(8,21),-0.00345167 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,18),(8,22),0.111623 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,18),(8,23),-0.0620234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,20),(8,21),-0.0214566 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,20),(8,22),0.0675636 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,20),(8,23),-0.0328306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,21),(8,22),0.0498801 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,21),(8,23),-0.0735401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,22),(8,23),0.171991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,8),(8,7),0.0274042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,6),0.181671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,5),0.115111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,4),0.184851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,3),0.115111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,1),0.32024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,-1),-0.633935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,8),(8,7),(8,6),0.0952403 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,5),0.0696227 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,4),0.104171 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,3),0.0696227 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,1),0.0836186 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,-1),-0.0468695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,6),(8,5),0.0595319 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,4),0.127903 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,3),0.0595319 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,1),0.112586 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,-1),-0.147146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,5),(8,4),0.163306 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,5),(8,3),0.072063 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,5),(8,1),0.101831 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,5),(8,-1),-0.349652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,4),(8,3),0.109346 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,4),(8,1),0.156928 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,4),(8,-1),-0.17468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,3),(8,1),0.101831 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,3),(8,-1),-0.349652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,1),(8,-1),0.0646639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.0452823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,4),0.0181307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,5),-0.0452823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,7),-0.0119095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,8),-0.0341067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,9),0.00899305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,12),-0.0376419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,17),-0.00189676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,18),-0.00303789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,22),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,23),0.0397328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,4),-0.0324759 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,5),-0.019595 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,7),-0.0103978 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,8),-0.0162439 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,9),-0.0326835 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,12),-0.0368061 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,17),-0.0199679 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,18),-0.03665 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,23),-0.0287428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,4),(2,5),-0.0221337 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,7),-0.020599 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,8),-0.0112341 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,9),-0.0153809 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,12),-0.0178621 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,17),-0.0236783 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,18),-0.0186882 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,22),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,23),0.0256163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,5),(2,7),-0.0103978 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,8),-0.0162439 # DEPENDENCYPART_GRANDSIBL
