# _root_ Most Wall Street firms , in pulling back , have merely stopped such trading for their own accounts .
#goldHeads=4,4,4,10,10,10,6,7,10,0,12,10,12,13,12,18,18,15,10,
#predictedHeads=4,4,4,10,10,10,6,7,10,0,10,10,12,13,14,18,18,15,10,
(0,12),(12,13),(12,18),-0.0360446 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,19),0.0214906 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,20),-0.0553934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,14),(12,15),0.0285092 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,18),0.0115802 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,19),-0.0576127 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,20),-0.118407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,15),(12,18),-0.0460711 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,19),0.0640257 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,20),-0.0917792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,18),(12,19),0.0291048 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,20),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,19),(12,20),0.139076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,12),(12,11),0.222833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,9),0.126325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,8),0.221786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,7),0.0294425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,6),0.206372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,5),0.126325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,4),0.295842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,2),0.290797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,-1),-0.643998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,12),(12,11),(12,9),0.0921393 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,8),0.120384 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,7),0.128929 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,6),0.110059 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,5),0.0921393 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,4),0.143829 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,2),0.141953 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,-1),-0.18919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,9),(12,8),0.195691 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,7),0.131027 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,6),0.293164 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,5),0.0839901 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,4),0.102304 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,2),0.104422 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,-1),-0.367496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,8),(12,7),0.127709 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,6),0.110059 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,5),0.0923146 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,4),0.143828 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,2),0.141952 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,-1),-0.186996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,7),(12,6),0.114025 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,5),0.0588139 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,4),0.0920497 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,2),0.0922215 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,-1),0.0178834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,6),(12,5),0.114297 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,4),0.197371 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,2),0.197375 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,-1),-0.227735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,5),(12,4),0.102304 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,5),(12,2),0.104422 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,5),(12,-1),-0.367496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,4),(12,2),0.14283 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,4),(12,-1),0.0468878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,2),(12,-1),0.0431346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,14),(14,15),-0.245425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,17),0.0171149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,18),-0.070025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,19),-0.14556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,20),-0.240693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,14),(14,15),(14,17),-0.0486355 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,18),-0.0459816 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,19),0.0648216 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,15),(14,20),-0.0917833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,17),(14,18),-0.0351019 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,19),0.0215399 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,17),(14,20),-0.055372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,18),(14,19),0.0293855 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,18),(14,20),-0.13787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,19),(14,20),0.134402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,14),(14,13),0.248221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,12),0.0290253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,10),0.0415857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,6),0.206394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,4),0.291986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,14),(14,14),(14,-1),-0.644632 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,14),(14,13),(14,12),0.115745 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,10),0.115691 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,6),0.113314 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,4),0.111989 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,13),(14,-1),0.00391729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,12),(14,10),0.129499 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,6),0.114025 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,4),0.0920501 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,12),(14,-1),0.0178799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,10),(14,6),0.112597 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,4),0.0901315 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,10),(14,-1),0.0205548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,6),(14,4),0.197414 # DEPENDENCYPART_GRANDSIBL
(0,14),(14,6),(14,-1),-0.232941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,14),(14,4),(14,-1),0.0469604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,5),(5,6),-0.0424761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,7),-0.045033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,20),-0.0800834 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,6),(5,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,20),-0.0427196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,7),(5,20),-0.0450406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,5),(5,-1),-0.165749 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,6),(6,7),-0.000442757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,8),-0.0136643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,9),-0.0436845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,10),-0.00102073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,11),-0.0131604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,14),-0.00173155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,15),-0.0172716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,20),-0.166445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,7),(6,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,9),-0.0446465 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,15),-0.0421433 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,19),-0.0420512 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,20),-0.00636601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,8),(6,9),-0.0384796 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,10),-0.0433129 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,11),-0.0420196 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,14),-0.0433129 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,15),-0.0433918 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,20),-0.0174799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,9),(6,10),-0.0437886 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,11),-0.0433848 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,14),-0.0437886 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,15),-0.0315989 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,20),-0.0367626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,10),(6,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,15),-0.0421433 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,19),-0.0420512 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,10),(6,20),-0.00694398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,11),(6,14),-0.0433129 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,15),-0.0433918 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,11),(6,20),-0.016976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,14),(6,15),-0.0421433 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,19),-0.0420512 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,14),(6,20),-0.00764792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,15),(6,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,15),(6,20),-0.0671549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,19),(6,20),-0.0421035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,6),(6,5),0.120409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,4),0.0578995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,-1),-0.0632953 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,5),(6,4),0.118426 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,5),(6,-1),-0.122426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,4),(6,-1),-0.182776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,7),(7,8),-0.0644346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,9),-0.0369895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,10),-0.06377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,11),-0.0626797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,12),-0.0703628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,13),-0.0260527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,14),-0.0678399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,15),-0.0662676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,18),-0.0261949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,20),0.122198 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,8),(7,9),-0.0428906 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,10),-0.0388601 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,11),-0.0489693 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,12),-0.0388101 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,13),-0.0440893 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,14),-0.0388101 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,15),-0.034603 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,18),-0.0478995 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,19),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,8),(7,20),-0.0445312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,9),(7,10),-0.047902 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,11),-0.0179762 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,12),-0.0478711 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,13),-0.0431864 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,14),-0.0478954 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,15),-0.0437208 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,18),-0.0410572 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,9),(7,20),-0.0541353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,10),(7,11),-0.0420324 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,12),-0.042514 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,14),-0.042514 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,15),-0.0523441 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,18),-0.0428432 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,19),-0.0435475 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,10),(7,20),-0.0234349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,11),(7,12),-0.0388101 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,13),-0.0440893 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,14),-0.0388101 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,15),-0.0346011 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,18),-0.0464797 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,19),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,11),(7,20),-0.0441979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,12),(7,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,14),-0.042514 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,15),-0.0523441 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,18),-0.0428432 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,19),-0.0435475 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,12),(7,20),-0.0300859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,13),(7,14),-0.0345484 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,15),-0.0434341 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,18),-0.0435346 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,19),-0.0420085 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,13),(7,20),-0.0368586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,14),(7,15),-0.0508207 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,14),(7,18),-0.0429488 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,14),(7,19),-0.0435475 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,14),(7,20),-0.0289085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,15),(7,18),-0.0397386 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,15),(7,19),-0.0429701 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,15),(7,20),-0.0442568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,18),(7,19),-0.0437079 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,18),(7,20),-0.0978229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,19),(7,20),-0.045876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,7),(7,6),0.12953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,5),0.10443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,4),0.135221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,7),(7,7),(7,-1),-0.218881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,7),(7,6),(7,5),0.113564 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,6),(7,4),0.11495 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,6),(7,-1),-0.0540529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,5),(7,4),0.113804 # DEPENDENCYPART_GRANDSIBL
(1,7),(7,5),(7,-1),-0.140347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,7),(7,4),(7,-1),-0.118729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,4),-0.178877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,5),0.138076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,7),0.0469101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,9),0.138076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,20),0.0970667 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,4),(3,5),-0.0474014 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,7),-0.0429866 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,9),-0.0474014 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,20),0.00314037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,5),(3,7),-0.117857 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,9),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,20),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,7),(3,9),-0.0559388 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,20),-0.0133632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,9),(3,20),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,2),0.144517 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,-1),0.028038 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,2),(3,-1),-0.146719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,4),(4,5),0.138215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,6),-0.0434649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,7),0.046811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,8),-0.0726112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,9),0.138215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,10),0.0417321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,11),-0.0717604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,12),0.0468009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,13),-0.068772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,14),0.0467594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,19),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,20),0.0968997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,5),(4,6),-0.0286937 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,7),-0.117735 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,8),-0.0503674 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,9),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,10),-0.123635 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,11),-0.0503674 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,12),-0.117735 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,13),-0.0513759 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,14),-0.117739 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,19),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,20),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,6),(4,7),-0.0432516 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,8),-0.0426179 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,9),-0.067616 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,10),-0.0436786 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,11),-0.0426179 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,12),-0.0432516 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,13),-0.0411376 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,14),-0.0433352 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,19),-0.0454354 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,20),-0.129607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,7),(4,8),-0.042131 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,9),-0.05594 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,10),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,11),-0.042131 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,12),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,13),-0.043855 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,14),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,19),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,20),-0.013644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,8),(4,9),-0.0458307 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,10),-0.0450052 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,11),-0.0428405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,12),-0.0450051 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,13),-0.0421065 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,14),-0.0450051 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,19),-0.0425367 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,20),-0.0829282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,9),(4,10),-0.123635 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,11),-0.0503674 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,12),-0.117735 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,13),-0.0513759 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,14),-0.117739 # DEPENDENCYPART_GRANDSIBL
