# _root_ And some carriers are facing other unexpected headaches : USAir , for example , blamed some of its loss on merger expenses and on disruptions caused by Hurricane Hugo last month .
#goldHeads=4,3,4,0,4,8,8,5,4,15,15,15,12,15,4,15,16,19,17,23,22,20,15,23,24,25,26,29,27,31,26,4,
#predictedHeads=4,3,4,0,4,8,8,5,4,15,15,15,12,15,4,15,16,19,17,23,22,20,15,23,24,25,26,29,27,31,26,4,
(4,15),(15,9),(15,1),-0.145022 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,9),(15,-1),-0.15718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,8),(15,7),0.0983029 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,8),(15,6),0.0982973 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,8),(15,5),0.104395 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,8),(15,4),0.102421 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,8),(15,3),-0.147956 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,8),(15,2),-0.144723 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,8),(15,1),-0.145923 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,8),(15,-1),-0.168258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,7),(15,6),0.106564 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,7),(15,5),0.100895 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,7),(15,4),0.100895 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,7),(15,3),-0.145006 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,7),(15,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,7),(15,1),-0.144771 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,7),(15,-1),-0.133569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,6),(15,5),0.100891 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,6),(15,4),0.100891 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,6),(15,3),-0.145006 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,6),(15,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,6),(15,1),-0.144771 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,6),(15,-1),-0.130921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,5),(15,4),0.0999075 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,5),(15,3),-0.145197 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,5),(15,2),-0.144716 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,5),(15,1),-0.144757 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,5),(15,-1),-0.150551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,4),(15,3),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,15),(15,4),(15,2),-0.144716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,15),(15,4),(15,1),-0.144757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,15),(15,4),(15,-1),-0.147296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,15),(15,3),(15,2),-0.144723 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,3),(15,1),-0.145923 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,3),(15,-1),-0.168267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,2),(15,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(4,15),(15,2),(15,-1),-0.118631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,15),(15,1),(15,-1),-0.206903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,23),(23,24),0.0662135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,25),-0.0110332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,26),-0.068997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,27),0.0811571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,28),-0.0110446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,29),-0.0113441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,30),-0.0223586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,31),-0.0113362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,32),-0.00732112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,33),-0.152253 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,23),(23,24),(23,25),-0.0362372 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,26),-0.0365163 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,27),-0.0252373 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,28),-0.0362372 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,29),-0.0362372 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,30),-0.0246174 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,31),-0.0364628 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,32),-0.0195557 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,24),(23,33),-0.00477193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,25),(23,26),-0.0399132 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,27),-0.0448484 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,28),0.0640763 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,29),0.0640772 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,30),0.013626 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,31),0.0622827 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,32),-0.0211116 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,25),(23,33),0.0312516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,26),(23,27),0.00249422 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,26),(23,28),-0.0655308 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,26),(23,29),-0.0655307 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,26),(23,30),-0.0308795 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,26),(23,31),-0.0655433 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,26),(23,32),-0.0281733 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,26),(23,33),-0.0894454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,27),(23,28),-0.0347053 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,27),(23,29),-0.0347053 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,27),(23,30),-0.026115 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,27),(23,31),-0.0349309 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,27),(23,32),-0.0195557 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,27),(23,33),0.0046236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,28),(23,29),0.0640772 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,28),(23,30),0.013626 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,28),(23,31),0.0622827 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,28),(23,32),-0.0211116 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,28),(23,33),0.0312509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,29),(23,30),0.013626 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,29),(23,31),0.0622818 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,29),(23,32),-0.0211116 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,29),(23,33),0.0312446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,30),(23,31),-0.031018 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,30),(23,32),-0.021425 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,30),(23,33),-0.0629387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,31),(23,32),-0.0211116 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,31),(23,33),0.0330005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,32),(23,33),-0.0307088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,23),(23,22),0.173098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,21),0.171288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,20),0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,19),0.172331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,18),0.0554771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,17),0.111378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,16),0.0643186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,15),0.146541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,14),0.0419596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,13),0.173321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,12),0.126284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,11),0.0419596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,10),0.173341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,9),0.121016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,8),0.173341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,7),0.153112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,6),0.154522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,5),0.146541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,4),0.163594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,3),-0.155045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,2),-0.144735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,1),-0.148134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,23),(23,23),(23,-1),-0.143238 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,23),(23,22),(23,21),0.0855755 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,20),0.0557064 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,19),0.0855377 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,18),0.115174 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,17),0.0538677 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,16),0.123066 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,15),0.124755 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,14),0.232104 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,13),0.0862748 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,12),0.0783189 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,11),0.232104 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,10),0.0862748 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,9),0.117202 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,8),0.0862748 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,7),0.128429 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,6),0.128397 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,5),0.124755 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,4),0.123525 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,3),-0.147106 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,2),-0.145871 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,1),-0.144842 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,22),(23,-1),-0.144348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,21),(23,20),0.0556987 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,19),0.0855377 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,18),0.112727 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,17),0.05386 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,16),0.123629 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,15),0.124757 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,14),0.231352 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,13),0.0862748 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,12),0.0783112 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,11),0.231352 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,10),0.0862748 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,9),0.117202 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,8),0.0862748 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,7),0.127476 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,6),0.127444 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,5),0.124757 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,4),0.123527 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,3),-0.147106 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,2),-0.145871 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,1),-0.144842 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,21),(23,-1),-0.144143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,20),(23,19),0.104451 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,18),0.106847 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,17),0.104304 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,16),0.104392 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,15),0.0941978 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,14),0.0772328 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,13),0.104451 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,12),0.103234 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,11),0.0772328 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,10),0.104451 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,9),0.106099 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,8),0.104451 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,7),0.105485 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,6),0.105424 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,5),0.0941978 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,4),0.0941952 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,3),-0.144781 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,1),-0.14476 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,20),(23,-1),-0.0819157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,19),(23,18),0.112727 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,17),0.0538788 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,16),0.123616 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,15),0.124757 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,14),0.233995 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,13),0.0862638 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,12),0.0783299 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,11),0.233995 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,10),0.0862638 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,9),0.117202 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,8),0.0862638 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,7),0.128426 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,6),0.128394 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,5),0.124757 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,4),0.123527 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,3),-0.147106 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,2),-0.145871 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,1),-0.144842 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,19),(23,-1),-0.144985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,18),(23,17),0.105126 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,16),0.124051 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,15),0.0996558 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,14),0.10206 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,13),0.106392 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,12),0.105533 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,11),0.10206 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,10),0.106392 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,9),0.109537 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,8),0.106392 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,7),0.109089 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,6),0.109089 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,5),0.0996558 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,4),0.0996558 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,1),-0.144717 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,18),(23,-1),-0.168501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,17),(23,16),0.100991 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,15),0.0937538 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,14),0.0782339 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,13),0.105019 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,12),0.0986303 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,11),0.0782339 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,10),0.105019 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,9),0.106143 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,8),0.105019 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,7),0.105467 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,6),0.105407 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,5),0.0937538 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,4),0.0937512 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,3),-0.144781 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,1),-0.14476 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,17),(23,-1),-0.11495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,16),(23,15),0.105765 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,14),0.103868 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,13),0.115919 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,12),0.117662 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,11),0.103868 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,10),0.115919 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,9),0.106134 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,8),0.115919 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,7),0.108749 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,6),0.108749 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,5),0.105765 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,4),0.105643 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,3),-0.144724 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,16),(23,-1),-0.159379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,15),(23,14),0.111306 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,13),0.0898072 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,12),0.119581 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,11),0.111306 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,10),0.0924433 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,9),0.0990214 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,8),0.0898072 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,7),0.0936076 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,6),0.0935922 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,5),0.0598129 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,4),0.0588948 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,3),-0.150045 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,2),-0.144981 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,1),-0.145172 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,15),(23,-1),-0.155635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,14),(23,13),0.22581 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,14),(23,12),0.138011 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,14),(23,11),0.122094 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,14),(23,10),0.22581 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,14),(23,9),0.108521 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,14),(23,8),0.22579 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,14),(23,7),0.107401 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,14),(23,6),0.107208 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,14),(23,5),0.128676 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,14),(23,4),0.125757 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,14),(23,3),-0.151714 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,14),(23,2),-0.144975 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,14),(23,1),-0.14936 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,14),(23,-1),-0.15901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,13),(23,12),0.0783302 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,11),0.231351 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,10),0.0862748 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,9),0.117202 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,8),0.0862748 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,7),0.128429 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,6),0.128397 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,5),0.124757 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,4),0.123527 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,3),-0.147106 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,2),-0.145871 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,1),-0.144842 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,13),(23,-1),-0.14231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,12),(23,11),0.0781876 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,12),(23,10),0.107451 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,12),(23,9),0.10628 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,12),(23,8),0.107451 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,12),(23,7),0.104315 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,12),(23,6),0.104254 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,12),(23,5),0.0933738 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,12),(23,4),0.0933711 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,12),(23,3),-0.144783 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,12),(23,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,12),(23,1),-0.14476 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,12),(23,-1),-0.0715288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,11),(23,10),0.22581 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,11),(23,9),0.108521 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,11),(23,8),0.22579 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,11),(23,7),0.107401 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,11),(23,6),0.107208 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,11),(23,5),0.128676 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,11),(23,4),0.125757 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,11),(23,3),-0.151714 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,11),(23,2),-0.144975 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,11),(23,1),-0.14936 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,11),(23,-1),-0.15901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,23),(23,10),(23,9),0.117202 # DEPENDENCYPART_GRANDSIBL
(4,23),(23,10),(23,8),0.0862748 # DEPENDENCYPART_GRANDSIBL
