# _root_ Directors of Bergen Bank and Den Norske Creditbank , two of Norway 's leading banks , announced they had agreed to the formal merger of the banks .
#goldHeads=17,1,4,5,2,8,8,5,5,5,10,15,12,15,11,5,0,19,17,19,20,24,24,21,24,27,25,17,
#predictedHeads=17,1,4,5,2,8,8,5,8,8,10,15,12,15,11,8,0,19,17,19,20,24,24,21,24,27,25,17,
(0,19),(19,10),(19,9),0.136707 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,8),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,7),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,6),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,5),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,4),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,3),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,1),0.104831 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,-1),-0.0980361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,9),(19,8),0.0974111 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,7),0.0974111 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,6),0.0974111 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,5),0.0968148 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,4),0.092835 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,3),0.0974111 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,1),0.0974109 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,-1),-0.34978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,8),(19,7),0.10359 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,6),0.10359 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,5),0.125925 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,4),0.106049 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,3),0.10359 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,1),0.10359 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,-1),0.0727602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,7),(19,6),0.10359 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,7),(19,5),0.125925 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,7),(19,4),0.106049 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,7),(19,3),0.10359 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,7),(19,1),0.10359 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,7),(19,-1),0.0727602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,6),(19,5),0.125925 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,6),(19,4),0.106049 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,6),(19,3),0.10359 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,6),(19,1),0.10359 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,6),(19,-1),0.0727602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,5),(19,4),-0.211808 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,5),(19,3),-0.180984 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,5),(19,1),-0.0870947 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,5),(19,-1),0.0113401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,4),(19,3),0.1029 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,4),(19,1),0.1029 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,4),(19,-1),0.0592298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,3),(19,1),0.10359 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,3),(19,-1),0.0727602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,1),(19,-1),0.0729338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,20),(20,20),(20,21),-0.082425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,20),(20,20),(20,22),-0.00587567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,20),(20,20),(20,23),0.0614191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,20),(20,20),(20,24),-0.0285205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,20),(20,20),(20,25),-0.170718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,20),(20,20),(20,27),-0.0296124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,20),(20,20),(20,28),-0.110284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,20),(20,20),(20,29),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,20),(20,21),(20,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,21),(20,23),-0.0219397 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,21),(20,24),0.00400863 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,21),(20,25),-0.0270826 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,21),(20,27),0.00400863 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,21),(20,28),0.022702 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,21),(20,29),-0.051534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,20),(20,22),(20,23),-0.0218268 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,22),(20,24),-0.000291251 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,22),(20,25),-0.0249205 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,22),(20,27),-0.000291251 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,22),(20,28),-0.0167013 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,22),(20,29),-0.0273276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,20),(20,23),(20,24),-0.0206285 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,23),(20,25),0.00759386 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,23),(20,27),-0.0206285 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,23),(20,28),0.0680269 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,23),(20,29),-0.0328261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,20),(20,24),(20,25),0.0601308 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,24),(20,27),0.0259367 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,24),(20,28),0.0557592 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,24),(20,29),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,20),(20,25),(20,27),-0.01062 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,25),(20,28),0.108838 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,25),(20,29),-0.0578794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,20),(20,27),(20,28),0.0546878 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,27),(20,29),-0.0753367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,20),(20,28),(20,29),0.179367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,20),(20,20),(20,19),0.0552635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,20),(20,20),(20,17),0.0544322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,20),(20,20),(20,15),0.324381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,20),(20,20),(20,9),0.113222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,20),(20,20),(20,-1),-0.63419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,20),(20,19),(20,17),0.107546 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,19),(20,15),0.0521231 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,19),(20,9),0.0725342 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,19),(20,-1),-0.0499419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,20),(20,17),(20,15),0.0539761 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,17),(20,9),0.0739034 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,17),(20,-1),-0.062086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,20),(20,15),(20,9),0.282577 # DEPENDENCYPART_GRANDSIBL
(0,20),(20,15),(20,-1),0.0669498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,20),(20,9),(20,-1),-0.349652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),0.124998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,4),0.129139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,5),0.0584807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,6),0.124998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,7),0.124998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,8),0.124998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,11),-0.0271494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,15),0.112282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,29),-0.377153 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,4),-0.0620427 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,5),-0.0389636 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,6),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,7),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,8),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,11),-0.00938185 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,15),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,29),0.0401849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,4),(2,5),-0.0389636 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,6),-0.061616 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,7),-0.061616 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,8),-0.061616 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,11),-0.00955946 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,15),-0.061616 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,29),0.0432093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,5),(2,6),-0.0209705 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,7),-0.0301532 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,8),-0.0770382 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,11),0.213928 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,15),-0.106863 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,29),0.0291242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,6),(2,7),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,8),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,11),-0.00938185 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,15),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,29),0.0401849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,7),(2,8),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,11),-0.00938185 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,15),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,29),0.0401849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,8),(2,11),-0.00938185 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,15),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,29),0.0401849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,11),(2,15),-0.0214768 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,11),(2,29),-0.0353439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,15),(2,29),0.0279895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,-1),-0.0537944 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,4),-0.132512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,5),-0.0402722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,29),0.142435 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,4),(3,5),-0.0202714 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,29),0.0250569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,5),(3,29),-0.034316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,3),(3,1),0.158857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,-1),-0.00950972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,1),(3,-1),-0.174031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,5),-0.0404689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,6),-0.120571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,7),-0.120571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,8),-0.120571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,10),-0.109766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,16),0.133491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,29),0.156817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,5),(4,6),-0.00370627 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,7),-0.012889 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,8),-0.059774 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,10),0.134566 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,16),0.282977 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,29),-0.0349251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,6),(4,7),0.0103809 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,8),0.0103809 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,10),-0.0242467 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,16),0.00443685 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,29),0.0349146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,7),(4,8),0.0103809 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,10),-0.0242467 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,16),0.00443685 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,29),0.0349146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,8),(4,10),-0.0242467 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,16),0.00443685 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,29),0.0349146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,10),(4,16),-0.000860704 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,10),(4,29),-0.104653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,16),(4,29),-0.0202506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,4),(4,3),0.16239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,2),0.216267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,1),0.160342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,-1),0.00951967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,3),(4,2),0.108319 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,3),(4,1),0.0926373 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,3),(4,-1),-0.176493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,2),(4,1),0.101932 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,2),(4,-1),-0.0690566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,1),(4,-1),-0.176553 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,5),(5,6),-0.0676078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,7),-0.0676078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,8),-0.0676078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,9),-0.0290923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,10),-0.00228654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,11),-0.00893098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,12),-0.0676078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,14),0.13264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,15),-0.0739942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,16),-0.0290923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,17),0.00660325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,19),0.00766965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,20),0.00631387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,24),-0.0619751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,28),-0.0252004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,29),-0.253183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,6),(5,7),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,8),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,9),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,10),-0.0200412 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,11),0.00569095 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,12),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,14),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,15),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,16),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,17),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,19),-0.0316024 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,20),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,24),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,28),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,29),-0.0098779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,7),(5,8),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,9),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,10),-0.0200412 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,11),0.00569095 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,12),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,14),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,15),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,16),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,17),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,19),-0.0316024 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,20),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,24),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,28),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,29),-0.0098779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,8),(5,9),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,10),-0.0200412 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,11),0.00569095 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,12),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,14),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,15),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,16),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,17),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,19),-0.0316024 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,20),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,24),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,28),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,29),-0.0098779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,9),(5,10),-0.0235692 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,9),(5,11),-0.0331539 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,9),(5,12),-0.0879996 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,9),(5,14),0.109566 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,9),(5,15),-0.0891924 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,9),(5,16),-0.0196752 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,9),(5,17),-0.0413752 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,9),(5,19),-0.0414227 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,9),(5,20),-0.0413752 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,9),(5,24),-0.0879996 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,9),(5,28),-0.0195141 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,9),(5,29),-0.0592682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,10),(5,11),0.0167703 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,10),(5,12),-0.024852 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,10),(5,14),-0.0211528 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,10),(5,15),-0.024852 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,10),(5,16),-0.0302516 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,10),(5,17),-0.0218779 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,10),(5,19),-0.0218779 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,10),(5,20),-0.0218779 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,10),(5,24),-0.024852 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,10),(5,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,10),(5,29),-0.0475612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,11),(5,12),-0.018658 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,11),(5,14),-0.0244839 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,11),(5,15),-0.0186706 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,11),(5,16),-0.0193755 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,11),(5,17),-0.0270295 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,11),(5,19),-0.0270411 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,11),(5,20),-0.0270295 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,11),(5,24),-0.018658 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,11),(5,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,11),(5,29),0.0497201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,12),(5,14),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,12),(5,15),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,12),(5,16),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,12),(5,17),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,12),(5,19),-0.0316024 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,12),(5,20),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,12),(5,24),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,12),(5,28),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,12),(5,29),-0.0098779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,14),(5,15),-0.035625 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,16),0.0135628 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,17),-0.0215483 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,19),-0.0215483 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,20),-0.0215483 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,24),-0.035625 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,28),-0.0223404 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,29),0.104092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,15),(5,16),-0.0745741 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,15),(5,17),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,15),(5,19),-0.0316024 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,15),(5,20),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,15),(5,24),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,15),(5,28),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,15),(5,29),-0.0151547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
