# _root_ `` With the decline in stock prices and continued low or stable interest rates , stocks are representing a better value all the time , '' Renaissance President Frank W. Terrizzi said yesterday .
#goldHeads=32,17,4,8,4,7,5,2,14,11,14,11,14,8,17,17,32,17,21,21,18,24,24,18,32,32,31,31,31,31,32,0,32,32,
#predictedHeads=32,8,4,2,4,7,5,17,8,11,14,11,14,9,17,17,32,17,21,21,18,24,24,21,32,32,31,31,31,31,32,0,32,32,
(5,7),(7,9),-0.198593 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.762122 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.749916 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.694856 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.973533 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.953668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.658896 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.900069 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.101439 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0995202 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.111613 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0456942 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.0653914 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.490536 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.123835 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),0.191366 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.154131 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.500236 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.37331 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.608553 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),0.279418 # DEPENDENCYPART_GRANDPAR
(5,8),(8,32),-0.582091 # DEPENDENCYPART_GRANDPAR
(5,8),(8,34),-0.61818 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.721706 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.690135 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.893507 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.925155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.58434 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.70277 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.372605 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.104521 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0651392 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.24047 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.11896 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.302599 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.018537 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.0322027 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.314502 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.650791 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.569897 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.54886 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.750925 # DEPENDENCYPART_GRANDPAR
(5,9),(9,26),0.357442 # DEPENDENCYPART_GRANDPAR
(5,9),(9,32),-0.723056 # DEPENDENCYPART_GRANDPAR
(5,9),(9,33),-1.04819 # DEPENDENCYPART_GRANDPAR
(5,9),(9,34),-0.765708 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.869516 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.863102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),0.869327 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.483195 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0679749 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.162036 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.131798 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.31408 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.153642 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.0192944 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.738694 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.710575 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.674217 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.929875 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.878518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.714773 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.911755 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.488265 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.119879 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0887127 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0618249 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.0979647 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.515009 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.154092 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.235907 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.115082 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.46183 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.334498 # DEPENDENCYPART_GRANDPAR
(5,11),(11,25),-0.578296 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),0.345173 # DEPENDENCYPART_GRANDPAR
(5,11),(11,27),-0.697596 # DEPENDENCYPART_GRANDPAR
(5,11),(11,32),-0.539984 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.165581 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.142553 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.0137391 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.204144 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.0851951 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.243906 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.638602 # DEPENDENCYPART_GRANDPAR
(5,14),(14,6),0.824148 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.904704 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.633758 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.0607958 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.174623 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.153109 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.0227838 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.190546 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.192689 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.0954462 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.227829 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.564002 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.628982 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.550819 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.71274 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.695429 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.5397 # DEPENDENCYPART_GRANDPAR
(5,14),(14,26),0.351162 # DEPENDENCYPART_GRANDPAR
(5,14),(14,33),-1.20009 # DEPENDENCYPART_GRANDPAR
(5,14),(14,34),-0.697869 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.609383 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.55234 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.37103 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.386496 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.49216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.295504 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.455959 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.5372 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.949525 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.830827 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.666409 # DEPENDENCYPART_GRANDPAR
(6,4),(4,25),-1.09896 # DEPENDENCYPART_GRANDPAR
(6,4),(4,34),-1.94006 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.259127 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.00216662 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0635496 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.0683991 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.265559 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.19015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.0927853 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.531977 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.294399 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.730739 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.853139 # DEPENDENCYPART_GRANDPAR
(7,2),(2,32),-0.953803 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.109906 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.00277179 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.41034 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.162941 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0950965 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0765313 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.421813 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.14068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.132079 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.594064 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.859016 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.680251 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.661698 # DEPENDENCYPART_GRANDPAR
(7,4),(4,25),-1.09603 # DEPENDENCYPART_GRANDPAR
(7,4),(4,34),-1.71598 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0912047 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.193769 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.356459 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.19916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.0965127 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.535023 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.816584 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.297528 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.820063 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.739753 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0778894 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.834056 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.682679 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.522902 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.561503 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.525451 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.204865 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.668679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.00925517 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.230031 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.201714 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.364051 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.247966 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.190987 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.1412 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.107015 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.0970229 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.326482 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.49964 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.556977 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.456335 # DEPENDENCYPART_GRANDPAR
(7,8),(8,32),-0.425801 # DEPENDENCYPART_GRANDPAR
(7,8),(8,34),-1.21259 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.884748 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.71884 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.57553 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.531609 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.2228 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.763752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.409531 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.426926 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.205951 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.552436 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.18347 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.130068 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.181718 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.0113787 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.190238 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.429262 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.427684 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.723356 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.597495 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-0.348678 # DEPENDENCYPART_GRANDPAR
(7,9),(9,32),-0.527688 # DEPENDENCYPART_GRANDPAR
(7,9),(9,33),-0.711327 # DEPENDENCYPART_GRANDPAR
(7,9),(9,34),-1.3167 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.0853782 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.179666 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0740321 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.215814 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.211835 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.25309 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.04429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),0.381823 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.187538 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.00620038 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.525453 # DEPENDENCYPART_GRANDPAR
(8,2),(2,32),-0.764702 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0628597 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.20952 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.161884 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.00322483 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.414876 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.343057 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.685948 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.65062 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.07334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.34263 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.0354442 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.312438 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.401357 # DEPENDENCYPART_GRANDPAR
(8,4),(4,25),-0.585849 # DEPENDENCYPART_GRANDPAR
(8,4),(4,34),-1.57338 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.0528376 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.332334 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.351951 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.395141 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.04927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.376503 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.00687803 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.19194 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.1535 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.0168308 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.305353 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.139993 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0188195 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.365517 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.344923 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.195564 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.632222 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.07361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.342713 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.503311 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.494236 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.310377 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.284458 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.0534566 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.0224187 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.418069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.470256 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.345634 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.285619 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.375865 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.516315 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.283023 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.0255996 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.137003 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.0330297 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),0.0856387 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.0458924 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),0.00961232 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),0.268828 # DEPENDENCYPART_GRANDPAR
(8,9),(9,32),-0.243214 # DEPENDENCYPART_GRANDPAR
(8,9),(9,33),0.37181 # DEPENDENCYPART_GRANDPAR
(8,9),(9,34),-1.19951 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.210732 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.0809973 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.0769308 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.521598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),0.29917 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.282205 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.307464 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.458707 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.311615 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0434839 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.40646 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.37385 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.118142 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.273127 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.186029 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.0136316 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.0134704 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.520742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.936114 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.348875 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.421134 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.492086 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.624413 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.385423 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.133456 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.248532 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.089879 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),0.201903 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),0.112012 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),0.279601 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),0.147308 # DEPENDENCYPART_GRANDPAR
(8,11),(11,32),-0.13739 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.210704 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.389209 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.309464 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.476143 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.382662 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.294002 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.562476 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0736798 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0731821 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.233979 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),0.0584097 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),0.0957221 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.399366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),1.03141 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.456525 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.369463 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.274387 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.293914 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.434488 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.0748208 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.0906082 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0436922 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.260157 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.327074 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),0.115471 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.0239985 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),0.161077 # DEPENDENCYPART_GRANDPAR
(8,14),(14,26),0.344992 # DEPENDENCYPART_GRANDPAR
(8,14),(14,33),0.367952 # DEPENDENCYPART_GRANDPAR
(8,14),(14,34),-1.05848 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.506743 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.421324 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.324601 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.381028 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.586983 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.44615 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.103131 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.0372029 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.14338 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.5098 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.505959 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.325683 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.296021 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.0377242 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.408742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),1.01394 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.34991 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.341083 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.170419 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.192993 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.451497 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.197211 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.114893 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.0913248 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.319628 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.319324 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),0.0664692 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.0619306 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),0.00437705 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),0.269353 # DEPENDENCYPART_GRANDPAR
(8,17),(17,32),-0.300338 # DEPENDENCYPART_GRANDPAR
(8,17),(17,33),0.356467 # DEPENDENCYPART_GRANDPAR
(8,17),(17,34),-1.15384 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),0.976166 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.208387 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.120841 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.186311 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.306319 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.362882 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),0.0945551 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.036976 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),0.00902136 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),0.268171 # DEPENDENCYPART_GRANDPAR
(8,18),(18,32),-0.243623 # DEPENDENCYPART_GRANDPAR
(8,18),(18,33),0.380726 # DEPENDENCYPART_GRANDPAR
(8,18),(18,34),-1.20071 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),0.0559076 # DEPENDENCYPART_GRANDPAR
