# _root_ Kemper Financial Services Inc. , charging that program trading is ruining the stock market , cut off four big Wall Street firms from doing any of its stock-trading business .
#goldHeads=4,4,4,16,16,16,10,9,10,6,10,14,14,11,16,0,16,22,22,22,22,16,16,23,24,25,29,29,26,16,
#predictedHeads=4,4,4,16,4,4,10,9,10,6,10,14,14,11,4,0,16,22,22,22,22,16,16,23,24,25,29,29,26,16,
(1,10),(10,14),(10,30),-0.0550682 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,14),(10,31),-0.0447379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,15),(10,16),-0.078575 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,15),(10,19),-0.0373574 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,15),(10,23),-0.0624011 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,15),(10,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,15),(10,31),-0.0955454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,16),(10,19),-0.0433515 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,16),(10,23),-0.0495252 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,16),(10,30),-0.0420931 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,16),(10,31),-0.0969202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,19),(10,23),-0.0579154 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,19),(10,30),-0.0429968 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,19),(10,31),0.0599367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,23),(10,30),-0.0531835 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,23),(10,31),-0.0446252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,30),(10,31),-0.0875056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,10),(10,9),0.222412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,8),0.224533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,7),0.0966498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,6),0.167667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,5),0.138912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,4),0.224412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,3),0.224013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,10),(10,10),(10,-1),-0.0156317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,10),(10,9),(10,8),0.0908652 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,9),(10,7),0.148266 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,9),(10,6),0.10721 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,9),(10,5),0.0570332 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,9),(10,4),0.0908645 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,9),(10,3),0.0905619 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,9),(10,-1),0.0191495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,8),(10,7),0.148255 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,8),(10,6),0.107213 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,8),(10,5),0.0557109 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,8),(10,4),0.0909215 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,8),(10,3),0.0906189 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,8),(10,-1),0.0220108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,7),(10,6),0.118876 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,7),(10,5),0.135965 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,7),(10,4),0.114953 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,7),(10,3),0.114953 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,7),(10,-1),-0.106409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,6),(10,5),0.129786 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,6),(10,4),0.115436 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,6),(10,3),0.115435 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,6),(10,-1),-0.138737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,5),(10,4),0.116944 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,5),(10,3),0.117089 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,5),(10,-1),-0.189078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,4),(10,3),0.0905893 # DEPENDENCYPART_GRANDSIBL
(1,10),(10,4),(10,-1),0.0225692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,10),(10,3),(10,-1),0.0207093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,15),(15,31),-0.00463254 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,15),(15,15),(15,-1),-0.089501 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,2),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,3),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,4),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,5),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,6),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,9),-0.141415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,10),-0.155706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,15),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,31),0.0183504 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,2),(1,3),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,4),-0.125451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,5),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,6),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,9),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,10),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,31),-0.142898 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,3),(1,4),-0.125451 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,5),-0.126785 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,6),-0.125545 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,9),-0.125449 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,10),-0.125545 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,31),-0.143383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,4),(1,5),-0.126785 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,6),-0.125545 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,9),-0.125449 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,10),-0.125545 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,31),-0.145104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,5),(1,6),-0.127045 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,9),-0.129532 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,10),-0.127235 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,15),-0.125325 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,31),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,6),(1,9),-0.124957 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,15),-0.125503 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,31),-0.173808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,9),(1,10),-0.125545 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,9),(1,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,9),(1,31),-0.144239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,10),(1,15),-0.125503 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,10),(1,31),-0.177163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,15),(1,31),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),0.0951881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,4),-0.186042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,5),0.138725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,9),-0.185227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,15),0.138725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,31),0.0774278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,4),(3,5),-0.0522134 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,9),-0.0137075 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,15),-0.0522134 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,31),-0.00150807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,5),(3,9),0.133718 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,15),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,31),-0.0437623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,9),(3,15),-0.052047 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,31),0.000405934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,15),(3,31),-0.0437623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,2),0.155183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,1),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,-1),-0.00190034 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,2),(3,1),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,2),(3,-1),-0.143516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,1),(3,-1),-0.143759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,5),0.139103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,6),0.0466712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,8),-0.186299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,9),-0.183205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,10),0.052991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,14),-0.183678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,15),0.139103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,16),0.0466809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,22),-0.183154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,30),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,31),0.0915764 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,5),(4,6),-0.117276 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,8),0.132306 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,9),0.132322 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,10),-0.12079 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,14),0.132318 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,15),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,16),-0.117276 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,22),0.132281 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,30),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,31),-0.0448959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,6),(4,8),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,9),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,10),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,14),-0.0484142 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,15),-0.0559491 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,16),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,22),-0.0484118 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,30),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,31),-0.0129499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,8),(4,9),-0.00975009 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,10),-0.0448502 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,14),-0.0100205 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,15),-0.0525719 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,16),-0.0432807 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,22),-0.00974297 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,30),-0.0383727 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,31),0.00200841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,9),(4,10),-0.0445551 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,14),-0.0100207 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,15),-0.0525653 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,16),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,22),-0.00974322 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,30),-0.0383727 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,31),0.00368605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,10),(4,14),-0.0484331 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,15),-0.0575927 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,16),-0.0451548 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,22),-0.0484307 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,30),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,31),-0.0116079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,14),(4,15),-0.0525627 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,16),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,22),-0.00974537 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,30),-0.0383727 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,31),0.00356966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,15),(4,16),-0.117276 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,22),0.132281 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,30),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,31),-0.0448959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,16),(4,22),-0.0484118 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,16),(4,30),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,16),(4,31),-0.0129394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,22),(4,30),-0.0383727 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,22),(4,31),0.00377511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,30),(4,31),0.0957684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,3),0.153815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,2),0.153929 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,4),(4,1),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,-1),0.00684067 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,3),(4,2),0.115388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,3),(4,1),-0.125449 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,3),(4,-1),-0.141339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,2),(4,1),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,2),(4,-1),-0.140853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,1),(4,-1),-0.141096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,6),-0.0641462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,31),-0.00803146 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,6),(5,31),-0.0644333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,-1),-0.0928945 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,6),(6,7),-0.0727475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,8),-0.0334586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,9),-0.0297849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,10),-0.0363611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,11),-0.0402524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,14),-0.0210285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,15),-0.0734657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,16),-0.0404742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,23),-0.040897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,24),-0.0348585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,30),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,31),0.0623948 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,7),(6,8),-0.047486 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,9),-0.047486 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,10),-0.0409021 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,11),-0.0409021 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,14),-0.047486 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,15),-0.0427471 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,16),-0.0409021 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,23),-0.0593055 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,24),-0.0409021 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,30),-0.0430447 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,31),-0.0584424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,8),(6,9),-0.0341321 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,10),-0.0543816 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,11),-0.0546307 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,14),-0.036171 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,15),-0.066619 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,16),-0.0550171 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,23),0.00496142 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,24),-0.0556425 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,30),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,31),-0.0604641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,9),(6,10),-0.0538799 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,11),-0.0541289 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,14),-0.036566 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,15),-0.0662858 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,16),-0.0545153 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,23),-0.0104102 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,24),-0.0551407 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,30),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,31),-0.0406687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,10),(6,11),-0.0436864 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,14),-0.047551 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,15),-0.0336823 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,16),-0.0436864 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,23),-0.0481634 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,24),-0.0436864 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,30),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,31),-0.0861914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,11),(6,14),-0.0470204 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,15),-0.0347739 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,16),-0.0436735 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,23),-0.0478524 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,24),-0.0436735 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,30),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,31),-0.0844004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,14),(6,15),-0.0662986 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,16),-0.0542186 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,23),0.00185794 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,24),-0.0548441 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,30),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,31),-0.04746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,15),(6,16),-0.0757783 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,23),-0.0657901 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,24),-0.0757783 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,31),-0.0932716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,16),(6,23),-0.0478565 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,24),-0.0436831 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,30),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,31),-0.0887063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,23),(6,24),-0.0326616 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,23),(6,30),-0.0531827 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,23),(6,31),-0.0234209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,24),(6,30),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,24),(6,31),-0.0800183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,30),(6,31),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.163937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),0.0428846 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,4),0.117495 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,-1),-0.188083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,-1),-0.0306569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,10),0.0528667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,11),0.0465714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,14),-0.183405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,16),0.0465565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,25),-0.0578028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,31),0.0998823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,10),(9,11),-0.0451548 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,14),-0.0484331 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,16),-0.0451548 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,25),-0.03643 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,31),-0.0119046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,11),(9,14),-0.0484141 # DEPENDENCYPART_GRANDSIBL
