# _root_ In the diversifed businesses segment , which includes herbicides , profit grew to $ 64 million from $ 27 million .
#goldHeads=12,5,5,5,1,5,8,5,8,5,12,0,12,13,14,14,12,17,18,18,12,
#predictedHeads=12,5,5,5,1,5,8,5,8,12,12,0,12,13,14,14,12,17,18,18,12,
(2,1),(1,6),(1,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,8),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,22),-0.124916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,9),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,9),(1,22),-0.128825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,10),(1,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),-0.140945 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,4),-0.0858298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,5),-0.0858298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,6),-0.0478812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,8),-0.0130588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,9),-0.0858298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,10),-0.0478812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,12),-0.0130588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,13),-0.0316539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,17),-0.0286194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,22),-0.0169896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,4),(3,5),-0.0428368 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,6),-0.043132 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,8),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,9),-0.0428368 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,10),-0.043132 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,12),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,13),-0.044066 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,17),-0.0457477 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,21),-0.0420549 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,22),-0.0640874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,5),(3,6),-0.0431314 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,8),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,9),-0.0428368 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,10),-0.0431314 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,12),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,13),-0.044066 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,17),-0.0457477 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,21),-0.0420549 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,22),-0.0640874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,6),(3,8),-0.0445904 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,9),-0.0420011 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,10),-0.0419999 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,12),-0.0445904 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,13),-0.042001 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,17),-0.0441021 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,22),-0.0457145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,8),(3,9),-0.0420067 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,10),-0.0475774 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,12),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,17),-0.043061 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,21),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,22),-0.021607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,9),(3,10),-0.0431314 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,12),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,13),-0.044066 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,17),-0.0457477 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,21),-0.0420549 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,22),-0.0640874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,10),(3,12),-0.0445904 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,13),-0.042001 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,17),-0.0441021 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,22),-0.0457145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,12),(3,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,17),-0.043061 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,21),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,12),(3,22),-0.021607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,13),(3,17),-0.0423345 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,13),(3,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,13),(3,22),-0.0513451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,17),(3,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,17),(3,22),-0.0466713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,21),(3,22),-0.0435871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,2),0.108067 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,-1),-0.156129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,2),(3,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,2),(3,-1),-0.132811 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,1),(3,-1),-0.133381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,6),-0.0456841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,8),-0.0473273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,9),-0.0437043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,10),-0.0456841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,11),-0.0437043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,12),-0.0473234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,13),-0.042025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,15),-0.0421931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,16),-0.0421931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,17),-0.0334136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,22),-0.0769474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,6),(5,8),-0.0420451 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,9),-0.0429938 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,10),-0.0420023 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,11),-0.0429938 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,12),-0.0420451 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,15),-0.0420001 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,16),-0.0420001 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,22),-0.0352329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,8),(5,9),-0.0420599 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,10),-0.0421222 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,11),-0.0420599 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,17),-0.0420037 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,21),-0.0429233 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,22),-0.0475253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,9),(5,10),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,12),-0.0421317 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,17),-0.0420444 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,22),-0.0446235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,10),(5,11),-0.0429938 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,12),-0.0420451 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,15),-0.0420001 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,16),-0.0420001 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,22),-0.0352329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,11),(5,12),-0.0421317 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,17),-0.0420444 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,22),-0.0446235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,12),(5,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,17),-0.0420037 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,21),-0.0429233 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,22),-0.0475214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,13),(5,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,13),(5,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,13),(5,17),-0.0426893 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,13),(5,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,13),(5,22),-0.0420226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,15),(5,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,15),(5,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,15),(5,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,15),(5,22),-0.0421928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,16),(5,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,16),(5,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,16),(5,22),-0.0421928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,17),(5,21),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,17),(5,22),-0.0373431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,21),(5,22),-0.0438461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,4),0.113756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,3),0.118333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,2),0.116729 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,5),(5,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,-1),-0.146207 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,4),(5,3),0.119164 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,2),0.118532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,4),(5,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,-1),-0.128873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,3),(5,2),0.118351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,3),(5,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,3),(5,-1),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,2),(5,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,2),(5,-1),-0.130429 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,1),(5,-1),-0.125029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,22),-0.0653807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,6),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),-0.150139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,1),(6,-1),-0.124971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,2),0.102003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,3),-0.121181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,4),-0.171639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,5),-0.171639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,8),-0.121181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,9),-0.171639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,22),0.0381142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,2),(1,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,2),(1,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,22),-0.176017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,3),(1,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,22),-0.0728926 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,4),(1,5),-0.124887 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,6),-0.125042 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,8),-0.124887 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,9),-0.124887 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,10),-0.125042 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,22),-0.185172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,5),(1,6),-0.125042 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,8),-0.124887 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,9),-0.124887 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,10),-0.125042 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,22),-0.186031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,6),(1,8),-0.12491 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,9),-0.124933 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,22),-0.149327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,8),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,22),-0.0728926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,9),(1,10),-0.125042 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,9),(1,22),-0.184661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,10),(1,22),-0.149327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,-1),-0.0956101 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,3),-0.130775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,22),-0.298143 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,3),(2,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,6),-0.125551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,22),-0.117288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,5),(2,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,22),-0.128446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,6),(2,22),-0.141411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,2),(2,1),-0.0459959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,-1),-0.0993774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,1),(2,-1),-0.0602127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,5),0.00386479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,6),0.0399974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,8),-0.0291689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,9),0.00420389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,10),0.0399974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,12),-0.0297797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,22),0.064826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,6),-0.0582069 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,8),-0.0117723 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,9),-0.0435335 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,10),-0.0582069 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,12),-0.0117723 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,22),-0.0241012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,6),(4,8),-0.0276865 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,9),-0.0900156 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,10),-0.0513773 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,12),-0.027262 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,22),-0.0311972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,9),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,10),-0.0701851 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,12),-0.0118084 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,22),-0.069022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,9),(4,10),-0.0582063 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,12),-0.0117723 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,22),-0.0241761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,10),(4,12),-0.027262 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,22),-0.0311972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,12),(4,22),-0.0722128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,3),0.183086 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,4),(4,2),-0.132826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,1),-0.0542343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,-1),-0.166194 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,3),(4,2),-0.130324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,1),-0.128418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,-1),-0.0734305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,2),(4,1),-0.107047 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,2),(4,-1),-0.215175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,1),(4,-1),-0.0215151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,6),0.0410137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,8),-0.0290091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,9),0.00413281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,10),0.0410137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,11),0.00745367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,12),-0.0296199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,13),-0.141744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,15),-0.0483087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,16),-0.0503292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,17),-0.102675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,21),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,22),0.0572826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,6),(5,8),-0.0261799 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,9),-0.0900153 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,10),-0.0513773 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,11),-0.0863701 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,12),-0.0257554 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,13),-0.0482267 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,15),-0.059628 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,16),-0.0605708 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,17),-0.00845314 # DEPENDENCYPART_GRANDSIBL
