# _root_ Abby Joseph Cohen , a market strategist at Drexel Burnham Lambert , is n't nearly so sanguine about the market 's chances of surging to new highs anytime soon .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,13,17,17,13,17,20,22,20,18,22,23,24,27,25,24,28,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,13,17,17,13,17,20,22,20,18,22,23,24,27,25,24,28,13,
(3,8),(8,8),(8,-1),-0.121658 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,7),(8,-1),-0.193466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,9),(9,10),-0.131973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,31),0.137801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,10),(9,31),0.0259132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,9),(9,-1),-0.0162308 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,10),(10,11),-0.131973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,12),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,31),0.137004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,11),(10,12),0.00445263 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,31),0.0259137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,12),(10,31),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,9),0.165742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,6),0.152405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,5),0.114297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,-1),-0.0175352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,9),(10,6),0.0911049 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,5),0.167772 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,-1),-0.169789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,6),(10,5),0.16674 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,-1),-0.175993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,5),(10,-1),-0.0885604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,11),(11,12),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,13),0.0491414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,14),-0.0302016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,15),-0.0287724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,16),-0.0333586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,18),-0.00781774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,30),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,31),0.134525 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,12),(11,13),-0.0672102 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,14),-0.0275909 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,15),-0.0275917 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,16),-0.0275909 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,18),0.00362392 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,30),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,12),(11,31),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,13),(11,14),-0.0198138 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,15),-0.0198138 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,16),-0.0198138 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,18),-0.0249138 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,30),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,13),(11,31),0.00394488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,14),(11,15),-0.0232032 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,16),-0.0232032 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,18),-0.0196206 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,30),-0.0198722 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,14),(11,31),-0.0363743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,15),(11,16),-0.0232032 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,18),-0.0196206 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,30),-0.0198722 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,15),(11,31),-0.0326544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,16),(11,18),-0.0201443 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,16),(11,30),-0.0198722 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,16),(11,31),-0.0389661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,18),(11,30),-0.0204459 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,18),(11,31),-0.0217328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,30),(11,31),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,11),(11,10),0.161027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,9),0.163693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,7),0.161029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,6),0.150355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,5),0.114297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,3),0.161029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,2),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,1),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,11),(11,-1),-0.0179618 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,10),(11,9),0.0910307 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,7),0.0910678 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,6),0.0910662 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,5),0.167155 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,3),0.0910678 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,2),-0.145195 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,1),-0.145195 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,10),(11,-1),-0.17412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,9),(11,7),0.0911051 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,6),0.0911035 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,5),0.167772 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,3),0.0911051 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,2),-0.145195 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,1),-0.145195 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,9),(11,-1),-0.171839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,7),(11,6),0.0911034 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,5),0.167155 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,3),0.091105 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,2),-0.145195 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,1),-0.145195 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,7),(11,-1),-0.173849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,6),(11,5),0.16674 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,6),(11,3),0.0895577 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,6),(11,2),-0.145195 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,6),(11,1),-0.145195 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,6),(11,-1),-0.178043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,5),(11,3),0.122034 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,5),(11,2),-0.144717 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,5),(11,1),-0.144717 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,5),(11,-1),-0.0885604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,3),(11,2),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,3),(11,1),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,11),(11,3),(11,-1),-0.173849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,11),(11,2),(11,1),-0.145195 # DEPENDENCYPART_GRANDSIBL
(3,11),(11,2),(11,-1),-0.173849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,11),(11,1),(11,-1),-0.173849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,12),(12,31),-0.0455609 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,12),(12,-1),-0.185996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,13),(13,14),0.00372764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,15),0.0147293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,16),0.00668178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,17),0.011802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,18),-0.0171107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,20),-0.0156385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,22),-0.0270798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,23),-0.00488443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,24),-0.0234998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,28),0.0135715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,29),0.0134274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,30),-0.0230611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,31),0.0466269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,14),(13,15),-0.015252 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,16),-0.0156236 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,17),-0.0206717 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,18),0.000510192 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,20),-0.0153174 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,22),-0.0149836 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,23),-0.00238076 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,24),-0.04394 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,28),-0.015252 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,29),-0.015252 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,30),-0.029428 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,31),0.028948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,15),(13,16),-0.0205827 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,17),-0.0197546 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,18),-0.00407898 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,20),-0.0190212 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,22),-0.0186873 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,23),-0.00696993 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,24),-0.0262221 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,28),-0.020211 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,29),-0.020211 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,30),-0.0269617 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,31),0.0298879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,16),(13,17),-0.0212011 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,18),-0.00313754 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,20),-0.0204854 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,22),-0.0201516 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,23),-0.00602849 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,24),-0.0283798 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,28),-0.0220018 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,29),-0.0220018 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,30),-0.0269617 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,31),0.0270012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,17),(13,18),-0.0360253 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,20),-0.00976504 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,22),-0.00976504 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,23),-0.0364286 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,24),-0.0222196 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,28),-0.020682 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,29),-0.020682 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,30),-0.0260067 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,31),0.0295102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,18),(13,20),-0.013192 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,22),-0.0131918 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,23),-0.0283252 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,24),-0.00501855 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,28),-0.0158616 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,29),-0.0158616 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,30),-0.0310944 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,31),-0.00411851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,20),(13,22),-0.00172924 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,20),(13,23),0.00643092 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,20),(13,24),-0.0356314 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,20),(13,28),-0.00944694 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,20),(13,29),-0.00944694 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,20),(13,30),-0.0256193 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,20),(13,31),-0.0231448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,22),(13,23),0.00064718 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,22),(13,24),-0.0356314 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,22),(13,28),-0.00944694 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,22),(13,29),-0.00944694 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,22),(13,30),-0.0256193 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,22),(13,31),-0.0273226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,23),(13,24),-0.000576261 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,23),(13,28),-0.0153487 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,23),(13,29),-0.0153487 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,23),(13,30),-0.0310944 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,23),(13,31),0.000546645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,24),(13,28),-0.0211964 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,24),(13,29),-0.0211964 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,24),(13,30),-0.0231875 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,24),(13,31),-0.019121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,28),(13,29),-0.020211 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,28),(13,30),-0.0269617 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,28),(13,31),0.0306035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,29),(13,30),-0.0269617 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,29),(13,31),0.0306025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,30),(13,31),-0.063563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,12),0.113183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,11),0.180815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,10),0.180815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,9),0.180814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,8),0.156407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,7),0.180815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,6),0.17816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,5),0.0928661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,4),0.113183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,3),0.180815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,2),-0.193582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,1),-0.193582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,-1),-0.0481132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,12),(13,11),0.118506 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,10),0.118506 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,9),0.118506 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,8),0.133643 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,7),0.118506 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,6),0.118465 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,5),0.10947 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,4),0.109063 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,3),0.118506 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,1),-0.144819 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,-1),-0.210496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,11),(13,10),0.092888 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,9),0.0928879 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,8),0.104419 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,7),0.092888 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,6),0.0927519 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,5),0.10885 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,4),0.0611768 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,3),0.092888 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,-1),-0.0244586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,10),(13,9),0.0928879 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,8),0.104419 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,7),0.0928879 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,6),0.0927519 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,5),0.10885 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,4),0.0611768 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,3),0.0928879 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,-1),-0.0244575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,9),(13,8),0.104419 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,7),0.092888 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,6),0.0927519 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,5),0.10885 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,4),0.0611768 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,3),0.092888 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,-1),-0.0244588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,8),(13,7),0.0998187 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,6),0.0997184 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,5),0.108537 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,4),0.155629 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,3),0.0998187 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,2),-0.144709 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,-1),-0.235284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,7),(13,6),0.0927519 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,5),0.10885 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,4),0.0611768 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,3),0.092888 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,-1),-0.0244575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,6),(13,5),0.108785 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,6),(13,4),0.0611723 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,6),(13,3),0.0928797 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,6),(13,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,6),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,6),(13,-1),-0.0209231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,5),(13,4),0.116864 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,5),(13,3),0.108704 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,5),(13,2),-0.14479 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,5),(13,1),-0.14479 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,5),(13,-1),-0.162943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,4),(13,3),0.118506 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,4),(13,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,4),(13,1),-0.144819 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,4),(13,-1),-0.210496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,3),(13,2),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,3),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,3),(13,-1),-0.0244575 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,2),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,2),(13,-1),-0.0244575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,1),(13,-1),-0.0244575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,18),(18,18),(18,19),-0.015754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,20),0.135877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,22),0.112364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,23),-0.0310796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,24),-0.00566283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,25),-0.0351653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,27),0.112051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,28),-0.0552821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,29),-0.0552821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,31),-0.267836 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,18),(18,19),(18,20),-0.023159 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,19),(18,22),-0.023159 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,19),(18,23),-0.014725 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,19),(18,24),-0.0199798 # DEPENDENCYPART_GRANDSIBL
(3,18),(18,19),(18,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
