# _root_ Like others , Mr. Gabelli says that if futures cause investors to lose confidence in stocks , they will move away from stocks -- as many have already done .
#goldHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
#predictedHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
(6,11),(6,20),-0.827656 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,21),-0.938927 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,24),-0.67247 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,27),-0.871754 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,30),-0.263439 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,31),-0.749272 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,12),(6,13),-0.941855 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,15),-0.696387 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,17),-0.489139 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,19),-0.968792 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,20),-0.832567 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,21),-0.936918 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,24),-0.905025 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,27),-0.810319 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,30),-0.837597 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,31),-0.265793 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,13),(6,15),-0.678442 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,17),-0.32873 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,19),-1.12287 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,20),-0.792376 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,21),-1.17167 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,24),-0.283769 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,27),-0.808783 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,30),-0.553491 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,31),-0.790112 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,15),(6,17),-0.435744 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,19),-0.742686 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,20),-0.730742 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,21),-0.801571 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,24),-0.716999 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,27),-0.903214 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,30),-0.869957 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,31),-0.474612 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,17),(6,19),-0.426736 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,20),-0.398503 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,21),-0.575672 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,24),-0.870315 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,27),-0.339248 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,30),-0.836058 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,31),-0.234082 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,19),(6,20),-0.76355 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,21),-0.666224 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,24),-0.473981 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,27),-0.832975 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,30),0.243238 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,31),-0.4125 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,20),(6,21),-0.852741 # DEPENDENCYPART_NEXTSIBL
(6,20),(6,24),-0.177687 # DEPENDENCYPART_NEXTSIBL
(6,20),(6,27),-0.667459 # DEPENDENCYPART_NEXTSIBL
(6,20),(6,30),0.158154 # DEPENDENCYPART_NEXTSIBL
(6,20),(6,31),-0.261138 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,21),(6,24),-0.597166 # DEPENDENCYPART_NEXTSIBL
(6,21),(6,27),-0.452002 # DEPENDENCYPART_NEXTSIBL
(6,21),(6,30),-0.468968 # DEPENDENCYPART_NEXTSIBL
(6,21),(6,31),-0.235108 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,24),(6,27),-0.222858 # DEPENDENCYPART_NEXTSIBL
(6,24),(6,30),-0.715243 # DEPENDENCYPART_NEXTSIBL
(6,24),(6,31),-0.513378 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,27),(6,30),-0.0246664 # DEPENDENCYPART_NEXTSIBL
(6,27),(6,31),-0.334906 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,30),(6,31),-2.08644 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,5),0.0561118 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,4),0.19834 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,3),-1.04547 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,2),-0.204671 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,1),-0.792264 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,-1),-0.637394 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,5),(6,4),-0.465719 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,3),0.175242 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,2),-0.947612 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,1),-0.363342 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,-1),-0.898054 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,4),(6,3),-0.342492 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,2),-1.08604 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,1),-0.773705 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,-1),-0.86755 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,3),(6,2),0.129824 # DEPENDENCYPART_NEXTSIBL
(6,3),(6,1),-0.0893447 # DEPENDENCYPART_NEXTSIBL
(6,3),(6,-1),-0.51475 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,2),(6,1),-0.152921 # DEPENDENCYPART_NEXTSIBL
(6,2),(6,-1),-0.725242 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,1),(6,-1),-0.300827 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,8),-0.846761 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-0.452193 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,11),-0.657175 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,31),-0.0625353 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-1.18671 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,11),-1.34416 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,31),-0.735039 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,11),-1.50414 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,31),-0.697454 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,11),(7,31),-0.859736 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,-1),-0.0766845 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,8),(8,9),-0.363614 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,10),-0.229331 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,11),-0.565536 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,12),-0.705721 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,14),-0.197351 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,31),-0.160749 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,9),(8,10),-1.03319 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,11),-1.44241 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,12),-1.00228 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,14),-1.57148 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,31),-0.605665 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,10),(8,11),-1.00026 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,12),-0.937956 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,14),-1.0534 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,31),-0.454347 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,11),(8,12),-0.615935 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,14),-1.23173 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,31),-0.764888 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,12),(8,14),-0.938937 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,31),-0.381092 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,14),(8,31),-0.491287 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,7),-0.756067 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.0841535 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,7),(8,-1),-0.164889 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,10),-0.197174 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,11),-0.501971 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,12),-0.672562 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,13),-0.196577 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,31),-0.174041 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,11),-0.857529 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,12),-0.908746 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,13),-0.903824 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,31),-0.369926 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,11),(9,12),-0.556368 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,13),-0.596455 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,31),-0.637288 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,12),(9,13),-0.911908 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,31),-0.332634 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,13),(9,31),-0.875958 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,8),-0.52272 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,7),-0.700025 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,6),-0.154953 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,5),-0.0645554 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,1),-0.68273 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.308488 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,7),-0.504567 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,6),-0.76103 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,5),-0.724505 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,1),-1.34083 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-0.252019 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,6),-0.610827 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,5),-0.728132 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,1),-1.35016 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,-1),-0.206332 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,6),(9,5),-0.755366 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,1),-0.700225 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,-1),-1.01473 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,5),(9,1),-0.398601 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,-1),-0.651214 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,1),(9,-1),-0.298187 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),-0.285155 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,12),-0.743389 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,13),-0.169899 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,14),0.0976182 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,15),-0.503109 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,16),-0.123571 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,17),-0.884333 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,19),0.203278 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,20),0.040672 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,21),0.250126 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,24),-0.874966 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,27),-0.373652 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,30),-0.900551 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,31),-0.559385 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,12),-0.477306 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,13),-0.613534 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,14),-0.86985 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,15),-0.473909 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,16),-0.914809 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,17),-0.473474 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,19),-0.675596 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,20),-0.77165 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,21),-0.894163 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,24),-0.651519 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,27),-0.823655 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,30),-0.320888 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,31),-0.597844 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,12),(10,13),-0.924882 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,14),-0.818879 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,15),-0.667656 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,16),-0.819813 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,17),-0.557027 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,19),-0.962931 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,20),-0.81294 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,21),-0.927253 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,24),-0.911683 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,27),-0.79991 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,30),-0.896118 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,31),-0.249973 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,13),(10,14),-0.85099 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,15),-0.645394 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,16),-0.957173 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,17),-0.382226 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,19),-1.11268 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,20),-0.76772 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,21),-1.15777 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,24),-0.289758 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,27),-0.793346 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,30),-0.61482 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,31),-0.759302 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,14),(10,15),-0.332193 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,16),-0.726153 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,17),-0.576799 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,19),-0.550499 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,20),-0.715156 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,21),-0.884631 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,24),-0.680751 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,27),-0.822799 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,30),-0.532827 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,31),-0.315926 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,15),(10,16),-0.810363 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,17),-0.479348 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,19),-0.72089 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,20),-0.703594 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,21),-0.775946 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,24),-0.707684 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,27),-0.885284 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,30),-0.889732 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,31),-0.441715 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,16),(10,17),-0.787952 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,19),-0.817688 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,20),-1.03792 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,21),-1.08267 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,24),-0.894745 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,27),-1.0939 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,30),-0.664285 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,31),-0.693226 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,17),(10,19),-0.49857 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,20),-0.448121 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,21),-0.646793 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,24),-0.957726 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,27),-0.396608 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,30),-0.968867 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,31),-0.469587 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,19),(10,20),-0.750625 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,21),-0.663466 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,24),-0.494679 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,27),-0.829268 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,30),0.170275 # DEPENDENCYPART_NEXTSIBL
(10,19),(10,31),-0.404898 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,20),(10,21),-0.836188 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,24),-0.181021 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,27),-0.649366 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,30),0.0994806 # DEPENDENCYPART_NEXTSIBL
(10,20),(10,31),-0.225019 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,21),(10,24),-0.606925 # DEPENDENCYPART_NEXTSIBL
(10,21),(10,27),-0.443944 # DEPENDENCYPART_NEXTSIBL
(10,21),(10,30),-0.527882 # DEPENDENCYPART_NEXTSIBL
(10,21),(10,31),-0.228079 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,24),(10,27),-0.2345 # DEPENDENCYPART_NEXTSIBL
(10,24),(10,30),-0.792918 # DEPENDENCYPART_NEXTSIBL
(10,24),(10,31),-0.535583 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,27),(10,30),-0.101854 # DEPENDENCYPART_NEXTSIBL
(10,27),(10,31),-0.309016 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,30),(10,31),-2.27188 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),-0.167501 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.558178 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,7),-0.559768 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,6),-0.190882 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,5),0.00500581 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,4),0.151184 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,3),-1.18643 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,2),-0.255777 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,1),-0.768081 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.516979 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),0.131655 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,7),-0.32948 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,6),-0.942411 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,5),-1.33471 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,4),-1.39072 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,3),-1.43366 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,2),-1.42517 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,1),-1.20566 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-0.688472 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,7),-0.193933 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,6),-0.692434 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,5),-0.674295 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,4),-0.765744 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,3),-0.606361 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,2),-0.757124 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,1),-1.16116 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,-1),-0.0325647 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,7),(10,6),-0.457068 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,5),-0.610266 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,4),-0.761066 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,3),-0.623762 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,2),-0.764338 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,1),-1.06427 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,-1),0.232079 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,6),(10,5),-0.949537 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,4),-1.05877 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,3),-0.748011 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,2),-1.09748 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,1),-0.660849 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,-1),-1.02778 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,5),(10,4),-0.449087 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,3),0.0854522 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,2),-0.93306 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,1),-0.338809 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,-1),-0.846599 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,4),(10,3),-0.430251 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,2),-1.06948 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,1),-0.74716 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,-1),-0.812099 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,3),(10,2),0.102696 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,1),-0.113908 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,-1),-0.798689 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,2),(10,1),-0.128387 # DEPENDENCYPART_NEXTSIBL
(10,2),(10,-1),-0.673787 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,1),(10,-1),-0.254793 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-0.672728 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,13),-0.200493 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.152864 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,15),-0.383409 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,16),-0.339775 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,19),0.121105 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,29),-0.0355216 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,31),-0.178254 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-0.913173 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,14),-0.867692 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,15),-0.769632 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,16),-0.856256 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,19),-0.988848 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,29),-0.676644 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,31),-0.3328 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,14),-0.853818 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,15),-0.668084 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,16),-0.94764 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,19),-1.07555 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,29),-0.890591 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,31),-0.888782 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,15),-0.427246 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,16),-0.805859 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,19),-0.545381 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,29),-0.745933 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,31),-0.384478 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,15),(11,16),-0.881195 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,19),-0.757989 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,29),-0.959499 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,31),-0.558885 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,16),(11,19),-0.800124 # DEPENDENCYPART_NEXTSIBL
