# _root_ This program , combined with cash grants to needy students , would reduce program costs and much more effectively target the intended beneficiaries .
#goldHeads=2,12,2,2,4,7,5,7,10,8,2,0,16,15,13,12,20,17,17,16,23,23,20,12,
#predictedHeads=2,12,2,2,4,7,5,7,10,8,2,0,12,15,16,13,16,17,20,16,23,23,20,12,
(4,9),(9,7),0.145617 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.358929 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.0387313 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.145576 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.52158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.201627 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.00330127 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.123341 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.364166 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.194468 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.300463 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.105218 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.109393 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.564781 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.0767172 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.0754123 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.683569 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.503769 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.713494 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.130357 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.569438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.364954 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.0795375 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.197054 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.241771 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.174187 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.206425 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0732603 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.313079 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.506324 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),0.276048 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),0.0941433 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),0.0073478 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.0285962 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.976984 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.752523 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.166547 # DEPENDENCYPART_GRANDPAR
(4,13),(13,5),0.300888 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.503184 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.150636 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.0287305 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.292055 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.538406 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.230891 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.0777722 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.00256893 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.00182422 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.184892 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.634801 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-1.06389 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.61173 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.916426 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.251077 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.624125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.278402 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),0.0530676 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.187824 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.510642 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.293189 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.190218 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.345098 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.279081 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.0746213 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.404031 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.4794 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),0.116133 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),0.0103724 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),0.0121457 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.0977098 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.390943 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.434697 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.589287 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-1.00793 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.115822 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0903214 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.187887 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.08221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),0.195334 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.426666 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.526143 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),0.148084 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),0.0281037 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-1.00705 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0719562 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.250774 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.132995 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.13563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.152523 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),0.17129 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.365634 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.419984 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),0.124023 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),0.148517 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.477072 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.570006 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.651642 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.939234 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.653518 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.648512 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.284911 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0503822 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.598535 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.745541 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.841662 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.71834 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.653356 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.731536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.793452 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.293672 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0594981 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.609381 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.793158 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.0112489 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0121511 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.230618 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.228965 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.0216368 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.448721 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.720896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),0.737306 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0121199 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.643908 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.582623 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0788321 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.184224 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.126084 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.859184 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.699512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.74398 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.7554 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.00101138 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.00882298 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.71834 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.653356 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.733492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.760193 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.785572 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.127714 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.100584 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.799452 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0153197 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.0172987 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.211733 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.226444 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.0124372 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.00275134 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.633559 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.843942 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.575026 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.590886 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.803972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.662773 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.670284 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.102062 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.626922 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.597489 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.121161 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.466155 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.22108 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.157852 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.121131 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.158573 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.246749 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.507727 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.865188 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.597931 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.724374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,8),0.096342 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.534573 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0873151 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.33297 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.103438 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.133609 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.0452371 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.276698 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.0689419 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.246148 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),0.106867 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.514395 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.687691 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.970786 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.635585 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.708709 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.899082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.757046 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),0.725979 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.0642971 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.159847 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.68083 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.790378 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.0384631 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.0123527 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.402485 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.096559 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.0163886 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.234835 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.0558578 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.221115 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.887923 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.655244 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),0.179747 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.46268 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.00636902 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.107157 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.194538 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.211963 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.548784 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.452452 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.456141 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.219205 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.186643 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.67322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.327217 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.241101 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.547505 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.680875 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.577486 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.457843 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.485988 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.719103 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-1.40062 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.0532 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.14001 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.920086 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.00484 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.732368 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.900683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.467705 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0502156 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.123648 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.147049 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.111929 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.20624 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.253738 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.0216321 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.411829 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.703891 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.696737 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.242927 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0335748 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.178503 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0930229 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.133543 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.180855 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.199251 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.14358 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.693765 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.988077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.363522 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.348377 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.215786 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.920086 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.00484 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.732371 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.922053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.434181 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.387395 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.164048 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.149348 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.112416 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.207068 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.238428 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.022681 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.101365 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.396519 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.108099 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0380031 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.176429 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.236223 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.096844 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.351589 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.12076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.0637177 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.42925 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.207209 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.286589 # DEPENDENCYPART_GRANDPAR
(7,2),(2,24),-1.1795 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0235693 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0438421 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.213066 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.318271 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.487296 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.2822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.00994608 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.445026 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.368667 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.276997 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.485947 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.423334 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.520467 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-1.22763 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.148443 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.226921 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.116444 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.451177 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.17289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.111895 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.374535 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.259335 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.371035 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.271327 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.387726 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.421646 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0570022 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.12221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.0637194 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.429187 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.208653 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.182202 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.716221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.138941 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.49681 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.395666 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.108441 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.180151 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.407481 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.635342 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.178561 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.00944835 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.595186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.573387 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.189352 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.485869 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.676736 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.217835 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.00603377 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.515862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.621316 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.277163 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.446642 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0830429 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.267719 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.114687 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.181278 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),0.0263349 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.181428 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.51395 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.624991 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.326464 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.59524 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.202859 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),0.000247048 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.557279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),0.13679 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.36115 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.406572 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.323389 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.136111 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0940892 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.394427 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.213955 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.106632 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.0961141 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.585762 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.793168 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.476387 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.396476 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.769614 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.308598 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.0738961 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.209032 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.149232 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.37206 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.261739 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),0.217713 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),0.174859 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.0252558 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.139899 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.655981 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.676764 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.00605561 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.267943 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.383343 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.40443 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.393444 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.116713 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.164395 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.0992909 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.0497138 # DEPENDENCYPART_GRANDPAR
