# _root_ He added : `` Every paper company management has to be saying to itself , ` Before someone comes after me , I 'm going to go after somebody . ' ''
#goldHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,2,2,
#predictedHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,12,2,
(10,10),(10,11),-0.0904976 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,12),-0.19766 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,13),-0.445411 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,18),-0.63111 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,33),-0.786605 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,12),-0.926362 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,13),-0.935572 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,18),-0.886721 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,33),-1.04694 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,12),(10,13),-0.988658 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,18),-0.946157 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,33),-0.430858 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,13),(10,18),-0.760729 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,33),-0.881623 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,18),(10,33),-0.225345 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,-1),-0.332819 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,11),(11,12),-0.0632713 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,13),-0.448107 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.682239 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,15),-0.681317 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,16),-0.886931 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,18),-0.707525 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,19),-0.483969 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,24),-0.485583 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,25),-0.488858 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,27),-0.0501282 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,30),-1.09998 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,31),-0.965818 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,32),-1.20556 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,33),-0.836069 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-0.945095 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,14),-0.875964 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,15),-0.514554 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,16),-0.821487 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,18),-0.927571 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,19),-0.825366 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,24),-0.759403 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,25),-0.732065 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,27),-0.806914 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,30),0.180942 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,31),-0.654355 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,32),-0.911279 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,33),-0.258856 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,14),-0.671792 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,15),-0.471498 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,16),-0.795174 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,18),-0.752904 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,19),-0.609967 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,24),-0.565496 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,25),-0.586179 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,27),-0.623989 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,30),-0.445346 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,31),-0.931106 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,32),-0.965927 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,33),-0.747492 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,15),-0.601658 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,16),-0.844714 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,18),-0.799456 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,19),-0.641421 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,24),-0.661025 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,25),-0.648448 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,27),-0.669314 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,30),-0.964117 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,31),-0.969619 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,32),-1.06271 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,33),-0.215423 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,15),(11,16),0.11197 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,18),-0.806271 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,19),-0.0906276 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,24),-0.364824 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,25),-0.3725 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,27),-0.635702 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,30),-0.940302 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,31),-0.967284 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,32),-1.16096 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,33),-1.20883 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,16),(11,18),-0.061275 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,19),0.0299075 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,24),-0.177068 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,25),-0.0603351 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,27),-0.120144 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,30),-0.868442 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,31),-0.819822 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,32),-0.910779 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,33),-1.19702 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,18),(11,19),-0.969278 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,24),-1.14985 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,25),-1.137 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,27),-1.09689 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,30),-0.992731 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,31),-1.3285 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,32),-1.37768 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,33),-0.35973 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,19),(11,24),-0.622665 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,25),-0.633572 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,27),-0.666772 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,30),-0.0770933 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,31),-0.473337 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,32),-0.599828 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,33),-0.781355 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,24),(11,25),-0.791572 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,27),-0.883912 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,30),0.15441 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,31),-0.405148 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,32),-0.508941 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,33),-1.44107 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,25),(11,27),-1.0062 # DEPENDENCYPART_NEXTSIBL
(11,25),(11,30),0.106283 # DEPENDENCYPART_NEXTSIBL
(11,25),(11,31),-0.534718 # DEPENDENCYPART_NEXTSIBL
(11,25),(11,32),-0.601886 # DEPENDENCYPART_NEXTSIBL
(11,25),(11,33),-0.101764 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,27),(11,30),-0.111068 # DEPENDENCYPART_NEXTSIBL
(11,27),(11,31),-0.475491 # DEPENDENCYPART_NEXTSIBL
(11,27),(11,32),-0.469489 # DEPENDENCYPART_NEXTSIBL
(11,27),(11,33),-1.03752 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,30),(11,31),-0.399704 # DEPENDENCYPART_NEXTSIBL
(11,30),(11,32),-0.370027 # DEPENDENCYPART_NEXTSIBL
(11,30),(11,33),-2.47219 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,31),(11,32),-0.47965 # DEPENDENCYPART_NEXTSIBL
(11,31),(11,33),-0.597377 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,32),(11,33),-1.10903 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,10),0.110797 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,9),-0.304014 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,8),-0.0740012 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,7),-0.604557 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,6),-0.484226 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,4),-1.01537 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-0.635696 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,10),(11,9),-0.58636 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,8),-0.615022 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,7),-0.574567 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,6),-0.708834 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,4),-0.875621 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,-1),-0.831279 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,9),(11,8),-0.492594 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,7),-0.731951 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,6),-0.749306 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,4),-0.299628 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,-1),-0.720461 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,8),(11,7),-0.201111 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,6),-0.585754 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,4),-0.480057 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,-1),-0.592745 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,7),(11,6),-0.363177 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,4),-0.648691 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,-1),-0.80249 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,6),(11,4),-0.465255 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,-1),-0.921131 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,4),(11,-1),-1.21182 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,13),-0.431286 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,14),-0.69032 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,15),-0.662553 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,16),-0.902205 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,17),-1.197 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,18),-0.70177 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,19),-0.529085 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,20),-0.920129 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,22),-0.887999 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,24),-0.53115 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,25),-0.533985 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,27),-0.0926209 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,28),-1.07952 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,30),-1.09322 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,31),-0.9607 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,32),-1.19523 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,33),-0.735637 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,14),-0.651404 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,15),-0.442749 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,16),-0.775901 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,17),-0.557938 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,18),-0.719161 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,19),-0.585426 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,20),-0.800881 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,22),-0.41848 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,24),-0.541406 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,25),-0.561642 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,27),-0.596825 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,28),-1.0242 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,30),-0.420207 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,31),-0.902943 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,32),-0.932561 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,33),-0.705303 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,14),(12,15),-0.601707 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,16),-0.851159 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,17),-0.861892 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,18),-0.793212 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,19),-0.646306 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,20),-1.00559 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,22),-0.867499 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,24),-0.666365 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,25),-0.653337 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,27),-0.671576 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,28),-1.08326 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,30),-0.964714 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,31),-0.967174 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,32),-1.05506 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,33),-0.22163 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,15),(12,16),0.124791 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,17),-0.272133 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,18),-0.797405 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,19),-0.0854488 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,20),-0.650755 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,22),-1.27675 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,24),-0.360097 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,25),-0.367325 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,27),-0.6279 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,28),-1.06415 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,30),-0.935603 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,31),-0.961962 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,32),-1.1516 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,33),-1.19166 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,16),(12,17),-0.162026 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,18),-0.0599487 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,19),0.0361707 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,20),-0.295817 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,22),-0.468352 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,24),-0.171662 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,25),-0.0540762 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,27),-0.111258 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,28),-0.512898 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,30),-0.870154 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,31),-0.818208 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,32),-0.90368 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,33),-1.20083 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,17),(12,18),-0.754338 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,19),-0.683718 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,20),-0.908896 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,22),-0.550578 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,24),-0.677434 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,25),-0.828993 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,27),-0.769998 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,28),-1.33475 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,30),-0.682428 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,31),-1.12364 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,32),-1.14193 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,33),-0.886494 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,18),(12,19),-0.955653 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,20),-1.27466 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,22),-0.938989 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,24),-1.13668 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,25),-1.12338 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,27),-1.07802 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,28),-1.39665 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,30),-0.981055 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,31),-1.31401 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,32),-1.35753 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,33),-0.382053 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,19),(12,20),-0.649448 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,22),-0.355146 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,24),-0.636059 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,25),-0.646519 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,27),-0.677092 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,28),-0.540876 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,30),-0.0845089 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,31),-0.464947 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,32),-0.581239 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,33),-0.782747 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,20),(12,22),-0.423489 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,24),-0.669846 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,25),-0.87751 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,27),-0.778724 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,28),-1.09403 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,30),-0.598665 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,31),-0.947567 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,32),-0.991692 # DEPENDENCYPART_NEXTSIBL
(12,20),(12,33),-0.611998 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,22),(12,24),-0.375415 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,25),-0.580817 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,27),-0.726898 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,28),-0.778292 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,30),-0.881813 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,31),-0.645201 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,32),-0.763809 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,33),-0.95509 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,24),(12,25),-0.804971 # DEPENDENCYPART_NEXTSIBL
(12,24),(12,27),-0.894684 # DEPENDENCYPART_NEXTSIBL
(12,24),(12,28),-0.430632 # DEPENDENCYPART_NEXTSIBL
(12,24),(12,30),0.146543 # DEPENDENCYPART_NEXTSIBL
(12,24),(12,31),-0.397241 # DEPENDENCYPART_NEXTSIBL
(12,24),(12,32),-0.490835 # DEPENDENCYPART_NEXTSIBL
(12,24),(12,33),-1.44332 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,25),(12,27),-1.01653 # DEPENDENCYPART_NEXTSIBL
(12,25),(12,28),-0.652055 # DEPENDENCYPART_NEXTSIBL
(12,25),(12,30),0.0988632 # DEPENDENCYPART_NEXTSIBL
(12,25),(12,31),-0.526333 # DEPENDENCYPART_NEXTSIBL
(12,25),(12,32),-0.583301 # DEPENDENCYPART_NEXTSIBL
(12,25),(12,33),-0.103165 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,27),(12,28),-0.646134 # DEPENDENCYPART_NEXTSIBL
(12,27),(12,30),-0.115861 # DEPENDENCYPART_NEXTSIBL
(12,27),(12,31),-0.464479 # DEPENDENCYPART_NEXTSIBL
(12,27),(12,32),-0.448277 # DEPENDENCYPART_NEXTSIBL
(12,27),(12,33),-1.03366 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,28),(12,30),-0.671609 # DEPENDENCYPART_NEXTSIBL
(12,28),(12,31),-0.793772 # DEPENDENCYPART_NEXTSIBL
(12,28),(12,32),-0.777385 # DEPENDENCYPART_NEXTSIBL
(12,28),(12,33),-0.405984 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,30),(12,31),-0.394102 # DEPENDENCYPART_NEXTSIBL
(12,30),(12,32),-0.360009 # DEPENDENCYPART_NEXTSIBL
(12,30),(12,33),-2.46418 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,31),(12,32),-0.46423 # DEPENDENCYPART_NEXTSIBL
(12,31),(12,33),-0.580598 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,32),(12,33),-1.08115 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,9),-0.282855 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,8),-0.0697731 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,6),-0.48 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,2),-0.303251 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-0.713011 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,9),(12,8),-0.503285 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,6),-0.759998 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,2),-1.05705 # DEPENDENCYPART_NEXTSIBL
(12,9),(12,-1),-0.726484 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,8),(12,6),-0.60402 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,2),-0.823776 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,-1),-0.623137 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,6),(12,2),-1.00955 # DEPENDENCYPART_NEXTSIBL
(12,6),(12,-1),-0.951525 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,2),(12,-1),-0.848352 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,14),-0.589583 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,15),-0.764231 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),-1.1811 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),-0.63111 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,20),-0.881637 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,26),-0.515085 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,33),-0.786605 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-0.598901 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-0.859192 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-0.764314 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,20),-0.998382 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,26),-0.823646 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,33),-0.0480002 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,17),-0.331941 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-0.713941 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,20),-0.723396 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,26),-0.810323 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,33),-1.14489 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),-0.73845 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,20),-0.921192 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,26),-0.879477 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,33),-1.00842 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,20),-1.23885 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,26),-1.19444 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,33),-0.225345 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,20),(13,26),-0.770471 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,33),-0.733292 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,26),(13,33),-0.707316 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,-1),-0.332819 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,14),(14,15),-0.775722 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
