# _root_ But shortly before then , some of Wall Street 's sharpest traders say , they sensed a turn .
#goldHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,13,16,13,18,16,13,
#predictedHeads=16,3,16,3,16,13,6,9,12,9,12,7,0,13,16,0,18,16,16,
(11,1),(1,3),-0.459749 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.500118 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.57642 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.769453 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.901308 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.447922 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.27324 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.352948 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.535168 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.574672 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.20571 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-0.976931 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.525492 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.435381 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.376334 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.601048 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.589719 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.392527 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.564948 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.2732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.432464 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.805686 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.754548 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.929905 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.987346 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.460616 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.488549 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.360103 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.506832 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.578722 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.233618 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.519269 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.766029 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.878457 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.977016 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.501783 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.43235 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.452289 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.295859 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.423792 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.51667 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0696006 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.490502 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.496739 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.570514 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.27295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.370179 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.768474 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.752224 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.900263 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.964586 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.98212 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.550375 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.341939 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.336582 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.290099 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.537596 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.571255 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.56124 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.548795 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.27323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.438479 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.806615 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.756196 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.928762 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-1.05076 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.987506 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.474386 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.558336 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.549197 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.47693 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.652491 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.336348 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.341613 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.272418 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.27311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.385683 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.887263 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.89408 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.01593 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.980995 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.409795 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.369795 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.499413 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.318584 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.27296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,2),-0.928625 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.706035 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.15336 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.688345 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.990234 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.996459 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.968206 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.812611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.303577 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.343386 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.464069 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.504759 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.572341 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.888765 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.890254 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.812082 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.865525 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.948465 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.03782 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.766044 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.963539 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.969778 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.960217 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.832656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.112941 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.283455 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.295431 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.459333 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.566353 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.576059 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.860446 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.889584 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.798369 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.856941 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.940557 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.04059 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.750833 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.960879 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.970087 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.784267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.104774 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.292204 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.391706 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.113174 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.320449 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.404935 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.665606 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-1.04958 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.746555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,13),-0.320361 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.275375 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.385588 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0890842 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.446329 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.591349 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.654798 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.26788 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.629831 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.31789 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.18521 # DEPENDENCYPART_GRANDPAR
(12,2),(2,19),-1.11914 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.754157 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.736447 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.444921 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.747093 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.410358 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.477242 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.610762 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.119738 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.40846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.705121 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-1.1943 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.856931 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-1.13914 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.512235 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.556181 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.601429 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.486389 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.665307 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.206216 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.343519 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.435463 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.601237 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.0628223 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.33454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.658663 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-1.18295 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.821286 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-1.02527 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-1.12496 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.766296 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.668835 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.72429 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.577549 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.77958 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.606716 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.682428 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.464794 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.226675 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.41806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.710371 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.19942 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.859243 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-1.12695 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-1.14276 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.608263 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.433596 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.901153 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-1.3202 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.548902 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.702179 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.651778 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.579868 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.621559 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.24973 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.299319 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.931273 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.195055 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.35245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-1.32023 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.814133 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-1.07938 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-1.12578 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.480003 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.681687 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.41043 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.221273 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.223109 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.611882 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.637792 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.684465 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.565653 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.756998 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.55462 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.230659 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.553968 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.143867 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.32364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.641789 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.16632 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.793512 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.01025 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.05184 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.12712 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.46897 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.04682 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.25707 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.01633 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.03637 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.989408 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.08383 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.199044 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.66134 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.81873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.558605 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.548953 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.268949 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.540107 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.681064 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.999994 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.10513 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.43463 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.01691 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.22276 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.995017 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.00024 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.05109 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.181575 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.645641 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.895478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.134467 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.715324 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.279693 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.474362 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.530475 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.850512 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-1.22596 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.734512 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),-0.137167 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.644417 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.565188 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0727874 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.662222 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.626765 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.220423 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.321772 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.166232 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.330899 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.21542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,16),-0.364644 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.162706 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.14094 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.229008 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.0703743 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.483996 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.569077 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),0.36305 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.0883858 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.0722969 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.15255 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.270449 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.386223 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.290065 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.234755 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.224946 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.0931625 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.28454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.610046 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.407991 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),0.301453 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.136155 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.131698 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.0204911 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.0528374 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.468417 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.529646 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.165146 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.18156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,16),-0.313201 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),0.362962 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.00638703 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.249095 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.00804799 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.169823 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.0671305 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.064264 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.954227 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.0215581 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.00138054 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.32856 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.386082 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.13147 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.1986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.581975 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.346714 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.343164 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),0.348485 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.0592001 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.0593121 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.081187 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.140789 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.161969 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.261189 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.265517 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.495127 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.159159 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.187666 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.27701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.603218 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.398372 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.453519 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),0.309733 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.378148 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0390248 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.079672 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.718316 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),0.190396 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.0908686 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.0554454 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.0114294 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.366826 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.343764 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0025425 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0593919 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.310388 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.104091 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.718103 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.340395 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.395154 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),0.348053 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),0.378871 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.210272 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.665126 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.502909 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.304799 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),0.229912 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.0167224 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.139777 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.0781513 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.013594 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.489112 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.427164 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.142812 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.403681 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0156975 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.17745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.562285 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.319619 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.324647 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.271498 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.182417 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.458624 # DEPENDENCYPART_GRANDPAR
