# _root_ Now the Journal , flush with ads and hugely profitable , is even with La Presse in weekend circulation and outsells it 3 to 2 every weekday .
#goldHeads=20,3,20,20,8,5,6,20,10,8,20,20,12,13,16,14,12,19,17,0,20,21,21,23,24,27,21,20,
#predictedHeads=20,3,12,3,8,5,6,3,10,8,3,20,12,12,16,14,16,19,17,0,20,23,21,21,24,27,25,20,
(10,5),(5,1),0.215027 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.0222164 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.028776 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.0463672 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.330894 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.210147 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.103466 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.208616 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.36961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.040174 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.366361 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.25129 # DEPENDENCYPART_GRANDPAR
(10,5),(5,28),-0.961316 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0872429 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.266238 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0887385 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0321126 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.185182 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.38249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.0375349 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.358639 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.18441 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.000231964 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.000140821 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0258016 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.189082 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.279055 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.164323 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.173907 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.40739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,1),0.23749 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.0392934 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.102093 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.0660278 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.308634 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.402517 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.382763 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.167555 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.40273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.0619606 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.444858 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.218603 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.370918 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.886679 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.4059 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.96634 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.713761 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.60036 # DEPENDENCYPART_GRANDPAR
(10,8),(8,28),-0.965297 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.047754 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.238652 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0778 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.38588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.0443782 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.359927 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.30214 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.476891 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.532326 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.467615 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.177506 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.164428 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.246557 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.423958 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.208866 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.97598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.287806 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.28526 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.208429 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.232768 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.293038 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.171135 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.376109 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.192431 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.137236 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.355338 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),-0.473258 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.509446 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.0814104 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.223677 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.92007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.408301 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0861291 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.116857 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.308633 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.368983 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.0898675 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.4487 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.218544 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.0861919 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.196319 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0655702 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.125171 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.103922 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.250052 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.20699 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.117518 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.0924055 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.256522 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.918153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.385928 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.125846 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0884939 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.308284 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0392591 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.421462 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.371417 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.304515 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.0686221 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.158735 # DEPENDENCYPART_GRANDPAR
(10,16),(16,27),-0.686426 # DEPENDENCYPART_GRANDPAR
(10,16),(16,28),-0.478333 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.635951 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.414506 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.47767 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.180238 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),0.40901 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.448267 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.194479 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),0.393537 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-0.664658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,1),0.315705 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.563562 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.138576 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.478719 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.354938 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.856886 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.558603 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.151893 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.293098 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.375966 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.289338 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.375448 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.803582 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.560737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),0.292666 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),0.596781 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-0.102364 # DEPENDENCYPART_GRANDPAR
(12,3),(3,28),-0.854951 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.280269 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.787347 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.273796 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.278066 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.383631 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.408924 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.218609 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.388127 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.143781 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.777805 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.636661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),0.48765 # DEPENDENCYPART_GRANDPAR
(12,5),(5,28),-0.897259 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.509478 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.0018818 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.312127 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.12521 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.444964 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.0562702 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.721377 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.670618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,1),0.354505 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.84524 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.421291 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.537993 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.0808806 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.397941 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.312194 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.399152 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.158336 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.413608 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.8453 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.49538 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.430372 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.171649 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.461337 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.530348 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.31063 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0911963 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.93778 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.985566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.000127371 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),0.0531071 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.199953 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),0.0902724 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.357397 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.421354 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.288427 # DEPENDENCYPART_GRANDPAR
(12,8),(8,28),-1.13077 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.319906 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.360772 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.209098 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.142051 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.760968 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.664623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,5),-0.0827302 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.387244 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.305177 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.047831 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.448995 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.768163 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.636661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.248722 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),0.48765 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),0.151232 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.069011 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),0.256469 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.0290328 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.159747 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.238578 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.318844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.590963 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.309233 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.45743 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.6166 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.297915 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),0.370482 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.364453 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.538927 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.46672 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.614481 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.563886 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.322679 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.452655 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.456908 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.267754 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),0.124516 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.399671 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.562939 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.512377 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.402972 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.0721842 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),0.208718 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.400193 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.429469 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.344393 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.51396 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.268615 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.410171 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.326557 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.450434 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),0.277025 # DEPENDENCYPART_GRANDPAR
(12,16),(16,27),0.279688 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),-0.444552 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.274951 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.402791 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.287955 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.253998 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),0.270493 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),0.0930047 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),0.276822 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.0721845 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.402573 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.43185 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.34939 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.495034 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.523859 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.17258 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.329893 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.45878 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),0.28574 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),0.262113 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),0.103283 # DEPENDENCYPART_GRANDPAR
(12,19),(19,27),0.307217 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-0.22002 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-0.0161253 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-0.351435 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.214269 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.669105 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.0823634 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.311456 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.550248 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.0835947 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.365089 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),0.0307098 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.200048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.357266 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.558056 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.378911 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.527985 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.67469 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.208081 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.362781 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.353467 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.201157 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),0.183418 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),0.182497 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),0.00614017 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),1.04775 # DEPENDENCYPART_GRANDPAR
(12,20),(20,27),0.35004 # DEPENDENCYPART_GRANDPAR
(12,20),(20,28),-0.480937 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.0986287 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.141718 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.0881494 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),0.0381974 # DEPENDENCYPART_GRANDPAR
(12,21),(21,13),0.455657 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.573659 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.324678 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.47411 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.606101 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.145981 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.31968 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.261179 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.116896 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),0.204675 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.309861 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),0.0195426 # DEPENDENCYPART_GRANDPAR
(12,21),(21,27),0.358529 # DEPENDENCYPART_GRANDPAR
(12,21),(21,28),-0.482768 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),0.0232547 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),0.0891763 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),0.275911 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-0.505886 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),0.108244 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.165673 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.0417564 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.163621 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.0860591 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.204384 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.103652 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.12306 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.193601 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.0786948 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.178749 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.35746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.30066 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.518224 # DEPENDENCYPART_GRANDPAR
(13,3),(3,28),-0.899838 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.12376 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.144691 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0648433 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.046671 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.189424 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.0438799 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.0191166 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.175163 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.16416 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.0282411 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.0368401 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.0673485 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.145917 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.179707 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.122862 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.194 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.142079 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.0824144 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.14827 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.0419639 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0625317 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.292383 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0344758 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.129133 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.3432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.307021 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.389463 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.116388 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.0468852 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.0283589 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.139034 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.0879871 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.192204 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.0641217 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.0447214 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.296929 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.153059 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.103281 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.38289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.446908 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.372684 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.449393 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.485067 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.628305 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.547107 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.409138 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.434696 # DEPENDENCYPART_GRANDPAR
(13,12),(12,28),-0.897227 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.96916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.266188 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.190229 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0251661 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.162055 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.00934122 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.0538887 # DEPENDENCYPART_GRANDPAR
