# _root_ While some assets have been written down , others are undervalued in the accounts , Mr. Bond maintained .
#goldHeads=4,3,4,10,4,5,6,10,10,18,10,11,14,12,18,17,18,0,18,
#predictedHeads=4,3,4,10,4,5,6,10,10,18,10,11,14,12,18,17,18,0,18,
(3,2),(2,4),(2,20),-0.13449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,5),(2,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,20),-0.133813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,6),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,6),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,6),(2,20),-0.133813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,8),(2,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,8),(2,20),-0.142766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,10),(2,20),-0.134399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,2),(2,1),-0.0284746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,-1),0.126473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,1),(2,-1),-0.0368892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,5),-0.0551921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,6),-0.0362945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,7),-0.0249135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,8),-0.041096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,9),-0.0278126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,10),-0.0454731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,11),-0.0365939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,15),-0.041096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,18),-0.0372707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,19),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,20),0.0492921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,6),-0.0227731 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,7),-0.0197114 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,8),-0.0187327 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,9),-0.0220511 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,10),-0.0234042 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,11),-0.0227731 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,15),-0.0187327 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,18),-0.0227731 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,19),-0.023717 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,20),-0.0245335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,6),(4,7),-0.0197114 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,8),-0.0187038 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,9),-0.0220247 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,10),-0.0229726 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,11),-0.0223416 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,15),-0.0187038 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,18),-0.0223416 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,19),-0.0235343 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,20),-0.00949626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,7),(4,8),-0.0184158 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,9),-0.0238763 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,10),-0.0291294 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,11),-0.0291211 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,15),-0.0184158 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,18),-0.0291211 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,19),-0.0205145 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,20),-0.0371781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,9),-0.0362797 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,10),-0.0176177 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,11),-0.0158271 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,15),-0.019595 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,18),-0.0160993 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,20),-0.0251008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,9),(4,10),-0.0356297 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,11),-0.0347402 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,15),-0.0348403 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,18),-0.0347402 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,19),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,20),-0.0323478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,10),(4,11),-0.0224265 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,15),-0.0189741 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,18),-0.0224265 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,19),-0.0235343 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,20),-0.0115769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,11),(4,15),-0.0187038 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,18),-0.0223416 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,19),-0.0235343 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,20),-0.00979587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,15),(4,18),-0.0160993 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,15),(4,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,15),(4,20),-0.0251008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,18),(4,19),-0.0235343 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,18),(4,20),-0.0107448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,19),(4,20),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,3),0.135473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,2),-0.145121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,1),-0.172106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,-1),-0.0472212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,3),(4,2),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,1),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,-1),-0.0691411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,2),(4,1),-0.144708 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,2),(4,-1),-0.174107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,1),(4,-1),-0.230572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,6),-0.0345291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,7),-0.0249132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,8),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,9),-0.027799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,10),-0.0437078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,11),-0.0348286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,12),-0.00416505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,15),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,18),-0.0355054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,19),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,20),0.0519403 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,6),(5,7),-0.0197114 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,8),-0.0186664 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,9),-0.0218316 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,10),-0.0229717 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,11),-0.0223407 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,12),-0.0166381 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,15),-0.0186664 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,18),-0.0223407 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,19),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,20),-0.0165083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,7),(5,8),-0.0184158 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,9),-0.0238761 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,10),-0.0291294 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,11),-0.0291211 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,12),0.00766919 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,15),-0.0184158 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,18),-0.0291211 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,19),-0.0205145 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,20),-0.0371781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,8),(5,9),-0.0362797 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,10),-0.017613 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,11),-0.0158224 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,12),-0.0366484 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,15),-0.019595 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,18),-0.0160946 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,20),-0.0247083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,9),(5,10),-0.0351042 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,11),-0.0342146 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,12),0.00891151 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,15),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,18),-0.0342146 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,19),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,20),-0.0314832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,10),(5,11),-0.0224256 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,12),-0.0166446 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,15),-0.0189367 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,18),-0.0224256 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,19),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,20),-0.0185889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,11),(5,12),-0.016638 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,15),-0.0186664 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,18),-0.0223407 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,19),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,20),-0.0168079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,12),(5,15),-0.0154993 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,18),-0.00922175 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,19),-0.033254 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,20),0.0232783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,15),(5,18),-0.0160946 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,15),(5,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,15),(5,20),-0.0247083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,18),(5,19),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,18),(5,20),-0.0177568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,19),(5,20),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,4),0.146484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,3),0.133493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,2),-0.145121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,1),-0.172106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,-1),-0.0243896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,4),(5,3),0.107545 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,-1),-0.151001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,3),(5,2),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,3),(5,1),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,3),(5,-1),-0.083581 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,2),(5,1),-0.144708 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,2),(5,-1),-0.170148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,1),(5,-1),-0.228437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,7),-0.0249132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,8),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,9),-0.0277732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,10),-0.0537348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,11),-0.0448556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,12),-0.00467102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,14),-0.0287144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,15),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,18),-0.0455323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,19),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,20),0.0602423 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,7),(6,8),-0.0184158 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,9),-0.0238761 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,10),-0.0291294 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,11),-0.0291211 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,12),0.00766919 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,14),-0.0238761 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,15),-0.0184158 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,18),-0.0291211 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,19),-0.0205145 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,20),-0.0371781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,8),(6,9),-0.0362797 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,10),-0.0176129 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,11),-0.0158223 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,12),-0.0366484 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,14),-0.0362797 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,15),-0.019595 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,18),-0.0160945 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,20),-0.0247082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,9),(6,10),-0.0351008 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,11),-0.0342112 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,12),0.00893116 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,14),-0.00100245 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,15),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,18),-0.0342112 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,19),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,20),-0.0314777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,10),(6,11),-0.0224255 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,12),-0.0166207 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,14),-0.0218505 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,15),-0.0189365 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,18),-0.0224255 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,19),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,20),-0.0266603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,11),(6,12),-0.0166141 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,14),-0.0218316 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,15),-0.0186662 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,18),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,19),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,20),-0.0248793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,12),(6,14),-0.0125377 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,15),-0.0154993 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,18),-0.00840805 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,19),-0.033254 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,20),0.0220048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,14),(6,15),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,18),-0.0342112 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,19),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,20),-0.0317029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,15),(6,18),-0.0160945 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,15),(6,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,15),(6,20),-0.0247082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,18),(6,19),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,18),(6,20),-0.0258282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,19),(6,20),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,3),0.133763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,2),-0.145121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,1),-0.172106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,-1),-0.0139017 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,3),(6,2),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,3),(6,1),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,3),(6,-1),-0.0835419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,2),(6,1),-0.144708 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,2),(6,-1),-0.170148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,1),(6,-1),-0.228359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,20),-0.0356346 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,8),(8,-1),-0.176066 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,10),(10,11),-0.0233244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,12),-0.0180517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,13),-0.0228344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,14),-0.0391942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,15),-0.0408058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,18),-0.0240011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,19),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,20),0.0477691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,11),(10,12),-0.0181268 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,13),-0.0194578 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,14),-0.0220489 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,15),-0.0186819 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,18),-0.0224813 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,19),-0.0234405 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,20),-0.00168463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,12),(10,13),-0.0197202 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,14),-0.0127656 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,15),-0.0160949 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,18),-0.00662136 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,19),-0.0337876 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,20),0.00501391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,13),(10,14),-0.0205178 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,15),-0.0201321 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,18),-0.0195186 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,20),-0.0178261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,14),(10,15),-0.0347407 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,18),-0.034863 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,19),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,14),(10,20),-0.0360247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,15),(10,18),-0.0168203 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,20),-0.0251801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,18),(10,19),-0.0234405 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,18),(10,20),-0.00263356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,19),(10,20),-0.0624627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,9),0.158333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,8),0.11144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,6),0.133893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,5),0.133872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,4),0.132853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,3),0.163493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,2),-0.145126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,1),-0.172106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,-1),-0.060554 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,9),(10,8),0.0657314 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,6),0.103726 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,5),0.10371 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,4),0.102944 # DEPENDENCYPART_GRANDSIBL
