# _root_ Burmah , which owns the Castrol brand of lubricant oils , reported a 17 % rise in net income to # 43.5 million ( $ 68.3 million ) in the first half .
#goldHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
#predictedHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
(19,29),(19,32),0.21215 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.241873 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0660541 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0498377 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0396426 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.011722 # DEPENDENCYPART_SIBL
(20,1),(20,23),0.0169451 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.0763486 # DEPENDENCYPART_SIBL
(20,1),(20,25),-0.111384 # DEPENDENCYPART_SIBL
(20,1),(20,29),-0.0587199 # DEPENDENCYPART_SIBL
(20,1),(20,32),-0.00502308 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0142606 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0379364 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.104116 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.154294 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.168263 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0594211 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0806266 # DEPENDENCYPART_SIBL
(20,17),(20,29),0.0370412 # DEPENDENCYPART_SIBL
(20,17),(20,32),0.126998 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0460922 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0644909 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.054057 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0992715 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0553662 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0742928 # DEPENDENCYPART_SIBL
(20,18),(20,29),-0.0950333 # DEPENDENCYPART_SIBL
(20,18),(20,32),0.0459494 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.000634216 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0255547 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0153165 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.00127694 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0501219 # DEPENDENCYPART_SIBL
(20,19),(20,29),0.0089597 # DEPENDENCYPART_SIBL
(20,19),(20,32),0.0477255 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.15164 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.168963 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0404782 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.206838 # DEPENDENCYPART_SIBL
(20,21),(20,29),0.0240539 # DEPENDENCYPART_SIBL
(20,21),(20,32),-0.344036 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.177338 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.151596 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.277329 # DEPENDENCYPART_SIBL
(20,22),(20,29),-0.00229827 # DEPENDENCYPART_SIBL
(20,22),(20,32),-0.517173 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.151698 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.261058 # DEPENDENCYPART_SIBL
(20,23),(20,29),0.125607 # DEPENDENCYPART_SIBL
(20,23),(20,32),-0.525879 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0461753 # DEPENDENCYPART_SIBL
(20,24),(20,29),0.110268 # DEPENDENCYPART_SIBL
(20,24),(20,32),-0.269243 # DEPENDENCYPART_SIBL
(20,25),(20,29),0.196167 # DEPENDENCYPART_SIBL
(20,25),(20,32),-0.289533 # DEPENDENCYPART_SIBL
(20,29),(20,32),-0.292196 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0467845 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.00976502 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0550611 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.116332 # DEPENDENCYPART_SIBL
(21,1),(21,23),0.139179 # DEPENDENCYPART_SIBL
(21,1),(21,24),-0.0559127 # DEPENDENCYPART_SIBL
(21,1),(21,25),0.0417644 # DEPENDENCYPART_SIBL
(21,1),(21,26),0.116332 # DEPENDENCYPART_SIBL
(21,1),(21,27),0.139179 # DEPENDENCYPART_SIBL
(21,1),(21,28),-0.0300524 # DEPENDENCYPART_SIBL
(21,1),(21,29),-0.0307572 # DEPENDENCYPART_SIBL
(21,1),(21,32),-0.0103539 # DEPENDENCYPART_SIBL
(21,1),(21,33),0.01378 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.061966 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.144593 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0713764 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0368616 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0196101 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0797346 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0732661 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.0368616 # DEPENDENCYPART_SIBL
(21,18),(21,28),-0.0474957 # DEPENDENCYPART_SIBL
(21,18),(21,29),-0.050616 # DEPENDENCYPART_SIBL
(21,18),(21,32),0.0206193 # DEPENDENCYPART_SIBL
(21,18),(21,33),-0.014572 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.00593785 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0634033 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0680675 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0404876 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0297305 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.0634085 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.0680675 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0317606 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.0421651 # DEPENDENCYPART_SIBL
(21,19),(21,32),-0.0059052 # DEPENDENCYPART_SIBL
(21,19),(21,33),-0.028867 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.133896 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.185617 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0351837 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.062098 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.133896 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.185617 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.0539135 # DEPENDENCYPART_SIBL
(21,20),(21,29),-0.031498 # DEPENDENCYPART_SIBL
(21,20),(21,32),-0.017537 # DEPENDENCYPART_SIBL
(21,20),(21,33),-0.00250039 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.137086 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0583403 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.245097 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0291848 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.137086 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.0496833 # DEPENDENCYPART_SIBL
(21,22),(21,29),0.0220091 # DEPENDENCYPART_SIBL
(21,22),(21,32),0.000506067 # DEPENDENCYPART_SIBL
(21,22),(21,33),-0.0172786 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.120855 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.232695 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.117921 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0277278 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.103583 # DEPENDENCYPART_SIBL
(21,23),(21,29),0.0632722 # DEPENDENCYPART_SIBL
(21,23),(21,32),-0.0539357 # DEPENDENCYPART_SIBL
(21,23),(21,33),-0.0612621 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0802582 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.116145 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.106718 # DEPENDENCYPART_SIBL
(21,24),(21,28),0.095197 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.0646245 # DEPENDENCYPART_SIBL
(21,24),(21,32),-0.0521185 # DEPENDENCYPART_SIBL
(21,24),(21,33),-0.0482066 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0214986 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.00257847 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.00321365 # DEPENDENCYPART_SIBL
(21,25),(21,29),0.141618 # DEPENDENCYPART_SIBL
(21,25),(21,32),0.00856682 # DEPENDENCYPART_SIBL
(21,25),(21,33),0.0347596 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.132531 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.051854 # DEPENDENCYPART_SIBL
(21,26),(21,29),0.0198384 # DEPENDENCYPART_SIBL
(21,26),(21,32),-0.00166457 # DEPENDENCYPART_SIBL
(21,26),(21,33),-0.0194492 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.103583 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.0632722 # DEPENDENCYPART_SIBL
(21,27),(21,32),-0.0539357 # DEPENDENCYPART_SIBL
(21,27),(21,33),-0.0612621 # DEPENDENCYPART_SIBL
(21,28),(21,29),-0.0828926 # DEPENDENCYPART_SIBL
(21,28),(21,32),-0.0498076 # DEPENDENCYPART_SIBL
(21,28),(21,33),-0.0770679 # DEPENDENCYPART_SIBL
(21,29),(21,32),0.0818569 # DEPENDENCYPART_SIBL
(21,29),(21,33),-0.0309681 # DEPENDENCYPART_SIBL
(21,32),(21,33),-0.0234408 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0847841 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0668037 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.13734 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.0279353 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.00657901 # DEPENDENCYPART_SIBL
(23,8),(23,18),0.000196826 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.540088 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.0720811 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0457078 # DEPENDENCYPART_SIBL
(23,8),(23,25),0.0417888 # DEPENDENCYPART_SIBL
(23,8),(23,32),-0.00496937 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.30015 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.208019 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.897581 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0945715 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.041765 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.172504 # DEPENDENCYPART_SIBL
(23,14),(23,32),0.298688 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.00991615 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.488623 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0892723 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0418385 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.0759617 # DEPENDENCYPART_SIBL
(23,17),(23,32),0.0595127 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.428521 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0294895 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.00417421 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.076942 # DEPENDENCYPART_SIBL
(23,18),(23,32),0.0935148 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.125302 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0994366 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.167455 # DEPENDENCYPART_SIBL
(23,20),(23,32),0.20279 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0224644 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.153203 # DEPENDENCYPART_SIBL
(23,22),(23,32),0.246376 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.160228 # DEPENDENCYPART_SIBL
(23,24),(23,32),0.0249866 # DEPENDENCYPART_SIBL
(23,25),(23,32),0.0010772 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0576601 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.00184138 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0195271 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0127318 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0753864 # DEPENDENCYPART_SIBL
(24,22),(24,32),9.62972e-05 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0384634 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0323142 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0166718 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.127166 # DEPENDENCYPART_SIBL
(24,23),(24,32),0.0116642 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0291236 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.50597 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.0655011 # DEPENDENCYPART_SIBL
(24,25),(24,32),-0.090295 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.461943 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.0363794 # DEPENDENCYPART_SIBL
(24,27),(24,32),-0.129305 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.138459 # DEPENDENCYPART_SIBL
(24,28),(24,32),-0.111961 # DEPENDENCYPART_SIBL
(24,29),(24,32),0.0606884 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.00377747 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0395916 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.0649497 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.0903753 # DEPENDENCYPART_SIBL
(25,17),(25,26),-0.0496323 # DEPENDENCYPART_SIBL
(25,17),(25,27),-0.0731979 # DEPENDENCYPART_SIBL
(25,17),(25,28),0.025646 # DEPENDENCYPART_SIBL
(25,17),(25,29),-0.0592245 # DEPENDENCYPART_SIBL
(25,17),(25,30),-0.126642 # DEPENDENCYPART_SIBL
(25,17),(25,31),-0.127947 # DEPENDENCYPART_SIBL
(25,17),(25,32),0.00188993 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0227579 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.0366829 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0237538 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0879825 # DEPENDENCYPART_SIBL
(25,21),(25,27),0.00249212 # DEPENDENCYPART_SIBL
(25,21),(25,28),0.110783 # DEPENDENCYPART_SIBL
(25,21),(25,29),0.0221408 # DEPENDENCYPART_SIBL
(25,21),(25,30),-0.0111765 # DEPENDENCYPART_SIBL
(25,21),(25,31),-0.0405685 # DEPENDENCYPART_SIBL
(25,21),(25,32),0.0313555 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.098717 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0636884 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0635466 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.165568 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.0345699 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.121869 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.0863536 # DEPENDENCYPART_SIBL
(25,22),(25,31),-0.121293 # DEPENDENCYPART_SIBL
(25,22),(25,32),-0.0368072 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0689395 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0919913 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.202999 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.0459578 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.186276 # DEPENDENCYPART_SIBL
(25,23),(25,30),-0.10394 # DEPENDENCYPART_SIBL
(25,23),(25,31),-0.130449 # DEPENDENCYPART_SIBL
(25,23),(25,32),-0.0378987 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0184399 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0771654 # DEPENDENCYPART_SIBL
(25,24),(25,28),1.55037 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.116085 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.15796 # DEPENDENCYPART_SIBL
(25,24),(25,31),-0.202383 # DEPENDENCYPART_SIBL
(25,24),(25,32),-0.118438 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.234261 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.0384387 # DEPENDENCYPART_SIBL
(25,26),(25,29),0.189416 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.0441755 # DEPENDENCYPART_SIBL
(25,26),(25,31),-0.129766 # DEPENDENCYPART_SIBL
(25,26),(25,32),0.0147475 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.0580892 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.398089 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.034771 # DEPENDENCYPART_SIBL
(25,27),(25,31),-0.104401 # DEPENDENCYPART_SIBL
(25,27),(25,32),-0.0367936 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.5056 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.477527 # DEPENDENCYPART_SIBL
(25,28),(25,31),-0.428065 # DEPENDENCYPART_SIBL
(25,28),(25,32),-0.465959 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.0438412 # DEPENDENCYPART_SIBL
(25,29),(25,31),0.0929981 # DEPENDENCYPART_SIBL
(25,29),(25,32),0.181464 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.0263184 # DEPENDENCYPART_SIBL
(25,30),(25,32),-0.0892316 # DEPENDENCYPART_SIBL
(25,31),(25,32),-0.128333 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.145981 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0351553 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.0364028 # DEPENDENCYPART_SIBL
(27,22),(27,23),0.0645995 # DEPENDENCYPART_SIBL
(27,22),(27,24),0.110669 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.0847281 # DEPENDENCYPART_SIBL
(27,22),(27,28),0.0136825 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.0803246 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0199412 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.00996767 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.090972 # DEPENDENCYPART_SIBL
(27,24),(27,28),1.32365 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0136825 # DEPENDENCYPART_SIBL
(28,27),(28,29),-0.114635 # DEPENDENCYPART_SIBL
(28,27),(28,32),0.014457 # DEPENDENCYPART_SIBL
(28,29),(28,32),0.051366 # DEPENDENCYPART_SIBL
(29,24),(29,25),-0.00593632 # DEPENDENCYPART_SIBL
(29,24),(29,28),0.0548733 # DEPENDENCYPART_SIBL
(29,24),(29,30),-0.0400083 # DEPENDENCYPART_SIBL
(29,24),(29,31),-0.0761556 # DEPENDENCYPART_SIBL
(29,24),(29,32),0.131833 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.0287766 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.0189124 # DEPENDENCYPART_SIBL
(29,25),(29,31),-0.0412366 # DEPENDENCYPART_SIBL
(29,25),(29,32),0.140291 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.0535109 # DEPENDENCYPART_SIBL
(29,28),(29,31),-0.0897427 # DEPENDENCYPART_SIBL
(29,28),(29,32),0.0543521 # DEPENDENCYPART_SIBL
(29,30),(29,31),-0.242296 # DEPENDENCYPART_SIBL
(29,30),(29,32),-0.681787 # DEPENDENCYPART_SIBL
(29,31),(29,32),-0.617959 # DEPENDENCYPART_SIBL
(32,13),(32,21),0.161718 # DEPENDENCYPART_SIBL
(32,13),(32,24),-0.171246 # DEPENDENCYPART_SIBL
(32,13),(32,25),0.494134 # DEPENDENCYPART_SIBL
(32,13),(32,27),-0.0160401 # DEPENDENCYPART_SIBL
(32,13),(32,28),-0.0682305 # DEPENDENCYPART_SIBL
(32,13),(32,30),-0.717586 # DEPENDENCYPART_SIBL
(32,13),(32,31),0.17374 # DEPENDENCYPART_SIBL
(32,21),(32,24),-0.105247 # DEPENDENCYPART_SIBL
(32,21),(32,25),0.0948158 # DEPENDENCYPART_SIBL
(32,21),(32,27),-0.0906673 # DEPENDENCYPART_SIBL
(32,21),(32,28),-0.0544343 # DEPENDENCYPART_SIBL
(32,21),(32,30),-0.230092 # DEPENDENCYPART_SIBL
(32,21),(32,31),0.0761448 # DEPENDENCYPART_SIBL
(32,24),(32,25),0.121733 # DEPENDENCYPART_SIBL
(32,24),(32,27),0.0432962 # DEPENDENCYPART_SIBL
(32,24),(32,28),0.0282611 # DEPENDENCYPART_SIBL
(32,24),(32,30),0.0326269 # DEPENDENCYPART_SIBL
(32,24),(32,31),0.272963 # DEPENDENCYPART_SIBL
(32,25),(32,27),-0.0944867 # DEPENDENCYPART_SIBL
(32,25),(32,28),-0.149045 # DEPENDENCYPART_SIBL
(32,25),(32,30),-0.482199 # DEPENDENCYPART_SIBL
(32,25),(32,31),0.0190336 # DEPENDENCYPART_SIBL
(32,27),(32,28),-0.0766593 # DEPENDENCYPART_SIBL
(32,27),(32,30),-0.441427 # DEPENDENCYPART_SIBL
(32,27),(32,31),0.166618 # DEPENDENCYPART_SIBL
(32,28),(32,30),-0.222083 # DEPENDENCYPART_SIBL
(32,28),(32,31),0.096528 # DEPENDENCYPART_SIBL
(32,30),(32,31),0.32717 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.00116905 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.820423 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.424357 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.323197 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.0664687 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.572883 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.585312 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.168515 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.158386 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.297506 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.267488 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.274169 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.0392431 # DEPENDENCYPART_GRANDPAR
(0,1),(1,33),1.80856 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.918224 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.143807 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.708304 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.313791 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.3561 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.253642 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.311061 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.504851 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.204757 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.228043 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.317715 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.064689 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.133269 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.380573 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.105889 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.000681519 # DEPENDENCYPART_GRANDPAR
(0,4),(4,28),-0.241502 # DEPENDENCYPART_GRANDPAR
(0,4),(4,29),0.259861 # DEPENDENCYPART_GRANDPAR
(0,4),(4,33),2.34399 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),1.13584 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.356463 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.618597 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.268954 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.370289 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.132536 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.609405 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.550086 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.237457 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.199246 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.545812 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.244568 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.338231 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.193582 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.164561 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.362315 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.463475 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.107628 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.0154979 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),0.036254 # DEPENDENCYPART_GRANDPAR
(0,12),(12,28),-0.2937 # DEPENDENCYPART_GRANDPAR
(0,12),(12,29),0.228568 # DEPENDENCYPART_GRANDPAR
(0,12),(12,32),-0.464676 # DEPENDENCYPART_GRANDPAR
(0,12),(12,33),2.3595 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.777824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),0.0251381 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.769914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.36032 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0767059 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0451795 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.690522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.321596 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),1.17509 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.287296 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.273891 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.274964 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.107247 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.0428104 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.0470847 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.0876871 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.253961 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),0.00133687 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.433372 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.266589 # DEPENDENCYPART_GRANDPAR
