# _root_ `` All this may not be obvious to the public , which is concerned about advances in treatment , but I am convinced this basic research will begin showing results there soon . ''
#goldHeads=20,3,4,20,4,4,6,7,10,8,10,13,10,13,14,15,16,17,20,0,22,20,22,26,26,27,23,27,28,29,29,29,20,20,
#predictedHeads=20,3,4,20,4,4,6,7,10,8,10,13,10,13,14,15,16,17,20,0,22,20,22,26,26,27,23,27,28,29,29,31,20,20,
(27,22),(22,34),-0.100208 # DEPENDENCYPART_GRANDPAR
(27,23),(23,10),0.119114 # DEPENDENCYPART_GRANDPAR
(27,23),(23,12),-0.00156831 # DEPENDENCYPART_GRANDPAR
(27,23),(23,13),0.451108 # DEPENDENCYPART_GRANDPAR
(27,23),(23,17),0.650021 # DEPENDENCYPART_GRANDPAR
(27,23),(23,21),0.0927983 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),0.023536 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),0.166638 # DEPENDENCYPART_GRANDPAR
(27,23),(23,26),0.206775 # DEPENDENCYPART_GRANDPAR
(27,23),(23,27),-1.12324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,23),(23,28),0.520723 # DEPENDENCYPART_GRANDPAR
(27,23),(23,29),0.324659 # DEPENDENCYPART_GRANDPAR
(27,23),(23,30),-0.178779 # DEPENDENCYPART_GRANDPAR
(27,23),(23,31),-0.138486 # DEPENDENCYPART_GRANDPAR
(27,23),(23,32),-0.0680924 # DEPENDENCYPART_GRANDPAR
(27,23),(23,33),-0.486773 # DEPENDENCYPART_GRANDPAR
(27,23),(23,34),-0.100208 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),0.397107 # DEPENDENCYPART_GRANDPAR
(27,24),(24,28),0.41037 # DEPENDENCYPART_GRANDPAR
(27,24),(24,29),0.214291 # DEPENDENCYPART_GRANDPAR
(27,25),(25,21),-0.0045301 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),0.319478 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.24423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,28),0.409 # DEPENDENCYPART_GRANDPAR
(27,25),(25,29),0.212921 # DEPENDENCYPART_GRANDPAR
(27,25),(25,30),-0.271898 # DEPENDENCYPART_GRANDPAR
(27,26),(26,21),0.059806 # DEPENDENCYPART_GRANDPAR
(27,26),(26,22),0.210227 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),0.294153 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),0.226455 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),0.506921 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.19827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,28),0.461343 # DEPENDENCYPART_GRANDPAR
(27,26),(26,29),0.265272 # DEPENDENCYPART_GRANDPAR
(27,26),(26,30),-0.0990072 # DEPENDENCYPART_GRANDPAR
(27,26),(26,31),-0.180379 # DEPENDENCYPART_GRANDPAR
(27,26),(26,32),-0.109787 # DEPENDENCYPART_GRANDPAR
(27,28),(28,21),-0.37544 # DEPENDENCYPART_GRANDPAR
(27,28),(28,24),-0.0660756 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),0.250208 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),0.173695 # DEPENDENCYPART_GRANDPAR
(27,28),(28,29),0.785258 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),0.261198 # DEPENDENCYPART_GRANDPAR
(27,28),(28,31),0.344961 # DEPENDENCYPART_GRANDPAR
(27,28),(28,32),0.415614 # DEPENDENCYPART_GRANDPAR
(27,28),(28,33),-0.132445 # DEPENDENCYPART_GRANDPAR
(27,28),(28,34),0.44933 # DEPENDENCYPART_GRANDPAR
(27,30),(30,23),-0.159556 # DEPENDENCYPART_GRANDPAR
(27,30),(30,24),-0.189619 # DEPENDENCYPART_GRANDPAR
(27,30),(30,25),0.10795 # DEPENDENCYPART_GRANDPAR
(27,30),(30,26),0.249086 # DEPENDENCYPART_GRANDPAR
(27,30),(30,28),1.01441 # DEPENDENCYPART_GRANDPAR
(27,30),(30,29),0.821614 # DEPENDENCYPART_GRANDPAR
(27,30),(30,31),0.295286 # DEPENDENCYPART_GRANDPAR
(27,30),(30,32),0.379093 # DEPENDENCYPART_GRANDPAR
(27,31),(31,26),0.0634712 # DEPENDENCYPART_GRANDPAR
(27,31),(31,29),0.680685 # DEPENDENCYPART_GRANDPAR
(27,31),(31,30),0.0611085 # DEPENDENCYPART_GRANDPAR
(27,31),(31,32),0.322037 # DEPENDENCYPART_GRANDPAR
(27,31),(31,34),0.296183 # DEPENDENCYPART_GRANDPAR
(27,32),(32,26),0.0634719 # DEPENDENCYPART_GRANDPAR
(27,32),(32,29),0.680057 # DEPENDENCYPART_GRANDPAR
(27,32),(32,30),0.0642436 # DEPENDENCYPART_GRANDPAR
(27,32),(32,31),0.120439 # DEPENDENCYPART_GRANDPAR
(27,32),(32,34),0.297847 # DEPENDENCYPART_GRANDPAR
(28,21),(21,26),0.0507326 # DEPENDENCYPART_GRANDPAR
(28,24),(24,25),0.138998 # DEPENDENCYPART_GRANDPAR
(28,24),(24,28),-0.996408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,24),(24,29),0.1643 # DEPENDENCYPART_GRANDPAR
(28,25),(25,21),0.178874 # DEPENDENCYPART_GRANDPAR
(28,25),(25,24),0.0742319 # DEPENDENCYPART_GRANDPAR
(28,25),(25,27),0.0640204 # DEPENDENCYPART_GRANDPAR
(28,25),(25,28),-0.921689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,25),(25,29),0.239019 # DEPENDENCYPART_GRANDPAR
(28,25),(25,30),0.0104758 # DEPENDENCYPART_GRANDPAR
(28,26),(26,21),0.27274 # DEPENDENCYPART_GRANDPAR
(28,26),(26,22),0.140327 # DEPENDENCYPART_GRANDPAR
(28,26),(26,23),0.160898 # DEPENDENCYPART_GRANDPAR
(28,26),(26,24),0.0506279 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),0.244268 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),0.106987 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-0.912956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,29),0.247755 # DEPENDENCYPART_GRANDPAR
(28,26),(26,30),0.130425 # DEPENDENCYPART_GRANDPAR
(28,26),(26,31),0.0248452 # DEPENDENCYPART_GRANDPAR
(28,26),(26,32),0.0484076 # DEPENDENCYPART_GRANDPAR
(28,29),(29,24),-0.475026 # DEPENDENCYPART_GRANDPAR
(28,29),(29,26),-0.545259 # DEPENDENCYPART_GRANDPAR
(28,29),(29,30),0.584152 # DEPENDENCYPART_GRANDPAR
(28,29),(29,31),0.430301 # DEPENDENCYPART_GRANDPAR
(28,29),(29,32),0.468853 # DEPENDENCYPART_GRANDPAR
(28,29),(29,33),-0.237559 # DEPENDENCYPART_GRANDPAR
(28,29),(29,34),0.301822 # DEPENDENCYPART_GRANDPAR
(28,30),(30,23),-0.218777 # DEPENDENCYPART_GRANDPAR
(28,30),(30,24),-0.43564 # DEPENDENCYPART_GRANDPAR
(28,30),(30,25),-0.205029 # DEPENDENCYPART_GRANDPAR
(28,30),(30,26),-0.264751 # DEPENDENCYPART_GRANDPAR
(28,30),(30,28),-0.500299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,30),(30,29),0.665064 # DEPENDENCYPART_GRANDPAR
(28,30),(30,31),0.343811 # DEPENDENCYPART_GRANDPAR
(28,30),(30,32),0.41686 # DEPENDENCYPART_GRANDPAR
(28,31),(31,26),-0.450494 # DEPENDENCYPART_GRANDPAR
(28,31),(31,29),0.549085 # DEPENDENCYPART_GRANDPAR
(28,31),(31,30),0.460546 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),0.472538 # DEPENDENCYPART_GRANDPAR
(28,31),(31,34),0.244425 # DEPENDENCYPART_GRANDPAR
(28,32),(32,26),-0.450494 # DEPENDENCYPART_GRANDPAR
(28,32),(32,29),0.537273 # DEPENDENCYPART_GRANDPAR
(28,32),(32,30),0.456811 # DEPENDENCYPART_GRANDPAR
(28,32),(32,31),0.293598 # DEPENDENCYPART_GRANDPAR
(28,32),(32,34),0.251549 # DEPENDENCYPART_GRANDPAR
(29,24),(24,25),0.262686 # DEPENDENCYPART_GRANDPAR
(29,24),(24,28),0.0954241 # DEPENDENCYPART_GRANDPAR
(29,24),(24,29),-1.09829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,26),(26,21),0.215469 # DEPENDENCYPART_GRANDPAR
(29,26),(26,22),-0.0306527 # DEPENDENCYPART_GRANDPAR
(29,26),(26,23),0.0233305 # DEPENDENCYPART_GRANDPAR
(29,26),(26,24),0.0847837 # DEPENDENCYPART_GRANDPAR
(29,26),(26,25),0.365387 # DEPENDENCYPART_GRANDPAR
(29,26),(26,27),0.198548 # DEPENDENCYPART_GRANDPAR
(29,26),(26,28),0.133804 # DEPENDENCYPART_GRANDPAR
(29,26),(26,29),-1.01575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,26),(26,30),0.389288 # DEPENDENCYPART_GRANDPAR
(29,26),(26,31),-0.00667336 # DEPENDENCYPART_GRANDPAR
(29,26),(26,32),0.240719 # DEPENDENCYPART_GRANDPAR
(29,30),(30,23),-0.3461 # DEPENDENCYPART_GRANDPAR
(29,30),(30,24),-0.377235 # DEPENDENCYPART_GRANDPAR
(29,30),(30,25),-0.0843313 # DEPENDENCYPART_GRANDPAR
(29,30),(30,26),-0.502429 # DEPENDENCYPART_GRANDPAR
(29,30),(30,28),-0.281799 # DEPENDENCYPART_GRANDPAR
(29,30),(30,29),-0.589458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,30),(30,31),0.298378 # DEPENDENCYPART_GRANDPAR
(29,30),(30,32),0.595257 # DEPENDENCYPART_GRANDPAR
(29,31),(31,26),-0.687602 # DEPENDENCYPART_GRANDPAR
(29,31),(31,29),-0.704009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,31),(31,30),0.721359 # DEPENDENCYPART_GRANDPAR
(29,31),(31,32),0.667893 # DEPENDENCYPART_GRANDPAR
(29,31),(31,34),0.195629 # DEPENDENCYPART_GRANDPAR
(29,32),(32,26),-0.687602 # DEPENDENCYPART_GRANDPAR
(29,32),(32,29),-0.715821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,32),(32,30),0.717624 # DEPENDENCYPART_GRANDPAR
(29,32),(32,31),0.256634 # DEPENDENCYPART_GRANDPAR
(29,32),(32,34),0.202753 # DEPENDENCYPART_GRANDPAR
(30,23),(23,10),-0.85996 # DEPENDENCYPART_GRANDPAR
(30,23),(23,12),-0.137386 # DEPENDENCYPART_GRANDPAR
(30,23),(23,13),-0.947853 # DEPENDENCYPART_GRANDPAR
(30,23),(23,17),-0.43834 # DEPENDENCYPART_GRANDPAR
(30,23),(23,21),-0.222805 # DEPENDENCYPART_GRANDPAR
(30,23),(23,24),-0.0322606 # DEPENDENCYPART_GRANDPAR
(30,23),(23,25),0.0219918 # DEPENDENCYPART_GRANDPAR
(30,23),(23,26),-0.260703 # DEPENDENCYPART_GRANDPAR
(30,23),(23,27),-0.147348 # DEPENDENCYPART_GRANDPAR
(30,23),(23,28),-0.0605235 # DEPENDENCYPART_GRANDPAR
(30,23),(23,29),-0.0218806 # DEPENDENCYPART_GRANDPAR
(30,23),(23,30),-1.51466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,23),(23,31),-0.131919 # DEPENDENCYPART_GRANDPAR
(30,23),(23,32),-0.566515 # DEPENDENCYPART_GRANDPAR
(30,23),(23,33),-0.486172 # DEPENDENCYPART_GRANDPAR
(30,23),(23,34),-0.473363 # DEPENDENCYPART_GRANDPAR
(30,24),(24,25),0.0948002 # DEPENDENCYPART_GRANDPAR
(30,24),(24,28),-0.0619653 # DEPENDENCYPART_GRANDPAR
(30,24),(24,29),-0.0286815 # DEPENDENCYPART_GRANDPAR
(30,25),(25,21),-0.176627 # DEPENDENCYPART_GRANDPAR
(30,25),(25,24),0.022935 # DEPENDENCYPART_GRANDPAR
(30,25),(25,27),-0.132051 # DEPENDENCYPART_GRANDPAR
(30,25),(25,28),-0.0504479 # DEPENDENCYPART_GRANDPAR
(30,25),(25,29),-0.0171691 # DEPENDENCYPART_GRANDPAR
(30,25),(25,30),-1.35663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,26),(26,21),-0.215205 # DEPENDENCYPART_GRANDPAR
(30,26),(26,22),-0.401653 # DEPENDENCYPART_GRANDPAR
(30,26),(26,23),-0.373321 # DEPENDENCYPART_GRANDPAR
(30,26),(26,24),-0.151374 # DEPENDENCYPART_GRANDPAR
(30,26),(26,25),0.0320551 # DEPENDENCYPART_GRANDPAR
(30,26),(26,27),-0.0629019 # DEPENDENCYPART_GRANDPAR
(30,26),(26,28),0.0353449 # DEPENDENCYPART_GRANDPAR
(30,26),(26,29),0.0725199 # DEPENDENCYPART_GRANDPAR
(30,26),(26,30),-1.35465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,26),(26,31),-0.0515009 # DEPENDENCYPART_GRANDPAR
(30,26),(26,32),-0.48603 # DEPENDENCYPART_GRANDPAR
(30,28),(28,21),-0.217411 # DEPENDENCYPART_GRANDPAR
(30,28),(28,24),-0.0143583 # DEPENDENCYPART_GRANDPAR
(30,28),(28,25),0.157653 # DEPENDENCYPART_GRANDPAR
(30,28),(28,26),-0.0413553 # DEPENDENCYPART_GRANDPAR
(30,28),(28,29),-0.0149532 # DEPENDENCYPART_GRANDPAR
(30,28),(28,30),-1.51466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,28),(28,31),-0.131919 # DEPENDENCYPART_GRANDPAR
(30,28),(28,32),-0.566515 # DEPENDENCYPART_GRANDPAR
(30,28),(28,33),-0.486172 # DEPENDENCYPART_GRANDPAR
(30,28),(28,34),-0.473363 # DEPENDENCYPART_GRANDPAR
(30,29),(29,24),-0.0153076 # DEPENDENCYPART_GRANDPAR
(30,29),(29,26),-0.0405649 # DEPENDENCYPART_GRANDPAR
(30,29),(29,30),-1.51516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,29),(29,31),-0.132412 # DEPENDENCYPART_GRANDPAR
(30,29),(29,32),-0.567008 # DEPENDENCYPART_GRANDPAR
(30,29),(29,33),-0.486665 # DEPENDENCYPART_GRANDPAR
(30,29),(29,34),-0.473856 # DEPENDENCYPART_GRANDPAR
(30,31),(31,26),-0.768341 # DEPENDENCYPART_GRANDPAR
(30,31),(31,29),-0.561882 # DEPENDENCYPART_GRANDPAR
(30,31),(31,30),-0.741665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,31),(31,32),0.125674 # DEPENDENCYPART_GRANDPAR
(30,31),(31,34),0.188179 # DEPENDENCYPART_GRANDPAR
(30,32),(32,26),-0.768341 # DEPENDENCYPART_GRANDPAR
(30,32),(32,29),-0.562311 # DEPENDENCYPART_GRANDPAR
(30,32),(32,30),-0.737535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,32),(32,31),0.499642 # DEPENDENCYPART_GRANDPAR
(30,32),(32,34),0.188338 # DEPENDENCYPART_GRANDPAR
(31,26),(26,21),0.0621178 # DEPENDENCYPART_GRANDPAR
(31,26),(26,22),0.107782 # DEPENDENCYPART_GRANDPAR
(31,26),(26,23),0.120826 # DEPENDENCYPART_GRANDPAR
(31,26),(26,24),-0.0654296 # DEPENDENCYPART_GRANDPAR
(31,26),(26,25),0.150409 # DEPENDENCYPART_GRANDPAR
(31,26),(26,27),0.135688 # DEPENDENCYPART_GRANDPAR
(31,26),(26,28),0.173834 # DEPENDENCYPART_GRANDPAR
(31,26),(26,29),0.12119 # DEPENDENCYPART_GRANDPAR
(31,26),(26,30),0.125 # DEPENDENCYPART_GRANDPAR
(31,26),(26,31),-1.18146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,26),(26,32),-0.100523 # DEPENDENCYPART_GRANDPAR
(31,29),(29,24),-0.0327642 # DEPENDENCYPART_GRANDPAR
(31,29),(29,26),-0.00651058 # DEPENDENCYPART_GRANDPAR
(31,29),(29,30),0.102949 # DEPENDENCYPART_GRANDPAR
(31,29),(29,31),-1.20502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,29),(29,32),-0.124295 # DEPENDENCYPART_GRANDPAR
(31,29),(29,33),-0.281883 # DEPENDENCYPART_GRANDPAR
(31,29),(29,34),-0.20314 # DEPENDENCYPART_GRANDPAR
(31,30),(30,23),0.1115 # DEPENDENCYPART_GRANDPAR
(31,30),(30,24),-0.0630086 # DEPENDENCYPART_GRANDPAR
(31,30),(30,25),0.158813 # DEPENDENCYPART_GRANDPAR
(31,30),(30,26),0.0447537 # DEPENDENCYPART_GRANDPAR
(31,30),(30,28),0.156181 # DEPENDENCYPART_GRANDPAR
(31,30),(30,29),0.095989 # DEPENDENCYPART_GRANDPAR
(31,30),(30,31),-1.18146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,30),(30,32),-0.100523 # DEPENDENCYPART_GRANDPAR
(31,32),(32,26),-0.46835 # DEPENDENCYPART_GRANDPAR
(31,32),(32,29),-0.386425 # DEPENDENCYPART_GRANDPAR
(31,32),(32,30),-0.433472 # DEPENDENCYPART_GRANDPAR
(31,32),(32,31),-0.782269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,32),(32,34),0.209389 # DEPENDENCYPART_GRANDPAR
(32,26),(26,21),0.0464755 # DEPENDENCYPART_GRANDPAR
(32,26),(26,22),0.131145 # DEPENDENCYPART_GRANDPAR
(32,26),(26,23),0.164207 # DEPENDENCYPART_GRANDPAR
(32,26),(26,24),0.0311248 # DEPENDENCYPART_GRANDPAR
(32,26),(26,25),0.280448 # DEPENDENCYPART_GRANDPAR
(32,26),(26,27),0.136866 # DEPENDENCYPART_GRANDPAR
(32,26),(26,28),0.228144 # DEPENDENCYPART_GRANDPAR
(32,26),(26,29),0.229069 # DEPENDENCYPART_GRANDPAR
(32,26),(26,30),0.17736 # DEPENDENCYPART_GRANDPAR
(32,26),(26,31),0.299202 # DEPENDENCYPART_GRANDPAR
(32,26),(26,32),-1.34368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,29),(29,24),0.0591277 # DEPENDENCYPART_GRANDPAR
(32,29),(29,26),0.0570506 # DEPENDENCYPART_GRANDPAR
(32,29),(29,30),0.151624 # DEPENDENCYPART_GRANDPAR
(32,29),(29,31),0.33345 # DEPENDENCYPART_GRANDPAR
(32,29),(29,32),-1.36746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,29),(29,33),-0.25274 # DEPENDENCYPART_GRANDPAR
(32,29),(29,34),-0.405992 # DEPENDENCYPART_GRANDPAR
(32,30),(30,23),0.154881 # DEPENDENCYPART_GRANDPAR
(32,30),(30,24),0.0335458 # DEPENDENCYPART_GRANDPAR
(32,30),(30,25),0.288853 # DEPENDENCYPART_GRANDPAR
(32,30),(30,26),0.11389 # DEPENDENCYPART_GRANDPAR
(32,30),(30,28),0.21279 # DEPENDENCYPART_GRANDPAR
(32,30),(30,29),0.206166 # DEPENDENCYPART_GRANDPAR
(32,30),(30,31),0.297196 # DEPENDENCYPART_GRANDPAR
(32,30),(30,32),-1.34369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,31),(31,26),-0.00482074 # DEPENDENCYPART_GRANDPAR
(32,31),(31,29),0.110495 # DEPENDENCYPART_GRANDPAR
(32,31),(31,30),0.0116461 # DEPENDENCYPART_GRANDPAR
(32,31),(31,32),-1.3444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,31),(31,34),-0.392994 # DEPENDENCYPART_GRANDPAR
(0,2),(2,2),(2,4),-0.0420976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,6),-0.0563982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,7),-0.0420723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,35),-0.0491322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,4),(2,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,35),-0.0420974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,6),(2,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,35),-0.050351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,7),(2,35),-0.0420723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,-1),-0.160412 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,3),(3,4),-0.0421067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,6),-0.0562764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,35),-0.0488307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,4),(3,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,35),-0.0421065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,6),(3,35),-0.0509648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.119103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.160167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,-1),-0.124944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,4),(4,5),-0.0434148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,6),-0.0384115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,7),-0.048554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,10),0.00323957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,11),-0.0257047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,13),-0.0468315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,19),-0.0257047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,20),-0.0181478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,27),-0.0707083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,33),-0.0687321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,34),-0.042408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,35),-0.0452537 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,5),(4,6),-0.0601109 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,7),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,10),-0.0384957 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,11),-0.0238428 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,13),-0.0641764 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,19),-0.0238428 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,20),-0.0296613 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,27),-0.0269405 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,33),-0.0649013 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,34),-0.0421397 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,35),-0.0423434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,6),(4,7),-0.043149 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,10),-0.0137977 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,11),-0.111275 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,13),-0.0798629 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,19),-0.111275 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,20),-0.063125 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,27),-0.0513707 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,33),0.131236 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,34),-0.0526944 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,35),-0.0871344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,7),(4,10),-0.042515 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,11),-0.0440709 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,13),-0.0432363 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,19),-0.0440709 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,20),-0.0427636 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,27),-0.042766 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,33),-0.0436921 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,7),(4,35),-0.0419992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,10),(4,11),-0.0440054 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,13),-0.00371571 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,19),-0.0440054 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,20),-0.0429268 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,27),-0.042069 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,33),-0.0323837 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,34),-0.0378625 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,10),(4,35),-0.0427253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,11),(4,13),-0.0479946 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,19),-0.0420488 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,20),-0.0584388 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,27),-0.0627052 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,33),-0.0595172 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,34),-0.0604479 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,11),(4,35),-0.0425415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,13),(4,19),-0.106046 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,13),(4,20),-0.0586338 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,13),(4,27),-0.0493797 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,13),(4,33),0.113709 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,13),(4,34),-0.0525313 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,13),(4,35),-0.0827532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,19),(4,20),-0.0584388 # DEPENDENCYPART_GRANDSIBL
