# _root_ In 1987 , despite a barrage of ads from most of the major investment firms , individuals ran from the market en masse .
#goldHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,18,22,18,
#predictedHeads=18,1,18,18,6,4,6,7,6,9,10,15,15,15,11,18,18,0,18,21,19,23,19,18,
(7,11),(11,13),-0.501335 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.635904 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.447994 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.194216 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.749201 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.0477158 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.265101 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.384069 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.41698 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-1.54862 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.08721 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.5601 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-1.66855 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-1.23884 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),1.28031 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.18278 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.0900114 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.0248695 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.663836 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.137591 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.0781257 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.186729 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.659938 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.239989 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.0974959 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.825116 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.292387 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.314732 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-1.42598 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-1.11691 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.723925 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.805949 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-1.06323 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.601784 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.586625 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.373779 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.227396 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.38437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.753494 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.564063 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.872401 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.706292 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.892956 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.745138 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.950137 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-1.01138 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.67589 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.684732 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-1.31087 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.55477 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.27189 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.00917 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.02713 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.852394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.00736109 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.00924372 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.245339 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0738751 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.0525721 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.267119 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.370518 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.310242 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.160924 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.119778 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.891753 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.904689 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.105348 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0476239 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.655083 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.336997 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0477816 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.169627 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.412691 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.175473 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.169263 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.295675 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.0929873 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.101831 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.53484 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),-0.182587 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.177435 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.529841 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.217232 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0172866 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.00531489 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.212847 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.42952 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.25574 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.174658 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.0614103 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.0702333 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.825477 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.60142 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.57936 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.39238 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.989308 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.846493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.00816662 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.0449893 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.135755 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.468431 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.079874 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.178713 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0127585 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.22215 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.12199 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.199533 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.282041 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.0676168 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.071166 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.734255 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.0531105 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.438242 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0514794 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.175445 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.160379 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.125165 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.192386 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.267294 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.0711867 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.074736 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-1.60107 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-1.4888 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-1.22981 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-1.29333 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.875049 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-1.08216 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.914895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.00999638 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.0256395 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.163248 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.615697 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.251601 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.293654 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.238634 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.28574 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.541573 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.0978672 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.640461 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.292007 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.108858 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.123094 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.947062 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.656401 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.134575 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.119778 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.1286 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.529297 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.110529 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.111356 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),-0.118179 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.697375 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.914776 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.179381 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.275604 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.307812 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.4247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),0.0909601 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.504384 # DEPENDENCYPART_GRANDPAR
(9,1),(1,24),-1.47118 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.543053 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.245298 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.0516505 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.422155 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.624725 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0288167 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.045578 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0517233 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.393894 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.46949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.0477644 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.575811 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.927988 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.609745 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.547537 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.613814 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-1.79777 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.729764 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-0.735157 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-1.52959 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.234143 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.789504 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.278036 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.637575 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.38352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.104854 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.459245 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.953796 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.667812 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.368768 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.48125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.00205363 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.59634 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.996482 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.639974 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.35813 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.581436 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.625574 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-1.78639 # DEPENDENCYPART_GRANDPAR
(9,8),(8,24),-1.54896 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.06244 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.870841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.22967 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.325038 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.433784 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.36769 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.132953 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.728762 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.00307476 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.0526084 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.98092 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.22288 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.215494 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.730833 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.481543 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.377453 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.438041 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.138811 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.345313 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0855369 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.693072 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.186388 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.0894323 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.272806 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.265399 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-1.23299 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.171428 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0160034 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0485535 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0344051 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.148215 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.558391 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.118644 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.951698 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.882532 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.43099 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.51576 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-1.25438 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.2895 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.699676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.744642 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.0956387 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.194348 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0332863 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.21032 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0919164 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.55298 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.0772601 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.122029 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.955312 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.172817 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.154843 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-1.09259 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.702592 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.16563 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.0488168 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.132086 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.381265 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.0988643 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.155996 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.930505 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.151812 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.133839 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.824801 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-1.27068 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-1.31154 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.736759 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-1.07601 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.669871 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-1.13838 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.912258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.588057 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.154799 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.583362 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.416114 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.19288 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.365615 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.139422 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.713074 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),0.101334 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.661237 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.847751 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.241056 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.239063 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-1.30697 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.550837 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.725146 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.0697079 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.0623003 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-0.677557 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.174411 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.533501 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),0.00201198 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.654515 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.73884 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.180158 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-1.10385 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.125136 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.390144 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.637558 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.545431 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.337791 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.483445 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.249501 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.587328 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.249796 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.11984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.317942 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.637218 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.717923 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.843607 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.625535 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.765527 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.683572 # DEPENDENCYPART_GRANDPAR
(10,6),(6,23),-0.68171 # DEPENDENCYPART_GRANDPAR
(10,6),(6,24),-0.901773 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.334554 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.658466 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.27153 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.155976 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.279994 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.11204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.278905 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.532945 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.566718 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.700274 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.619305 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.81754 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.867141 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.617573 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.681512 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.885259 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.794714 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.621455 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.778655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.339445 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.148522 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.435481 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.220691 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.118222 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.0994428 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.357495 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.101491 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.0461673 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.0442845 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.317374 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0849697 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.00340535 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.830254 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.13165 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.14189 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.01512 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.02805 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.604867 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.720652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.0982869 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0531058 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.058692 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0110777 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.263995 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.259378 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.429802 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.277742 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.208909 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.271892 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.264737 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.508894 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.733034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,12),0.0774313 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.0382214 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.220936 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.134144 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.42396 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.2608 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.18503 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.266565 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.259409 # DEPENDENCYPART_GRANDPAR
