# _root_ During the takeover , Mr. Hahn said he would put his account up for review if WPP 's bid were successful , but he did n't .
#goldHeads=7,3,1,7,6,7,23,9,7,9,12,10,10,13,14,20,19,17,20,10,20,23,0,25,23,25,23,
#predictedHeads=7,3,1,7,6,7,23,9,7,9,12,10,10,10,14,20,19,17,20,10,20,23,0,25,23,25,23,
(5,3),(3,7),(3,28),-0.197855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,9),(3,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,22),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,9),(3,28),-0.150722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,10),(3,22),-0.145956 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,10),(3,28),-0.196714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,22),(3,23),-0.148964 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,22),(3,25),-0.146635 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,22),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,22),(3,28),-0.0338126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,23),(3,25),0.0637046 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,23),(3,27),-0.018528 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,23),(3,28),-0.211095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,25),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,25),(3,28),-0.196508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,27),(3,28),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,3),(3,2),-0.00911916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,1),0.000902459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,-1),0.131763 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,2),(3,1),-0.0221574 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,2),(3,-1),-0.0110199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,1),(3,-1),-0.0041851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,28),-0.188094 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,4),(4,-1),-0.046814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,6),(6,7),0.0469249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,8),-0.0208709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,9),-0.0137605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,10),0.0469116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,28),0.124901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,7),(6,8),-0.0195071 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,9),-0.0206524 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,10),-0.0237929 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,28),0.0016796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,8),(6,9),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,10),-0.0198539 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,28),-0.00972388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,9),(6,10),-0.0199715 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,28),-0.030763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,10),(6,28),0.00158745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,5),0.15065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,4),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,3),-0.15646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,2),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,-1),-0.0255961 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,5),(6,4),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,3),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,2),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,-1),-0.184068 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,4),(6,3),-0.14942 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,2),-0.144709 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,-1),-0.0338125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,3),(6,2),-0.145039 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,3),(6,-1),-0.174759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,2),(6,-1),-0.159312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,8),-0.0422167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,9),-0.0109253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,10),-0.0392308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,12),-0.0375564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,14),-0.0119719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,16),-0.00715795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,20),-0.0248173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,21),0.00588881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,22),-0.0453106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,23),-0.00706452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,25),-0.0353766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,26),0.00848107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,27),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,28),0.0393591 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,8),(7,9),-0.0203313 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,10),-0.0121055 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,12),-0.0207325 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,14),-0.0196027 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,16),-0.0169317 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,20),-0.0126308 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,21),-0.0209207 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,22),-0.020672 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,23),-0.016775 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,25),-0.0121055 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,26),-0.0220378 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,27),-0.0194445 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,28),-0.0613395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,9),(7,10),-0.0202561 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,12),-0.0194584 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,14),-0.0195932 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,16),-0.0195368 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,20),-0.0202561 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,21),-0.0194472 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,22),-0.0204973 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,23),-0.0201193 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,25),-0.0202561 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,26),-0.019443 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,27),-0.0194428 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,28),-0.0131355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,10),(7,12),-0.0225525 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,14),-0.0274407 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,16),-0.0254131 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,20),-0.0224183 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,21),-0.0198316 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,22),-0.0187877 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,23),-0.0176941 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,25),-0.0224182 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,26),-0.0211178 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,27),-0.0229558 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,28),-0.0114648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,12),(7,14),-0.00339028 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,16),-0.00349621 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,20),-0.0346191 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,21),-0.0186824 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,22),-0.0353605 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,23),-0.0299679 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,25),-0.0332998 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,26),-0.00722279 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,27),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,28),-0.039633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,14),(7,16),-0.0283252 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,20),-0.00918233 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,21),-0.0240683 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,22),-0.0196065 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,23),-0.0198922 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,25),-0.0079016 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,26),-0.0132018 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,27),-0.0312683 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,28),-0.00239739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,16),(7,20),-0.00599447 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,16),(7,21),-0.0235352 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,16),(7,22),-0.020893 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,16),(7,23),-0.019714 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,16),(7,25),-0.00471374 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,16),(7,26),-0.0150581 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,16),(7,27),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,16),(7,28),-0.0101334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,20),(7,21),-0.0198326 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,20),(7,22),-0.0189473 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,20),(7,23),-0.0176941 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,20),(7,25),-0.0225322 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,20),(7,26),-0.0211147 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,20),(7,27),-0.0229558 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,20),(7,28),-0.000814748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,21),(7,22),-0.0132246 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,21),(7,23),-0.0164617 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,21),(7,25),-0.0246351 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,21),(7,26),-0.0193629 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,21),(7,27),-0.0243432 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,21),(7,28),0.0217389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,22),(7,23),-0.022936 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,22),(7,25),-0.0162765 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,22),(7,26),-0.03234 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,22),(7,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,22),(7,28),-0.0287618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,23),(7,25),0.189842 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,23),(7,26),0.176062 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,23),(7,27),0.10552 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,23),(7,28),-0.032377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,25),(7,26),-0.0211147 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,25),(7,27),-0.0229558 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,25),(7,28),-0.00749802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,26),(7,27),-0.0277419 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,26),(7,28),0.0241022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,27),(7,28),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,6),0.122963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,5),0.12234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,4),-0.144722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,3),-0.194622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,2),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,1),-0.172123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,-1),-0.0386926 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,6),(7,5),0.0935135 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,4),-0.144939 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,2),-0.145141 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,1),-0.145537 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,-1),-0.0939433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,5),(7,4),-0.144939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,3),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,2),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,1),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,-1),-0.0948424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,4),(7,3),-0.144819 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,4),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,4),(7,1),-0.145222 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,4),(7,-1),-0.211169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,3),(7,2),-0.145141 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,3),(7,1),-0.145537 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,3),(7,-1),-0.0942619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,2),(7,1),-0.144715 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,2),(7,-1),-0.163243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,1),(7,-1),-0.215325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,10),-0.0151646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,28),-0.0250277 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,10),(8,28),-0.0156864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,-1),-0.140969 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,9),(9,10),-0.00525428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,12),-0.0264611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,14),-0.0171867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,20),-0.0046354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,22),-0.0118115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,23),0.00200903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,25),-0.00463456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,27),-0.0199685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,28),-0.0738179 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,10),(9,12),-0.0205047 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,14),-0.0226526 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,20),-0.0230926 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,22),-0.0250502 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,23),-0.0196399 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,25),-0.0230917 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,27),-0.0261033 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,28),0.0323837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,12),(9,14),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,20),-0.0208973 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,22),-0.0195056 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,23),-0.0201321 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,25),-0.0208973 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,28),-0.0260371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,14),(9,20),-0.0143838 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,22),-0.0203331 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,23),-0.019491 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,25),-0.0143838 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,27),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,28),-0.0254955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,20),(9,22),-0.0250502 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,20),(9,23),-0.0196399 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,20),(9,25),-0.0230917 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,20),(9,27),-0.0261033 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,20),(9,28),0.0330016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,22),(9,23),-0.0143591 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,22),(9,25),-0.0156133 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,22),(9,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,22),(9,28),-0.0254351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,23),(9,25),0.188502 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,23),(9,27),0.106733 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,23),(9,28),0.0021174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,25),(9,27),-0.0261033 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,25),(9,28),0.0330034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,27),(9,28),-0.0295723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,8),0.126133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,7),0.0885672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,6),0.164572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,5),0.16452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,3),-0.145121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,2),-0.144722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,-1),-0.329329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,8),(9,7),0.108977 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,6),0.10926 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,5),0.10926 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,-1),-0.0806585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,6),0.104648 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,5),0.104648 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,-1),-0.140938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,6),(9,5),0.100132 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,4),-0.144728 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,3),-0.144864 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,2),-0.144708 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,-1),-0.0586746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,5),(9,4),-0.144728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,3),-0.144864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,2),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,1),-0.144793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,-1),-0.0587442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,4),(9,3),-0.14475 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,1),-0.144708 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,-1),-0.153545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,3),(9,2),-0.144708 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,3),(9,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,3),(9,-1),-0.0586746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,2),(9,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,2),(9,-1),-0.135132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,1),(9,-1),-0.172277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,2),(2,3),0.0992386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,28),0.0952689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,3),(2,28),-0.154196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,2),(2,1),-0.027574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,-1),0.214463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,1),(2,-1),-0.0354189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,3),(3,4),0.182057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,5),0.150954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,6),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,7),-0.172273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,9),-0.148305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
