# _root_ These procedures consume millions of man-hours of labor and produce tons of paper , and each year , their end product -- the Five Year Defense Plan -- promptly melts away .
#goldHeads=2,9,9,3,4,5,6,7,15,9,10,11,12,15,0,17,30,30,21,21,30,27,27,27,27,27,21,27,30,15,30,15,
#predictedHeads=2,9,9,3,4,5,6,7,15,9,10,11,12,15,0,17,11,11,21,21,30,27,27,27,27,27,21,27,30,15,30,15,
(15,16),(15,18),-0.996983 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,20),-1.05832 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,21),-1.05218 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,22),-0.770344 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,25),-0.960674 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,26),-0.986778 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,27),-0.96515 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,28),-0.610881 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,30),-1.01267 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,32),-1.40479 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,33),-0.560304 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,18),-0.551813 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,20),-0.8682 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,21),-1.13977 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,22),-0.724218 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,25),-1.05114 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,26),-1.08979 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,27),-1.13538 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,28),-0.755741 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,30),-0.632502 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,32),-0.772403 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,33),-0.400835 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,20),-0.262111 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,21),-0.587481 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,22),-0.854124 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,25),-0.642601 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,26),-0.536783 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,27),-0.382723 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,28),-1.04908 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,30),-0.718174 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,32),-1.28406 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,33),-0.451328 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,20),(15,21),-0.786065 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,22),-0.776263 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,25),-0.911549 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,26),-1.03052 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,27),-1.09456 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,28),-0.761525 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,30),-0.69767 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,32),-0.715991 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,33),-0.277183 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,21),(15,22),-0.716644 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,25),-0.895393 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,26),-0.929498 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,27),-0.940121 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,28),-0.772763 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,30),-0.561396 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,32),-0.473307 # DEPENDENCYPART_NEXTSIBL
(15,21),(15,33),-0.123759 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,22),(15,25),-0.305112 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,26),-0.258619 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,27),-0.245099 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,28),-0.925182 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,30),-0.293436 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,32),-0.849637 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,33),-0.478588 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,25),(15,26),-0.827695 # DEPENDENCYPART_NEXTSIBL
(15,25),(15,27),-0.865859 # DEPENDENCYPART_NEXTSIBL
(15,25),(15,28),-0.818387 # DEPENDENCYPART_NEXTSIBL
(15,25),(15,30),-0.658198 # DEPENDENCYPART_NEXTSIBL
(15,25),(15,32),-0.73976 # DEPENDENCYPART_NEXTSIBL
(15,25),(15,33),-0.629568 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,26),(15,27),-0.873666 # DEPENDENCYPART_NEXTSIBL
(15,26),(15,28),-0.75179 # DEPENDENCYPART_NEXTSIBL
(15,26),(15,30),-0.764335 # DEPENDENCYPART_NEXTSIBL
(15,26),(15,32),-0.600976 # DEPENDENCYPART_NEXTSIBL
(15,26),(15,33),-0.340087 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,27),(15,28),-0.442554 # DEPENDENCYPART_NEXTSIBL
(15,27),(15,30),-0.568539 # DEPENDENCYPART_NEXTSIBL
(15,27),(15,32),-0.482355 # DEPENDENCYPART_NEXTSIBL
(15,27),(15,33),-0.0964034 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,28),(15,30),-0.190109 # DEPENDENCYPART_NEXTSIBL
(15,28),(15,32),-0.830677 # DEPENDENCYPART_NEXTSIBL
(15,28),(15,33),-0.0444634 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,30),(15,32),0.321847 # DEPENDENCYPART_NEXTSIBL
(15,30),(15,33),-0.560158 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,32),(15,33),-1.90761 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-0.653025 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,13),-0.425578 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,12),-0.522896 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,11),0.0567118 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,10),0.659616 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,9),-0.234143 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,8),-0.282013 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,7),-0.426042 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,6),-0.344678 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,5),-0.420075 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,4),-0.231299 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,3),0.491728 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,2),-0.494571 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,1),-0.378587 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.924978 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,13),-0.206801 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,12),-0.292226 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,11),-0.298505 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,10),0.455827 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,9),0.343952 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,8),-0.355966 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,7),-0.276327 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,6),-0.316948 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,5),-0.218243 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,4),-0.312537 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,3),1.02506 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,2),-0.441034 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,1),-0.879912 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-1.12311 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,13),(15,12),-0.822773 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,11),-1.31223 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,10),-0.935052 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,9),-1.07239 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,8),-1.56623 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,7),-1.88683 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,6),-1.72769 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,5),-1.92306 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,4),-1.77638 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,3),-1.05694 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,2),-1.59553 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,1),-1.11756 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,-1),-0.672037 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,12),(15,11),-0.980967 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,10),-1.11913 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,9),-0.979067 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,8),-1.42937 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,7),-1.58816 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,6),-1.50168 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,5),-1.78029 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,4),-1.45578 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,3),-1.32362 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,2),-1.47701 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,1),-1.55996 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,-1),-0.524149 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,11),(15,10),-0.832146 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,9),-0.868821 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,8),-1.63135 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,7),-1.58433 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,6),-1.76488 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,5),-1.95386 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,4),-1.86221 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,3),-1.27477 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,2),-1.77812 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,1),-1.39334 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,-1),-1.03531 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,10),(15,9),-0.446268 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,8),-0.796026 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,7),-1.02934 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,6),-0.927868 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,5),-1.0973 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,4),-0.892608 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,3),-1.31936 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,2),-0.907916 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,1),-1.34847 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,-1),-0.868185 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,9),(15,8),-0.504483 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,7),-0.524234 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,6),-0.673151 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,5),-0.795486 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,4),-0.72428 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,3),-0.502785 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,2),-0.707144 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,1),-1.22447 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,-1),-0.542053 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,8),(15,7),-1.06289 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,6),-1.39252 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,5),-1.52547 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,4),-1.68634 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,3),-1.04199 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,2),-1.621 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,1),-1.21464 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,-1),-0.538512 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,7),(15,6),-0.899181 # DEPENDENCYPART_NEXTSIBL
(15,7),(15,5),-1.156 # DEPENDENCYPART_NEXTSIBL
(15,7),(15,4),-1.23268 # DEPENDENCYPART_NEXTSIBL
(15,7),(15,3),-1.13823 # DEPENDENCYPART_NEXTSIBL
(15,7),(15,2),-1.34431 # DEPENDENCYPART_NEXTSIBL
(15,7),(15,1),-1.46458 # DEPENDENCYPART_NEXTSIBL
(15,7),(15,-1),-0.546535 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,6),(15,5),-0.969889 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,4),-1.58904 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,3),-1.18847 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,2),-1.70753 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,1),-1.23123 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,-1),-0.635696 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,5),(15,4),-0.993072 # DEPENDENCYPART_NEXTSIBL
(15,5),(15,3),-1.13085 # DEPENDENCYPART_NEXTSIBL
(15,5),(15,2),-1.37827 # DEPENDENCYPART_NEXTSIBL
(15,5),(15,1),-1.38761 # DEPENDENCYPART_NEXTSIBL
(15,5),(15,-1),-0.677051 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,4),(15,3),-0.883206 # DEPENDENCYPART_NEXTSIBL
(15,4),(15,2),-1.31933 # DEPENDENCYPART_NEXTSIBL
(15,4),(15,1),-1.10489 # DEPENDENCYPART_NEXTSIBL
(15,4),(15,-1),-0.783368 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,3),(15,2),-0.575991 # DEPENDENCYPART_NEXTSIBL
(15,3),(15,1),-0.732413 # DEPENDENCYPART_NEXTSIBL
(15,3),(15,-1),-0.873957 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,2),(15,1),-0.425729 # DEPENDENCYPART_NEXTSIBL
(15,2),(15,-1),-0.532793 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,1),(15,-1),-0.391345 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,33),-0.227681 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,16),(16,-1),-0.221208 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,17),(17,18),-1.04132 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,20),-0.433449 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,21),0.174857 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,22),-0.679526 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,24),-0.738329 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,25),-0.494055 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,26),-0.530975 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,27),0.0749273 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,28),-0.920896 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,29),0.0132093 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,30),0.369754 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,31),0.572893 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,33),-0.195553 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,20),-0.276639 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,21),-0.372639 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,22),-0.831477 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,24),-0.464092 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,25),-0.398755 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,26),-0.349002 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,27),-0.204578 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,28),-1.02644 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,29),-0.901523 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,30),-0.765781 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,31),-0.982171 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,33),-0.496187 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,20),(17,21),-0.861561 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,22),-0.791235 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,24),-0.831393 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,25),-0.969478 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,26),-1.13257 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,27),-1.21141 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,28),-0.776497 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,29),-0.965881 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,30),-0.789533 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,31),-1.02967 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,33),-0.281711 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,21),(17,22),-0.678555 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,24),-0.823259 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,25),-0.880437 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,26),-0.948143 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,27),-0.962491 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,28),-0.734673 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,29),-0.890097 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,30),-0.650154 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,31),-0.959445 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,33),-0.156914 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,22),(17,24),-0.249121 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,25),-0.191875 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,26),-0.190877 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,27),-0.18119 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,28),-0.921121 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,29),-0.561633 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,30),-0.316492 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,31),-0.586752 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,33),-0.686382 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,24),(17,25),-0.715274 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,26),-0.910289 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,27),-1.07688 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,28),-0.858072 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,29),-0.93286 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,30),-0.961565 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,31),-1.02782 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,33),-0.818849 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,25),(17,26),-0.829774 # DEPENDENCYPART_NEXTSIBL
(17,25),(17,27),-0.871662 # DEPENDENCYPART_NEXTSIBL
(17,25),(17,28),-0.765415 # DEPENDENCYPART_NEXTSIBL
(17,25),(17,29),-0.971651 # DEPENDENCYPART_NEXTSIBL
(17,25),(17,30),-0.728148 # DEPENDENCYPART_NEXTSIBL
(17,25),(17,31),-1.05922 # DEPENDENCYPART_NEXTSIBL
(17,25),(17,33),-0.597678 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,26),(17,27),-0.92295 # DEPENDENCYPART_NEXTSIBL
(17,26),(17,28),-0.740222 # DEPENDENCYPART_NEXTSIBL
(17,26),(17,29),-0.947959 # DEPENDENCYPART_NEXTSIBL
(17,26),(17,30),-0.879629 # DEPENDENCYPART_NEXTSIBL
(17,26),(17,31),-1.01928 # DEPENDENCYPART_NEXTSIBL
(17,26),(17,33),-0.43638 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,27),(17,28),-0.434853 # DEPENDENCYPART_NEXTSIBL
(17,27),(17,29),-0.736409 # DEPENDENCYPART_NEXTSIBL
(17,27),(17,30),-0.687485 # DEPENDENCYPART_NEXTSIBL
(17,27),(17,31),-0.796478 # DEPENDENCYPART_NEXTSIBL
(17,27),(17,33),-0.201457 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,28),(17,29),-0.455948 # DEPENDENCYPART_NEXTSIBL
(17,28),(17,30),-0.213165 # DEPENDENCYPART_NEXTSIBL
(17,28),(17,31),-0.531839 # DEPENDENCYPART_NEXTSIBL
(17,28),(17,33),-0.252258 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,29),(17,30),-0.515346 # DEPENDENCYPART_NEXTSIBL
(17,29),(17,31),-1.04687 # DEPENDENCYPART_NEXTSIBL
(17,29),(17,33),-0.221288 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,30),(17,31),-0.724948 # DEPENDENCYPART_NEXTSIBL
(17,30),(17,33),-0.6836 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,31),(17,33),0.103528 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,16),-0.200439 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,15),0.431294 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,14),-1.06324 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,13),-0.317239 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,3),-0.144369 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-0.467728 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,16),(17,15),-0.384454 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,14),-0.817825 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,13),-1.13081 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,3),-0.848369 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,-1),-0.304423 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,15),(17,14),-0.21619 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,13),-0.636176 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,3),-0.375311 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,-1),-0.281027 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,14),(17,13),-0.358752 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,3),0.80074 # DEPENDENCYPART_NEXTSIBL
(17,14),(17,-1),-1.00754 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,13),(17,3),-0.938026 # DEPENDENCYPART_NEXTSIBL
(17,13),(17,-1),-0.665818 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,3),(17,-1),-0.896021 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,33),-0.0672377 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,18),(18,-1),-0.159702 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,19),(19,33),-0.188171 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,19),(19,-1),-0.281099 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,20),(20,24),-0.861578 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,33),-0.260342 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,24),(20,33),-0.847404 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,19),-0.764744 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,17),-0.713753 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,16),-0.13327 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,-1),-0.313386 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,19),(20,17),-0.691144 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,16),-0.923564 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,-1),0.175172 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,17),(20,16),-0.23881 # DEPENDENCYPART_NEXTSIBL
(20,17),(20,-1),-0.473167 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,16),(20,-1),-0.395784 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,22),-0.667724 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,23),-1.30383 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,24),-0.764745 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,25),-0.503706 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,26),-0.538213 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,27),0.0676901 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,28),-0.909093 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,29),-0.00304372 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,30),0.371541 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,31),0.55664 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,32),-0.894283 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,33),-0.231632 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,22),(21,23),-0.41836 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,24),-0.255664 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,25),-0.189057 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,26),-0.185645 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,27),-0.175958 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,28),-0.912455 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,29),-0.561882 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,30),-0.302621 # DEPENDENCYPART_NEXTSIBL
