# _root_ `` The question is how long it 's going to take Barry Wright to make a contribution , '' says F. John Mirek , an analyst at Blunt Ellis Loewi in Milwaukee .
#goldHeads=20,3,4,20,6,11,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
#predictedHeads=20,3,4,20,8,5,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
(20,6),(20,21),-0.157558 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.141044 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.133661 # DEPENDENCYPART_SIBL
(20,6),(20,24),-0.0764751 # DEPENDENCYPART_SIBL
(20,6),(20,26),0.0471748 # DEPENDENCYPART_SIBL
(20,6),(20,27),-0.0380107 # DEPENDENCYPART_SIBL
(20,6),(20,29),-0.133661 # DEPENDENCYPART_SIBL
(20,6),(20,30),-0.133661 # DEPENDENCYPART_SIBL
(20,6),(20,31),-0.0461003 # DEPENDENCYPART_SIBL
(20,6),(20,32),-0.133661 # DEPENDENCYPART_SIBL
(20,6),(20,33),-0.00508302 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.132972 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.0917956 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.172304 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.146771 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.153937 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.153696 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.172304 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.145029 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.218061 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.20557 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.314188 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.205334 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.269038 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.25216 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.246168 # DEPENDENCYPART_SIBL
(20,7),(20,24),-0.0747886 # DEPENDENCYPART_SIBL
(20,7),(20,26),-0.00389966 # DEPENDENCYPART_SIBL
(20,7),(20,27),-0.00882844 # DEPENDENCYPART_SIBL
(20,7),(20,29),-0.246168 # DEPENDENCYPART_SIBL
(20,7),(20,30),-0.246168 # DEPENDENCYPART_SIBL
(20,7),(20,31),-0.0767457 # DEPENDENCYPART_SIBL
(20,7),(20,32),-0.246168 # DEPENDENCYPART_SIBL
(20,7),(20,33),0.0497242 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.14523 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.19422 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.170859 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.0258717 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.0256422 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.19422 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.17206 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.072076 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.105815 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.105574 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.041742 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0575387 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.0337499 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.0255632 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.0650397 # DEPENDENCYPART_SIBL
(20,8),(20,26),0.0565034 # DEPENDENCYPART_SIBL
(20,8),(20,27),-0.050407 # DEPENDENCYPART_SIBL
(20,8),(20,29),-0.0255632 # DEPENDENCYPART_SIBL
(20,8),(20,30),-0.0255632 # DEPENDENCYPART_SIBL
(20,8),(20,31),-0.0198835 # DEPENDENCYPART_SIBL
(20,8),(20,32),-0.0255632 # DEPENDENCYPART_SIBL
(20,8),(20,33),0.0580807 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.192479 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.119772 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0301712 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0299339 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.192479 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.116729 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.152282 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.173942 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0145673 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.217763 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.126337 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.10926 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.103272 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.0433824 # DEPENDENCYPART_SIBL
(20,9),(20,26),0.0441533 # DEPENDENCYPART_SIBL
(20,9),(20,27),-0.0515345 # DEPENDENCYPART_SIBL
(20,9),(20,29),-0.103272 # DEPENDENCYPART_SIBL
(20,9),(20,30),-0.103272 # DEPENDENCYPART_SIBL
(20,9),(20,31),0.0241102 # DEPENDENCYPART_SIBL
(20,9),(20,32),-0.103272 # DEPENDENCYPART_SIBL
(20,9),(20,33),0.0396175 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0389404 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.02404 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.024281 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.130088 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0360061 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0371133 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.014083 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0202409 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.127879 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.217147 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.200245 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.194278 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.172759 # DEPENDENCYPART_SIBL
(20,10),(20,26),-0.0337604 # DEPENDENCYPART_SIBL
(20,10),(20,27),-0.0578021 # DEPENDENCYPART_SIBL
(20,10),(20,29),-0.194278 # DEPENDENCYPART_SIBL
(20,10),(20,30),-0.194278 # DEPENDENCYPART_SIBL
(20,10),(20,31),0.00395041 # DEPENDENCYPART_SIBL
(20,10),(20,32),-0.194278 # DEPENDENCYPART_SIBL
(20,10),(20,33),0.0203897 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.0157444 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0159728 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0366582 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.00146847 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0571484 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0465735 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0322258 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.210559 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0116251 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.02823 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.0345015 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.02458 # DEPENDENCYPART_SIBL
(20,11),(20,26),0.0318138 # DEPENDENCYPART_SIBL
(20,11),(20,27),0.0461235 # DEPENDENCYPART_SIBL
(20,11),(20,29),0.0345015 # DEPENDENCYPART_SIBL
(20,11),(20,30),0.0345015 # DEPENDENCYPART_SIBL
(20,11),(20,31),0.0978188 # DEPENDENCYPART_SIBL
(20,11),(20,32),0.0345015 # DEPENDENCYPART_SIBL
(20,11),(20,33),0.165215 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.470029 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.329344 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.252874 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.398152 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.361682 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.33143 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.286877 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.133094 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.117994 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.10797 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.0915377 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.0124893 # DEPENDENCYPART_SIBL
(20,12),(20,27),-0.0307527 # DEPENDENCYPART_SIBL
(20,12),(20,29),-0.10797 # DEPENDENCYPART_SIBL
(20,12),(20,30),-0.10797 # DEPENDENCYPART_SIBL
(20,12),(20,31),0.0473442 # DEPENDENCYPART_SIBL
(20,12),(20,32),-0.102334 # DEPENDENCYPART_SIBL
(20,12),(20,33),0.200232 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.322774 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.246304 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.391563 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.355265 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.304708 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.280307 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.116262 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.101162 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0911381 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.0918502 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.00150265 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.0166745 # DEPENDENCYPART_SIBL
(20,13),(20,29),-0.0911381 # DEPENDENCYPART_SIBL
(20,13),(20,30),-0.0911381 # DEPENDENCYPART_SIBL
(20,13),(20,31),0.0653973 # DEPENDENCYPART_SIBL
(20,13),(20,32),-0.0855022 # DEPENDENCYPART_SIBL
(20,13),(20,33),0.20472 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0360061 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0371133 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.014083 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0202409 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.127879 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.217147 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.200245 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.194278 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.172759 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0337604 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.0578021 # DEPENDENCYPART_SIBL
(20,14),(20,29),-0.194278 # DEPENDENCYPART_SIBL
(20,14),(20,30),-0.194278 # DEPENDENCYPART_SIBL
(20,14),(20,31),0.00395041 # DEPENDENCYPART_SIBL
(20,14),(20,32),-0.194278 # DEPENDENCYPART_SIBL
(20,14),(20,33),0.0203897 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0510421 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0562684 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0602085 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.188188 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0163972 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.033002 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0392736 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0298697 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.0313677 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.0474964 # DEPENDENCYPART_SIBL
(20,15),(20,29),0.0392736 # DEPENDENCYPART_SIBL
(20,15),(20,30),0.0392736 # DEPENDENCYPART_SIBL
(20,15),(20,31),0.102086 # DEPENDENCYPART_SIBL
(20,15),(20,32),0.0392736 # DEPENDENCYPART_SIBL
(20,15),(20,33),0.143863 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.167205 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.235266 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.242444 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.258447 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.245184 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.235254 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0835679 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.070774 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.0568891 # DEPENDENCYPART_SIBL
(20,16),(20,29),-0.235254 # DEPENDENCYPART_SIBL
(20,16),(20,30),-0.235254 # DEPENDENCYPART_SIBL
(20,16),(20,31),-0.0041551 # DEPENDENCYPART_SIBL
(20,16),(20,32),-0.235254 # DEPENDENCYPART_SIBL
(20,16),(20,33),-0.0614138 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.212562 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.346078 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.147735 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.1299 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.123829 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0114429 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.00407948 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0318286 # DEPENDENCYPART_SIBL
(20,17),(20,29),-0.12383 # DEPENDENCYPART_SIBL
(20,17),(20,30),-0.123829 # DEPENDENCYPART_SIBL
(20,17),(20,31),0.00637713 # DEPENDENCYPART_SIBL
(20,17),(20,32),-0.123829 # DEPENDENCYPART_SIBL
(20,17),(20,33),0.0973979 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.637305 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0600028 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0783606 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0958063 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.208255 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.0669745 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0784634 # DEPENDENCYPART_SIBL
(20,18),(20,29),0.0958401 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.0958063 # DEPENDENCYPART_SIBL
(20,18),(20,31),-0.0427753 # DEPENDENCYPART_SIBL
(20,18),(20,32),0.0958063 # DEPENDENCYPART_SIBL
(20,18),(20,33),-0.00580342 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0521581 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0305831 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0163925 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0501368 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.13353 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0251208 # DEPENDENCYPART_SIBL
(20,19),(20,29),-0.0163677 # DEPENDENCYPART_SIBL
(20,19),(20,30),-0.0163925 # DEPENDENCYPART_SIBL
(20,19),(20,31),0.113946 # DEPENDENCYPART_SIBL
(20,19),(20,32),-0.0163925 # DEPENDENCYPART_SIBL
(20,19),(20,33),0.147141 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.316776 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.316353 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0322265 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.279926 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.126396 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.316353 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.316353 # DEPENDENCYPART_SIBL
(20,21),(20,31),-0.169213 # DEPENDENCYPART_SIBL
(20,21),(20,32),-0.307982 # DEPENDENCYPART_SIBL
(20,21),(20,33),-0.212232 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.316459 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0393137 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.279587 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.126986 # DEPENDENCYPART_SIBL
(20,22),(20,29),-0.316459 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.316459 # DEPENDENCYPART_SIBL
(20,22),(20,31),-0.169411 # DEPENDENCYPART_SIBL
(20,22),(20,32),-0.308089 # DEPENDENCYPART_SIBL
(20,22),(20,33),-0.201824 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0275309 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.275925 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.12211 # DEPENDENCYPART_SIBL
(20,23),(20,29),-0.312221 # DEPENDENCYPART_SIBL
(20,23),(20,30),-0.312221 # DEPENDENCYPART_SIBL
(20,23),(20,31),-0.164941 # DEPENDENCYPART_SIBL
(20,23),(20,32),-0.303851 # DEPENDENCYPART_SIBL
(20,23),(20,33),-0.193344 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.0462927 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.088389 # DEPENDENCYPART_SIBL
(20,24),(20,29),-0.0559642 # DEPENDENCYPART_SIBL
(20,24),(20,30),-0.0583884 # DEPENDENCYPART_SIBL
(20,24),(20,31),-0.138351 # DEPENDENCYPART_SIBL
(20,24),(20,32),-0.0374903 # DEPENDENCYPART_SIBL
(20,24),(20,33),-0.347156 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.0925873 # DEPENDENCYPART_SIBL
(20,26),(20,29),-0.24874 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.24874 # DEPENDENCYPART_SIBL
(20,26),(20,31),-0.0855798 # DEPENDENCYPART_SIBL
(20,26),(20,32),-0.24874 # DEPENDENCYPART_SIBL
(20,26),(20,33),-0.140261 # DEPENDENCYPART_SIBL
(20,27),(20,29),-0.22201 # DEPENDENCYPART_SIBL
(20,27),(20,30),-0.222005 # DEPENDENCYPART_SIBL
(20,27),(20,31),-0.141762 # DEPENDENCYPART_SIBL
(20,27),(20,32),-0.22201 # DEPENDENCYPART_SIBL
(20,27),(20,33),-0.0698461 # DEPENDENCYPART_SIBL
(20,29),(20,30),-0.312222 # DEPENDENCYPART_SIBL
(20,29),(20,31),-0.165065 # DEPENDENCYPART_SIBL
(20,29),(20,32),-0.303852 # DEPENDENCYPART_SIBL
(20,29),(20,33),-0.18995 # DEPENDENCYPART_SIBL
(20,30),(20,31),-0.164941 # DEPENDENCYPART_SIBL
(20,30),(20,32),-0.303851 # DEPENDENCYPART_SIBL
(20,30),(20,33),-0.193344 # DEPENDENCYPART_SIBL
(20,31),(20,32),-0.192328 # DEPENDENCYPART_SIBL
(20,31),(20,33),-0.0546409 # DEPENDENCYPART_SIBL
(20,32),(20,33),-0.193344 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0110481 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0317548 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.94465 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0684624 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.197252 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.187698 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.112294 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.0684624 # DEPENDENCYPART_SIBL
(22,21),(22,30),0.0684624 # DEPENDENCYPART_SIBL
(22,21),(22,31),0.138593 # DEPENDENCYPART_SIBL
(22,23),(22,24),-9.65549e-05 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0305774 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0110944 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.0581689 # DEPENDENCYPART_SIBL
(22,23),(22,30),-0.0593999 # DEPENDENCYPART_SIBL
(22,23),(22,31),-0.0340415 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.940725 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.147512 # DEPENDENCYPART_SIBL
(22,24),(22,29),0.705992 # DEPENDENCYPART_SIBL
(22,24),(22,30),0.699874 # DEPENDENCYPART_SIBL
(22,24),(22,31),0.221912 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.00532199 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.0264873 # DEPENDENCYPART_SIBL
(22,26),(22,30),-0.0277183 # DEPENDENCYPART_SIBL
(22,26),(22,31),-0.00280865 # DEPENDENCYPART_SIBL
(22,27),(22,29),0.0141121 # DEPENDENCYPART_SIBL
(22,27),(22,30),0.0128866 # DEPENDENCYPART_SIBL
(22,27),(22,31),0.171039 # DEPENDENCYPART_SIBL
(22,29),(22,30),-0.059429 # DEPENDENCYPART_SIBL
(22,29),(22,31),-0.0341941 # DEPENDENCYPART_SIBL
(22,30),(22,31),-0.0340415 # DEPENDENCYPART_SIBL
(23,1),(23,2),0.113723 # DEPENDENCYPART_SIBL
(23,1),(23,3),0.314762 # DEPENDENCYPART_SIBL
(23,1),(23,4),0.204611 # DEPENDENCYPART_SIBL
(23,1),(23,6),0.203068 # DEPENDENCYPART_SIBL
(23,1),(23,9),0.0227145 # DEPENDENCYPART_SIBL
(23,1),(23,12),0.0861995 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.0914765 # DEPENDENCYPART_SIBL
(23,1),(23,16),0.143051 # DEPENDENCYPART_SIBL
(23,1),(23,17),0.295328 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.902488 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.149237 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.136331 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.115559 # DEPENDENCYPART_SIBL
(23,1),(23,25),0.0831897 # DEPENDENCYPART_SIBL
(23,1),(23,26),0.252489 # DEPENDENCYPART_SIBL
(23,1),(23,27),0.179431 # DEPENDENCYPART_SIBL
(23,1),(23,28),0.197055 # DEPENDENCYPART_SIBL
(23,1),(23,29),0.197107 # DEPENDENCYPART_SIBL
(23,1),(23,30),0.197055 # DEPENDENCYPART_SIBL
(23,1),(23,31),0.193878 # DEPENDENCYPART_SIBL
(23,1),(23,32),0.202812 # DEPENDENCYPART_SIBL
(23,2),(23,3),0.2473 # DEPENDENCYPART_SIBL
(23,2),(23,4),0.0706195 # DEPENDENCYPART_SIBL
(23,2),(23,6),0.43399 # DEPENDENCYPART_SIBL
(23,2),(23,9),0.535522 # DEPENDENCYPART_SIBL
(23,2),(23,12),0.11245 # DEPENDENCYPART_SIBL
(23,2),(23,13),0.122872 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.237006 # DEPENDENCYPART_SIBL
(23,2),(23,17),0.265533 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.263856 # DEPENDENCYPART_SIBL
(23,2),(23,21),0.175641 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.0964005 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.0338447 # DEPENDENCYPART_SIBL
(23,2),(23,25),0.0363981 # DEPENDENCYPART_SIBL
(23,2),(23,26),0.0272674 # DEPENDENCYPART_SIBL
(23,2),(23,27),0.142688 # DEPENDENCYPART_SIBL
(23,2),(23,28),-0.0177591 # DEPENDENCYPART_SIBL
(23,2),(23,29),-0.0177591 # DEPENDENCYPART_SIBL
(23,2),(23,30),-0.0177591 # DEPENDENCYPART_SIBL
(23,2),(23,31),0.0930693 # DEPENDENCYPART_SIBL
(23,2),(23,32),-0.0120038 # DEPENDENCYPART_SIBL
(23,3),(23,4),0.0989113 # DEPENDENCYPART_SIBL
(23,3),(23,6),0.082329 # DEPENDENCYPART_SIBL
(23,3),(23,9),0.144627 # DEPENDENCYPART_SIBL
(23,3),(23,12),0.131856 # DEPENDENCYPART_SIBL
(23,3),(23,13),0.138775 # DEPENDENCYPART_SIBL
(23,3),(23,16),0.00433 # DEPENDENCYPART_SIBL
(23,3),(23,17),0.175084 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.189282 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.210455 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.202207 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.0283845 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.0460219 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.00816366 # DEPENDENCYPART_SIBL
(23,3),(23,27),0.0317752 # DEPENDENCYPART_SIBL
(23,3),(23,28),-0.00796564 # DEPENDENCYPART_SIBL
(23,3),(23,29),-0.00777709 # DEPENDENCYPART_SIBL
(23,3),(23,30),-0.00777663 # DEPENDENCYPART_SIBL
(23,3),(23,31),-0.00929411 # DEPENDENCYPART_SIBL
(23,3),(23,32),-0.00202026 # DEPENDENCYPART_SIBL
(23,4),(23,6),0.0892453 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.0421064 # DEPENDENCYPART_SIBL
(23,4),(23,12),0.0592423 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.0696218 # DEPENDENCYPART_SIBL
(23,4),(23,16),0.197777 # DEPENDENCYPART_SIBL
(23,4),(23,17),0.175243 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.283503 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.125452 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.104566 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.0825775 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.0559637 # DEPENDENCYPART_SIBL
(23,4),(23,26),-0.0167359 # DEPENDENCYPART_SIBL
(23,4),(23,27),-0.0495981 # DEPENDENCYPART_SIBL
(23,4),(23,28),0.0142348 # DEPENDENCYPART_SIBL
(23,4),(23,29),0.0142348 # DEPENDENCYPART_SIBL
(23,4),(23,30),0.0142348 # DEPENDENCYPART_SIBL
(23,4),(23,31),0.00134949 # DEPENDENCYPART_SIBL
(23,4),(23,32),0.0199912 # DEPENDENCYPART_SIBL
(23,6),(23,9),0.118206 # DEPENDENCYPART_SIBL
(23,6),(23,12),0.157636 # DEPENDENCYPART_SIBL
(23,6),(23,13),0.166245 # DEPENDENCYPART_SIBL
(23,6),(23,16),0.124286 # DEPENDENCYPART_SIBL
(23,6),(23,17),0.305236 # DEPENDENCYPART_SIBL
(23,6),(23,19),0.169391 # DEPENDENCYPART_SIBL
(23,6),(23,21),0.232564 # DEPENDENCYPART_SIBL
(23,6),(23,22),0.235794 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0126948 # DEPENDENCYPART_SIBL
(23,6),(23,25),0.0551191 # DEPENDENCYPART_SIBL
(23,6),(23,26),0.0152727 # DEPENDENCYPART_SIBL
(23,6),(23,27),0.102503 # DEPENDENCYPART_SIBL
(23,6),(23,28),0.0152163 # DEPENDENCYPART_SIBL
(23,6),(23,29),0.0152163 # DEPENDENCYPART_SIBL
(23,6),(23,30),0.0152163 # DEPENDENCYPART_SIBL
(23,6),(23,31),0.0348464 # DEPENDENCYPART_SIBL
(23,6),(23,32),0.0209725 # DEPENDENCYPART_SIBL
(23,9),(23,12),0.164451 # DEPENDENCYPART_SIBL
(23,9),(23,13),0.174837 # DEPENDENCYPART_SIBL
(23,9),(23,16),0.131575 # DEPENDENCYPART_SIBL
